Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1537,Karol Linetty,POL,MF,Torino,Serie A,27,1995,21.0,1175,37,213,708,260,21,1175,22,7,31.8,13,59.1,625,3132,1657,27,24,3,27,11,767,32,Matches
1538,Jesse Lingard,ENG,"FW,MF",Nott'ham Forest,Premier League,29,1992,10.3,371,7,44,202,132,16,371,10,6,60.0,4,40.0,214,1003,527,11,12,0,16,10,263,38,Matches
1539,Pol Lirola,ESP,DF,Elche,La Liga,24,1997,7.0,396,18,126,159,117,8,396,19,7,36.8,10,52.6,213,1264,727,21,18,1,8,5,210,35,Matches
1540,Mateusz Lis,POL,GK,Troyes,Ligue 1,25,1997,8.3,342,271,339,3,0,0,342,0,0,0.0,0,0.0,212,1132,727,0,0,0,1,0,132,0,Matches
1541,Marcin Listkowski,POL,"MF,FW",Lecce,Serie A,24,1998,0.9,34,2,10,11,13,1,34,0,0,0.0,0,0.0,17,157,81,6,1,0,1,1,20,4,Matches
1542,Valentino Livramento,ENG,"DF,FW",Southampton,Premier League,19,2002,0.3,37,5,19,16,3,0,37,3,2,66.7,0,0.0,10,48,17,0,0,0,1,0,16,0,Matches
1543,Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,24,1997,19.0,809,15,116,376,334,58,808,47,19,40.4,25,53.2,476,2683,1290,37,32,10,39,16,530,95,Matches
1544,Javier Llabrés,ESP,FW,Mallorca,La Liga,19,2002,0.2,5,1,2,2,1,0,5,0,0,0.0,0,0.0,3,3,2,0,0,0,0,0,3,0,Matches
1545,Diego Llorente,ESP,DF,Leeds United,Premier League,28,1993,7.2,506,59,283,210,15,6,506,3,2,66.7,1,33.3,303,1566,721,2,1,0,6,1,312,1,Matches
1546,Diego Llorente,ESP,DF,Roma,Serie A,28,1993,6.4,355,49,205,135,16,8,355,2,1,50.0,1,50.0,220,1045,549,2,0,0,2,1,238,3,Matches
1547,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,27,1995,18.9,997,35,216,378,415,64,997,27,12,44.4,13,48.1,558,3321,1942,64,45,15,23,11,661,139,Matches
1548,Hugo Lloris,FRA,GK,Tottenham,Premier League,35,1986,24.5,794,723,792,2,0,0,794,0,0,0.0,0,0.0,430,2401,1498,0,0,0,2,0,353,0,Matches
1549,Giovani Lo Celso,ARG,"MF,FW",Villarreal,La Liga,26,1996,12.5,853,10,113,366,388,42,853,44,22,50.0,15,34.1,553,3273,1600,35,28,10,31,23,651,70,Matches
1550,Stanislav Lobotka,SVK,MF,Napoli,Serie A,27,1994,34.5,2536,66,523,1653,379,14,2536,27,18,66.7,5,18.5,1628,7751,3135,51,68,9,25,16,1950,39,Matches
1551,Manuel Locatelli,ITA,MF,Juventus,Serie A,24,1998,27.2,1671,100,466,939,283,20,1671,27,15,55.6,11,40.7,804,3203,1475,25,18,4,29,19,1083,37,Matches
1552,Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24,1998,20.4,1019,133,561,414,54,9,1019,9,6,66.7,3,33.3,544,2851,1642,17,14,0,11,5,589,5,Matches
1553,Bradley Locko,FRA,DF,Reims,Ligue 1,20,2002,11.8,629,44,216,290,138,8,629,36,15,41.7,18,50.0,374,2771,1537,31,15,3,27,15,304,39,Matches
1554,Bradley Locko,FRA,DF,Brest,Ligue 1,20,2002,3.0,160,12,58,75,29,3,160,14,9,64.3,4,28.6,101,842,474,11,4,1,2,2,83,5,Matches
1555,Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24,1998,24.6,1143,96,478,418,263,21,1143,39,16,41.0,14,35.9,546,2834,1379,24,15,2,18,13,535,70,Matches
1556,Ruben Loftus-Cheek,ENG,"MF,DF",Chelsea,Premier League,26,1996,17.1,1068,40,185,576,322,42,1068,60,30,50.0,22,36.7,651,3753,2210,56,29,10,22,23,774,86,Matches
1557,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,24,1997,28.0,1433,45,278,742,420,76,1433,27,8,29.6,18,66.7,752,2989,1191,21,16,8,37,29,951,115,Matches
1558,Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,24,1997,19.2,867,2,58,350,470,111,864,80,34,42.5,37,46.3,572,3472,1744,73,28,33,47,46,675,185,Matches
1559,Anthony Lopes,POR,GK,Lyon,Ligue 1,31,1990,31.3,1098,923,1092,7,0,0,1098,2,0,0.0,2,100.0,764,4021,2558,0,0,0,1,0,528,0,Matches
1560,Rony Lopes,POR,"MF,FW",Troyes,Ligue 1,26,1995,26.1,1124,19,154,538,454,57,1124,85,45,52.9,33,38.8,805,5307,2266,61,49,13,46,37,755,117,Matches
1561,David López,ESP,DF,Girona,La Liga,32,1989,18.4,1379,207,795,553,37,16,1379,6,6,100.0,0,0.0,823,4281,2574,18,5,0,8,1,959,4,Matches
1562,Diego López,ESP,GK,Rayo Vallecano,La Liga,40,1981,1.1,29,23,29,0,0,0,29,0,0,0.0,0,0.0,14,92,64,0,0,0,0,0,12,0,Matches
1563,Diego López,ESP,"FW,MF",Valencia,La Liga,20,2002,5.0,215,4,37,78,104,27,215,19,9,47.4,8,42.1,135,1113,598,21,9,5,13,6,146,46,Matches
1564,Maxime Lopez,FRA,MF,Sassuolo,Serie A,24,1997,25.5,1855,60,456,1070,345,14,1855,27,11,40.7,15,55.6,1214,6585,3157,54,58,2,17,12,1407,40,Matches
1565,Pau López,ESP,GK,Marseille,Ligue 1,27,1994,32.5,1174,750,1137,37,0,0,1174,0,0,0.0,0,0.0,880,4606,2729,0,0,0,0,0,635,0,Matches
1566,Unai López,ESP,MF,Rayo Vallecano,La Liga,26,1995,13.9,1076,9,142,633,311,22,1076,27,12,44.4,14,51.9,635,2797,1067,17,18,5,27,19,757,43,Matches
1567,Dion Lopy,SEN,MF,Reims,Ligue 1,20,2002,15.3,935,41,209,533,211,12,935,36,16,44.4,15,41.7,696,4238,1717,17,22,1,30,17,612,38,Matches
1568,Anthony Losilla,FRA,MF,Bochum,Bundesliga,36,1986,30.2,1286,90,366,705,234,39,1286,20,9,45.0,10,50.0,410,1715,645,13,14,1,24,10,551,42,Matches
1569,Jordan Lotomba,SUI,DF,Nice,Ligue 1,23,1998,27.3,1720,93,506,857,385,20,1720,73,38,52.1,26,35.6,1131,7852,4210,82,72,6,40,24,1034,99,Matches
1570,Matteo Lovato,ITA,DF,Salernitana,Serie A,22,2000,9.0,411,58,233,172,9,0,411,0,0,0.0,0,0.0,210,794,386,1,1,1,5,3,227,1,Matches
1571,Dejan Lovren,CRO,DF,Lyon,Ligue 1,33,1989,16.2,1273,138,536,695,48,17,1273,2,1,50.0,1,50.0,940,5613,3091,12,13,1,5,3,850,1,Matches
1572,Sandi Lovrić,SVN,MF,Udinese,Serie A,24,1998,25.9,1272,35,210,646,438,55,1272,38,14,36.8,20,52.6,734,3806,1793,42,34,10,51,22,818,90,Matches
1573,Jamal Lowe,JAM,"MF,FW",Bournemouth,Premier League,28,1994,0.1,4,0,0,3,1,0,4,0,0,0.0,0,0.0,2,7,1,0,0,0,0,0,3,0,Matches
1574,Anthony Lozano,HON,FW,Cádiz,La Liga,29,1993,16.0,495,20,61,246,199,47,495,44,17,38.6,22,50.0,313,1693,658,19,15,7,62,37,397,58,Matches
1575,Hirving Lozano,MEX,FW,Napoli,Serie A,27,1995,17.8,811,9,73,285,467,77,810,78,38,48.7,31,39.7,570,4050,2285,86,29,22,39,13,607,190,Matches
1576,Pol Lozano,ESP,MF,Espanyol,La Liga,22,1999,0.2,12,2,7,4,1,0,12,0,0,0.0,0,0.0,7,29,0,0,0,0,1,0,6,0,Matches
1577,Jean Lucas,BRA,MF,Monaco,Ligue 1,24,1998,3.2,191,8,29,136,32,5,191,14,9,64.3,3,21.4,147,968,398,5,6,1,3,1,125,6,Matches
1578,Jhon Lucumí,COL,DF,Bologna,Serie A,24,1998,32.2,2258,304,1222,998,51,16,2258,6,4,66.7,2,33.3,1409,7653,4456,37,15,2,19,6,1537,6,Matches
1579,José Luis Gayà,ESP,DF,Valencia,La Liga,27,1995,30.1,1986,77,570,734,703,49,1985,36,25,69.4,11,30.6,1006,5028,2991,74,69,8,19,12,1132,200,Matches
1580,José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,35,1987,13.5,402,2,35,142,233,79,402,51,18,35.3,27,52.9,233,1565,769,40,22,26,24,11,283,92,Matches
1581,José Luis Palomino,ARG,DF,Atalanta,Serie A,32,1990,8.4,607,48,261,313,39,9,607,3,2,66.7,1,33.3,308,1514,638,3,1,1,3,3,339,3,Matches
1582,Douglas Luiz,BRA,MF,Aston Villa,Premier League,24,1998,32.5,2118,75,534,1161,443,19,2117,44,24,54.5,14,31.8,1142,6297,2922,48,39,4,36,33,1326,35,Matches
1583,Romelu Lukaku,BEL,FW,Inter,Serie A,29,1993,18.4,575,18,26,211,339,100,573,29,15,51.7,13,44.8,328,1767,778,34,21,12,47,28,482,159,Matches
1584,Castello Lukeba,FRA,DF,Lyon,Ligue 1,19,2002,33.2,2580,234,1115,1399,85,28,2580,17,11,64.7,5,29.4,2066,11163,6047,24,29,3,20,8,1885,9,Matches
1585,Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,24,1997,26.6,979,20,111,412,481,103,974,141,67,47.5,64,45.4,644,5374,2513,96,59,48,82,48,683,178,Matches
1586,Saša Lukić,SRB,MF,Fulham,Premier League,25,1996,4.6,253,9,49,155,52,3,253,5,4,80.0,1,20.0,146,875,413,8,7,1,3,1,171,5,Matches
1587,Saša Lukić,SRB,MF,Torino,Serie A,25,1996,13.3,850,29,129,537,190,23,849,7,1,14.3,4,57.1,448,2360,1057,26,18,4,17,8,556,33,Matches
1588,Andriy Lunin,UKR,GK,Real Madrid,La Liga,23,1999,7.0,234,186,232,2,0,0,234,0,0,0.0,0,0.0,144,645,257,0,0,0,0,0,142,0,Matches
1589,Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,30,1991,1.0,45,34,44,1,0,0,45,0,0,0.0,0,0.0,35,177,134,0,0,0,0,0,29,0,Matches
1590,Sebastiano Luperto,ITA,DF,Empoli,Serie A,25,1996,34.8,2057,414,1236,783,52,23,2057,2,2,100.0,0,0.0,1125,5044,2598,13,6,1,6,3,1191,3,Matches
1591,Lyanco,BRA,DF,Southampton,Premier League,25,1997,13.1,720,123,368,297,64,12,720,11,8,72.7,2,18.2,368,1892,1034,13,8,1,11,4,353,4,Matches
1592,Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,28,1993,12.3,855,31,226,403,234,5,855,11,4,36.4,7,63.6,466,2045,1141,32,19,0,10,1,544,47,Matches
1593,Youssouf M'Changama,COM,MF,Auxerre,Ligue 1,31,1990,12.0,621,19,144,323,159,15,621,23,10,43.5,11,47.8,436,2174,811,17,11,1,18,9,401,35,Matches
1594,Awer Mabil,AUS,"MF,FW",Cádiz,La Liga,26,1995,1.8,77,2,11,31,36,2,77,4,2,50.0,2,50.0,47,235,132,5,2,0,7,1,57,14,Matches
1595,Alexis Mac Allister,ARG,MF,Brighton,Premier League,23,1998,32.1,2182,48,367,1194,644,63,2176,72,42,58.3,21,29.2,1319,6135,3072,69,74,8,47,36,1644,77,Matches
1596,Deiver Machado,COL,"DF,MF",Lens,Ligue 1,28,1993,24.3,1105,46,269,484,364,30,1105,54,17,31.5,23,42.6,737,4668,2043,59,41,10,30,11,649,131,Matches
1597,Darwin Machís,VEN,FW,Valladolid,La Liga,29,1993,6.7,295,7,41,110,148,32,295,30,11,36.7,16,53.3,199,1326,588,29,17,11,21,6,204,53,Matches
1598,James Maddison,ENG,"MF,FW",Leicester City,Premier League,25,1996,27.6,1447,17,160,647,655,103,1445,107,46,43.0,39,36.4,964,5653,2671,77,44,31,45,31,1075,155,Matches
1599,Noni Madueke,ENG,FW,Chelsea,Premier League,20,2002,7.1,405,11,45,133,233,62,405,63,33,52.4,24,38.1,278,2090,1203,48,21,26,17,13,315,100,Matches
1600,Pablo Maffeo,ESP,DF,Mallorca,La Liga,25,1997,33.1,1599,104,462,660,499,56,1599,85,35,41.2,35,41.2,804,4817,2118,67,52,14,62,36,860,134,Matches
1601,Lisandro Magallán,ARG,DF,Elche,La Liga,28,1993,10.0,480,77,302,163,20,11,480,1,1,100.0,0,0.0,249,1337,533,2,1,0,3,0,250,0,Matches
1602,Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,18,2003,0.9,47,1,12,31,5,0,47,2,1,50.0,1,50.0,29,147,68,0,1,0,1,0,23,1,Matches
1603,Giulio Maggiore,ITA,MF,Salernitana,Serie A,24,1998,9.9,580,18,138,351,93,8,580,4,1,25.0,2,50.0,300,1117,427,7,3,1,18,4,365,13,Matches
1604,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,26,1995,17.0,683,102,341,323,27,7,683,5,3,60.0,2,40.0,316,1386,605,5,5,1,6,3,307,5,Matches
1605,Hugo Magnetti,FRA,MF,Brest,Ligue 1,24,1998,18.8,931,29,215,541,186,10,931,35,23,65.7,11,31.4,658,4099,1767,32,35,1,21,15,567,27,Matches
1606,Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,25,1997,26.7,1643,60,430,999,226,28,1643,32,7,21.9,19,59.4,1168,5308,2152,14,28,2,20,11,1071,56,Matches
1607,Harry Maguire,ENG,DF,Manchester Utd,Premier League,29,1993,8.5,672,77,353,291,32,9,672,3,2,66.7,1,33.3,414,2286,1449,8,6,1,1,0,448,4,Matches
1608,Jon Magunacelaya,ESP,"MF,FW",Real Sociedad,La Liga,22,2000,0.7,28,1,9,4,15,2,28,1,1,100.0,0,0.0,18,111,70,2,1,0,3,0,15,3,Matches
1609,Riyad Mahrez,ALG,"FW,MF",Manchester City,Premier League,31,1991,21.3,1392,14,105,494,802,110,1391,73,25,34.2,27,37.0,934,5159,2361,78,47,45,35,27,1042,242,Matches
1610,Arne Maier,GER,MF,Augsburg,Bundesliga,23,1999,21.8,862,23,167,380,320,38,862,37,16,43.2,17,45.9,418,2307,1020,32,15,15,39,26,483,77,Matches
1611,Mike Maignan,FRA,GK,Milan,Serie A,27,1995,22.0,853,639,838,15,0,0,853,0,0,0.0,0,0.0,618,3323,2132,0,0,0,0,0,525,0,Matches
1612,Linton Maina,GER,"FW,MF",Köln,Bundesliga,23,1999,24.9,932,11,81,349,523,99,932,68,22,32.4,38,55.9,597,5016,2421,90,53,37,55,26,626,173,Matches
1613,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,17,2005,0.1,11,0,2,4,5,3,11,1,0,0.0,1,100.0,5,64,48,2,0,0,0,0,6,1,Matches
1614,Ainsley Maitland-Niles,ENG,"DF,MF",Southampton,Premier League,24,1997,15.6,912,73,328,440,155,7,912,22,17,77.3,5,22.7,407,2036,885,15,13,2,26,13,509,35,Matches
1615,Jordan Majchrzak,POL,FW,Roma,Serie A,17,2004,0.2,4,0,0,2,2,0,4,0,0,0.0,0,0.0,3,4,0,0,0,0,0,0,4,1,Matches
1616,Lovro Majer,CRO,"MF,FW",Rennes,Ligue 1,24,1998,18.5,1187,18,142,572,493,62,1186,45,28,62.2,13,28.9,929,6297,3028,66,64,8,46,31,842,115,Matches
1617,Jean-Victor Makengo,FRA,MF,Udinese,Serie A,24,1998,8.9,393,11,64,223,112,6,393,15,11,73.3,1,6.7,259,1518,688,18,17,0,15,11,290,31,Matches
1618,Jean-Victor Makengo,FRA,MF,Lorient,Ligue 1,24,1998,11.8,652,27,152,405,109,6,652,35,21,60.0,8,22.9,546,3480,1530,23,25,1,16,23,497,30,Matches
1619,Béni Makouana,CGO,"FW,MF",Montpellier,Ligue 1,19,2002,2.2,67,2,6,28,36,11,67,9,2,22.2,7,77.8,49,424,181,9,4,0,4,5,46,17,Matches
1620,Nemanja Maksimović,SRB,MF,Getafe,La Liga,27,1995,22.8,794,44,189,437,174,35,794,9,3,33.3,6,66.7,300,1251,545,13,12,4,17,7,346,29,Matches
1621,Tyrell Malacia,NED,DF,Manchester Utd,Premier League,22,1999,15.5,989,54,378,392,225,16,989,19,6,31.6,13,68.4,472,2127,1023,19,17,3,17,8,557,33,Matches
1622,Lorenzo Malagrida,ITA,"MF,DF",Sampdoria,Serie A,18,2003,1.2,51,0,6,27,18,5,51,2,2,100.0,0,0.0,22,106,53,1,0,1,0,1,34,10,Matches
1623,Daniel Maldini,ITA,"FW,MF",Spezia,Serie A,20,2001,7.0,289,7,40,121,132,15,289,46,23,50.0,18,39.1,158,978,417,13,8,4,24,8,183,34,Matches
1624,Youssef Maleh,MAR,MF,Fiorentina,Serie A,23,1998,3.3,150,4,18,79,53,11,150,3,1,33.3,2,66.7,93,321,144,3,4,1,6,6,96,17,Matches
1625,Youssef Maleh,MAR,MF,Lecce,Serie A,23,1998,7.5,296,11,72,138,87,15,296,8,2,25.0,5,62.5,143,561,266,9,7,3,9,10,167,19,Matches
1626,Donyell Malen,NED,FW,Dortmund,Bundesliga,23,1999,19.0,869,10,64,321,498,101,869,115,51,44.3,51,44.3,628,4019,2138,87,37,38,38,40,715,182,Matches
1627,Ruslan Malinovskyi,UKR,"MF,FW",Atalanta,Serie A,29,1993,6.1,425,2,61,220,152,8,425,21,9,42.9,10,47.6,279,1481,643,19,17,3,21,9,303,36,Matches
1628,Ruslan Malinovskyi,UKR,"MF,FW",Marseille,Ligue 1,29,1993,13.6,698,12,80,311,323,26,698,42,27,64.3,13,31.0,533,3349,1583,35,30,5,30,20,509,81,Matches
1629,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,31,1991,24.0,1694,90,549,744,415,51,1694,17,5,29.4,9,52.9,853,3500,1784,27,22,2,19,7,999,108,Matches
1630,Mickael Malsa,MTQ,MF,Valladolid,La Liga,26,1995,0.8,31,4,12,18,1,0,31,1,1,100.0,0,0.0,17,77,9,0,0,0,2,2,15,0,Matches
1631,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,21,2000,38.0,1180,973,1153,30,0,0,1180,0,0,0.0,0,0.0,604,3176,1830,0,0,0,2,1,470,0,Matches
1632,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,22,1999,0.2,13,1,1,7,5,0,13,1,1,100.0,0,0.0,10,73,36,2,2,0,1,1,9,1,Matches
1633,Gianluca Mancini,ITA,DF,Roma,Serie A,26,1996,31.8,1865,189,855,885,139,30,1865,14,6,42.9,5,35.7,1124,5050,3089,17,21,0,16,7,1324,19,Matches
1634,Steve Mandanda,FRA,GK,Rennes,Ligue 1,37,1985,33.5,1267,922,1251,17,0,0,1267,1,1,100.0,0,0.0,916,4101,2479,0,0,0,2,0,649,0,Matches
1635,Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,28,1994,20.6,1297,102,501,658,143,15,1297,24,6,25.0,12,50.0,708,3214,1819,28,20,9,20,9,770,41,Matches
1636,Aïssa Mandi,ALG,DF,Villarreal,La Liga,30,1991,16.2,1051,143,573,429,51,6,1051,3,1,33.3,1,33.3,614,2874,1516,7,7,0,3,2,726,9,Matches
1637,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,25,1997,21.7,1190,33,175,670,356,37,1190,16,5,31.3,9,56.3,598,2489,1243,18,25,3,13,8,720,59,Matches
1638,Sadio Mané,SEN,"FW,MF",Bayern Munich,Bundesliga,30,1992,15.8,622,9,39,218,375,130,620,53,24,45.3,25,47.2,410,2602,1295,59,26,33,53,14,486,164,Matches
1639,Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,24,1998,17.2,655,31,183,380,99,8,655,34,16,47.1,12,35.3,334,1742,808,14,6,2,11,9,383,8,Matches
1640,Thomas Mangani,FRA,MF,Ajaccio,Ligue 1,35,1987,14.8,1052,51,232,648,175,3,1050,6,4,66.7,1,16.7,640,3045,1283,9,17,1,9,3,585,15,Matches
1641,Vito Mannone,ITA,GK,Lorient,Ligue 1,34,1988,17.9,618,544,616,2,0,0,618,0,0,0.0,0,0.0,436,2037,1358,0,0,0,0,0,279,0,Matches
1642,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,28,1994,0.4,36,2,11,16,9,1,36,0,0,0.0,0,0.0,20,82,38,2,0,0,0,0,20,1,Matches
1643,Myziane Maolida,FRA,"MF,FW",Reims,Ligue 1,23,1999,2.6,138,0,17,56,68,8,138,11,8,72.7,2,18.2,105,732,375,13,4,3,9,4,94,26,Matches
1644,Myziane Maolida,FRA,"FW,MF",Hertha BSC,Bundesliga,23,1999,1.1,26,0,3,13,10,3,26,4,2,50.0,2,50.0,21,109,26,1,1,0,3,5,20,9,Matches
1645,Faitout Maouassa,FRA,"FW,DF",Montpellier,Ligue 1,24,1998,21.4,924,31,223,383,334,41,924,62,25,40.3,32,51.6,562,3630,1723,37,41,12,32,22,513,108,Matches
1646,Sekou Mara,FRA,"FW,MF",Southampton,Premier League,20,2002,6.2,221,5,27,99,103,26,221,29,13,44.8,16,55.2,129,727,288,7,9,2,28,18,151,27,Matches
1647,Marcão,BRA,DF,Sevilla,La Liga,26,1996,4.2,255,26,120,130,5,0,255,1,1,100.0,0,0.0,150,824,422,1,0,0,8,0,186,0,Matches
1648,Solly March,ENG,"FW,DF",Brighton,Premier League,28,1994,30.2,1659,46,191,521,962,138,1659,114,58,50.9,35,30.7,1024,6810,3074,110,48,47,55,32,1124,357,Matches
1649,Agustín Marchesín,ARG,GK,Celta Vigo,La Liga,34,1988,19.0,677,550,673,6,0,0,677,0,0,0.0,0,0.0,392,1729,1123,0,0,0,0,0,325,0,Matches
1650,Federico Marchetti,ITA,GK,Spezia,Serie A,39,1983,0.7,18,17,18,0,0,0,18,0,0,0.0,0,0.0,7,23,13,0,0,0,0,0,6,0,Matches
1651,Vincent Marchetti,FRA,MF,Ajaccio,Ligue 1,25,1997,27.2,1369,62,254,840,308,28,1369,79,45,57.0,27,34.2,1005,6603,3350,66,59,9,50,39,901,58,Matches
1652,Riccardo Marchizza,ITA,DF,Sassuolo,Serie A,24,1998,3.1,205,11,51,106,48,1,205,5,1,20.0,4,80.0,129,563,338,3,6,0,2,3,135,15,Matches
1653,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,30,1992,24.7,1476,210,749,672,66,14,1476,2,0,0.0,1,50.0,858,4530,2799,11,10,0,10,2,938,4,Matches
1654,Emiliano Marcondes,DEN,MF,Bournemouth,Premier League,27,1995,0.1,3,1,1,2,0,0,3,1,0,0.0,0,0.0,2,11,7,0,0,0,0,0,2,0,Matches
1655,Óscar de Marcos,ESP,DF,Athletic Club,La Liga,33,1989,31.3,2218,93,525,1042,671,34,2218,31,12,38.7,17,54.8,1119,4785,2851,76,68,8,26,19,1245,153,Matches
1656,Alberto Marí,ESP,"FW,MF",Valencia,La Liga,21,2001,1.0,30,0,3,12,15,7,30,4,1,25.0,3,75.0,21,71,27,1,0,1,2,1,26,6,Matches
1657,José Mari,ESP,MF,Cádiz,La Liga,34,1987,4.4,260,15,82,153,29,2,260,6,3,50.0,3,50.0,129,694,321,5,1,0,6,7,146,4,Matches
1658,Pablo Marí,ESP,DF,Monza,Serie A,28,1993,27.6,1874,299,1090,750,37,15,1874,4,2,50.0,2,50.0,1049,5335,2820,6,8,1,10,5,1273,3,Matches
1659,José María Giménez,URU,DF,Atlético Madrid,La Liga,27,1995,26.9,1623,277,941,643,50,30,1623,10,6,60.0,4,40.0,861,3631,1867,9,5,0,9,1,1041,3,Matches
1660,Mariano,DOM,FW,Real Madrid,La Liga,28,1993,1.7,52,0,3,21,29,8,52,1,0,0.0,1,100.0,31,186,94,3,2,0,2,3,42,12,Matches
1661,Pablo Marín,ESP,"MF,FW",Real Sociedad,La Liga,19,2003,4.0,215,4,38,89,89,10,215,9,5,55.6,3,33.3,132,629,302,9,8,3,8,5,155,24,Matches
1662,Răzvan Marin,ROU,MF,Empoli,Serie A,26,1996,28.2,1805,76,428,971,425,16,1805,39,22,56.4,15,38.5,1051,5460,2560,35,41,3,24,22,1164,27,Matches
1663,Diego Mariño,ESP,GK,Almería,La Liga,32,1990,0.5,10,10,10,0,0,0,10,0,0,0.0,0,0.0,2,12,12,0,0,0,0,0,0,0,Matches
1664,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,28,1994,24.0,1418,183,658,734,37,25,1418,6,1,16.7,4,66.7,1000,4754,2312,6,6,0,9,6,888,0,Matches
1665,Marlon,BRA,DF,Monza,Serie A,26,1995,17.7,1182,115,552,587,47,11,1182,5,2,40.0,3,60.0,683,3472,1874,19,9,1,6,1,851,12,Matches
1666,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,23,1999,16.4,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
1667,Marquinhos,BRA,MF,Arsenal,Premier League,19,2003,0.0,3,0,0,2,1,0,3,0,0,0.0,0,0.0,2,6,1,0,0,0,0,0,3,0,Matches
1668,Marquinhos,BRA,DF,Paris S-G,Ligue 1,28,1994,30.2,2411,294,946,1359,117,39,2411,2,0,0.0,2,100.0,1974,9280,4747,4,18,2,12,6,1869,15,Matches
1669,Luca Marrone,ITA,DF,Monza,Serie A,32,1990,1.5,93,12,66,25,2,1,93,0,0,0.0,0,0.0,59,215,95,0,0,0,0,0,64,0,Matches
1670,Eric Martel,GER,MF,Köln,Bundesliga,20,2002,22.4,1196,72,333,661,213,35,1196,13,7,53.8,5,38.5,595,2557,839,17,20,1,35,25,651,46,Matches
1671,Roger Martí,ESP,FW,Elche,La Liga,31,1991,7.3,226,8,27,107,93,19,226,7,3,42.9,4,57.1,135,618,215,8,6,6,25,10,153,50,Matches
1672,Roger Martí,ESP,FW,Cádiz,La Liga,31,1991,7.1,211,8,22,106,86,21,211,7,5,71.4,1,14.3,120,422,118,7,5,3,29,8,136,34,Matches
1673,Anthony Martial,FRA,FW,Manchester Utd,Premier League,26,1995,10.9,443,10,31,166,249,49,442,26,14,53.8,9,34.6,297,1296,570,18,13,8,33,20,371,87,Matches
1674,Aarón Martín,ESP,DF,Mainz 05,Bundesliga,25,1997,20.5,1192,47,303,523,380,14,1191,21,10,47.6,8,38.1,582,2815,1217,25,19,3,15,14,621,61,Matches
1675,Ander Martin,ESP,"MF,FW",Real Sociedad,La Liga,21,2000,0.5,29,2,7,7,15,0,29,1,1,100.0,0,0.0,10,54,23,1,1,0,0,0,14,0,Matches
1676,Andrés Martín,ESP,"FW,MF",Rayo Vallecano,La Liga,23,1999,2.3,102,3,22,32,48,5,102,6,3,50.0,2,33.3,53,188,95,3,3,1,7,2,62,22,Matches
1677,Carlos Martín,ESP,"FW,MF",Atlético Madrid,La Liga,20,2002,0.3,14,0,0,9,5,1,14,0,0,0.0,0,0.0,6,20,8,0,0,0,0,0,9,3,Matches
1678,Iván Martín,ESP,MF,Girona,La Liga,23,1999,17.6,822,23,132,425,274,36,822,48,26,54.2,18,37.5,540,3377,1213,30,19,6,32,37,631,82,Matches
1679,Jonas Martin,FRA,MF,Lille,Ligue 1,32,1990,3.1,262,6,56,178,29,3,262,1,0,0.0,1,100.0,202,986,387,4,6,0,2,4,191,4,Matches
1680,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,21,2001,31.0,1490,19,129,419,965,223,1490,132,59,44.7,55,41.7,1019,7180,3297,124,65,70,83,56,1115,350,Matches
1681,Arnau Martinez,ESP,DF,Girona,La Liga,19,2003,30.4,1902,98,631,861,427,53,1902,48,24,50.0,19,39.6,967,5242,3015,64,31,9,36,17,1116,98,Matches
1682,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,29,1992,34.9,1479,1218,1463,17,0,0,1479,0,0,0.0,0,0.0,851,4474,2627,0,0,0,2,0,707,0,Matches
