Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1394,Ansgar Knauff,GER,DF,Eint Frankfurt,Bundesliga,20,2002,14.3,879,31,263,373,265,43,879,63,22,34.9,33,52.4,410,2879,1677,47,26,15,31,9,433,74,Matches
1395,Robin Knoche,GER,DF,Union Berlin,Bundesliga,30,1992,31.9,1965,234,1045,887,45,23,1963,13,11,84.6,1,7.7,1093,5352,2849,12,3,1,15,7,1110,6,Matches
1396,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,24,1997,27.0,1115,855,1108,8,0,0,1115,1,1,100.0,0,0.0,671,2981,1423,0,0,0,1,0,613,0,Matches
1397,Robin Koch,GER,DF,Leeds United,Premier League,26,1996,35.3,1963,263,1051,820,106,32,1963,3,1,33.3,2,66.7,1013,4700,2583,11,8,0,15,1,1102,11,Matches
1398,Samuel Koeberlé,FRA,MF,Reims,Ligue 1,17,2004,0.0,9,0,8,0,1,0,9,2,1,50.0,1,50.0,7,12,3,0,0,0,1,0,3,1,Matches
1399,Rudy Kohon,FRA,DF,Troyes,Ligue 1,18,2004,0.7,39,6,28,11,0,0,39,1,0,0.0,1,100.0,25,196,72,0,0,0,1,0,23,0,Matches
1400,Dominik Kohr,GER,MF,Mainz 05,Bundesliga,28,1994,25.5,1447,57,344,867,250,32,1447,22,10,45.5,10,45.5,680,2806,1114,17,15,3,19,8,779,39,Matches
1401,Koke,ESP,MF,Atlético Madrid,La Liga,30,1992,28.3,2244,70,542,1337,376,21,2244,22,13,59.1,8,36.4,1246,4448,2069,15,25,0,21,18,1736,37,Matches
1402,Sead Kolašinac,BIH,DF,Marseille,Ligue 1,29,1993,24.6,1547,67,408,831,322,48,1547,12,3,25.0,7,58.3,1140,6231,3393,49,37,6,25,6,994,86,Matches
1403,Luca Koleosho,ITA,"FW,DF",Espanyol,La Liga,17,2004,0.7,40,0,2,13,26,5,40,8,4,50.0,4,50.0,27,178,88,4,0,3,6,0,27,15,Matches
1404,Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,23,1998,29.2,1057,17,53,427,597,196,1055,161,71,44.1,68,42.2,632,4510,2287,97,54,66,108,65,824,240,Matches
1405,Timothée Kolodziejczak,FRA,DF,Schalke 04,Bundesliga,30,1991,0.3,20,0,11,6,3,1,20,0,0,0.0,0,0.0,6,14,3,0,0,0,0,0,13,0,Matches
1406,Cheick Konaté,CIV,DF,Clermont Foot,Ligue 1,18,2004,6.4,377,17,156,188,46,5,377,31,25,80.6,5,16.1,252,1643,882,12,15,2,5,8,222,9,Matches
1407,Ibrahima Konaté,FRA,DF,Liverpool,Premier League,23,1999,17.2,1317,107,589,691,43,22,1317,14,10,71.4,2,14.3,829,3627,1871,7,7,0,12,4,918,5,Matches
1408,Geoffrey Kondogbia,CTA,MF,Atlético Madrid,La Liga,29,1993,11.2,751,29,196,498,66,8,751,10,5,50.0,2,20.0,413,1449,637,6,7,1,6,10,511,5,Matches
1409,Ibrahima Koné,MLI,FW,Lorient,Ligue 1,23,1999,17.5,565,17,59,262,247,68,562,22,14,63.6,6,27.3,380,1873,577,15,13,10,65,27,421,109,Matches
1410,Kouadio Koné,FRA,MF,M'Gladbach,Bundesliga,21,2001,29.0,1796,61,404,1127,302,24,1796,118,57,48.3,38,32.2,1164,6283,3307,59,52,6,81,50,1268,55,Matches
1411,Youssouf Koné,MLI,DF,Ajaccio,Ligue 1,27,1995,10.2,531,52,218,265,54,1,531,19,8,42.1,4,21.1,345,1727,813,14,10,1,14,4,291,16,Matches
1412,Ezri Konsa,ENG,DF,Aston Villa,Premier League,24,1997,36.9,2192,349,1280,850,70,22,2192,15,5,33.3,3,20.0,1375,6226,3596,7,9,0,15,5,1533,11,Matches
1413,Teun Koopmeiners,NED,MF,Atalanta,Serie A,24,1998,31.8,2056,85,476,916,691,63,2052,54,28,51.9,23,42.6,1136,5759,3052,60,64,11,48,32,1396,106,Matches
1414,Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,21,2001,16.9,1144,105,463,614,75,4,1144,12,7,58.3,4,33.3,640,3415,2039,26,15,0,16,13,716,16,Matches
1415,Filip Kostić,SRB,"DF,FW",Juventus,Serie A,29,1992,28.5,1488,41,237,595,674,62,1488,52,23,44.2,24,46.2,809,4882,2587,101,54,22,50,20,943,230,Matches
1416,Filip Kostić,SRB,"DF,MF",Eint Frankfurt,Bundesliga,29,1992,0.8,45,0,10,16,20,3,45,3,1,33.3,1,33.3,23,172,105,3,1,1,0,1,23,3,Matches
1417,Christian Kouamé,CIV,FW,Fiorentina,Serie A,24,1997,20.7,942,8,74,324,559,111,942,66,21,31.8,36,54.5,564,2844,1302,50,32,24,80,42,703,203,Matches
1418,Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,25,1996,29.6,1698,113,505,1002,230,19,1698,71,50,70.4,15,21.1,1340,8361,3627,59,47,4,38,25,1180,36,Matches
1419,Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,29,1992,11.0,546,431,539,7,0,0,546,0,0,0.0,0,0.0,321,1860,997,0,0,0,0,0,263,0,Matches
1420,Kalidou Koulibaly,SEN,DF,Chelsea,Premier League,31,1991,20.0,1687,174,793,838,63,19,1687,6,4,66.7,2,33.3,1083,4728,2459,10,8,0,10,2,1209,4,Matches
1421,Jules Koundé,FRA,DF,Barcelona,La Liga,23,1998,27.0,2234,117,675,1215,362,45,2234,28,15,53.6,9,32.1,1477,7400,4587,58,52,5,23,18,1611,61,Matches
1422,Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,25,1997,14.0,796,114,440,334,30,21,796,4,3,75.0,0,0.0,513,3101,1519,3,3,1,3,0,459,1,Matches
1423,Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,Premier League,32,1989,9.8,363,39,136,166,64,14,363,9,6,66.7,1,11.1,160,725,292,6,4,3,15,9,175,14,Matches
1424,Mateo Kovačić,CRO,MF,Chelsea,Premier League,28,1994,19.0,1492,31,279,938,289,12,1492,34,19,55.9,10,29.4,1010,5517,2591,37,39,2,26,26,1144,30,Matches
1425,Viktor Kovalenko,UKR,MF,Spezia,Serie A,26,1996,6.1,309,10,56,150,105,19,309,5,4,80.0,1,20.0,158,684,254,4,3,2,9,2,191,28,Matches
1426,Soichiro Kozuki,JPN,"FW,MF",Schalke 04,Bundesliga,21,2000,4.2,157,5,29,53,76,16,157,16,6,37.5,9,56.3,98,615,276,15,6,4,9,8,106,37,Matches
1427,Emil Krafth,SWE,DF,Newcastle Utd,Premier League,27,1994,0.0,1,0,1,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,Matches
1428,Alex Král,CZE,MF,Schalke 04,Bundesliga,24,1998,26.2,1108,72,273,610,241,47,1108,51,23,45.1,22,43.1,552,2960,1364,41,21,4,30,21,600,70,Matches
1429,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,31,1991,26.5,1244,15,127,637,493,106,1238,58,28,48.3,22,37.9,825,4203,1674,49,34,16,61,33,945,191,Matches
1430,Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,31,1991,24.7,1482,68,450,769,277,41,1482,48,21,43.8,24,50.0,772,3287,1556,26,28,6,26,30,1013,60,Matches
1431,Tom Krauß,GER,MF,Schalke 04,Bundesliga,21,2001,27.9,1140,55,313,612,241,16,1140,33,20,60.6,12,36.4,466,2630,1272,35,26,2,26,31,431,38,Matches
1432,Julian Kristoffersen,NOR,FW,Salernitana,Serie A,25,1997,0.2,4,0,0,2,2,0,4,0,0,0.0,0,0.0,1,2,0,0,0,0,1,0,2,2,Matches
1433,Raimonds Krollis,LVA,"FW,DF",Spezia,Serie A,20,2001,0.4,16,0,2,5,9,2,16,1,0,0.0,1,100.0,8,54,11,1,0,0,1,1,11,4,Matches
1434,Toni Kroos,GER,MF,Real Madrid,La Liga,32,1990,23.9,2633,58,531,1618,506,18,2633,26,9,34.6,10,38.5,1796,8015,4384,51,41,3,10,12,2106,38,Matches
1435,Rade Krunić,BIH,MF,Milan,Serie A,28,1993,18.4,1115,43,284,673,171,24,1115,26,19,73.1,4,15.4,659,3562,1910,31,27,2,10,8,728,21,Matches
1436,Max Kruse,GER,"MF,FW",Wolfsburg,Bundesliga,34,1988,3.0,144,2,11,62,72,18,144,4,2,50.0,2,50.0,68,317,146,4,3,1,4,3,105,30,Matches
1437,Lukas Kübler,GER,DF,Freiburg,Bundesliga,29,1992,18.2,1017,78,345,486,191,20,1017,8,5,62.5,3,37.5,419,1778,776,11,10,1,13,2,515,50,Matches
1438,Takefusa Kubo,JPN,"FW,MF",Real Sociedad,La Liga,21,2001,27.1,1240,6,94,431,736,141,1240,117,49,41.9,50,42.7,841,5895,3281,117,60,66,90,42,929,239,Matches
1439,Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,22,2000,23.0,1048,26,156,394,528,107,1048,110,50,45.5,52,47.3,675,4897,2507,87,46,48,78,52,711,195,Matches
1440,Sael Kumbedi,FRA,DF,Lyon,Ligue 1,17,2005,14.7,991,36,271,463,262,22,991,42,16,38.1,24,57.1,644,3390,1567,16,31,3,16,14,570,84,Matches
1441,Marash Kumbulla,ALB,DF,Roma,Serie A,22,2000,2.9,204,15,102,100,5,2,204,0,0,0.0,0,0.0,136,615,316,2,1,0,2,0,155,1,Matches
1442,Pierre Kunde,CMR,"MF,FW",Bochum,Bundesliga,27,1995,4.2,265,11,60,155,57,3,265,9,5,55.6,4,44.4,123,671,312,6,7,0,11,2,122,1,Matches
1443,Alou Kuol,AUS,FW,Stuttgart,Bundesliga,21,2000,0.1,1,0,0,1,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0,Matches
1444,Layvin Kurzawa,FRA,DF,Fulham,Premier League,29,1992,1.5,64,8,35,18,11,0,64,4,2,50.0,2,50.0,29,100,20,1,0,0,3,1,24,2,Matches
1445,Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,21,2001,28.0,1548,8,110,486,976,175,1546,199,75,37.7,107,53.8,1054,6935,3699,139,62,84,63,48,1221,291,Matches
1446,Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,26,1995,24.8,840,28,60,457,333,98,834,73,39,53.4,31,42.5,617,3373,1004,27,20,13,95,48,670,160,Matches
1447,Daniel Kyereh,GHA,"MF,FW",Freiburg,Bundesliga,26,1996,6.2,261,8,36,113,115,16,261,11,3,27.3,7,63.6,147,642,183,5,6,1,21,12,178,24,Matches
1448,Giorgos Kyriakopoulos,GRE,"DF,FW",Bologna,Serie A,26,1996,7.8,490,20,137,194,163,9,490,17,11,64.7,4,23.5,293,1735,1021,21,15,1,13,8,331,50,Matches
1449,Giorgos Kyriakopoulos,GRE,"FW,DF",Sassuolo,Serie A,26,1996,8.5,505,14,140,187,186,16,505,31,14,45.2,15,48.4,312,1875,1061,17,15,5,14,18,333,46,Matches
1450,César de la Hoz,ESP,MF,Almería,La Liga,30,1992,18.6,723,54,247,427,51,10,723,8,4,50.0,4,50.0,324,1233,543,3,5,0,12,4,391,6,Matches
1451,Luca de la Torre,USA,MF,Celta Vigo,La Liga,24,1998,16.5,774,13,122,371,291,31,774,21,12,57.1,8,38.1,520,3249,1568,55,48,4,32,12,542,73,Matches
1452,Rémy Labeau Lascary,GLP,"FW,MF",Lens,Ligue 1,19,2003,1.4,55,1,9,15,31,12,55,7,2,28.6,5,71.4,40,294,98,3,1,0,8,3,40,16,Matches
1453,Gaëtan Laborde,FRA,FW,Nice,Ligue 1,28,1994,27.8,1031,21,109,423,507,153,1030,55,26,47.3,27,49.1,700,4021,1723,54,40,21,69,29,696,196,Matches
1454,Gaëtan Laborde,FRA,FW,Rennes,Ligue 1,28,1994,2.8,92,2,3,41,51,24,92,2,2,100.0,0,0.0,61,349,150,8,4,4,11,4,59,20,Matches
1455,Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,31,1991,32.5,1272,13,81,495,704,210,1264,76,38,50.0,28,36.8,948,4339,1466,40,25,18,65,46,929,227,Matches
1456,Qazim Laçi,ALB,MF,Ajaccio,Ligue 1,26,1996,2.4,171,3,20,109,44,1,171,4,2,50.0,1,25.0,118,585,207,0,3,0,1,0,109,4,Matches
1457,Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,22,2000,18.1,1298,160,690,586,29,9,1298,8,7,87.5,1,12.5,777,3937,2250,15,9,0,10,6,833,4,Matches
1458,Alban Lafont,FRA,GK,Nantes,Ligue 1,23,1999,37.0,1312,1112,1309,4,0,0,1312,3,1,33.3,2,66.7,864,4528,2496,1,0,0,2,0,547,0,Matches
1459,Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,25,1996,9.7,433,16,94,220,129,8,433,30,14,46.7,14,46.7,280,1145,522,10,8,0,22,8,267,25,Matches
1460,Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,25,1997,16.3,985,26,203,553,249,38,985,56,32,57.1,18,32.1,611,3339,1895,51,29,10,35,22,645,52,Matches
1461,Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,29,1992,9.1,720,37,203,383,136,20,720,11,2,18.2,8,72.7,382,1792,908,23,8,5,12,4,477,39,Matches
1462,Kenny Lala,FRA,DF,Brest,Ligue 1,30,1991,15.7,1029,62,368,463,215,8,1029,25,12,48.0,12,48.0,623,3493,1612,24,22,0,12,10,520,30,Matches
1463,Adam Lallana,ENG,"MF,FW",Brighton,Premier League,34,1988,8.0,373,6,43,180,151,33,373,6,3,50.0,3,50.0,206,839,420,10,4,4,15,11,295,43,Matches
1464,Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,32,1990,7.0,329,51,174,141,19,13,329,1,0,0.0,0,0.0,121,567,233,1,1,0,4,1,129,0,Matches
1465,Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,30,1992,20.5,1038,3,105,397,550,108,1038,75,33,44.0,34,45.3,656,4074,1907,66,51,28,55,50,751,162,Matches
1466,Mohamed Lamine Bayo,GUI,"FW,MF",Lille,Ligue 1,24,1998,7.2,191,2,7,70,117,39,191,15,10,66.7,3,20.0,140,769,271,8,7,5,21,13,150,48,Matches
1467,Sam Lammers,NED,FW,Sampdoria,Serie A,25,1997,12.2,409,15,38,214,163,44,409,29,16,55.2,12,41.4,260,1113,515,17,11,6,53,18,335,65,Matches
1468,Sam Lammers,NED,FW,Empoli,Serie A,25,1997,9.8,358,12,35,151,179,49,358,23,10,43.5,12,52.2,193,1064,354,9,12,6,37,14,268,67,Matches
1469,Tariq Lamptey,GHA,DF,Brighton,Premier League,21,2000,5.0,376,15,80,138,161,17,376,28,8,28.6,13,46.4,232,1451,808,28,12,7,16,2,256,58,Matches
1470,Manuel Lanzini,ARG,"MF,FW",West Ham,Premier League,29,1993,2.8,192,3,32,111,50,3,192,3,1,33.3,0,0.0,116,524,203,2,6,0,2,3,150,6,Matches
1471,Aymeric Laporte,ESP,DF,Manchester City,Premier League,28,1994,11.0,1036,85,335,538,166,13,1036,4,2,50.0,1,25.0,702,4015,2882,30,44,0,3,0,806,11,Matches
1472,Julien Laporte,FRA,DF,Lorient,Ligue 1,28,1993,18.4,1005,230,578,411,17,6,1005,1,1,100.0,0,0.0,709,3935,2026,4,5,0,5,2,671,0,Matches
1473,Cyle Larin,CAN,FW,Valladolid,La Liga,27,1995,16.3,472,21,48,189,242,89,470,26,10,38.5,15,57.7,304,1538,607,25,15,11,65,36,370,72,Matches
1474,Juan Larios,ESP,DF,Southampton,Premier League,18,2004,1.7,106,10,32,55,20,2,106,4,3,75.0,1,25.0,38,338,201,10,2,1,3,2,47,1,Matches
1475,Yasser Larouci,FRA,"DF,MF",Troyes,Ligue 1,21,2001,20.0,1073,72,324,485,289,26,1073,87,38,43.7,42,48.3,730,5119,2569,72,49,14,43,37,643,113,Matches
1476,Jordan Larsson,SWE,"FW,MF",Schalke 04,Bundesliga,25,1997,5.1,173,2,20,90,67,12,173,13,4,30.8,7,53.8,91,508,164,5,3,1,4,7,106,29,Matches
1477,Kevin Lasagna,ITA,"FW,MF",Hellas Verona,Serie A,29,1992,17.5,482,15,62,182,249,67,482,38,13,34.2,18,47.4,267,1736,747,36,23,14,53,34,317,105,Matches
1478,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,28,1993,2.4,118,27,68,47,4,4,118,0,0,0.0,0,0.0,64,269,103,0,0,0,0,0,75,0,Matches
1479,Juanmi Latasa,ESP,FW,Getafe,La Liga,21,2001,5.0,240,8,16,115,110,27,240,7,2,28.6,4,57.1,107,323,52,0,2,0,24,9,178,33,Matches
1480,Toni Lato,ESP,"DF,MF",Valencia,La Liga,24,1997,10.2,583,22,149,247,191,18,583,10,7,70.0,2,20.0,280,1402,794,18,15,2,8,2,346,47,Matches
1481,Danny Latza,GER,MF,Schalke 04,Bundesliga,32,1989,9.5,503,16,142,257,111,15,503,13,4,30.8,8,61.5,244,1080,561,11,3,1,7,8,282,15,Matches
1482,Armand Lauriente,FRA,FW,Sassuolo,Serie A,23,1998,24.2,1100,7,81,392,654,106,1099,140,64,45.7,59,42.1,762,6095,3186,127,68,50,56,53,816,263,Matches
1483,Armand Lauriente,FRA,FW,Lorient,Ligue 1,23,1998,3.0,136,0,26,52,64,19,136,17,14,82.4,1,5.9,103,800,445,14,5,5,4,4,87,21,Matches
1484,Roméo Lavia,BEL,MF,Southampton,Premier League,18,2004,24.7,1288,58,298,828,177,1,1288,50,28,56.0,13,26.0,804,4275,1903,22,21,0,24,31,794,14,Matches
1485,Lázaro,BRA,"FW,MF",Almería,La Liga,20,2002,8.0,321,4,27,138,162,38,321,28,15,53.6,13,46.4,208,1424,665,23,21,3,18,11,236,59,Matches
1486,Valentino Lazaro,AUT,DF,Torino,Serie A,26,1996,15.3,1017,38,200,433,394,23,1017,35,16,45.7,13,37.1,496,2428,1262,44,25,8,16,4,607,84,Matches
1487,Marko Lazetić,SRB,FW,Milan,Serie A,18,2004,0.1,4,0,0,2,2,1,4,0,0,0.0,0,0.0,2,5,0,0,0,0,1,2,3,3,Matches
1488,Darko Lazović,SRB,"MF,DF",Hellas Verona,Serie A,31,1990,24.9,1052,26,197,411,461,67,1052,54,19,35.2,30,55.6,542,3366,1943,72,37,21,38,14,620,167,Matches
1489,Manuel Lazzari,ITA,DF,Lazio,Serie A,28,1993,20.9,1380,52,433,657,310,27,1380,41,18,43.9,18,43.9,789,5925,3933,98,62,15,25,3,921,74,Matches
1490,Théo Le Bris,FRA,"MF,DF",Lorient,Ligue 1,19,2002,16.1,792,34,211,323,265,48,792,38,15,39.5,23,60.5,556,3435,1566,51,31,20,21,10,503,103,Matches
1491,Julien Le Cardinal,FRA,DF,Lens,Ligue 1,24,1997,1.8,153,8,28,69,57,5,153,4,2,50.0,1,25.0,103,593,232,4,9,0,4,2,96,13,Matches
1492,Jérémy Le Douaron,FRA,"MF,FW",Brest,Ligue 1,24,1998,23.0,718,27,92,300,341,86,718,74,22,29.7,40,54.1,490,3359,976,38,22,13,73,34,512,132,Matches
1493,Enzo Le Fée,FRA,MF,Lorient,Ligue 1,22,2000,33.6,2611,89,558,1422,675,35,2611,155,68,43.9,67,43.2,1970,12115,5413,96,90,13,74,55,1798,105,Matches
1494,Vincent Le Goff,FRA,DF,Lorient,Ligue 1,32,1989,37.0,2358,173,848,1158,371,31,2358,32,12,37.5,14,43.8,1584,8872,4688,69,57,4,18,12,1423,84,Matches
1495,Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,32,1989,22.4,1405,177,627,720,74,12,1405,17,15,88.2,1,5.9,969,5240,2725,10,19,0,11,4,854,4,Matches
1496,Robin Le Normand,ESP,DF,Real Sociedad,La Liga,25,1996,31.1,1976,242,946,988,53,21,1976,2,2,100.0,0,0.0,1200,6631,3761,26,11,0,8,9,1272,2,Matches
1497,Rafael Leão,POR,"FW,MF",Milan,Serie A,23,1999,26.9,1195,10,66,487,672,144,1195,171,77,45.0,76,44.4,804,7464,3808,136,113,64,69,38,924,235,Matches
1498,Paolo Lebas,POR,MF,Ajaccio,Ligue 1,19,2003,0.6,18,0,2,12,4,0,18,1,1,100.0,0,0.0,13,44,15,0,0,0,1,0,11,0,Matches
1499,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,36,1985,1.0,42,40,42,0,0,0,42,0,0,0.0,0,0.0,29,130,31,0,0,0,0,0,19,0,Matches
1500,Benjamin Lecomte,FRA,GK,Espanyol,La Liga,31,1991,10.0,298,228,290,8,0,0,298,0,0,0.0,0,0.0,124,746,506,0,0,0,0,0,87,0,Matches
1501,Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,31,1991,19.0,698,567,694,5,0,0,698,1,1,100.0,0,0.0,426,2516,1595,0,0,0,0,0,294,0,Matches
1502,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,29,1993,34.0,1221,1001,1209,9,3,3,1221,4,4,100.0,0,0.0,602,3956,2788,0,1,0,1,0,372,0,Matches
1503,Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,29,1993,30.7,1840,116,576,1000,300,19,1840,44,22,50.0,12,27.3,1309,7903,3555,33,44,7,30,20,1089,45,Matches
1504,Diogo Leite,POR,DF,Union Berlin,Bundesliga,23,1999,25.0,1626,200,765,765,110,20,1626,5,1,20.0,1,20.0,895,4279,2430,19,18,1,20,10,962,14,Matches
1505,Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,24,1998,7.4,405,42,188,205,12,2,405,1,0,0.0,1,100.0,203,957,443,5,0,1,5,1,225,1,Matches
1506,Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,31,1991,28.5,1666,187,804,789,86,21,1666,7,4,57.1,2,28.6,956,4325,2516,8,9,0,6,1,1052,3,Matches
1507,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29,1993,14.7,951,45,265,450,249,13,951,22,11,50.0,9,40.9,521,2856,1643,42,25,6,17,3,506,59,Matches
1508,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,26,1995,13.9,936,17,148,483,316,23,936,44,21,47.7,15,34.1,607,3165,1620,36,36,3,20,19,744,79,Matches
1509,Félix Lemaréchal,FRA,MF,Brest,Ligue 1,18,2003,3.2,143,0,21,67,58,5,143,10,3,30.0,6,60.0,98,744,266,5,13,3,5,10,93,9,Matches
1510,Dexter Lembikisa,JAM,DF,Wolves,Premier League,18,2003,0.3,13,0,3,7,3,0,13,0,0,0.0,0,0.0,7,29,21,2,0,0,0,0,8,3,Matches
1511,Mario Lemina,GAB,MF,Wolves,Premier League,28,1993,14.4,794,67,292,430,81,4,794,18,11,61.1,3,16.7,414,1924,949,6,6,0,13,8,521,9,Matches
1512,Mario Lemina,GAB,"MF,DF",Nice,Ligue 1,28,1993,9.3,724,39,204,451,73,6,724,16,11,68.8,5,31.3,579,2983,1278,14,14,0,4,1,549,10,Matches
1513,Tim Lemperle,GER,"FW,MF",Köln,Bundesliga,20,2002,1.5,85,4,13,37,38,9,85,8,3,37.5,5,62.5,49,234,82,1,2,2,6,6,53,16,Matches
1514,Clément Lenglet,FRA,DF,Tottenham,Premier League,27,1995,22.4,1666,178,805,761,107,17,1666,12,7,58.3,4,33.3,1142,5666,3561,33,27,1,12,8,1256,7,Matches
1515,Bernd Leno,GER,GK,Fulham,Premier League,30,1992,36.0,1499,1188,1492,7,0,0,1499,0,0,0.0,0,0.0,857,4060,2355,0,0,0,1,0,752,0,Matches
1516,Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,27,1994,14.3,966,51,249,439,288,19,966,14,11,78.6,2,14.3,465,2346,1297,30,24,3,11,5,517,67,Matches
1517,Donovan Léon,GUF,GK,Auxerre,Ligue 1,29,1992,2.0,86,80,86,0,0,0,86,1,1,100.0,0,0.0,51,305,142,0,0,0,0,0,28,0,Matches
1518,Sergio León,ESP,FW,Valladolid,La Liga,33,1989,14.8,345,5,26,159,170,49,343,30,10,33.3,17,56.7,210,1122,563,21,16,6,45,17,242,75,Matches
1519,Johann Lepenant,FRA,MF,Lyon,Ligue 1,19,2002,21.5,1543,35,315,932,309,18,1543,48,21,43.8,21,43.8,1226,5661,2144,20,37,2,40,28,1107,44,Matches
1520,Mehdi Léris,ALG,"MF,DF",Sampdoria,Serie A,24,1998,27.3,1296,51,263,592,464,78,1296,69,29,42.0,31,44.9,742,3782,1647,56,31,13,80,48,874,165,Matches
1521,Jefferson Lerma,COL,MF,Bournemouth,Premier League,27,1994,36.1,1934,165,587,1030,338,44,1934,23,13,56.5,9,39.1,946,3761,1861,22,32,1,24,17,1162,30,Matches
1522,Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33,1989,31.1,952,747,950,2,0,0,952,0,0,0.0,0,0.0,532,3273,1644,0,0,0,3,0,314,0,Matches
1523,Léo Leroy,FRA,MF,Montpellier,Ligue 1,22,2000,13.2,692,23,184,401,123,19,692,30,11,36.7,15,50.0,467,2520,1176,14,15,3,27,14,398,25,Matches
1524,Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,31,1990,0.1,4,4,4,0,0,0,4,0,0,0.0,0,0.0,3,13,1,0,0,0,0,0,3,0,Matches
1525,Ruan Levine,BRA,"MF,FW",Ajaccio,Ligue 1,23,1999,0.3,23,0,4,9,10,3,23,2,2,100.0,0,0.0,20,103,39,0,2,0,2,2,16,4,Matches
1526,Robert Lewandowski,POL,FW,Barcelona,La Liga,33,1988,31.6,1155,17,41,432,694,210,1154,59,30,50.8,26,44.1,781,3757,1361,52,38,25,94,50,998,248,Matches
1527,Jamie Leweling,GER,"FW,MF",Union Berlin,Bundesliga,21,2001,2.9,123,0,12,33,82,18,123,25,5,20.0,17,68.0,87,727,167,8,11,2,14,8,89,24,Matches
1528,Jamal Lewis,NIR,"DF,FW",Newcastle Utd,Premier League,24,1998,0.1,15,0,6,4,5,2,15,0,0,0.0,0,0.0,10,40,10,0,1,0,0,0,13,1,Matches
1529,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,17,2004,10.0,742,26,133,416,199,12,742,14,8,57.1,3,21.4,511,2555,1390,22,24,3,7,13,593,26,Matches
1530,Keane Lewis-Potter,ENG,"FW,MF",Brentford,Premier League,21,2001,3.6,138,4,24,48,69,18,138,14,4,28.6,10,71.4,93,652,336,8,6,3,11,8,91,39,Matches
1531,Dimitri Liénard,FRA,"DF,MF",Strasbourg,Ligue 1,34,1988,17.1,1169,35,291,514,379,9,1169,27,10,37.0,15,55.6,733,3725,1516,24,39,2,28,10,664,111,Matches
1532,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26,1996,27.8,1864,220,999,812,63,20,1864,8,4,50.0,0,0.0,1126,7190,3580,16,12,2,19,1,1206,4,Matches
1533,Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,22,1999,26.7,2322,205,1018,1183,132,39,2322,4,0,0.0,4,100.0,1592,7491,3942,17,12,0,11,3,1704,14,Matches
1534,Dimitris Limnios,GRE,FW,Köln,Bundesliga,24,1998,0.4,28,0,2,10,16,3,28,2,2,100.0,0,0.0,18,98,54,2,0,0,0,1,18,7,Matches
1535,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,28,1994,15.2,1074,145,550,491,35,5,1074,3,2,66.7,1,33.3,652,3094,1529,3,4,0,1,2,739,1,Matches
1536,Jesper Lindstrøm,DEN,"MF,FW",Eint Frankfurt,Bundesliga,22,2000,18.7,791,12,106,316,383,94,791,86,28,32.6,52,60.5,440,2951,1473,65,41,40,65,34,507,136,Matches
