Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
832,Emmanuel Ekong,SWE,"FW,MF",Empoli,Serie A,20,2002,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
833,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,4.7,130,127,3,0,0,1,7,2,0,0,0,0,95,0,2,Matches
834,Alberth Elis,HON,"MF,FW",Brest,Ligue 1,26,1996,2.9,44,43,1,0,1,0,2,0,0,0,0,0,33,0,2,Matches
835,Mikael Ellertsson,ISL,"MF,DF",Spezia,Serie A,20,2002,1.9,40,39,1,0,0,0,3,0,1,1,0,0,24,0,1,Matches
836,Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,19,2003,17.9,1009,962,39,0,8,4,34,10,2,1,0,0,809,8,24,Matches
837,Elif Elmas,MKD,"FW,MF",Napoli,Serie A,22,1999,18.1,1012,968,40,10,3,3,30,11,16,3,9,0,879,4,11,Matches
838,Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,1.3,60,58,2,2,0,0,0,0,0,0,0,0,57,0,1,Matches
839,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,16.1,809,680,125,14,0,1,9,111,0,0,0,0,653,4,9,Matches
840,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,25,1996,31.4,2149,2072,74,55,2,3,0,1,0,0,0,0,1967,3,13,Matches
841,Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,35.1,1475,1393,78,75,2,16,3,2,0,0,0,0,1197,4,6,Matches
842,Mohamed Elyounoussi,NOR,"MF,FW",Southampton,Premier League,27,1994,24.1,633,610,21,2,7,1,34,16,1,1,0,0,426,2,22,Matches
843,Adri Embarba,ESP,"FW,MF",Almería,La Liga,30,1992,16.4,557,474,80,15,0,7,127,7,58,29,17,1,356,3,24,Matches
844,Adri Embarba,ESP,FW,Espanyol,La Liga,30,1992,0.4,6,5,1,1,0,0,2,0,0,0,0,0,4,0,0,Matches
845,Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,20.7,448,424,16,1,3,3,4,1,0,0,0,0,307,8,21,Matches
846,Emerson,BRA,DF,Tottenham,Premier League,23,1999,19.3,1060,884,170,23,2,6,46,146,1,0,0,0,848,6,37,Matches
847,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,18.5,241,204,35,0,1,2,4,2,0,0,0,0,156,2,5,Matches
848,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,32.5,1477,1448,24,20,7,10,7,4,0,0,0,0,1170,5,31,Matches
849,Arne Engels,BEL,MF,Augsburg,Bundesliga,18,2003,16.0,619,507,108,39,2,8,101,5,64,29,33,1,397,4,24,Matches
850,Christian Eriksen,DEN,MF,Manchester Utd,Premier League,30,1992,22.8,1485,1373,106,32,9,20,81,7,62,27,16,2,1203,6,28,Matches
851,Martin Erlic,CRO,DF,Sassuolo,Serie A,24,1998,25.9,1295,1236,57,53,2,20,2,4,0,0,0,0,1111,2,8,Matches
852,Tjark Ernst,GER,GK,Hertha BSC,Bundesliga,19,2003,1.0,35,19,16,3,0,1,0,0,0,0,0,0,26,0,0,Matches
853,Gonzalo Escalante,ARG,MF,Cremonese,Serie A,29,1993,6.2,290,279,8,4,0,1,1,0,0,0,0,0,222,3,8,Matches
854,Gonzalo Escalante,ARG,MF,Cádiz,La Liga,29,1993,12.5,433,419,11,6,2,4,4,0,0,0,0,0,325,3,4,Matches
855,Sergio Escudero,ESP,DF,Valladolid,La Liga,32,1989,16.0,743,548,189,23,0,6,56,147,19,5,13,0,528,6,23,Matches
856,Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,34.7,1542,1206,328,40,4,15,110,280,8,1,5,0,989,8,53,Matches
857,Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,13.6,913,881,30,26,0,5,0,2,0,0,0,0,812,2,2,Matches
858,Salvatore Esposito,ITA,MF,Spezia,Serie A,21,2000,10.8,653,570,81,41,1,9,54,1,39,25,10,0,500,2,12,Matches
859,Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,18.3,748,712,35,30,0,0,1,4,0,0,0,0,609,1,8,Matches
860,Pervis Estupiñán,ECU,DF,Brighton,Premier League,24,1998,29.7,1926,1687,234,31,5,8,101,199,4,0,3,0,1576,5,57,Matches
861,Jonny Evans,NIR,DF,Leicester City,Premier League,34,1988,11.7,789,764,24,23,0,2,0,1,0,0,0,0,690,1,4,Matches
862,Edu Expósito,ESP,MF,Espanyol,La Liga,25,1996,12.9,530,479,49,21,3,5,48,2,13,6,3,0,389,2,10,Matches
863,Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,24,1998,29.3,1178,1019,149,70,11,5,78,7,51,22,12,1,923,10,15,Matches
864,Kimberly Ezekwem,GER,DF,Freiburg,Bundesliga,21,2001,0.1,8,7,1,0,0,0,0,1,0,0,0,0,6,0,0,Matches
865,Nicolás Ezequiel Fernández,ARG,"MF,DF",Elche,La Liga,22,2000,5.7,240,203,37,5,1,3,33,23,9,3,5,0,178,0,13,Matches
866,Abdessamad Ezzalzouli,MAR,"FW,MF",Osasuna,La Liga,20,2001,16.7,549,516,26,3,3,5,76,16,7,1,2,0,365,7,33,Matches
867,Łukasz Fabiański,POL,GK,West Ham,Premier League,37,1985,34.6,930,587,339,90,0,2,0,0,0,0,0,0,598,4,0,Matches
868,Fabinho,BRA,MF,Liverpool,Premier League,28,1993,29.7,1832,1789,38,31,5,6,5,7,0,0,0,0,1617,5,18,Matches
869,Fábio,BRA,"DF,MF",Nantes,Ligue 1,32,1990,2.5,117,94,21,1,0,0,6,20,0,0,0,0,87,2,2,Matches
870,Noah Fadiga,SEN,DF,Brest,Ligue 1,22,1999,14.5,625,504,120,8,0,1,10,112,0,0,0,0,499,1,14,Matches
871,Wout Faes,BEL,DF,Leicester City,Premier League,24,1998,31.0,1846,1789,54,48,2,9,0,1,0,0,0,0,1581,3,10,Matches
872,Wout Faes,BEL,DF,Reims,Ligue 1,24,1998,3.0,115,106,8,7,1,0,0,0,0,0,0,0,95,1,1,Matches
873,Nicolò Fagioli,ITA,MF,Juventus,Serie A,21,2001,16.9,607,574,32,11,5,10,23,12,9,2,4,0,505,1,14,Matches
874,Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,33,1988,11.4,442,320,121,38,0,0,0,0,0,0,0,0,304,1,0,Matches
875,Romain Faivre,FRA,"MF,FW",Lorient,Ligue 1,24,1998,13.8,543,496,44,16,4,2,26,6,19,11,3,0,452,3,11,Matches
876,Romain Faivre,FRA,MF,Lyon,Ligue 1,24,1998,3.3,170,149,19,8,0,1,17,0,10,8,2,0,145,2,1,Matches
877,Radamel Falcao,COL,"FW,MF",Rayo Vallecano,La Liga,36,1986,6.8,167,157,9,0,0,1,0,0,1,0,0,0,123,1,5,Matches
878,Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,38.0,1167,771,387,105,0,4,0,0,0,0,0,0,597,9,0,Matches
879,Fali,ESP,"DF,MF",Cádiz,La Liga,28,1993,19.0,593,567,25,25,2,13,2,0,0,0,0,0,455,1,4,Matches
880,Fallou Fall,SEN,DF,Reims,Ligue 1,18,2004,0.4,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
881,Mamadou Fall,SEN,DF,Villarreal,La Liga,19,2002,0.3,16,11,5,0,0,1,1,5,0,0,0,0,13,0,1,Matches
882,Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30,1991,16.5,592,451,137,7,1,6,37,130,0,0,0,0,394,4,15,Matches
883,Ansu Fati,ESP,FW,Barcelona,La Liga,19,2002,15.5,609,590,14,3,1,3,9,3,5,1,0,0,509,5,21,Matches
884,Khalil Fayad,FRA,MF,Montpellier,Ligue 1,18,2004,8.0,341,330,10,6,2,2,10,1,3,2,1,0,283,1,3,Matches
885,Cheikh Faye,SEN,FW,Montpellier,Ligue 1,23,1999,0.4,9,6,2,0,0,0,0,0,0,0,0,0,5,1,0,Matches
886,Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,11.9,536,503,33,18,0,8,4,15,0,0,0,0,410,0,6,Matches
887,Jacopo Fazzini,ITA,MF,Empoli,Serie A,19,2003,9.2,326,305,19,8,1,1,11,2,5,3,2,0,257,2,10,Matches
888,Zouhair Feddal,MAR,DF,Valladolid,La Liga,33,1989,4.2,201,187,13,11,0,5,1,0,0,0,0,0,159,1,1,Matches
889,Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,10.7,484,416,66,27,2,3,48,4,33,13,16,0,378,2,7,Matches
890,Felipe,BRA,DF,Nott'ham Forest,Premier League,33,1989,15.8,568,545,20,13,0,3,2,7,0,0,0,0,411,3,11,Matches
891,Felipe,BRA,DF,Atlético Madrid,La Liga,33,1989,2.2,132,128,3,2,0,0,0,1,0,0,0,0,121,1,1,Matches
892,Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,19.6,884,843,39,36,0,9,2,3,0,0,0,0,753,2,11,Matches
893,João Félix,POR,"FW,MF",Chelsea,Premier League,22,1999,10.5,356,314,39,5,5,4,19,5,12,2,9,0,274,3,9,Matches
894,João Félix,POR,"FW,MF",Atlético Madrid,La Liga,22,1999,7.2,228,209,18,6,7,2,8,3,4,3,0,0,171,1,5,Matches
895,Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,16.1,734,702,29,25,0,6,1,3,0,0,0,0,558,3,13,Matches
896,Kiko Femenía,ESP,DF,Villarreal,La Liga,31,1991,12.6,778,661,114,16,0,1,31,97,1,0,0,0,667,3,14,Matches
897,Evan Ferguson,IRL,FW,Brighton,Premier League,17,2004,10.6,225,203,21,0,1,0,2,0,0,0,0,0,180,1,3,Matches
898,Lewis Ferguson,SCO,"MF,FW",Bologna,Serie A,22,1999,25.7,1218,1190,25,11,4,0,13,12,0,0,0,0,1039,3,20,Matches
899,Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,27,1994,36.8,2030,1838,182,32,35,36,141,24,83,20,23,2,1498,10,65,Matches
900,Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,26,1996,27.1,1190,1051,133,44,0,16,80,42,47,24,22,0,832,6,26,Matches
901,Aitor Fernández,ESP,GK,Osasuna,La Liga,31,1991,21.0,793,528,261,87,0,2,0,0,0,0,0,0,518,4,0,Matches
902,Álex Fernández,ESP,"MF,FW",Cádiz,La Liga,29,1992,17.5,720,656,63,34,2,10,37,1,21,8,6,0,602,1,7,Matches
903,Álvaro Fernández,ESP,GK,Espanyol,La Liga,24,1998,11.0,358,203,153,50,0,2,0,0,0,0,0,0,231,2,0,Matches
904,Carlos Fernández,ESP,FW,Real Sociedad,La Liga,26,1996,7.0,148,143,5,0,1,0,0,1,0,0,0,0,96,0,1,Matches
905,Enzo Fernández,ARG,MF,Chelsea,Premier League,21,2001,17.2,1440,1381,56,51,11,17,14,2,3,1,1,0,1269,3,13,Matches
906,Federico Fernández,ARG,DF,Elche,La Liga,33,1989,1.0,14,13,1,1,0,0,0,0,0,0,0,0,8,0,0,Matches
907,Joaquín Fernández,ESP,DF,Valladolid,La Liga,26,1996,24.0,994,943,46,31,0,14,1,8,0,0,0,0,820,5,9,Matches
908,Valery Fernández,ESP,"MF,DF",Girona,La Liga,22,1999,10.7,356,323,33,3,0,0,23,27,2,0,0,0,295,0,11,Matches
909,Fernando,ESP,GK,Almería,La Liga,32,1990,36.5,1313,836,472,131,0,2,0,0,0,0,0,0,919,5,1,Matches
910,Fernando,BRA,"MF,DF",Sevilla,La Liga,35,1987,17.5,873,836,31,25,0,21,2,3,0,0,0,0,768,6,6,Matches
911,Alex Ferrari,ITA,DF,Sampdoria,Serie A,28,1994,9.6,456,433,23,21,0,3,4,2,0,0,0,0,384,0,8,Matches
912,Alex Ferrari,ITA,DF,Cremonese,Serie A,28,1994,11.2,458,415,43,18,0,4,6,25,0,0,0,0,339,0,8,Matches
913,Salvador Ferrer,ESP,DF,Spezia,Serie A,24,1998,1.5,95,81,14,1,0,0,1,13,0,0,0,0,73,0,1,Matches
914,Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30,1992,30.4,1989,1880,101,83,7,17,30,14,1,0,0,0,1695,8,25,Matches
915,Fidel,ESP,"MF,FW",Elche,La Liga,32,1989,19.0,897,842,46,9,7,14,57,6,31,14,10,0,631,9,35,Matches
916,Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,0.5,41,39,2,0,0,0,3,2,0,0,0,0,33,0,0,Matches
917,Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1.0,24,17,7,2,0,0,0,0,0,0,0,0,16,0,0,Matches
918,Roberto Firmino,BRA,"FW,MF",Liverpool,Premier League,30,1991,13.5,566,548,16,1,8,0,12,6,0,0,0,0,444,2,21,Matches
919,Junior Firpo,ESP,DF,Leeds United,Premier League,25,1996,15.2,621,505,114,8,1,1,12,106,0,0,0,0,454,2,18,Matches
920,Kilian Fischer,GER,"DF,FW",Wolfsburg,Bundesliga,21,2000,5.6,273,210,63,4,0,0,12,59,0,0,0,0,223,0,9,Matches
921,Mark Flekken,NED,GK,Freiburg,Bundesliga,29,1993,34.0,1468,1138,324,93,0,15,0,0,0,0,0,0,1035,6,2,Matches
922,Florian Flick,GER,MF,Schalke 04,Bundesliga,22,2000,5.7,185,180,3,3,0,1,1,0,0,0,0,0,129,2,3,Matches
923,Alexis Flips,FRA,"FW,MF",Reims,Ligue 1,22,2000,22.0,1034,872,154,49,10,10,139,56,45,18,18,0,690,8,35,Matches
924,Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,2.3,172,136,35,7,0,1,22,22,6,2,4,0,130,1,0,Matches
925,Phil Foden,ENG,FW,Manchester City,Premier League,22,2000,20.5,1111,1046,61,9,4,4,91,13,39,4,26,2,904,4,32,Matches
926,Seko Fofana,CIV,MF,Lens,Ligue 1,27,1995,34.1,1820,1806,12,10,5,17,54,2,0,0,0,0,1590,2,32,Matches
927,Wesley Fofana,FRA,DF,Leicester City,Premier League,21,2000,2.0,140,138,1,1,0,0,0,0,0,0,0,0,117,1,3,Matches
928,Wesley Fofana,FRA,DF,Chelsea,Premier League,21,2000,13.1,872,842,29,23,0,3,3,6,0,0,0,0,779,1,4,Matches
929,Yahia Fofana,CIV,GK,Angers,Ligue 1,21,2000,11.0,325,229,96,27,0,0,0,0,0,0,0,0,227,0,0,Matches
930,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,23,1999,34.3,1738,1683,44,30,11,13,7,3,0,0,0,0,1419,11,21,Matches
931,Thomas Foket,BEL,DF,Reims,Ligue 1,27,1994,22.0,1257,1039,214,14,0,6,57,200,0,0,0,0,1011,4,32,Matches
932,José Fonte,POR,DF,Lille,Ligue 1,38,1983,28.8,1979,1868,107,78,0,12,3,5,0,0,0,0,1781,4,7,Matches
933,Pablo Fornals,ESP,"FW,MF",West Ham,Premier League,26,1996,16.7,771,719,48,6,7,10,59,7,21,18,2,0,557,4,22,Matches
934,Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,30,1991,16.5,520,499,18,4,3,2,17,4,8,3,4,0,422,3,10,Matches
935,Adam Forshaw,ENG,MF,Leeds United,Premier League,30,1991,5.3,244,222,22,7,0,2,20,2,9,6,2,0,196,0,4,Matches
936,Fraser Forster,ENG,GK,Tottenham,Premier League,34,1988,13.5,363,241,121,28,0,0,0,0,0,0,0,0,266,1,1,Matches
937,Philipp Förster,GER,MF,Bochum,Bundesliga,27,1995,14.5,546,450,92,33,2,2,77,11,41,25,13,0,394,4,14,Matches
938,Steven Fortes,CPV,DF,Lens,Ligue 1,30,1992,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
939,Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,24,1998,2.1,119,96,22,2,0,1,4,20,0,0,0,0,93,1,3,Matches
940,Dimitri Foulquier,FRA,DF,Valencia,La Liga,29,1993,19.3,932,712,217,22,0,2,86,194,1,0,0,0,663,3,37,Matches
941,Juan Foyth,ARG,DF,Villarreal,La Liga,24,1998,21.8,1276,1058,211,41,4,14,10,170,0,0,0,0,1116,7,13,Matches
942,Raphael Framberger,GER,"DF,FW",Augsburg,Bundesliga,26,1995,2.0,64,44,20,0,0,0,4,20,0,0,0,0,33,0,3,Matches
943,Tyrese Francois,AUS,FW,Fulham,Premier League,22,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
944,Bartol Franjić,CRO,MF,Wolfsburg,Bundesliga,22,2000,2.5,79,79,0,0,0,0,1,0,0,0,0,0,61,0,1,Matches
945,Przemysław Frankowski,POL,"DF,MF",Lens,Ligue 1,27,1995,31.5,1828,1414,409,64,2,5,255,234,111,43,50,0,1364,5,33,Matches
946,Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,28,1994,3.5,122,112,7,2,0,0,13,2,3,0,1,0,85,3,4,Matches
947,Davide Frattesi,ITA,MF,Sassuolo,Serie A,22,1999,31.9,1024,998,25,19,6,21,21,6,0,0,0,0,812,1,25,Matches
948,Oscar Fraulo,DEN,"FW,MF",M'Gladbach,Bundesliga,18,2003,0.1,16,16,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
949,Fred,BRA,MF,Manchester Utd,Premier League,29,1993,13.9,781,761,16,9,7,1,14,1,3,0,1,0,618,4,26,Matches
950,Ryan Fredericks,ENG,DF,Bournemouth,Premier League,29,1992,5.9,220,177,43,1,0,0,15,42,0,0,0,0,149,0,11,Matches
951,Iván Fresneda,ESP,DF,Valladolid,La Liga,17,2004,19.4,922,729,190,19,1,0,59,171,0,0,0,0,710,3,30,Matches
952,Remo Freuler,SUI,MF,Nott'ham Forest,Premier League,30,1992,24.0,836,812,23,20,0,2,5,2,0,0,0,0,664,1,17,Matches
953,Michael Frey,SUI,FW,Schalke 04,Bundesliga,28,1994,9.6,222,214,7,0,2,0,8,1,0,0,0,0,127,1,9,Matches
954,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,24,1998,28.8,1731,1636,90,58,1,35,27,22,10,0,3,0,1407,5,18,Matches
955,Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,26,1995,13.9,965,928,33,30,1,7,1,3,0,0,0,0,830,4,8,Matches
956,Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,21,2000,30.1,1232,992,239,13,0,4,70,226,0,0,0,0,982,1,35,Matches
957,Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,24,1998,20.9,704,633,69,9,2,13,50,21,31,6,18,0,552,2,15,Matches
958,Angelo Fulgini,FRA,"MF,FW",Lens,Ligue 1,25,1996,9.5,501,423,75,23,5,0,62,4,47,17,21,1,380,3,9,Matches
959,Angelo Fulgini,FRA,MF,Mainz 05,Bundesliga,25,1996,5.8,238,230,7,0,1,1,7,5,1,0,0,0,188,1,3,Matches
960,Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,29,1993,27.5,929,908,17,0,4,15,20,1,0,0,0,0,581,4,36,Matches
961,Matteo Gabbia,ITA,DF,Milan,Serie A,22,1999,6.8,359,346,13,7,0,1,2,1,0,0,0,0,289,0,2,Matches
962,Manolo Gabbiadini,ITA,"FW,MF",Sampdoria,Serie A,30,1991,26.2,625,590,32,4,9,2,25,5,12,2,8,0,428,3,23,Matches
963,Gianluca Gaetano,ITA,MF,Napoli,Serie A,22,2000,0.8,62,58,2,2,0,0,1,0,0,0,0,0,48,2,1,Matches
964,Roberto Gagliardini,ITA,MF,Inter,Serie A,28,1994,8.7,355,348,5,4,1,1,7,1,0,0,0,0,297,2,3,Matches
965,Adolfo Gaich,ARG,FW,Hellas Verona,Serie A,23,1999,8.1,165,160,4,0,0,0,0,0,0,0,0,0,94,1,4,Matches
966,Cody Gakpo,NED,"FW,MF",Liverpool,Premier League,23,1999,16.2,392,381,9,0,3,0,17,2,4,3,0,0,293,2,11,Matches
967,Javi Galán,ESP,DF,Celta Vigo,La Liga,27,1994,35.1,2039,1600,427,56,2,19,162,344,27,15,7,0,1577,12,47,Matches
968,Iñigo Ruiz de Galarreta,ESP,MF,Mallorca,La Liga,28,1993,27.2,1243,1178,58,35,5,18,54,1,22,3,13,0,1016,7,20,Matches
969,Pablo Galdames Millán,CHI,MF,Cremonese,Serie A,25,1996,8.2,302,267,35,16,2,9,22,3,12,2,6,0,211,0,9,Matches
970,Conor Gallagher,ENG,MF,Chelsea,Premier League,22,2000,18.0,871,818,50,13,1,6,49,10,21,9,7,0,706,3,29,Matches
971,Antonino Gallo,ITA,DF,Lecce,Serie A,22,2000,27.6,1254,980,267,20,0,14,89,247,0,0,0,0,843,7,24,Matches
972,Gauthier Gallon,FRA,GK,Troyes,Ligue 1,29,1993,29.6,951,599,349,108,0,5,0,0,0,0,0,0,633,3,0,Matches
973,Cristian Gamboa,CRC,DF,Bochum,Bundesliga,32,1989,16.4,684,572,109,2,1,3,43,107,0,0,0,0,458,3,12,Matches
974,Kévin Gameiro,FRA,FW,Strasbourg,Ligue 1,35,1987,23.3,747,706,39,1,8,1,19,3,0,0,0,0,591,2,30,Matches
975,Idrissa Gana Gueye,SEN,MF,Everton,Premier League,32,1989,28.6,1226,1205,17,13,1,4,10,3,0,0,0,0,1025,4,23,Matches
976,Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,23,1999,16.9,349,335,12,1,1,2,22,1,0,0,0,0,212,2,16,Matches
977,Ignatius Ganago,CMR,FW,Lens,Ligue 1,23,1999,0.7,11,9,2,0,0,0,0,0,0,0,0,0,10,0,0,Matches
978,Silvère Ganvoula M'Boussy,CGO,"FW,MF",Bochum,Bundesliga,26,1996,2.7,87,82,5,0,0,0,1,0,0,0,0,0,49,0,1,Matches
979,Aleix García,ESP,MF,Girona,La Liga,25,1997,26.0,1657,1441,203,101,3,43,179,13,88,35,42,1,1370,13,22,Matches
980,Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,29,1992,31.9,1036,968,61,4,1,4,159,53,4,2,0,0,664,7,49,Matches
981,Borja García,ESP,"MF,FW",Girona,La Liga,31,1990,7.5,281,270,10,3,3,0,17,0,6,6,0,0,217,1,7,Matches
982,Carlos García,ESP,DF,Cádiz,La Liga,22,2000,0.3,24,23,1,1,0,0,0,0,0,0,0,0,20,0,0,Matches
983,Dani García,ESP,MF,Athletic Club,La Liga,32,1990,16.5,720,688,29,28,3,7,5,0,0,0,0,0,571,3,8,Matches
984,David García,ESP,DF,Osasuna,La Liga,28,1994,29.8,1424,1385,38,36,1,14,2,2,0,0,0,0,1152,1,8,Matches
985,Eric García,ESP,"DF,MF",Barcelona,La Liga,21,2001,15.7,1257,1205,50,33,2,13,0,16,0,0,0,0,1142,2,8,Matches
986,Fran Garcia,ESP,DF,Rayo Vallecano,La Liga,22,1999,37.9,2071,1688,379,24,1,8,156,355,0,0,0,0,1626,4,61,Matches
987,Joan García,ESP,GK,Espanyol,La Liga,21,2001,1.0,30,26,4,1,0,0,0,0,0,0,0,0,26,0,0,Matches
988,Raúl García,ESP,"FW,MF",Athletic Club,La Liga,36,1986,10.7,318,306,10,2,1,3,13,4,0,0,0,0,199,2,9,Matches
989,Rubén García,ESP,"FW,MF",Osasuna,La Liga,29,1993,12.9,567,493,71,30,6,5,79,3,35,16,14,2,411,3,15,Matches
990,Unai García,ESP,DF,Osasuna,La Liga,30,1992,19.0,803,759,44,34,0,27,3,9,0,0,0,0,638,0,3,Matches
991,Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,Premier League,18,2004,6.3,187,187,0,0,0,2,2,0,0,0,0,0,150,0,7,Matches
992,James Garner,ENG,"MF,DF",Everton,Premier League,21,2001,8.9,353,310,41,6,0,2,37,16,17,15,2,0,256,2,9,Matches
993,Felix Garreta,ESP,DF,Betis,La Liga,18,2004,1.0,40,38,1,1,0,0,0,0,0,0,0,0,34,1,0,Matches
994,Aleix Garrido,ESP,FW,Barcelona,La Liga,18,2004,0.1,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0,Matches
995,Sékou Gassama,SEN,FW,Valladolid,La Liga,27,1995,0.4,9,7,2,0,0,0,0,0,0,0,0,0,7,0,0,Matches
996,Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,34,1988,28.9,2103,1900,200,144,3,23,67,10,46,23,12,2,1743,3,24,Matches
997,Federico Gatti,ITA,DF,Juventus,Serie A,24,1998,16.1,957,923,31,21,0,23,3,8,0,0,0,0,808,3,11,Matches
998,Gavi,ESP,"MF,FW",Barcelona,La Liga,17,2004,28.1,1206,1157,45,13,8,13,38,9,0,0,0,0,1026,4,27,Matches
999,Paulo Gazzaniga,ARG,GK,Girona,La Liga,30,1992,28.0,1070,738,326,83,0,3,0,0,0,0,0,0,783,6,0,Matches
1000,David de Gea,ESP,GK,Manchester Utd,Premier League,31,1990,38.0,1218,968,243,64,1,3,0,0,0,0,0,0,866,7,1,Matches
1001,Dario Gebuhr,GER,DF,Eint Frankfurt,Bundesliga,19,2003,0.2,13,12,0,0,0,0,0,0,0,0,0,0,10,1,1,Matches
1002,Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,24,1998,21.7,852,741,107,42,2,4,49,3,42,7,26,1,697,4,17,Matches
1003,Joe Gelhardt,ENG,FW,Leeds United,Premier League,20,2002,2.4,67,62,3,0,1,0,1,0,0,0,0,0,43,2,4,Matches
1004,Valentin Gendrey,FRA,DF,Lecce,Serie A,22,2000,34.5,1448,1076,367,15,1,8,74,352,0,0,0,0,1031,5,33,Matches
1005,Denis Genreau,AUS,MF,Toulouse,Ligue 1,23,1999,7.3,323,313,10,1,0,2,16,4,0,0,0,0,243,0,17,Matches
1006,Yannick Gerhardt,GER,MF,Wolfsburg,Bundesliga,28,1994,20.7,674,639,30,13,2,4,18,5,3,2,1,0,503,5,25,Matches
1007,Valère Germain,FRA,"FW,MF",Montpellier,Ligue 1,32,1990,7.6,214,202,11,0,1,0,6,1,0,0,0,0,147,1,8,Matches
1008,Gerson,BRA,MF,Marseille,Ligue 1,25,1997,4.6,185,177,7,1,0,1,3,5,1,0,0,0,150,1,7,Matches
1009,Ismaël Gharbi,ESP,"MF,FW",Paris S-G,Ligue 1,18,2004,0.6,36,33,3,2,0,0,0,0,1,0,0,0,32,0,0,Matches
1010,Paolo Ghiglione,ITA,DF,Cremonese,Serie A,25,1997,7.9,285,227,58,1,0,2,39,55,2,0,2,0,159,0,11,Matches
1011,Saman Ghoddos,IRN,"MF,FW",Brentford,Premier League,28,1993,1.5,79,68,11,3,1,0,7,3,4,1,3,0,59,0,1,Matches
1012,Faouzi Ghoulam,ALG,DF,Angers,Ligue 1,31,1991,5.3,329,242,86,22,0,1,38,48,15,3,12,0,233,1,10,Matches
1013,Morgan Gibbs-White,ENG,"FW,MF",Wolves,Premier League,22,2000,2.0,95,88,7,2,0,1,8,1,4,0,3,0,75,0,2,Matches
1014,Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,Premier League,22,2000,33.0,1078,891,171,62,16,8,161,5,94,43,44,1,659,16,30,Matches
1015,Niko Gießelmann,GER,DF,Union Berlin,Bundesliga,30,1991,14.5,744,521,221,23,0,3,88,165,33,21,6,0,496,2,25,Matches
1016,Samuel Gigot,FRA,DF,Marseille,Ligue 1,28,1993,20.9,1130,1077,51,32,0,1,1,6,0,0,0,0,985,2,2,Matches
1017,Rafał Gikiewicz,POL,GK,Augsburg,Bundesliga,34,1987,23.0,1152,829,321,87,0,3,0,0,0,0,0,0,846,2,1,Matches
1018,Bryan Gil,ESP,"MF,FW",Tottenham,Premier League,21,2001,1.6,60,57,3,1,0,0,2,1,0,0,0,0,47,0,3,Matches
