Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
2211,Arkadiusz Reca,POL,DF,Spezia,Serie A,27,1995,24.1,50,2.07,39,2,3,4,1,1,2,0.08,1,0,0,1,0,0,Matches
2212,Nathan Redmond,ENG,DF,Southampton,Premier League,28,1994,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2213,Harrison Reed,ENG,MF,Fulham,Premier League,27,1995,31.8,74,2.32,64,2,2,3,3,0,7,0.22,6,0,1,0,0,0,Matches
2214,Sergio Reguilón,ESP,DF,Atlético Madrid,La Liga,25,1996,3.4,13,3.75,11,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2215,Bobby Reid,JAM,"FW,DF",Fulham,Premier League,29,1993,27.5,54,1.96,36,1,3,5,7,2,3,0.11,1,0,0,1,0,1,Matches
2216,Pepe Reina,ESP,GK,Villarreal,La Liga,39,1982,22.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2217,Jeff Reine-Adélaïde,FRA,MF,Troyes,Ligue 1,24,1998,2.6,6,2.32,6,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches
2218,Jeff Reine-Adélaïde,FRA,MF,Lyon,Ligue 1,24,1998,3.7,20,5.36,16,1,1,1,0,1,2,0.54,2,0,0,0,0,0,Matches
2219,Reinier,BRA,"MF,FW",Girona,La Liga,20,2002,7.2,19,2.64,16,0,1,1,1,0,2,0.28,2,0,0,0,0,0,Matches
2220,Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,20,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2221,Karim Rekik,NED,DF,Sevilla,La Liga,27,1994,13.1,14,1.07,12,0,0,1,1,0,2,0.15,2,0,0,0,0,0,Matches
2222,Álex Remiro,ESP,GK,Real Sociedad,La Liga,27,1995,38.0,6,0.16,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2223,Panagiotis Retsos,GRE,DF,Hellas Verona,Serie A,23,1998,1.4,1,0.73,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2224,Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,33,1989,15.0,52,3.46,36,4,1,9,2,0,7,0.47,3,1,0,2,1,0,Matches
2225,Alejandro Revuelta Montero,ESP,DF,Getafe,La Liga,22,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2226,Elvis Rexhbeçaj,GER,MF,Augsburg,Bundesliga,24,1997,28.0,39,1.39,31,1,0,2,5,0,0,0.0,0,0,0,0,0,0,Matches
2227,Gio Reyna,USA,"FW,MF",Dortmund,Bundesliga,19,2002,6.9,28,4.04,24,0,0,3,1,0,5,0.72,3,0,0,1,1,0,Matches
2228,Chadi Riad,MAR,MF,Barcelona,La Liga,19,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2229,Nico Ribaudo,ESP,"MF,FW",Espanyol,La Liga,21,2001,13.9,51,3.67,34,7,1,2,4,3,2,0.14,2,0,0,0,0,0,Matches
2230,Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,22,1999,17.9,11,0.61,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
2231,Franck Ribéry,FRA,MF,Salernitana,Serie A,39,1983,0.4,1,2.43,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2232,Samuele Ricci,ITA,MF,Torino,Serie A,20,2001,23.0,38,1.65,27,3,2,4,2,0,1,0.04,0,0,0,1,0,0,Matches
2233,Declan Rice,ENG,MF,West Ham,Premier League,23,1999,36.4,100,2.75,86,7,1,1,2,3,6,0.16,6,0,0,0,0,0,Matches
2234,Chris Richards,USA,DF,Crystal Palace,Premier League,22,2000,5.0,2,0.4,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
2235,Richarlison,BRA,"MF,FW",Tottenham,Premier League,25,1997,11.2,35,3.12,22,0,1,4,8,0,5,0.45,3,0,0,0,2,0,Matches
2236,Marco Richter,GER,"MF,FW",Hertha BSC,Bundesliga,24,1997,20.4,58,2.84,37,7,5,7,1,1,11,0.54,8,1,0,1,1,0,Matches
2237,Diego Rico,ESP,DF,Real Sociedad,La Liga,29,1993,18.3,33,1.81,26,2,1,1,1,2,1,0.05,1,0,0,0,0,0,Matches
2238,Jaïro Riedewald,NED,"DF,MF",Crystal Palace,Premier League,25,1996,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2239,Manuel Riemann,GER,GK,Bochum,Bundesliga,33,1988,34.0,21,0.62,17,4,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2240,Tomás Rincón,VEN,MF,Sampdoria,Serie A,34,1988,28.4,39,1.37,35,0,0,1,1,2,3,0.11,2,0,0,0,0,1,Matches
2241,Rémy Riou,FRA,GK,Lyon,Ligue 1,34,1987,6.7,1,0.15,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2242,Renaud Ripart,FRA,"FW,MF",Troyes,Ligue 1,29,1993,14.7,40,2.73,29,0,2,5,4,0,7,0.48,2,0,1,2,2,0,Matches
2243,Rodrigo Riquelme,ESP,"MF,FW",Girona,La Liga,22,2000,24.2,69,2.85,46,6,10,4,3,0,9,0.37,3,3,0,2,1,0,Matches
2244,Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,32,1989,0.4,1,2.31,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2245,Sergi Roberto,ESP,"DF,MF",Barcelona,La Liga,30,1992,14.5,29,2.0,24,0,0,4,1,0,3,0.21,3,0,0,0,0,0,Matches
2246,Lucas Robertone,ARG,MF,Almería,La Liga,25,1997,31.6,109,3.45,74,25,3,2,4,1,11,0.35,6,4,1,0,0,0,Matches
2247,Andrew Robertson,SCO,DF,Liverpool,Premier League,28,1994,28.7,95,3.31,59,27,1,4,1,3,13,0.45,9,4,0,0,0,0,Matches
2248,Antonee Robinson,USA,DF,Fulham,Premier League,24,1997,34.3,58,1.69,52,2,2,0,1,1,6,0.17,4,0,1,0,1,0,Matches
2249,Joel Robles,ESP,GK,Leeds United,Premier League,32,1990,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2250,Joel Roca,ESP,"MF,FW",Girona,La Liga,17,2005,0.9,5,5.29,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
2251,Marc Roca,ESP,MF,Leeds United,Premier League,25,1996,25.7,52,2.02,34,10,2,3,2,1,4,0.16,1,1,0,1,1,0,Matches
2252,Enzo Roco,CHI,DF,Elche,La Liga,29,1992,18.4,12,0.65,9,0,1,1,0,1,0,0.0,0,0,0,0,0,0,Matches
2253,Marek Rodák,SVK,GK,Fulham,Premier League,25,1996,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2254,Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,31,1990,15.7,32,2.04,29,0,0,1,2,0,2,0.13,2,0,0,0,0,0,Matches
2255,Joe Rodon,WAL,DF,Rennes,Ligue 1,24,1997,15.7,3,0.19,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2256,Rodri,ESP,MF,Manchester City,Premier League,26,1996,32.3,92,2.84,80,0,4,6,1,1,10,0.31,10,0,0,0,0,0,Matches
2257,Rodri,ESP,"FW,MF",Betis,La Liga,22,2000,17.8,58,3.26,49,1,3,3,2,0,8,0.45,6,0,0,1,1,0,Matches
2258,Rodrigo,ESP,"FW,MF",Leeds United,Premier League,31,1991,21.5,45,2.09,30,0,4,8,2,1,4,0.19,2,0,0,2,0,0,Matches
2259,Ángel Rodríguez,ESP,"FW,MF",Mallorca,La Liga,35,1987,4.4,5,1.14,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2260,Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,La Liga,24,1998,19.7,58,2.94,39,11,2,6,0,0,2,0.1,2,0,0,0,0,0,Matches
2261,Dani Rodríguez,ESP,MF,Mallorca,La Liga,34,1988,23.3,54,2.31,39,4,4,3,3,1,10,0.43,8,1,0,0,0,1,Matches
2262,Guido Rodríguez,ARG,MF,Betis,La Liga,28,1994,31.9,37,1.16,32,1,0,2,2,0,2,0.06,2,0,0,0,0,0,Matches
2263,Miguel Rodríguez,ESP,"MF,FW",Celta Vigo,La Liga,19,2003,2.8,7,2.5,7,0,0,0,0,0,2,0.71,2,0,0,0,0,0,Matches
2264,Pablo Rodríguez,ESP,"FW,MF",Lecce,Serie A,20,2001,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2265,Ricardo Rodríguez,SUI,DF,Torino,Serie A,29,1992,29.7,57,1.92,46,8,1,2,0,0,2,0.07,2,0,0,0,0,0,Matches
2266,Rodrygo,BRA,"FW,MF",Real Madrid,La Liga,21,2001,26.4,133,5.03,78,5,25,9,15,1,21,0.79,12,0,6,0,3,0,Matches
2267,Mads Roerslev,DEN,DF,Brentford,Premier League,23,1999,12.3,13,1.06,13,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
2268,Agustín Rogel,URU,DF,Hertha BSC,Bundesliga,24,1997,15.8,7,0.44,5,1,0,0,1,0,1,0.06,0,1,0,0,0,0,Matches
2269,Rogério,BRA,DF,Sassuolo,Serie A,24,1998,33.3,74,2.22,62,6,1,1,4,0,6,0.18,5,0,0,0,1,0,Matches
2270,Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,20,2002,0.6,2,3.16,2,0,0,0,0,0,1,1.58,1,0,0,0,0,0,Matches
2271,Tony Rölke,GER,FW,Hertha BSC,Bundesliga,19,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2272,Filippo Romagna,ITA,DF,Sassuolo,Serie A,25,1997,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2273,Alessio Romagnoli,ITA,DF,Lazio,Serie A,27,1995,32.5,14,0.43,11,3,0,0,0,0,3,0.09,3,0,0,0,0,0,Matches
2274,Simone Romagnoli,ITA,DF,Lecce,Serie A,32,1990,1.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2275,Leonardo Román,ESP,GK,Mallorca,La Liga,22,2000,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2276,Cristian Romero,ARG,DF,Tottenham,Premier League,24,1998,26.3,24,0.91,22,0,0,0,1,1,4,0.15,3,0,0,0,1,0,Matches
2277,Iván Romero,ESP,MF,Sevilla,La Liga,21,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2278,Luka Romero,ARG,FW,Lazio,Serie A,17,2004,1.7,4,2.38,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2279,Oriol Romeu,ESP,MF,Southampton,Premier League,30,1991,0.8,3,3.65,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2280,Oriol Romeu,ESP,MF,Girona,La Liga,30,1991,32.8,56,1.71,49,0,0,4,2,1,3,0.09,3,0,0,0,0,0,Matches
2281,Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,37,1985,5.8,10,1.71,9,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2282,Connor Ronan,IRL,MF,Wolves,Premier League,24,1998,0.0,1,90.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2283,Salomón Rondón,VEN,FW,Everton,Premier League,32,1989,1.2,4,3.3,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2284,Valentin Rongier,FRA,MF,Marseille,Ligue 1,27,1994,33.7,72,2.14,64,0,3,1,1,3,5,0.15,4,0,0,0,0,1,Matches
2285,Marten de Roon,NED,MF,Atalanta,Serie A,31,1991,32.9,51,1.55,45,0,1,1,3,1,2,0.06,2,0,0,0,0,0,Matches
2286,Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,25,1997,19.6,42,2.14,34,3,3,1,1,0,2,0.1,1,0,0,1,0,0,Matches
2287,Francesco Rossi,ITA,GK,Atalanta,Serie A,31,1991,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2288,Tom Rothe,GER,DF,Dortmund,Bundesliga,17,2004,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2289,Joe Rothwell,ENG,MF,Bournemouth,Premier League,27,1995,11.3,24,2.12,16,6,1,1,0,0,2,0.18,1,1,0,0,0,0,Matches
2290,Anthony Rouault,FRA,DF,Toulouse,Ligue 1,21,2001,36.8,13,0.35,10,0,0,2,0,1,1,0.03,0,0,0,1,0,0,Matches
2291,Jérôme Roussillon,FRA,"MF,DF",Wolfsburg,Bundesliga,29,1993,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2292,Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,29,1993,10.6,22,2.07,16,1,4,0,1,0,4,0.38,3,0,0,0,1,0,Matches
2293,Nicolò Rovella,ITA,MF,Monza,Serie A,20,2001,19.3,53,2.74,41,5,1,1,2,3,7,0.36,5,1,0,0,0,1,Matches
2294,Nicolò Rovella,ITA,MF,Juventus,Serie A,20,2001,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2295,Amir Rrahmani,KVX,DF,Napoli,Serie A,28,1994,27.2,26,0.96,23,0,1,1,0,1,4,0.15,4,0,0,0,0,0,Matches
2296,Ruan,BRA,DF,Sassuolo,Serie A,23,1999,19.0,6,0.32,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2297,Rubén,ESP,"DF,MF",Espanyol,La Liga,21,2001,9.9,19,1.92,15,0,3,0,0,1,4,0.4,3,0,1,0,0,0,Matches
2298,Antonio Rüdiger,GER,DF,Real Madrid,La Liga,29,1993,26.8,18,0.67,16,0,0,1,1,0,1,0.04,0,0,0,1,0,0,Matches
2299,Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,32,1990,8.8,23,2.6,11,12,0,0,0,0,2,0.23,2,0,0,0,0,0,Matches
2300,Daniele Rugani,ITA,DF,Juventus,Serie A,28,1994,6.3,1,0.16,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2301,Matteo Ruggeri,ITA,"DF,MF",Atalanta,Serie A,20,2002,9.2,17,1.85,17,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
2302,Mário Rui,POR,DF,Napoli,Serie A,31,1991,19.4,87,4.48,63,21,1,0,1,1,13,0.67,11,1,0,0,0,1,Matches
2303,Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,26,1996,16.2,37,2.29,26,0,5,4,1,1,1,0.06,1,0,0,0,0,0,Matches
2304,Kays Ruiz,MAR,MF,Auxerre,Ligue 1,19,2002,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2305,Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,26,1996,21.0,41,1.95,37,0,1,2,0,1,6,0.29,6,0,0,0,0,0,Matches
2306,Víctor Ruiz,ESP,DF,Betis,La Liga,33,1989,6.2,4,0.64,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2307,Gerónimo Rulli,ARG,GK,Villarreal,La Liga,30,1992,14.0,1,0.07,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2308,Alessandro Russo,ITA,GK,Sassuolo,Serie A,21,2001,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2309,Franco Russo,ARG,DF,Mallorca,La Liga,27,1994,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2310,Georginio Rutter,FRA,"FW,MF",Leeds United,Premier League,20,2002,3.0,6,1.99,5,0,0,0,1,0,1,0.33,1,0,0,0,0,0,Matches
2311,Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,20,2002,11.2,37,3.3,22,0,9,2,4,0,4,0.36,2,0,2,0,0,0,Matches
2312,Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,24,1997,11.5,27,2.34,18,1,5,2,1,0,0,0.0,0,0,0,0,0,0,Matches
2313,Julian Ryerson,NOR,DF,Dortmund,Bundesliga,24,1997,15.7,28,1.79,23,3,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2314,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,29,1992,29.0,7,0.24,7,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
2315,José Sá,POR,GK,Wolves,Premier League,29,1993,36.0,1,0.03,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2316,Youssouf Sabaly,SEN,DF,Betis,La Liga,29,1993,18.7,33,1.77,19,2,7,1,3,1,2,0.11,0,0,1,1,0,0,Matches
2317,Halid Šabanović,BIH,DF,Angers,Ligue 1,22,1999,7.1,3,0.42,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2318,Abdelhamid Sabiri,MAR,"MF,FW",Sampdoria,Serie A,25,1996,11.9,41,3.45,22,7,3,4,5,0,0,0.0,0,0,0,0,0,0,Matches
2319,Marcel Sabitzer,AUT,MF,Manchester Utd,Premier League,28,1994,7.0,20,2.87,16,1,0,1,2,0,3,0.43,3,0,0,0,0,0,Matches
2320,Marcel Sabitzer,AUT,MF,Bayern Munich,Bundesliga,28,1994,7.0,11,1.58,9,0,0,0,0,2,1,0.14,1,0,0,0,0,0,Matches
2321,Falaye Sacko,MLI,DF,Montpellier,Ligue 1,27,1995,28.7,38,1.33,33,2,2,0,0,1,7,0.24,6,0,0,0,0,1,Matches
2322,Umar Sadiq,NGA,FW,Almería,La Liga,25,1997,2.7,6,2.25,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2323,Umar Sadiq,NGA,FW,Real Sociedad,La Liga,25,1997,0.9,1,1.1,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2324,Alexis Saelemaekers,BEL,"FW,DF",Milan,Serie A,23,1999,15.6,63,4.05,42,5,7,7,2,0,6,0.39,5,0,1,0,0,0,Matches
2325,Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,27,1995,7.2,23,3.21,11,0,9,3,0,0,3,0.42,0,0,2,1,0,0,Matches
2326,Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,25,1997,12.4,65,5.22,49,0,10,3,3,0,10,0.8,7,0,2,0,1,0,Matches
2327,Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,23,1998,5.9,11,1.86,7,4,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
2328,Samuel Sáiz,ESP,MF,Girona,La Liga,31,1991,2.7,6,2.23,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2329,Bukayo Saka,ENG,FW,Arsenal,Premier League,20,2001,35.3,161,4.56,106,27,8,11,7,2,28,0.79,20,4,2,1,0,1,Matches
2330,Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,18.4,71,3.86,57,8,1,3,2,0,3,0.16,3,0,0,0,0,0,Matches
2331,Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32,1990,8.5,4,0.47,2,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
2332,Jacopo Sala,ITA,MF,Spezia,Serie A,30,1991,1.2,2,1.62,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2333,Ibrahim Salah,MAR,"FW,MF",Rennes,Ligue 1,20,2001,2.5,12,4.76,9,0,3,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2334,Mohamed Salah,EGY,FW,Liverpool,Premier League,30,1992,36.6,140,3.83,106,2,12,12,6,2,24,0.66,17,1,0,2,3,1,Matches
2335,Amine Salama,FRA,"FW,MF",Angers,Ligue 1,22,2000,13.9,27,1.94,18,0,4,3,2,0,1,0.07,1,0,0,0,0,0,Matches
2336,Kike Salas,ESP,DF,Sevilla,La Liga,20,2002,4.1,1,0.24,0,0,0,1,0,0,1,0.24,0,0,0,1,0,0,Matches
2337,William Saliba,FRA,DF,Arsenal,Premier League,21,2001,26.8,14,0.52,11,2,1,0,0,0,2,0.07,2,0,0,0,0,0,Matches
2338,Dikeni Salifou,TOG,MF,Werder Bremen,Bundesliga,19,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2339,Mohammed Salisu,GHA,DF,Southampton,Premier League,23,1999,21.9,25,1.14,16,5,1,3,0,0,3,0.14,1,1,0,1,0,0,Matches
2340,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,25,1997,11.1,39,3.5,23,1,4,2,8,1,5,0.45,3,0,1,0,1,0,Matches
2341,Yoann Salmier,GUF,DF,Troyes,Ligue 1,29,1992,29.4,22,0.75,18,0,0,2,1,1,5,0.17,4,0,0,0,1,0,Matches
2342,Salvi,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1991,5.4,19,3.49,15,0,0,3,0,1,1,0.18,0,0,0,0,0,1,Matches
2343,Lazar Samardzic,SRB,MF,Udinese,Serie A,20,2002,20.5,98,4.77,54,27,6,7,1,3,10,0.49,4,3,0,1,0,2,Matches
2344,Diadie Samassékou,MLI,"MF,FW",Hoffenheim,Bundesliga,26,1996,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2345,Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,26,1995,29.6,64,2.16,35,0,12,7,8,2,9,0.3,3,0,3,1,2,0,Matches
2346,Brice Samba,FRA,GK,Lens,Ligue 1,28,1994,37.0,3,0.08,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2347,Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,22,1999,2.2,4,1.82,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2348,Albert Sambi Lokonga,BEL,MF,Crystal Palace,Premier League,22,1999,6.0,6,1.01,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
2349,Junior Sambia,FRA,DF,Salernitana,Serie A,25,1996,7.7,22,2.84,17,0,4,1,0,0,1,0.13,1,0,0,0,0,0,Matches
2350,Samuel,BRA,"FW,MF",Valencia,La Liga,22,1999,32.1,99,3.09,63,1,16,7,11,1,14,0.44,8,0,1,3,2,0,Matches
2351,Fede San Emeterio,ESP,MF,Cádiz,La Liga,25,1997,20.5,18,0.88,15,0,0,2,0,1,2,0.1,1,0,0,1,0,0,Matches
2352,Antonio Sanabria,PAR,FW,Torino,Serie A,26,1996,27.0,50,1.85,41,0,5,2,1,1,5,0.19,5,0,0,0,0,0,Matches
2353,Leandro Sanca,GNB,"FW,MF",Spezia,Serie A,22,2000,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2354,Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,28.1,95,3.38,76,1,7,5,5,1,6,0.21,4,0,0,1,1,0,Matches
2355,Renato Sanches,POR,MF,Paris S-G,Ligue 1,24,1997,8.0,19,2.39,15,1,0,3,0,0,1,0.13,0,0,0,1,0,0,Matches
2356,Alexis Sánchez,CHI,"FW,MF",Marseille,Ligue 1,33,1988,29.8,116,3.9,87,2,5,10,11,1,11,0.37,5,0,1,3,2,0,Matches
2357,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,25,1997,12.0,18,1.51,12,0,1,3,2,0,0,0.0,0,0,0,0,0,0,Matches
2358,Davinson Sánchez,COL,DF,Tottenham,Premier League,26,1996,9.5,5,0.53,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2359,Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,29,1992,12.8,42,3.38,31,4,4,2,1,0,2,0.16,1,1,0,0,0,0,Matches
2360,Javi Sánchez,ESP,DF,Valladolid,La Liga,25,1997,26.6,16,0.6,14,0,1,0,1,0,3,0.11,3,0,0,0,0,0,Matches
2361,Manu Sánchez,ESP,DF,Osasuna,La Liga,21,2000,23.6,61,2.58,55,1,2,0,1,2,4,0.17,3,0,0,0,1,0,Matches
2362,Robert Sánchez,ESP,GK,Brighton,Premier League,24,1997,23.0,2,0.09,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2363,Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,22,2000,18.7,87,4.64,80,1,4,2,0,0,9,0.48,7,0,2,0,0,0,Matches
2364,Alex Sandro,BRA,DF,Juventus,Serie A,31,1991,19.9,36,1.81,32,0,2,0,1,1,3,0.15,3,0,0,0,0,0,Matches
2365,Leroy Sané,GER,"MF,FW",Bayern Munich,Bundesliga,26,1996,22.3,93,4.17,72,1,7,7,4,2,15,0.67,13,0,0,2,0,0,Matches
2366,Sidi Sané,GER,FW,Schalke 04,Bundesliga,19,2003,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2367,Morgan Sanson,FRA,MF,Aston Villa,Premier League,27,1994,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2368,Morgan Sanson,FRA,MF,Strasbourg,Ligue 1,27,1994,15.8,48,3.05,34,3,1,6,2,2,5,0.32,3,0,0,1,0,1,Matches
2369,Nicola Sansone,ITA,FW,Bologna,Serie A,30,1991,8.2,31,3.77,19,3,3,2,4,0,7,0.85,3,1,0,1,2,0,Matches
2370,Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,27,1995,20.1,37,1.84,35,0,0,2,0,0,1,0.05,1,0,0,0,0,0,Matches
2371,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,30,1991,13.4,49,3.66,36,0,4,5,3,1,5,0.37,4,0,0,1,0,0,Matches
2372,Pablo Sarabia,ESP,"FW,MF",Wolves,Premier League,30,1992,8.5,31,3.65,21,5,0,5,0,0,0,0.0,0,0,0,0,0,0,Matches
2373,Pablo Sarabia,ESP,"FW,MF",Paris S-G,Ligue 1,30,1992,4.1,19,4.61,12,6,0,0,1,0,1,0.24,1,0,0,0,0,0,Matches
2374,Jeremy Sarmiento,ECU,MF,Brighton,Premier League,20,2002,2.0,10,5.11,6,0,1,2,1,0,2,1.02,2,0,0,0,0,0,Matches
2375,Amin Sarr,SWE,FW,Lyon,Ligue 1,21,2001,6.0,9,1.51,7,0,0,0,2,0,2,0.33,2,0,0,0,0,0,Matches
2376,Bouna Sarr,SEN,FW,Bayern Munich,Bundesliga,30,1992,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2377,Malang Sarr,FRA,DF,Monaco,Ligue 1,23,1999,8.0,8,1.01,8,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
2378,Mamadou Sarr,FRA,MF,Lyon,Ligue 1,16,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2379,Mouhamadou Sarr,SEN,GK,Cremonese,Serie A,25,1997,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
2380,Martin Satriano,URU,FW,Empoli,Serie A,21,2001,18.9,32,1.69,19,0,4,5,4,0,3,0.16,2,0,0,1,0,0,Matches
2381,Téji Savanier,FRA,MF,Montpellier,Ligue 1,30,1991,28.3,130,4.6,63,41,11,1,14,0,11,0.39,6,4,0,0,1,0,Matches
