Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
2466,Ellyes Skhiri,TUN,MF,Köln,Bundesliga,27,1995,31.7,7,32,11,34.4,1.01,0.35,0.22,0.64,15.3,0,0,0,5.3,5.3,0.17,1.7,1.7,Matches
2467,Oliver Skipp,ENG,MF,Tottenham,Premier League,21,2000,16.6,1,7,3,42.9,0.42,0.18,0.14,0.33,23.2,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
2468,Leo Skiri Østigård,NOR,DF,Napoli,Serie A,22,1999,4.7,0,3,0,0.0,0.64,0.0,0.0,0.0,20.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2469,Łukasz Skorupski,POL,GK,Bologna,Serie A,31,1991,37.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2470,Robert Skov,DEN,DF,Hoffenheim,Bundesliga,26,1996,15.0,3,39,12,30.8,2.6,0.8,0.03,0.08,22.5,8,2,2,3.4,1.8,0.05,-0.4,-0.8,Matches
2471,Milan Škriniar,SVK,DF,Inter,Serie A,27,1995,19.7,0,9,2,22.2,0.46,0.1,0.0,0.0,13.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
2472,Naatan Skyttä,FIN,MF,Toulouse,Ligue 1,20,2002,0.3,0,1,0,0.0,3.91,0.0,0.0,0.0,15.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
2473,Islam Slimani,ALG,FW,Brest,Ligue 1,34,1988,11.0,1,14,2,14.3,1.28,0.18,0.07,0.5,14.1,0,0,1,2.5,1.7,0.12,-1.5,-0.7,Matches
2474,Chris Smalling,ENG,DF,Roma,Serie A,32,1989,31.2,3,17,4,23.5,0.54,0.13,0.18,0.75,8.5,0,0,0,1.7,1.7,0.1,1.3,1.3,Matches
2475,Adam Smith,ENG,DF,Bournemouth,Premier League,31,1991,32.7,0,5,1,20.0,0.15,0.03,0.0,0.0,16.2,0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches
2476,Emile Smith Rowe,ENG,"MF,FW",Arsenal,Premier League,22,2000,1.9,0,4,1,25.0,2.09,0.52,0.0,0.0,15.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
2477,Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,21,2000,5.2,0,3,0,0.0,0.57,0.0,0.0,0.0,12.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2478,Cédric Soares,POR,DF,Arsenal,Premier League,30,1991,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2479,Cédric Soares,POR,DF,Fulham,Premier League,30,1991,2.2,0,2,0,0.0,0.91,0.0,0.0,0.0,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
2480,Danilo Soares,BRA,DF,Bochum,Bundesliga,30,1991,19.6,0,2,0,0.0,0.1,0.0,0.0,0.0,29.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2481,Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,27,1995,9.7,0,5,0,0.0,0.52,0.0,0.0,0.0,26.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2482,Rubén Sobrino,ESP,"MF,FW",Cádiz,La Liga,30,1992,27.4,3,33,12,36.4,1.2,0.44,0.09,0.25,13.6,0,0,0,4.9,4.9,0.15,-1.9,-1.9,Matches
2483,Alex Sola,ESP,DF,Real Sociedad,La Liga,23,1999,3.9,0,4,1,25.0,1.03,0.26,0.0,0.0,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2484,Dominic Solanke,ENG,"FW,MF",Bournemouth,Premier League,24,1997,31.8,6,76,28,36.8,2.39,0.88,0.08,0.21,12.8,0,0,0,9.1,9.1,0.12,-3.1,-3.1,Matches
2485,Augusto Solari,ARG,MF,Celta Vigo,La Liga,30,1992,2.9,0,2,0,0.0,0.69,0.0,0.0,0.0,14.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
2486,Ola Solbakken,NOR,"MF,FW",Roma,Serie A,23,1998,5.6,1,9,1,11.1,1.61,0.18,0.11,1.0,17.1,1,0,0,0.6,0.6,0.07,0.4,0.4,Matches
2487,Nikola Soldo,CRO,DF,Köln,Bundesliga,21,2001,6.6,0,6,0,0.0,0.91,0.0,0.0,0.0,15.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
2488,Carlos Soler,ESP,MF,Valencia,La Liga,25,1997,2.7,1,4,1,25.0,1.49,0.37,0.0,0.0,30.0,3,1,1,0.9,0.2,0.04,0.1,-0.2,Matches
2489,Carlos Soler,ESP,MF,Paris S-G,Ligue 1,25,1997,13.2,3,10,6,60.0,0.76,0.45,0.3,0.5,15.2,0,0,0,1.6,1.6,0.16,1.4,1.4,Matches
2490,François-Joseph Sollacaro,FRA,GK,Ajaccio,Ligue 1,28,1994,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2491,Manor Solomon,ISR,FW,Fulham,Premier League,23,1999,6.4,4,11,7,63.6,1.73,1.1,0.36,0.57,19.9,0,0,0,1.2,1.2,0.11,2.8,2.8,Matches
2492,Yann Sommer,SUI,GK,Bayern Munich,Bundesliga,33,1988,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2493,Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,33,1988,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2494,Brandon Soppy,FRA,DF,Udinese,Serie A,20,2002,1.0,0,2,1,50.0,2.0,1.0,0.0,0.0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
2495,Brandon Soppy,FRA,DF,Atalanta,Serie A,20,2002,7.1,0,7,2,28.6,0.98,0.28,0.0,0.0,18.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
2496,David Soria,ESP,GK,Getafe,La Liga,29,1993,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2497,Roberto Soriano,ITA,"FW,MF",Bologna,Serie A,31,1991,14.7,1,13,2,15.4,0.88,0.14,0.08,0.5,20.3,0,0,0,0.6,0.6,0.05,0.4,0.4,Matches
2498,Borna Sosa,CRO,DF,Stuttgart,Bundesliga,24,1998,21.7,2,15,6,40.0,0.69,0.28,0.13,0.33,20.7,6,0,0,1.0,1.0,0.07,1.0,1.0,Matches
2499,Joaquin Sosa,URU,DF,Bologna,Serie A,20,2002,7.6,0,3,1,33.3,0.39,0.13,0.0,0.0,34.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
2500,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,18,2003,0.2,0,1,0,0.0,5.29,0.0,0.0,0.0,20.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2501,Florian Sotoca,FRA,"MF,FW",Lens,Ligue 1,31,1990,33.9,7,86,29,33.7,2.53,0.85,0.07,0.21,15.6,0,1,3,10.5,8.1,0.09,-3.5,-2.1,Matches
2502,Riccardo Sottil,ITA,FW,Fiorentina,Serie A,23,1999,9.3,0,21,8,38.1,2.27,0.86,0.0,0.0,19.9,1,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
2503,Tomáš Souček,CZE,MF,West Ham,Premier League,27,1995,31.3,2,34,13,38.2,1.09,0.42,0.06,0.15,10.8,0,0,0,4.0,4.0,0.12,-2.0,-2.0,Matches
2504,Matìas Soulé,ARG,"MF,FW",Juventus,Serie A,19,2003,4.7,1,10,5,50.0,2.14,1.07,0.1,0.2,16.7,0,0,0,1.5,1.5,0.15,-0.5,-0.5,Matches
2505,Moussa Soumano,FRA,FW,Ajaccio,Ligue 1,17,2005,5.5,1,6,2,33.3,1.09,0.36,0.17,0.5,17.5,0,0,0,0.5,0.5,0.09,0.5,0.5,Matches
2506,Adama Soumaoro,FRA,DF,Bologna,Serie A,30,1992,20.7,0,2,1,50.0,0.1,0.05,0.0,0.0,8.8,0,0,0,0.3,0.3,0.16,-0.3,-0.3,Matches
2507,Boubakary Soumaré,FRA,MF,Leicester City,Premier League,23,1999,18.1,0,1,0,0.0,0.06,0.0,0.0,0.0,28.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
2508,Arnaud Souquet,FRA,"DF,FW",Montpellier,Ligue 1,30,1992,4.0,0,1,0,0.0,0.25,0.0,0.0,0.0,20.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2509,Dyego Sousa,POR,FW,Almería,La Liga,32,1989,5.9,0,13,4,30.8,2.22,0.68,0.0,0.0,14.2,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
2510,Harry Souttar,AUS,DF,Leicester City,Premier League,23,1998,11.0,0,8,1,12.5,0.73,0.09,0.0,0.0,9.6,0,0,0,1.4,1.4,0.18,-1.4,-1.4,Matches
2511,Vinicius Souza,BRA,MF,Espanyol,La Liga,23,1999,27.0,1,10,4,40.0,0.37,0.15,0.1,0.25,21.9,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
2512,Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,25,1997,29.4,4,28,10,35.7,0.95,0.34,0.14,0.4,24.8,0,0,0,1.7,1.7,0.06,2.3,2.3,Matches
2513,Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,26,1996,5.9,1,5,2,40.0,0.85,0.34,0.2,0.5,9.5,0,0,0,0.4,0.4,0.08,0.6,0.6,Matches
2514,Kevin Spadanuda,SUI,"MF,FW",Ajaccio,Ligue 1,25,1997,11.8,0,7,1,14.3,0.59,0.08,0.0,0.0,14.2,0,0,0,0.7,0.7,0.1,-0.7,-0.7,Matches
2515,Djed Spence,ENG,"FW,DF",Tottenham,Premier League,21,2000,0.1,0,1,0,0.0,12.86,0.0,0.0,0.0,8.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
2516,Djed Spence,ENG,DF,Rennes,Ligue 1,21,2000,6.4,0,3,1,33.3,0.47,0.16,0.0,0.0,14.0,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
2517,Stijn Spierings,NED,MF,Toulouse,Ligue 1,26,1996,34.7,2,24,5,20.8,0.69,0.14,0.08,0.4,20.2,0,0,0,1.8,1.8,0.07,0.2,0.2,Matches
2518,Leonardo Spinazzola,ITA,DF,Roma,Serie A,29,1993,18.4,1,10,6,60.0,0.54,0.33,0.1,0.17,18.7,0,0,0,1.0,1.0,0.1,0.0,0.0,Matches
2519,Marco Sportiello,ITA,GK,Atalanta,Serie A,30,1992,14.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2520,Jack Stacey,ENG,DF,Bournemouth,Premier League,26,1996,3.3,0,1,0,0.0,0.3,0.0,0.0,0.0,16.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
2521,Anton Stach,GER,MF,Mainz 05,Bundesliga,23,1998,23.0,1,36,10,27.8,1.57,0.43,0.03,0.1,22.6,4,0,0,2.2,2.2,0.06,-1.2,-1.2,Matches
2522,Kostas Stafylidis,GRE,"DF,MF",Bochum,Bundesliga,28,1993,11.6,0,14,2,14.3,1.21,0.17,0.0,0.0,29.5,1,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
2523,Jens Stage,DEN,MF,Werder Bremen,Bundesliga,25,1996,20.6,3,19,7,36.8,0.92,0.34,0.16,0.43,12.5,0,0,0,3.1,3.1,0.16,-0.1,-0.1,Matches
2524,Veit Stange,GER,MF,Hertha BSC,Bundesliga,18,2004,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2525,Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,22,2000,6.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2526,Junior Stanislas,ENG,MF,Bournemouth,Premier League,32,1989,0.7,0,1,0,0.0,1.48,0.0,0.0,0.0,24.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
2527,Jay Stansfield,ENG,FW,Fulham,Premier League,19,2002,1.0,0,2,0,0.0,2.07,0.0,0.0,0.0,13.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
2528,Niklas Stark,GER,DF,Werder Bremen,Bundesliga,27,1995,23.1,0,3,1,33.3,0.13,0.04,0.0,0.0,10.1,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
2529,Jason Steele,ENG,GK,Brighton,Premier League,31,1990,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2530,Calvin Stengs,NED,FW,Nice,Ligue 1,23,1998,2.4,0,3,1,33.3,1.27,0.42,0.0,0.0,20.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
2531,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,26,1996,3.7,0,2,0,0.0,0.54,0.0,0.0,0.0,17.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
2532,Jack Stephens,ENG,DF,Southampton,Premier League,28,1994,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2533,Jack Stephens,ENG,DF,Bournemouth,Premier League,28,1994,13.0,0,2,1,50.0,0.15,0.08,0.0,0.0,5.2,0,0,0,0.4,0.4,0.2,-0.4,-0.4,Matches
2534,Raheem Sterling,ENG,"FW,MF",Chelsea,Premier League,27,1994,21.0,6,42,16,38.1,2.0,0.76,0.14,0.38,13.6,0,0,0,6.2,6.2,0.15,-0.2,-0.2,Matches
2535,Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,21,2001,7.8,1,7,3,42.9,0.89,0.38,0.14,0.33,22.1,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
2536,Lars Stindl,GER,"FW,MF",M'Gladbach,Bundesliga,33,1988,19.3,8,50,22,44.0,2.6,1.14,0.16,0.36,20.7,3,0,0,5.0,5.0,0.1,3.0,3.0,Matches
2537,Kevin Stöger,AUT,MF,Bochum,Bundesliga,28,1993,28.9,5,45,11,24.4,1.56,0.38,0.04,0.18,25.8,7,3,3,4.4,2.1,0.05,0.6,-0.1,Matches
2538,Petar Stojanović,SVN,DF,Empoli,Serie A,26,1995,17.0,0,10,2,20.0,0.59,0.12,0.0,0.0,25.1,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
2539,John Stones,ENG,"DF,MF",Manchester City,Premier League,28,1994,20.5,2,11,3,27.3,0.54,0.15,0.18,0.67,13.4,0,0,0,1.0,1.0,0.1,1.0,1.0,Matches
2540,Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,22,2000,18.9,4,41,15,36.6,2.16,0.79,0.1,0.27,12.6,0,0,0,5.6,5.6,0.14,-1.6,-1.6,Matches
2541,Tony Strata,FRA,"MF,DF",Ajaccio,Ligue 1,17,2004,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2542,Gabriel Strefezza,0,"DF,FW",Lecce,Serie A,25,1997,27.1,8,69,18,26.1,2.54,0.66,0.09,0.33,0.0,0,2,3,0.0,0.0,0.0,0.0,0.0,Matches
2543,Dávid Strelec,SVK,FW,Spezia,Serie A,21,2001,1.9,0,3,1,33.3,1.6,0.53,0.0,0.0,11.2,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
2544,Pascal Struijk,NED,DF,Leeds United,Premier League,22,1999,24.4,2,16,7,43.8,0.65,0.29,0.13,0.29,13.4,0,0,0,1.4,1.4,0.09,0.6,0.6,Matches
2545,Cristhian Stuani,URU,FW,Girona,La Liga,35,1986,12.1,9,29,15,51.7,2.39,1.24,0.14,0.27,13.0,0,5,6,9.7,5.0,0.17,-0.7,-1.0,Matches
2546,Damián Suárez,URU,"DF,MF",Getafe,La Liga,34,1988,21.6,1,6,1,16.7,0.28,0.05,0.17,1.0,19.0,0,0,0,1.1,1.1,0.18,-0.1,-0.1,Matches
2547,Denis Suárez,ESP,"MF,FW",Espanyol,La Liga,28,1994,10.5,0,4,2,50.0,0.38,0.19,0.0,0.0,19.4,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
2548,Mario Suárez,ESP,"MF,DF",Rayo Vallecano,La Liga,35,1987,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2549,Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,24,1997,14.0,0,2,0,0.0,0.14,0.0,0.0,0.0,17.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2550,Isaac Success,NGA,FW,Udinese,Serie A,26,1996,20.2,1,35,5,14.3,1.74,0.25,0.03,0.2,16.3,0,0,0,3.3,3.3,0.1,-2.3,-2.3,Matches
2551,Niklas Süle,GER,DF,Dortmund,Bundesliga,26,1995,23.5,2,33,7,21.2,1.4,0.3,0.06,0.29,17.2,0,0,0,2.2,2.2,0.07,-0.2,-0.2,Matches
2552,Ibrahim Sulemana,GHA,MF,Hellas Verona,Serie A,19,2003,7.2,0,9,3,33.3,1.24,0.41,0.0,0.0,24.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
2553,Kamaldeen Sulemana,GHA,"FW,MF",Southampton,Premier League,20,2002,10.7,2,24,7,29.2,2.24,0.65,0.08,0.29,18.8,0,0,0,1.7,1.7,0.07,0.3,0.3,Matches
2554,Kamaldeen Sulemana,GHA,"FW,MF",Rennes,Ligue 1,20,2002,3.6,1,13,3,23.1,3.59,0.83,0.08,0.33,17.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
2555,Crysencio Summerville,NED,FW,Leeds United,Premier League,20,2001,15.8,4,29,9,31.0,1.83,0.57,0.14,0.44,15.3,0,0,0,2.9,2.9,0.1,1.1,1.1,Matches
2556,Ivan Šunjić,CRO,MF,Hertha BSC,Bundesliga,25,1996,11.0,0,6,3,50.0,0.54,0.27,0.0,0.0,16.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
2557,Sam Surridge,ENG,FW,Nott'ham Forest,Premier League,24,1998,3.6,1,9,2,22.2,2.51,0.56,0.11,0.5,11.6,0,0,0,1.8,1.8,0.2,-0.8,-0.8,Matches
2558,Suso,ESP,"MF,FW",Sevilla,La Liga,28,1993,11.8,2,24,9,37.5,2.03,0.76,0.08,0.22,24.1,2,0,0,1.1,1.1,0.05,0.9,0.9,Matches
2559,Yuito Suzuki,JPN,"FW,MF",Strasbourg,Ligue 1,20,2001,0.4,1,2,1,50.0,5.0,2.5,0.5,1.0,13.0,0,0,0,0.1,0.1,0.07,0.9,0.9,Matches
2560,Mattias Svanberg,SWE,"MF,FW",Wolfsburg,Bundesliga,23,1999,20.4,4,30,10,33.3,1.47,0.49,0.13,0.4,16.9,4,0,0,4.4,4.4,0.15,-0.4,-0.4,Matches
2561,Mile Svilar,SRB,GK,Roma,Serie A,22,1999,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2562,Williot Swedberg,SWE,MF,Celta Vigo,La Liga,18,2004,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2563,Issiaga Sylla,GUI,DF,Montpellier,Ligue 1,28,1994,14.5,1,10,1,10.0,0.69,0.07,0.1,1.0,14.8,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
2564,Issiaga Sylla,GUI,DF,Toulouse,Ligue 1,28,1994,15.2,0,9,3,33.3,0.59,0.2,0.0,0.0,17.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2565,Wojciech Szczęsny,POL,GK,Juventus,Serie A,32,1990,27.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2566,Dominik Szoboszlai,HUN,"MF,FW",RB Leipzig,Bundesliga,21,2000,27.2,6,58,28,48.3,2.14,1.03,0.09,0.18,23.2,9,1,1,5.5,4.7,0.08,0.5,0.3,Matches
2567,Alexander Sørloth,NOR,FW,Real Sociedad,La Liga,26,1995,26.5,12,63,27,42.9,2.38,1.02,0.19,0.44,11.3,0,0,0,12.7,12.7,0.2,-0.7,-0.7,Matches
2568,Alexander Sørloth,NOR,FW,RB Leipzig,Bundesliga,26,1995,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2569,Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,29,1992,33.2,1,23,5,21.7,0.69,0.15,0.04,0.2,16.8,0,0,0,2.4,1.9,0.08,-1.4,-0.9,Matches
2570,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,26,1996,27.6,1,10,2,20.0,0.36,0.07,0.1,0.5,9.7,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
2571,Benjamin Tahirovic,BIH,MF,Roma,Serie A,19,2003,3.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2572,Waniss Taibi,FRA,MF,Angers,Ligue 1,20,2002,2.1,0,1,0,0.0,0.48,0.0,0.0,0.0,6.5,0,0,0,0.3,0.3,0.31,-0.3,-0.3,Matches
2573,Flavien Tait,FRA,MF,Rennes,Ligue 1,29,1993,18.7,2,25,6,24.0,1.34,0.32,0.08,0.33,18.4,0,0,0,2.3,2.3,0.09,-0.3,-0.3,Matches
2574,Montassar Talbi,TUN,DF,Lorient,Ligue 1,24,1998,38.0,1,9,6,66.7,0.24,0.16,0.11,0.17,11.8,0,0,0,0.7,0.7,0.08,0.3,0.3,Matches
2575,Thibault Tamas,FRA,DF,Montpellier,Ligue 1,21,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2576,Adrien Tameze,CMR,MF,Hellas Verona,Serie A,28,1994,33.7,0,12,2,16.7,0.36,0.06,0.0,0.0,22.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
2577,Japhet Tanganga,ENG,DF,Tottenham,Premier League,23,1999,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2578,Renato Tapia,PER,"MF,DF",Celta Vigo,La Liga,27,1995,16.1,0,15,3,20.0,0.93,0.19,0.0,0.0,19.3,1,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
2579,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,23,1999,31.9,1,13,1,7.7,0.41,0.03,0.0,0.0,14.9,0,1,2,2.8,1.2,0.09,-1.8,-1.2,Matches
2580,Florian Tardieu,FRA,MF,Troyes,Ligue 1,30,1992,11.2,3,10,2,20.0,0.89,0.18,0.0,0.0,29.8,1,3,3,2.9,0.5,0.05,0.1,-0.5,Matches
2581,Matt Targett,ENG,DF,Newcastle Utd,Premier League,26,1995,6.8,0,1,0,0.0,0.15,0.0,0.0,0.0,25.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
2582,James Tarkowski,ENG,DF,Everton,Premier League,29,1992,38.0,1,32,9,28.1,0.84,0.24,0.03,0.11,9.0,0,0,0,3.1,3.1,0.1,-2.1,-2.1,Matches
2583,Ciprian Tătărușanu,ROU,GK,Milan,Serie A,36,1986,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2584,Niklas Tauer,GER,"DF,MF",Mainz 05,Bundesliga,21,2001,1.0,0,1,0,0.0,0.97,0.0,0.0,0.0,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2585,Nuno Tavares,POR,"DF,MF",Marseille,Ligue 1,22,2000,26.1,6,65,17,26.2,2.49,0.65,0.09,0.35,19.4,0,0,0,4.5,4.5,0.07,1.5,1.5,Matches
2586,Marcus Tavernier,ENG,"MF,FW",Bournemouth,Premier League,23,1999,19.4,5,37,14,37.8,1.91,0.72,0.14,0.36,17.3,2,0,0,3.1,3.1,0.09,1.9,1.9,Matches
2587,Enzo Tchato,CMR,DF,Montpellier,Ligue 1,19,2002,12.2,1,4,2,50.0,0.33,0.16,0.25,0.5,18.8,0,0,0,0.4,0.4,0.09,0.6,0.6,Matches
2588,Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,22,2000,23.5,0,38,6,15.8,1.61,0.25,0.0,0.0,22.1,0,0,0,1.8,1.8,0.05,-1.8,-1.8,Matches
2589,Mathys Tel,FRA,FW,Bayern Munich,Bundesliga,17,2005,4.6,5,20,11,55.0,4.32,2.37,0.25,0.45,15.0,0,0,0,2.7,2.7,0.13,2.3,2.3,Matches
2590,Semir Telalovic,GER,"MF,FW",M'Gladbach,Bundesliga,22,1999,0.1,0,1,1,100.0,9.0,9.0,0.0,0.0,25.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
2591,Alex Telles,BRA,DF,Sevilla,La Liga,29,1992,15.9,0,12,1,8.3,0.76,0.06,0.0,0.0,22.5,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
2592,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30,1992,37.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2593,Simon Terodde,GER,FW,Schalke 04,Bundesliga,34,1988,20.3,5,43,19,44.2,2.12,0.94,0.12,0.26,12.4,0,0,1,6.3,5.5,0.13,-1.3,-0.5,Matches
2594,Filippo Terracciano,ITA,"DF,MF",Hellas Verona,Serie A,19,2003,9.1,0,5,3,60.0,0.55,0.33,0.0,0.0,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
2595,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,32,1990,29.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2596,Ramón Terrats,ESP,MF,Villarreal,La Liga,21,2000,9.1,1,15,6,40.0,1.65,0.66,0.07,0.17,24.3,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
2597,Ramón Terrats,ESP,MF,Girona,La Liga,21,2000,2.4,0,4,0,0.0,1.7,0.0,0.0,0.0,25.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
2598,Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,25,1997,14.7,9,47,27,57.4,3.21,1.84,0.19,0.33,15.2,0,0,0,5.6,5.6,0.12,3.4,3.4,Matches
2599,Aleksa Terzić,SRB,DF,Fiorentina,Serie A,22,1999,10.4,1,10,2,20.0,0.96,0.19,0.1,0.5,24.8,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches
2600,Tetê,BRA,FW,Leicester City,Premier League,22,2000,8.2,1,15,1,6.7,1.84,0.12,0.07,1.0,19.8,0,0,0,1.8,1.8,0.12,-0.8,-0.8,Matches
2601,Tetê,BRA,"FW,MF",Lyon,Ligue 1,22,2000,12.3,6,30,13,43.3,2.44,1.06,0.2,0.46,16.5,1,0,0,4.2,4.2,0.14,1.8,1.8,Matches
