Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1582,Douglas Luiz,BRA,MF,Aston Villa,Premier League,24,1998,32.5,6,34,12,35.3,1.05,0.37,0.18,0.5,25.0,7,0,0,2.8,2.8,0.08,3.2,3.2,Matches
1583,Romelu Lukaku,BEL,FW,Inter,Serie A,29,1993,18.4,10,49,20,40.8,2.66,1.08,0.16,0.4,15.0,0,2,2,9.0,7.4,0.15,1.0,0.6,Matches
1584,Castello Lukeba,FRA,DF,Lyon,Ligue 1,19,2002,33.2,2,13,5,38.5,0.39,0.15,0.15,0.4,10.2,0,0,0,1.2,1.2,0.09,0.8,0.8,Matches
1585,Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,24,1997,26.6,11,59,22,37.3,2.22,0.83,0.1,0.27,20.3,1,5,5,8.6,4.7,0.08,2.4,1.3,Matches
1586,Saša Lukić,SRB,MF,Fulham,Premier League,25,1996,4.6,0,5,1,20.0,1.09,0.22,0.0,0.0,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1587,Saša Lukić,SRB,MF,Torino,Serie A,25,1996,13.3,2,15,3,20.0,1.13,0.23,0.07,0.33,20.2,1,1,1,1.7,0.9,0.06,0.3,0.1,Matches
1588,Andriy Lunin,UKR,GK,Real Madrid,La Liga,23,1999,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1589,Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,30,1991,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1590,Sebastiano Luperto,ITA,DF,Empoli,Serie A,25,1996,34.8,2,18,4,22.2,0.52,0.11,0.11,0.5,12.7,0,0,0,1.2,1.2,0.07,0.8,0.8,Matches
1591,Lyanco,BRA,DF,Southampton,Premier League,25,1997,13.1,1,12,4,33.3,0.92,0.31,0.08,0.25,19.1,0,0,0,0.6,0.6,0.05,0.4,0.4,Matches
1592,Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,28,1993,12.3,2,19,6,31.6,1.54,0.49,0.11,0.33,25.1,5,0,0,0.8,0.8,0.04,1.2,1.2,Matches
1593,Youssouf M'Changama,COM,MF,Auxerre,Ligue 1,31,1990,12.0,0,18,2,11.1,1.5,0.17,0.0,0.0,30.3,7,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
1594,Awer Mabil,AUS,"MF,FW",Cádiz,La Liga,26,1995,1.8,0,3,1,33.3,1.64,0.55,0.0,0.0,17.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1595,Alexis Mac Allister,ARG,MF,Brighton,Premier League,23,1998,32.1,10,80,28,35.0,2.49,0.87,0.05,0.14,22.5,8,6,6,12.1,7.3,0.09,-2.1,-3.3,Matches
1596,Deiver Machado,COL,"DF,MF",Lens,Ligue 1,28,1993,24.3,4,18,7,38.9,0.74,0.29,0.22,0.57,19.3,1,0,0,1.2,1.2,0.07,2.8,2.8,Matches
1597,Darwin Machís,VEN,FW,Valladolid,La Liga,29,1993,6.7,0,19,6,31.6,2.85,0.9,0.0,0.0,18.7,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
1598,James Maddison,ENG,"MF,FW",Leicester City,Premier League,25,1996,27.6,10,83,27,32.5,3.01,0.98,0.11,0.33,21.1,13,1,2,8.7,6.6,0.08,1.3,2.4,Matches
1599,Noni Madueke,ENG,FW,Chelsea,Premier League,20,2002,7.1,1,12,6,50.0,1.68,0.84,0.08,0.17,15.6,0,0,0,0.9,0.9,0.08,0.1,0.1,Matches
1600,Pablo Maffeo,ESP,DF,Mallorca,La Liga,25,1997,33.1,2,21,4,19.0,0.64,0.12,0.1,0.5,17.4,0,0,0,1.8,1.8,0.08,0.2,0.2,Matches
1601,Lisandro Magallán,ARG,DF,Elche,La Liga,28,1993,10.0,0,6,2,33.3,0.6,0.2,0.0,0.0,11.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
1602,Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,18,2003,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1603,Giulio Maggiore,ITA,MF,Salernitana,Serie A,24,1998,9.9,0,6,0,0.0,0.6,0.0,0.0,0.0,16.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
1604,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,26,1995,17.0,0,7,1,14.3,0.41,0.06,0.0,0.0,19.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
1605,Hugo Magnetti,FRA,MF,Brest,Ligue 1,24,1998,18.8,1,17,6,35.3,0.91,0.32,0.06,0.17,24.7,0,0,0,0.8,0.8,0.05,0.2,0.2,Matches
1606,Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,25,1997,26.7,0,17,1,5.9,0.64,0.04,0.0,0.0,19.8,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
1607,Harry Maguire,ENG,DF,Manchester Utd,Premier League,29,1993,8.5,0,3,0,0.0,0.35,0.0,0.0,0.0,9.0,0,0,0,0.3,0.3,0.12,-0.3,-0.3,Matches
1608,Jon Magunacelaya,ESP,"MF,FW",Real Sociedad,La Liga,22,2000,0.7,0,1,1,100.0,1.38,1.38,0.0,0.0,10.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1609,Riyad Mahrez,ALG,"FW,MF",Manchester City,Premier League,31,1991,21.3,5,42,12,28.6,1.97,0.56,0.1,0.33,17.2,7,1,1,5.5,4.7,0.11,-0.5,-0.7,Matches
1610,Arne Maier,GER,MF,Augsburg,Bundesliga,23,1999,21.8,5,28,10,35.7,1.29,0.46,0.18,0.5,21.1,3,0,0,1.6,1.6,0.06,3.4,3.4,Matches
1611,Mike Maignan,FRA,GK,Milan,Serie A,27,1995,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1612,Linton Maina,GER,"FW,MF",Köln,Bundesliga,23,1999,24.9,3,35,13,37.1,1.41,0.52,0.09,0.23,15.3,0,0,0,4.6,4.6,0.13,-1.6,-1.6,Matches
1613,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,17,2005,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1614,Ainsley Maitland-Niles,ENG,"DF,MF",Southampton,Premier League,24,1997,15.6,0,1,1,100.0,0.06,0.06,0.0,0.0,31.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1615,Jordan Majchrzak,POL,FW,Roma,Serie A,17,2004,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1616,Lovro Majer,CRO,"MF,FW",Rennes,Ligue 1,24,1998,18.5,2,33,11,33.3,1.78,0.59,0.03,0.09,20.4,5,1,1,3.3,2.5,0.08,-1.3,-1.5,Matches
1617,Jean-Victor Makengo,FRA,MF,Udinese,Serie A,24,1998,8.9,0,7,0,0.0,0.78,0.0,0.0,0.0,21.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1618,Jean-Victor Makengo,FRA,MF,Lorient,Ligue 1,24,1998,11.8,0,5,2,40.0,0.42,0.17,0.0,0.0,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1619,Béni Makouana,CGO,"FW,MF",Montpellier,Ligue 1,19,2002,2.2,0,6,1,16.7,2.73,0.45,0.0,0.0,13.9,0,0,0,0.8,0.8,0.14,-0.8,-0.8,Matches
1620,Nemanja Maksimović,SRB,MF,Getafe,La Liga,27,1995,22.8,0,18,7,38.9,0.79,0.31,0.0,0.0,14.2,0,0,0,1.8,1.8,0.1,-1.8,-1.8,Matches
1621,Tyrell Malacia,NED,DF,Manchester Utd,Premier League,22,1999,15.5,0,5,2,40.0,0.32,0.13,0.0,0.0,22.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1622,Lorenzo Malagrida,ITA,"MF,DF",Sampdoria,Serie A,18,2003,1.2,0,2,2,100.0,1.65,1.65,0.0,0.0,13.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1623,Daniel Maldini,ITA,"FW,MF",Spezia,Serie A,20,2001,7.0,2,15,6,40.0,2.15,0.86,0.13,0.33,19.0,1,0,0,1.2,1.2,0.08,0.8,0.8,Matches
1624,Youssef Maleh,MAR,MF,Fiorentina,Serie A,23,1998,3.3,0,7,0,0.0,2.12,0.0,0.0,0.0,15.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
1625,Youssef Maleh,MAR,MF,Lecce,Serie A,23,1998,7.5,0,6,1,16.7,0.8,0.13,0.0,0.0,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1626,Donyell Malen,NED,FW,Dortmund,Bundesliga,23,1999,19.0,9,64,30,46.9,3.38,1.58,0.14,0.3,15.9,3,0,0,9.1,9.1,0.15,-0.1,-0.1,Matches
1627,Ruslan Malinovskyi,UKR,"MF,FW",Atalanta,Serie A,29,1993,6.1,1,19,6,31.6,3.09,0.98,0.05,0.17,25.6,0,0,0,0.6,0.6,0.03,0.4,0.4,Matches
1628,Ruslan Malinovskyi,UKR,"MF,FW",Marseille,Ligue 1,29,1993,13.6,1,35,7,20.0,2.57,0.51,0.03,0.14,24.3,6,0,0,2.3,2.3,0.06,-1.3,-1.3,Matches
1629,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,31,1991,24.0,0,19,7,36.8,0.79,0.29,0.0,0.0,13.0,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches
1630,Mickael Malsa,MTQ,MF,Valladolid,La Liga,26,1995,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1631,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,21,2000,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1632,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,22,1999,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1633,Gianluca Mancini,ITA,DF,Roma,Serie A,26,1996,31.8,1,22,5,22.7,0.69,0.16,0.05,0.2,13.1,0,0,0,2.3,2.3,0.1,-1.3,-1.3,Matches
1634,Steve Mandanda,FRA,GK,Rennes,Ligue 1,37,1985,33.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1635,Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,28,1994,20.6,0,6,0,0.0,0.29,0.0,0.0,0.0,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1636,Aïssa Mandi,ALG,DF,Villarreal,La Liga,30,1991,16.2,0,2,2,100.0,0.12,0.12,0.0,0.0,19.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1637,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,25,1997,21.7,2,37,5,13.5,1.71,0.23,0.05,0.4,22.9,2,0,0,1.5,1.5,0.04,0.5,0.5,Matches
1638,Sadio Mané,SEN,"FW,MF",Bayern Munich,Bundesliga,30,1992,15.8,7,53,20,37.7,3.35,1.26,0.11,0.3,12.8,0,1,2,8.9,7.2,0.14,-1.9,-1.2,Matches
1639,Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,24,1998,17.2,1,9,3,33.3,0.52,0.17,0.11,0.33,20.7,0,0,0,0.6,0.6,0.06,0.4,0.4,Matches
1640,Thomas Mangani,FRA,MF,Ajaccio,Ligue 1,35,1987,14.8,1,9,0,0.0,0.61,0.0,0.0,0.0,27.1,2,1,2,2.0,0.4,0.05,-1.0,-0.4,Matches
1641,Vito Mannone,ITA,GK,Lorient,Ligue 1,34,1988,17.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1642,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,28,1994,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1643,Myziane Maolida,FRA,"MF,FW",Reims,Ligue 1,23,1999,2.6,1,6,2,33.3,2.33,0.78,0.17,0.5,17.2,0,0,0,0.5,0.5,0.08,0.5,0.5,Matches
1644,Myziane Maolida,FRA,"FW,MF",Hertha BSC,Bundesliga,23,1999,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1645,Faitout Maouassa,FRA,"FW,DF",Montpellier,Ligue 1,24,1998,21.4,5,34,12,35.3,1.59,0.56,0.15,0.42,20.1,1,0,0,3.3,3.3,0.1,1.7,1.7,Matches
1646,Sekou Mara,FRA,"FW,MF",Southampton,Premier League,20,2002,6.2,1,17,4,23.5,2.76,0.65,0.06,0.25,16.2,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
1647,Marcão,BRA,DF,Sevilla,La Liga,26,1996,4.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1648,Solly March,ENG,"FW,DF",Brighton,Premier League,28,1994,30.2,7,74,31,41.9,2.45,1.03,0.09,0.23,16.2,1,0,0,8.1,8.1,0.11,-1.1,-1.1,Matches
1649,Agustín Marchesín,ARG,GK,Celta Vigo,La Liga,34,1988,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1650,Federico Marchetti,ITA,GK,Spezia,Serie A,39,1983,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1651,Vincent Marchetti,FRA,MF,Ajaccio,Ligue 1,25,1997,27.2,0,37,9,24.3,1.36,0.33,0.0,0.0,22.8,1,0,0,2.3,2.3,0.06,-2.3,-2.3,Matches
1652,Riccardo Marchizza,ITA,DF,Sassuolo,Serie A,24,1998,3.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1653,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,30,1992,24.7,1,8,1,12.5,0.32,0.04,0.13,1.0,10.6,0,0,0,1.2,1.2,0.15,-0.2,-0.2,Matches
1654,Emiliano Marcondes,DEN,MF,Bournemouth,Premier League,27,1995,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1655,Óscar de Marcos,ESP,DF,Athletic Club,La Liga,33,1989,31.3,1,4,2,50.0,0.13,0.06,0.25,0.5,20.3,0,0,0,0.4,0.4,0.1,0.6,0.6,Matches
1656,Alberto Marí,ESP,"FW,MF",Valencia,La Liga,21,2001,1.0,1,2,1,50.0,2.09,1.05,0.5,1.0,10.7,0,0,0,0.2,0.2,0.12,0.8,0.8,Matches
1657,José Mari,ESP,MF,Cádiz,La Liga,34,1987,4.4,0,5,2,40.0,1.13,0.45,0.0,0.0,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1658,Pablo Marí,ESP,DF,Monza,Serie A,28,1993,27.6,1,10,2,20.0,0.36,0.07,0.1,0.5,15.2,0,0,0,0.6,0.6,0.06,0.4,0.4,Matches
1659,José María Giménez,URU,DF,Atlético Madrid,La Liga,27,1995,26.9,2,22,8,36.4,0.82,0.3,0.09,0.25,14.1,0,0,0,2.0,2.0,0.09,0.0,0.0,Matches
1660,Mariano,DOM,FW,Real Madrid,La Liga,28,1993,1.7,0,5,0,0.0,2.87,0.0,0.0,0.0,10.3,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
1661,Pablo Marín,ESP,"MF,FW",Real Sociedad,La Liga,19,2003,4.0,0,9,4,44.4,2.25,1.0,0.0,0.0,16.6,0,0,0,1.2,1.2,0.14,-1.2,-1.2,Matches
1662,Răzvan Marin,ROU,MF,Empoli,Serie A,26,1996,28.2,2,33,8,24.2,1.17,0.28,0.06,0.25,27.6,10,0,0,1.4,1.4,0.04,0.6,0.6,Matches
1663,Diego Mariño,ESP,GK,Almería,La Liga,32,1990,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1664,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,28,1994,24.0,3,16,6,37.5,0.67,0.25,0.19,0.5,10.7,0,0,0,1.6,1.6,0.1,1.4,1.4,Matches
1665,Marlon,BRA,DF,Monza,Serie A,26,1995,17.7,0,5,1,20.0,0.28,0.06,0.0,0.0,11.0,0,0,0,0.3,0.2,0.05,-0.3,-0.2,Matches
1666,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,23,1999,16.4,5,48,17,35.4,2.93,1.04,0.1,0.29,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1667,Marquinhos,BRA,MF,Arsenal,Premier League,19,2003,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1668,Marquinhos,BRA,DF,Paris S-G,Ligue 1,28,1994,30.2,2,18,4,22.2,0.6,0.13,0.11,0.5,9.2,0,0,0,2.1,2.1,0.11,-0.1,-0.1,Matches
1669,Luca Marrone,ITA,DF,Monza,Serie A,32,1990,1.5,0,1,0,0.0,0.67,0.0,0.0,0.0,17.6,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
1670,Eric Martel,GER,MF,Köln,Bundesliga,20,2002,22.4,1,28,8,28.6,1.25,0.36,0.04,0.13,20.6,0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches
1671,Roger Martí,ESP,FW,Elche,La Liga,31,1991,7.3,0,6,2,33.3,0.82,0.27,0.0,0.0,15.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
1672,Roger Martí,ESP,FW,Cádiz,La Liga,31,1991,7.1,1,15,3,20.0,2.11,0.42,0.07,0.33,14.9,0,0,0,2.5,2.5,0.16,-1.5,-1.5,Matches
1673,Anthony Martial,FRA,FW,Manchester Utd,Premier League,26,1995,10.9,6,26,12,46.2,2.39,1.1,0.19,0.42,13.2,0,1,1,6.2,5.5,0.21,-0.2,-0.5,Matches
1674,Aarón Martín,ESP,DF,Mainz 05,Bundesliga,25,1997,20.5,5,18,7,38.9,0.88,0.34,0.28,0.71,25.9,8,0,1,2.2,1.4,0.08,2.8,3.6,Matches
1675,Ander Martin,ESP,"MF,FW",Real Sociedad,La Liga,21,2000,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1676,Andrés Martín,ESP,"FW,MF",Rayo Vallecano,La Liga,23,1999,2.3,0,4,2,50.0,1.76,0.88,0.0,0.0,13.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
1677,Carlos Martín,ESP,"FW,MF",Atlético Madrid,La Liga,20,2002,0.3,0,1,1,100.0,3.21,3.21,0.0,0.0,16.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1678,Iván Martín,ESP,MF,Girona,La Liga,23,1999,17.6,3,18,8,44.4,1.02,0.45,0.17,0.38,15.7,0,0,0,2.4,2.4,0.13,0.6,0.6,Matches
1679,Jonas Martin,FRA,MF,Lille,Ligue 1,32,1990,3.1,0,1,0,0.0,0.32,0.0,0.0,0.0,7.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
1680,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,21,2001,31.0,15,79,30,38.0,2.55,0.97,0.19,0.5,15.4,2,0,0,9.3,9.3,0.12,5.7,5.7,Matches
1681,Arnau Martinez,ESP,DF,Girona,La Liga,19,2003,30.4,3,20,3,15.0,0.66,0.1,0.15,1.0,12.7,0,0,0,1.9,1.9,0.1,1.1,1.1,Matches
1682,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,29,1992,34.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1683,Iñigo Martínez,ESP,DF,Athletic Club,La Liga,31,1991,14.9,1,10,2,20.0,0.67,0.13,0.1,0.5,15.1,3,0,0,0.8,0.8,0.08,0.2,0.2,Matches
1684,Lautaro Martínez,ARG,FW,Inter,Serie A,24,1997,28.6,21,125,51,40.8,4.37,1.78,0.16,0.39,15.1,0,1,2,18.1,16.5,0.14,2.9,3.5,Matches
1685,Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,24,1998,23.5,1,10,1,10.0,0.43,0.04,0.1,1.0,14.8,0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
1686,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,26,1996,24.1,1,27,10,37.0,1.12,0.41,0.04,0.1,13.9,0,0,0,2.5,2.5,0.09,-1.5,-1.5,Matches
1687,Roger Martínez,ESP,DF,Espanyol,La Liga,18,2004,0.1,0,1,0,0.0,12.86,0.0,0.0,0.0,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1688,Gelson Martins,POR,"MF,FW",Monaco,Ligue 1,27,1995,3.8,0,12,3,25.0,3.13,0.78,0.0,0.0,15.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
1689,Adam Marušić,MNE,DF,Lazio,Serie A,29,1992,30.7,0,16,7,43.8,0.52,0.23,0.0,0.0,24.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
1690,Omar Mascarell,ESP,"MF,DF",Elche,La Liga,29,1993,27.2,0,9,3,33.3,0.33,0.11,0.0,0.0,22.1,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1691,Adam Masina,MAR,DF,Udinese,Serie A,28,1994,8.8,2,2,2,100.0,0.23,0.23,1.0,1.0,12.3,0,0,0,0.1,0.1,0.04,1.9,1.9,Matches
1692,Jordi Masip,ESP,GK,Valladolid,La Liga,33,1989,27.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1693,Erhan Mašović,SRB,"DF,MF",Bochum,Bundesliga,23,1998,24.2,4,17,10,58.8,0.7,0.41,0.24,0.4,14.0,1,0,0,2.6,2.6,0.15,1.4,1.4,Matches
1694,Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,21,2001,12.4,0,13,1,7.7,1.05,0.08,0.0,0.0,18.9,0,0,0,1.3,1.3,0.1,-1.3,-1.3,Matches
1695,Yanis Massolin,FRA,MF,Clermont Foot,Ligue 1,19,2002,0.7,0,1,0,0.0,1.5,0.0,0.0,0.0,21.4,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
1696,Jaime Mata,ESP,"FW,MF",Getafe,La Liga,33,1988,4.9,1,14,5,35.7,2.88,1.03,0.07,0.2,12.0,0,0,0,1.9,1.9,0.15,-0.9,-0.9,Matches
1697,Pape Matar Sarr,SEN,"MF,FW",Tottenham,Premier League,19,2002,2.4,0,2,0,0.0,0.83,0.0,0.0,0.0,27.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1698,Eliot Matazo,BEL,MF,Monaco,Ligue 1,20,2002,13.1,1,4,3,75.0,0.31,0.23,0.25,0.33,22.9,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
1699,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,25,1997,8.6,2,27,7,25.9,3.16,0.82,0.07,0.29,12.2,0,0,0,3.4,3.4,0.13,-1.4,-1.4,Matches
1700,Nemanja Matić,SRB,MF,Roma,Serie A,33,1988,20.6,2,11,4,36.4,0.53,0.19,0.18,0.5,16.3,0,0,0,1.0,1.0,0.09,1.0,1.0,Matches
1701,Joël Matip,CMR,DF,Liverpool,Premier League,30,1991,12.1,1,5,3,60.0,0.41,0.25,0.2,0.33,8.3,0,0,0,0.7,0.7,0.17,0.3,0.3,Matches
1702,Henning Matriciani,GER,DF,Schalke 04,Bundesliga,22,2000,20.7,0,3,0,0.0,0.14,0.0,0.0,0.0,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1703,Chrislain Matsima,FRA,"DF,MF",Lorient,Ligue 1,20,2002,2.5,0,1,0,0.0,0.4,0.0,0.0,0.0,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1704,Chrislain Matsima,FRA,DF,Monaco,Ligue 1,20,2002,5.0,0,3,2,66.7,0.61,0.4,0.0,0.0,8.0,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches
1705,Jean Mattéo Bahoya,FRA,"FW,MF",Angers,Ligue 1,17,2005,3.0,0,4,0,0.0,1.33,0.0,0.0,0.0,15.4,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
1706,Azor Matusiwa,NED,MF,Reims,Ligue 1,24,1998,27.6,0,11,4,36.4,0.4,0.14,0.0,0.0,26.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1707,Neal Maupay,FRA,FW,Everton,Premier League,25,1996,12.4,1,32,13,40.6,2.58,1.05,0.03,0.08,14.3,0,0,0,4.8,4.8,0.15,-3.8,-3.8,Matches
1708,Aïman Maurer,MAR,MF,Clermont Foot,Ligue 1,17,2004,5.6,0,11,5,45.5,1.98,0.9,0.0,0.0,16.4,1,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
1709,Stephy Mavididi,ENG,FW,Montpellier,Ligue 1,24,1998,14.3,4,37,15,40.5,2.59,1.05,0.11,0.27,16.8,0,0,0,4.3,4.3,0.12,-0.3,-0.3,Matches
1710,Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,24,1997,25.4,2,48,12,25.0,1.89,0.47,0.04,0.17,15.5,0,0,0,4.0,4.0,0.08,-2.0,-2.0,Matches
1711,Christian Mawissa,FRA,DF,Toulouse,Ligue 1,17,2005,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1712,Philipp Max,GER,DF,Eint Frankfurt,Bundesliga,28,1993,7.7,0,9,3,33.3,1.17,0.39,0.0,0.0,18.3,2,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
1713,Eric Maxim Choupo-Moting,CMR,FW,Bayern Munich,Bundesliga,33,1989,12.4,10,30,15,50.0,2.43,1.21,0.33,0.67,12.6,0,0,1,6.1,5.3,0.18,3.9,4.7,Matches
1714,Luís Maximiano,POR,GK,Lazio,Serie A,23,1999,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
1715,Keke Maximilian Topp,GER,FW,Schalke 04,Bundesliga,18,2004,0.2,0,1,0,0.0,4.5,0.0,0.0,0.0,11.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1716,Fernand Mayembo,CGO,DF,Ajaccio,Ligue 1,26,1996,7.9,0,4,0,0.0,0.51,0.0,0.0,0.0,6.2,0,0,0,1.2,1.2,0.29,-1.2,-1.2,Matches
1717,Borja Mayoral,ESP,FW,Getafe,La Liga,25,1997,30.7,8,50,19,38.0,1.63,0.62,0.16,0.42,14.6,0,0,2,7.9,6.3,0.13,0.1,1.7,Matches
