Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
722,Ismael Diallo,CIV,DF,Ajaccio,Ligue 1,25,1997,24.2,9,1,0,41,33,1,35,30,33,0,2,0,166,26,24,52.0,Matches
723,Mamady Diarra,MLI,"MF,DF",Cádiz,La Liga,22,2000,0.7,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0.0,Matches
724,Mouhamadou Diarra,FRA,"MF,FW",Strasbourg,Ligue 1,18,2004,18.1,4,0,0,23,22,0,48,11,16,1,0,0,99,12,25,32.4,Matches
725,Moussa Diarra,MLI,DF,Toulouse,Ligue 1,21,2000,13.6,0,0,0,19,17,1,13,19,9,0,1,0,69,16,13,55.2,Matches
726,Stéphane Diarra,FRA,"FW,MF",Lorient,Ligue 1,23,1998,11.8,1,0,0,7,21,4,15,22,17,0,0,0,94,5,8,38.5,Matches
727,Youba Diarra,MLI,MF,Cádiz,La Liga,24,1998,1.1,2,0,0,3,0,0,0,2,0,0,0,0,12,0,2,0.0,Matches
728,Rúben Dias,POR,DF,Manchester City,Premier League,25,1997,22.2,3,0,0,19,7,0,1,18,13,0,0,0,99,44,28,61.1,Matches
729,Krépin Diatta,SEN,"MF,FW",Monaco,Ligue 1,23,1999,23.0,3,0,0,20,26,10,54,17,21,2,0,0,94,41,40,50.6,Matches
730,Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,29,1993,37.0,0,0,0,0,6,0,0,2,0,0,0,0,31,5,0,100.0,Matches
731,Brahim Díaz,ESP,"MF,FW",Milan,Serie A,22,1999,21.4,3,0,0,29,50,2,20,7,15,1,0,0,100,4,24,14.3,Matches
732,Luis Díaz,COL,FW,Liverpool,Premier League,25,1997,11.1,2,0,0,20,24,3,8,6,11,0,0,0,50,8,23,25.8,Matches
733,Justin Diehl,GER,"MF,FW",Köln,Bundesliga,17,2004,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,Matches
734,Bamba Dieng,SEN,"FW,MF",Marseille,Ligue 1,22,2000,2.2,1,0,0,8,6,1,1,0,4,1,0,0,7,9,10,47.4,Matches
735,Bamba Dieng,SEN,FW,Lorient,Ligue 1,22,2000,8.3,1,0,0,21,31,5,5,2,10,0,0,0,18,9,16,36.0,Matches
736,Eric Dier,ENG,DF,Tottenham,Premier League,28,1994,31.3,3,0,0,25,10,1,11,35,19,0,0,0,140,80,35,69.6,Matches
737,Florian Dietz,GER,FW,Köln,Bundesliga,23,1998,4.4,1,0,0,11,1,1,4,0,1,0,0,0,8,24,12,66.7,Matches
738,Lucas Digne,FRA,DF,Aston Villa,Premier League,29,1993,16.7,5,0,0,19,23,2,77,18,12,0,1,1,86,26,17,60.5,Matches
739,Federico Dimarco,ITA,DF,Inter,Serie A,24,1997,23.0,0,0,0,12,30,5,207,18,25,0,1,0,122,5,12,29.4,Matches
740,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,28,1993,36.9,4,0,0,0,3,0,0,1,0,0,0,0,40,9,1,90.0,Matches
741,Junior Dina Ebimbe,FRA,"DF,MF",Eint Frankfurt,Bundesliga,21,2000,11.8,4,0,0,15,11,2,8,11,19,0,0,0,73,23,20,53.5,Matches
742,Tristan Dingomé,CMR,MF,Troyes,Ligue 1,31,1991,1.1,0,0,0,1,1,0,5,0,1,0,0,0,10,1,3,25.0,Matches
743,Eren Dinkçi,GER,"FW,MF",Werder Bremen,Bundesliga,20,2001,2.6,0,0,0,5,2,2,4,0,5,0,0,0,7,5,13,27.8,Matches
744,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21,2001,21.7,2,1,0,23,22,1,2,49,24,0,1,0,109,56,25,69.1,Matches
745,Lois Diony,FRA,FW,Angers,Ligue 1,29,1992,5.6,1,0,0,10,4,3,3,0,0,0,0,0,9,19,21,47.5,Matches
746,Edan Diop,FRA,"DF,FW",Monaco,Ligue 1,17,2004,2.5,0,0,0,7,4,0,7,4,8,0,0,0,16,4,6,40.0,Matches
747,Issa Diop,FRA,DF,Fulham,Premier League,25,1997,22.4,2,0,0,16,8,3,2,35,19,0,2,0,116,33,24,57.9,Matches
748,Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,22,2000,13.6,1,0,0,9,27,2,44,16,11,0,0,0,94,10,6,62.5,Matches
749,Sofiane Diop,FRA,MF,Monaco,Ligue 1,22,2000,0.7,0,0,0,0,2,1,7,1,0,0,0,0,4,2,0,100.0,Matches
750,Yehvann Diouf,FRA,GK,Reims,Ligue 1,22,1999,31.0,2,0,0,0,10,0,0,1,0,0,0,0,49,13,1,92.9,Matches
751,Axel Disasi,FRA,DF,Monaco,Ligue 1,24,1998,37.0,3,0,0,31,12,0,14,56,20,0,0,0,236,97,41,70.3,Matches
752,Tiago Djaló,POR,DF,Lille,Ligue 1,22,2000,22.4,7,0,0,19,18,1,3,23,21,1,1,1,167,28,31,47.5,Matches
753,Djené,TOG,DF,Getafe,La Liga,30,1991,31.6,10,1,0,49,38,1,23,42,28,0,2,0,204,53,30,63.9,Matches
754,Moussa Djenepo,MLI,"DF,FW",Southampton,Premier League,24,1998,7.9,1,0,0,11,19,1,12,11,11,0,0,0,56,3,10,23.1,Matches
755,Koffi Djidji,CIV,DF,Torino,Serie A,29,1992,26.9,3,0,0,27,3,1,13,34,25,0,2,0,141,47,50,48.5,Matches
756,Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,27,1994,29.7,8,1,0,39,26,2,6,66,36,0,0,0,162,92,35,72.4,Matches
757,Berat Djimsiti,ALB,DF,Atalanta,Serie A,29,1993,20.0,3,0,0,15,8,0,0,36,19,0,0,0,112,59,42,58.4,Matches
758,Moussa Djitte,SEN,FW,Ajaccio,Ligue 1,22,1999,1.5,0,0,0,4,3,0,0,0,0,0,0,0,5,5,6,45.5,Matches
759,Ouparine Djoco,GNB,GK,Clermont Foot,Ligue 1,24,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,Matches
760,Marko Dmitrović,SRB,GK,Sevilla,La Liga,30,1992,14.1,1,0,0,0,1,0,0,0,0,0,0,0,23,4,0,100.0,Matches
761,Alan Do Marcolino,GAB,FW,Rennes,Ligue 1,20,2002,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
762,Ben Doak,SCO,FW,Liverpool,Premier League,16,2005,0.3,0,0,0,1,1,0,0,0,2,0,0,0,5,0,0,0.0,Matches
763,Ritsu Doan,JPN,"MF,FW",Freiburg,Bundesliga,24,1998,26.9,3,0,0,29,52,6,30,14,29,2,0,0,127,9,39,18.8,Matches
764,Dodô,BRA,DF,Fiorentina,Serie A,23,1998,25.9,5,1,1,28,40,0,61,25,22,0,1,0,184,19,13,59.4,Matches
765,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,24,1998,24.6,0,0,0,20,14,0,10,29,23,1,1,0,103,61,49,55.5,Matches
766,Matt Doherty,IRL,"DF,MF",Tottenham,Premier League,30,1992,7.4,0,0,0,11,4,0,18,8,10,0,0,0,31,20,13,60.6,Matches
767,Matt Doherty,IRL,DF,Atlético Madrid,La Liga,30,1992,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
768,Josh Doig,SCO,DF,Hellas Verona,Serie A,20,2002,15.0,1,0,0,14,7,2,46,11,8,0,0,0,93,16,23,41.0,Matches
769,Jeremy Doku,BEL,"MF,FW",Rennes,Ligue 1,20,2002,14.3,0,0,0,16,36,0,24,5,16,0,0,0,89,3,10,23.1,Matches
770,Kasper Dolberg,DEN,FW,Sevilla,La Liga,24,1997,2.2,0,0,0,2,4,0,0,0,0,0,0,0,3,3,4,42.9,Matches
771,Kasper Dolberg,DEN,"FW,MF",Hoffenheim,Bundesliga,24,1997,4.5,0,0,0,5,6,2,1,0,5,0,0,0,6,9,9,50.0,Matches
772,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,21,2001,1.2,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,100.0,Matches
773,Nicolás Domínguez,ARG,MF,Bologna,Serie A,24,1998,25.6,10,0,0,43,32,2,19,21,49,0,1,0,167,37,27,57.8,Matches
774,John Donald,ESP,"MF,DF",Elche,La Liga,21,2000,12.1,3,1,0,23,8,0,0,14,11,0,0,0,52,28,17,62.2,Matches
775,Giulio Donati,ITA,DF,Monza,Serie A,32,1990,4.7,4,2,1,7,6,0,9,4,1,0,0,0,21,4,3,57.1,Matches
776,Kyliane Dong,FRA,"MF,FW",Troyes,Ligue 1,17,2004,2.4,0,0,0,1,2,3,6,1,1,0,0,0,5,0,3,0.0,Matches
777,Jordan Dongmo,CMR,MF,Troyes,Ligue 1,21,2001,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches
778,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,23,1999,37.9,3,0,0,1,4,0,0,0,0,0,1,0,44,7,1,87.5,Matches
779,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,24,1998,5.4,1,0,0,10,6,0,1,6,12,0,0,0,38,5,7,41.7,Matches
780,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,24,1997,37.9,5,0,0,26,40,1,5,32,30,0,2,0,191,100,76,56.8,Matches
781,Jodel Dossou,BEN,"MF,DF",Clermont Foot,Ligue 1,30,1992,2.9,0,0,0,3,3,3,10,1,4,0,0,0,7,1,4,20.0,Matches
782,Lohann Doucet,FRA,"MF,FW",Nantes,Ligue 1,19,2002,1.0,0,0,0,2,0,0,0,2,0,0,0,0,11,0,2,0.0,Matches
783,Abdoulaye Doucouré,MLI,MF,Everton,Premier League,29,1993,17.0,6,1,0,21,4,8,8,13,20,0,1,0,100,13,30,30.2,Matches
784,Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,22,2000,30.8,10,1,1,38,13,0,6,56,46,0,0,0,220,30,29,50.8,Matches
785,Ckene Doucouré,COM,"FW,MF",Lorient,Ligue 1,20,2002,1.5,0,0,0,8,9,0,0,1,2,1,0,0,5,5,6,45.5,Matches
786,Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,17,2005,12.4,5,0,0,37,28,4,30,13,18,0,0,0,64,10,13,43.5,Matches
787,Guela Doué,FRA,"FW,MF",Rennes,Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
788,Ismaël Doukouré,FRA,"DF,MF",Strasbourg,Ligue 1,19,2003,25.5,5,0,0,30,27,0,11,27,24,0,0,0,148,29,37,43.9,Matches
789,Kamory Doumbia,MLI,MF,Reims,Ligue 1,19,2003,12.8,0,0,0,15,9,0,9,13,16,0,0,0,83,7,22,24.1,Matches
790,Souleyman Doumbia,CIV,"DF,FW",Angers,Ligue 1,25,1996,19.9,2,1,0,27,20,3,48,27,31,0,0,0,118,18,14,56.3,Matches
791,Flynn Downes,ENG,MF,West Ham,Premier League,23,1999,8.5,2,0,0,8,12,0,3,7,9,0,0,0,44,9,12,42.9,Matches
792,Kami Doyle,ENG,MF,Southampton,Premier League,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
793,Bartłomiej Drągowski,POL,GK,Spezia,Serie A,24,1997,32.7,1,0,0,0,6,0,0,1,0,0,0,0,38,8,1,88.9,Matches
794,Cody Drameh,ENG,DF,Leeds United,Premier League,20,2001,0.8,0,0,0,1,0,0,1,1,4,0,0,0,5,1,0,100.0,Matches
795,Dion Drena Beljo,CRO,FW,Augsburg,Bundesliga,20,2002,12.5,2,0,0,26,10,7,5,1,6,0,0,0,38,47,56,45.6,Matches
796,Dominick Drexler,GER,"MF,FW",Schalke 04,Bundesliga,32,1990,15.2,3,1,0,26,24,2,47,8,17,0,0,0,89,22,28,44.0,Matches
797,Domingos Duarte,POR,DF,Getafe,La Liga,27,1995,29.5,11,1,1,32,21,2,0,39,18,0,2,1,126,47,30,61.0,Matches
798,Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,33,1989,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
799,Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,28,1994,31.7,4,0,0,3,17,12,164,9,3,1,0,0,98,25,34,42.4,Matches
800,Ondrej Duda,SVK,MF,Hellas Verona,Serie A,27,1994,11.8,4,0,0,17,26,0,14,13,14,0,0,0,107,11,14,44.0,Matches
801,Ondrej Duda,SVK,MF,Köln,Bundesliga,27,1994,7.7,4,0,0,16,18,1,12,2,8,0,0,0,43,5,11,31.3,Matches
802,Shane Duffy,IRL,"DF,FW",Fulham,Premier League,30,1992,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,66.7,Matches
803,Rémy Dugimont,FRA,"FW,MF",Auxerre,Ligue 1,36,1986,1.3,1,0,0,5,1,2,0,0,1,0,0,0,11,7,9,43.8,Matches
804,Denzel Dumfries,NED,DF,Inter,Serie A,26,1996,24.6,4,0,0,31,39,2,82,12,18,2,1,1,90,41,41,50.0,Matches
805,Alfred Duncan,GHA,MF,Fiorentina,Serie A,29,1993,12.3,3,0,0,26,12,1,26,8,10,0,0,0,67,9,7,56.3,Matches
806,Lewis Dunk,ENG,DF,Brighton,Premier League,30,1991,36.0,4,0,0,18,27,1,2,34,19,0,4,1,253,68,47,59.1,Matches
807,Maxime Dupé,FRA,GK,Toulouse,Ligue 1,29,1993,38.0,2,0,0,1,4,0,0,0,0,0,1,0,27,9,0,100.0,Matches
808,Jhon Durán,COL,"FW,MF",Aston Villa,Premier League,18,2003,1.5,1,0,0,9,3,3,2,2,2,0,0,0,5,7,10,41.2,Matches
809,Pablo Durán,ESP,"MF,DF",Celta Vigo,La Liga,21,2001,0.4,0,0,0,1,0,1,1,1,0,0,0,0,3,1,1,50.0,Matches
810,Julien Duranville,BEL,MF,Dortmund,Bundesliga,16,2006,0.3,0,0,0,1,1,0,7,0,1,0,0,0,1,0,0,0.0,Matches
811,Hugo Duro,ESP,FW,Valencia,La Liga,22,1999,15.4,5,0,0,20,35,3,2,2,12,0,0,0,37,32,61,34.4,Matches
812,Jean-Kevin Duverne,HAI,DF,Brest,Ligue 1,25,1997,27.9,2,0,0,39,20,4,85,28,38,2,0,0,159,33,22,60.0,Matches
813,Paulo Dybala,ARG,"MF,FW",Roma,Serie A,28,1993,19.3,5,0,0,10,56,5,82,8,4,2,0,0,81,4,16,20.0,Matches
814,Edin Džeko,BIH,FW,Inter,Serie A,36,1986,19.2,3,0,0,26,24,10,24,3,2,0,0,0,60,41,43,48.8,Matches
815,Malcolm Ebiowei,ENG,"MF,FW",Crystal Palace,Premier League,18,2003,0.4,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0.0,Matches
816,Festy Ebosele,IRL,DF,Udinese,Serie A,19,2002,4.6,4,0,0,11,7,0,16,2,10,0,0,0,36,6,4,60.0,Matches
817,Enzo Ebosse,CMR,DF,Udinese,Serie A,23,1999,10.3,3,0,0,9,4,1,15,11,9,0,0,0,48,15,14,51.7,Matches
818,Tyronne Ebuehi,NGA,DF,Empoli,Serie A,26,1995,21.4,0,0,0,12,17,3,28,12,14,0,0,0,91,19,32,37.3,Matches
819,Ederson,BRA,GK,Manchester City,Premier League,28,1993,35.0,3,0,0,1,4,0,0,1,1,0,1,0,35,8,1,88.9,Matches
820,Éderson,BRA,MF,Atalanta,Serie A,23,1999,24.6,4,0,0,28,43,0,15,36,34,0,1,0,168,20,21,48.8,Matches
821,Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,24,1998,20.0,3,0,0,28,17,13,4,3,13,0,0,0,55,41,77,34.7,Matches
822,Samuel Edozie,ENG,"FW,MF",Southampton,Premier League,19,2003,6.3,0,0,0,1,22,1,11,6,10,1,0,0,30,6,12,33.3,Matches
823,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25,1996,27.2,6,0,0,31,21,1,12,36,29,0,0,0,142,57,50,53.3,Matches
824,Lilian Egloff,GER,"MF,FW",Stuttgart,Bundesliga,19,2002,2.7,1,0,0,3,5,0,2,1,10,0,0,0,13,3,4,42.9,Matches
825,Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,10.7,6,0,0,7,8,0,3,6,8,0,0,0,67,3,5,37.5,Matches
826,Kingsley Ehizibue,NED,DF,Udinese,Serie A,27,1995,17.1,7,0,0,33,20,1,37,10,31,0,0,0,84,15,17,46.9,Matches
827,Kingsley Ehizibue,NED,DF,Köln,Bundesliga,27,1995,0.7,0,0,0,2,2,0,0,2,0,0,0,0,5,1,0,100.0,Matches
828,Julian Eitschberger,GER,FW,Hertha BSC,Bundesliga,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
829,Chidera Ejuke,NGA,"FW,MF",Hertha BSC,Bundesliga,24,1998,9.9,0,0,0,2,10,1,16,4,4,0,0,0,66,5,3,62.5,Matches
830,Albin Ekdal,SWE,MF,Spezia,Serie A,33,1989,19.3,6,1,1,32,28,0,4,26,20,0,0,0,126,36,21,63.2,Matches
831,Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,20,2002,12.8,0,0,0,15,13,7,2,9,4,0,0,0,42,8,12,40.0,Matches
832,Emmanuel Ekong,SWE,"FW,MF",Empoli,Serie A,20,2002,0.2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.0,Matches
833,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,4.7,0,0,0,3,7,3,7,2,0,0,0,0,17,8,11,42.1,Matches
834,Alberth Elis,HON,"MF,FW",Brest,Ligue 1,26,1996,2.9,0,0,0,8,5,1,2,1,3,0,0,0,17,3,12,20.0,Matches
835,Mikael Ellertsson,ISL,"MF,DF",Spezia,Serie A,20,2002,1.9,3,0,0,6,3,0,3,2,2,0,0,0,7,2,2,50.0,Matches
836,Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,19,2003,17.9,2,0,0,14,25,2,34,15,18,0,0,0,122,4,16,20.0,Matches
837,Elif Elmas,MKD,"FW,MF",Napoli,Serie A,22,1999,18.1,5,0,0,22,14,3,30,11,13,0,0,0,77,5,14,26.3,Matches
838,Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,1.3,0,0,0,1,1,0,0,0,1,0,0,0,10,0,2,0.0,Matches
839,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,16.1,5,1,0,21,9,1,9,20,17,0,0,0,58,18,23,43.9,Matches
840,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,25,1996,31.4,2,0,0,24,11,1,0,35,24,0,0,0,149,71,48,59.7,Matches
841,Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,35.1,10,1,1,25,14,2,3,31,21,0,0,1,142,79,38,67.5,Matches
842,Mohamed Elyounoussi,NOR,"MF,FW",Southampton,Premier League,27,1994,24.1,4,0,0,41,18,3,34,27,28,0,0,0,132,37,44,45.7,Matches
843,Adri Embarba,ESP,"FW,MF",Almería,La Liga,30,1992,16.4,5,1,1,22,30,10,127,9,27,0,0,0,100,8,30,21.1,Matches
844,Adri Embarba,ESP,FW,Espanyol,La Liga,30,1992,0.4,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0.0,Matches
845,Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,20.7,3,0,0,50,56,14,4,5,9,2,1,0,59,33,47,41.3,Matches
846,Emerson,BRA,DF,Tottenham,Premier League,23,1999,19.3,2,1,0,21,33,0,46,18,33,0,0,0,102,28,27,50.9,Matches
847,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,18.5,4,0,0,10,11,21,4,4,8,0,0,0,28,60,90,40.0,Matches
848,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,32.5,3,0,0,40,55,3,7,26,37,1,0,0,231,74,54,57.8,Matches
849,Arne Engels,BEL,MF,Augsburg,Bundesliga,18,2003,16.0,5,0,0,26,20,0,101,15,9,0,0,0,74,10,15,40.0,Matches
850,Christian Eriksen,DEN,MF,Manchester Utd,Premier League,30,1992,22.8,3,0,0,13,10,3,81,11,18,0,0,0,151,9,13,40.9,Matches
851,Martin Erlic,CRO,DF,Sassuolo,Serie A,24,1998,25.9,2,0,0,21,12,0,2,31,16,0,0,1,126,49,40,55.1,Matches
852,Tjark Ernst,GER,GK,Hertha BSC,Bundesliga,19,2003,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
853,Gonzalo Escalante,ARG,MF,Cremonese,Serie A,29,1993,6.2,0,1,0,6,5,0,1,10,8,0,0,0,39,9,9,50.0,Matches
854,Gonzalo Escalante,ARG,MF,Cádiz,La Liga,29,1993,12.5,4,0,0,14,17,0,4,17,24,0,1,0,86,27,28,49.1,Matches
855,Sergio Escudero,ESP,DF,Valladolid,La Liga,32,1989,16.0,3,0,0,19,20,1,56,26,19,0,0,0,89,24,24,50.0,Matches
856,Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,34.7,7,0,0,49,36,3,110,48,56,0,3,0,253,33,43,43.4,Matches
857,Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,13.6,5,0,0,12,10,0,0,12,2,0,1,0,66,53,28,65.4,Matches
858,Salvatore Esposito,ITA,MF,Spezia,Serie A,21,2000,10.8,5,1,1,11,24,2,54,11,12,0,0,0,63,7,4,63.6,Matches
859,Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,18.3,3,0,0,18,7,0,1,34,13,0,0,1,96,31,26,54.4,Matches
860,Pervis Estupiñán,ECU,DF,Brighton,Premier League,24,1998,29.7,4,0,0,42,26,11,101,37,31,1,1,0,191,36,28,56.3,Matches
861,Jonny Evans,NIR,DF,Leicester City,Premier League,34,1988,11.7,1,0,0,9,7,1,0,18,5,0,0,0,60,26,13,66.7,Matches
862,Edu Expósito,ESP,MF,Espanyol,La Liga,25,1996,12.9,3,1,0,14,29,0,48,12,20,0,0,0,69,14,12,53.8,Matches
863,Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,24,1998,29.3,3,0,0,27,57,4,78,13,24,1,0,0,180,19,32,37.3,Matches
864,Kimberly Ezekwem,GER,DF,Freiburg,Bundesliga,21,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
865,Nicolás Ezequiel Fernández,ARG,"MF,DF",Elche,La Liga,22,2000,5.7,2,0,0,11,9,3,33,5,12,0,0,1,39,1,6,14.3,Matches
866,Abdessamad Ezzalzouli,MAR,"FW,MF",Osasuna,La Liga,20,2001,16.7,4,2,1,27,34,2,76,4,19,0,0,0,71,3,17,15.0,Matches
867,Łukasz Fabiański,POL,GK,West Ham,Premier League,37,1985,34.6,1,0,0,0,4,0,0,0,0,0,0,0,17,15,1,93.8,Matches
868,Fabinho,BRA,MF,Liverpool,Premier League,28,1993,29.7,11,0,0,53,24,0,5,37,38,0,0,0,180,30,21,58.8,Matches
869,Fábio,BRA,"DF,MF",Nantes,Ligue 1,32,1990,2.5,1,1,0,3,1,0,6,3,2,0,0,0,12,4,3,57.1,Matches
870,Noah Fadiga,SEN,DF,Brest,Ligue 1,22,1999,14.5,2,0,0,22,18,1,10,26,21,1,1,0,80,8,8,50.0,Matches
871,Wout Faes,BEL,DF,Leicester City,Premier League,24,1998,31.0,6,1,1,23,17,0,0,41,33,0,0,2,184,58,41,58.6,Matches
872,Wout Faes,BEL,DF,Reims,Ligue 1,24,1998,3.0,2,0,0,2,3,0,0,7,1,0,0,1,15,4,6,40.0,Matches
873,Nicolò Fagioli,ITA,MF,Juventus,Serie A,21,2001,16.9,3,0,0,20,23,1,23,8,19,1,0,0,102,1,7,12.5,Matches
874,Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,33,1988,11.4,0,0,0,0,1,0,0,0,0,0,0,0,21,2,0,100.0,Matches
875,Romain Faivre,FRA,"MF,FW",Lorient,Ligue 1,24,1998,13.8,0,0,0,12,35,1,26,1,8,1,0,0,62,0,10,0.0,Matches
876,Romain Faivre,FRA,MF,Lyon,Ligue 1,24,1998,3.3,0,0,0,7,4,0,17,0,3,0,0,0,16,2,1,66.7,Matches
877,Radamel Falcao,COL,"FW,MF",Rayo Vallecano,La Liga,36,1986,6.8,4,0,0,16,14,12,0,2,4,0,0,0,19,23,26,46.9,Matches
878,Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,38.0,2,0,0,1,5,0,0,2,0,0,1,0,45,12,2,85.7,Matches
879,Fali,ESP,"DF,MF",Cádiz,La Liga,28,1993,19.0,6,0,0,16,18,1,2,13,19,0,0,0,95,26,26,50.0,Matches
880,Fallou Fall,SEN,DF,Reims,Ligue 1,18,2004,0.4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.0,Matches
881,Mamadou Fall,SEN,DF,Villarreal,La Liga,19,2002,0.3,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0.0,Matches
882,Davide Faraoni,ITA,DF,Hellas Verona,Serie A,30,1991,16.5,7,0,0,21,11,4,37,15,24,0,0,0,85,14,21,40.0,Matches
883,Ansu Fati,ESP,FW,Barcelona,La Liga,19,2002,15.5,3,0,0,18,13,10,9,5,9,0,0,0,65,7,14,33.3,Matches
884,Khalil Fayad,FRA,MF,Montpellier,Ligue 1,18,2004,8.0,1,1,0,17,16,0,10,9,14,0,0,0,47,3,14,17.6,Matches
885,Cheikh Faye,SEN,FW,Montpellier,Ligue 1,23,1999,0.4,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,100.0,Matches
886,Federico Fazio,ARG,DF,Salernitana,Serie A,35,1987,11.9,2,1,0,11,6,0,4,28,12,0,3,0,74,36,13,73.5,Matches
887,Jacopo Fazzini,ITA,MF,Empoli,Serie A,19,2003,9.2,4,0,0,20,13,0,11,7,17,0,0,0,55,14,30,31.8,Matches
888,Zouhair Feddal,MAR,DF,Valladolid,La Liga,33,1989,4.2,1,0,0,4,2,0,1,5,2,0,1,0,19,6,7,46.2,Matches
889,Nabil Fekir,FRA,MF,Betis,La Liga,29,1993,10.7,4,1,0,21,39,7,48,1,5,1,0,0,31,8,11,42.1,Matches
890,Felipe,BRA,DF,Nott'ham Forest,Premier League,33,1989,15.8,4,0,0,15,11,4,2,36,23,0,0,0,108,52,30,63.4,Matches
891,Felipe,BRA,DF,Atlético Madrid,La Liga,33,1989,2.2,0,0,0,4,3,0,0,0,2,0,0,0,16,6,6,50.0,Matches
892,Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,19.6,3,3,0,10,10,0,2,28,23,0,0,0,80,31,36,46.3,Matches
893,João Félix,POR,"FW,MF",Chelsea,Premier League,22,1999,10.5,1,1,0,15,29,7,19,1,7,0,0,0,23,3,14,17.6,Matches
894,João Félix,POR,"FW,MF",Atlético Madrid,La Liga,22,1999,7.2,5,0,0,16,23,3,8,3,7,0,0,0,18,7,8,46.7,Matches
895,Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,16.1,3,1,0,21,13,0,1,29,20,0,0,0,85,43,46,48.3,Matches
896,Kiko Femenía,ESP,DF,Villarreal,La Liga,31,1991,12.6,0,0,0,6,8,0,31,20,9,0,0,0,61,9,6,60.0,Matches
897,Evan Ferguson,IRL,FW,Brighton,Premier League,17,2004,10.6,1,0,0,9,11,5,2,2,3,0,0,0,25,9,14,39.1,Matches
898,Lewis Ferguson,SCO,"MF,FW",Bologna,Serie A,22,1999,25.7,4,0,0,50,41,6,13,19,25,0,0,0,106,27,36,42.9,Matches
899,Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,27,1994,36.8,6,0,0,42,39,15,141,25,42,1,0,0,222,18,43,29.5,Matches
