Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1507,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29,1993,14.7,1,0,0,15,6,1,43,13,17,0,0,0,118,17,8,68.0,Matches
1508,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,26,1995,13.9,1,0,0,7,17,2,44,7,18,0,0,0,75,5,7,41.7,Matches
1509,Félix Lemaréchal,FRA,MF,Brest,Ligue 1,18,2003,3.2,2,0,0,6,0,0,7,1,5,0,0,0,13,6,3,66.7,Matches
1510,Dexter Lembikisa,JAM,DF,Wolves,Premier League,18,2003,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,Matches
1511,Mario Lemina,GAB,MF,Wolves,Premier League,28,1993,14.4,4,1,1,18,9,1,3,14,24,0,0,0,91,17,5,77.3,Matches
1512,Mario Lemina,GAB,"MF,DF",Nice,Ligue 1,28,1993,9.3,1,1,0,13,5,0,2,11,21,0,0,0,62,5,4,55.6,Matches
1513,Tim Lemperle,GER,"FW,MF",Köln,Bundesliga,20,2002,1.5,0,0,0,2,0,0,1,1,4,0,0,0,15,4,8,33.3,Matches
1514,Clément Lenglet,FRA,DF,Tottenham,Premier League,27,1995,22.4,4,0,0,23,17,0,16,18,23,0,0,0,119,43,28,60.6,Matches
1515,Bernd Leno,GER,GK,Fulham,Premier League,30,1992,36.0,3,0,0,1,3,0,0,0,0,0,1,0,50,11,0,100.0,Matches
1516,Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,27,1994,14.3,1,0,0,19,13,0,93,21,21,0,0,0,94,14,22,38.9,Matches
1517,Donovan Léon,GUF,GK,Auxerre,Ligue 1,29,1992,2.0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0.0,Matches
1518,Sergio León,ESP,FW,Valladolid,La Liga,33,1989,14.8,0,1,0,8,22,20,9,0,4,0,0,0,45,18,47,27.7,Matches
1519,Johann Lepenant,FRA,MF,Lyon,Ligue 1,19,2002,21.5,4,0,0,35,24,0,9,28,34,0,0,0,164,16,17,48.5,Matches
1520,Mehdi Léris,ALG,"MF,DF",Sampdoria,Serie A,24,1998,27.3,13,0,0,52,47,10,57,27,46,0,0,0,149,96,66,59.3,Matches
1521,Jefferson Lerma,COL,MF,Bournemouth,Premier League,27,1994,36.1,7,0,0,37,33,2,11,47,30,0,2,1,260,62,40,60.8,Matches
1522,Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33,1989,31.1,1,0,0,0,4,0,0,1,0,0,0,0,46,2,0,100.0,Matches
1523,Léo Leroy,FRA,MF,Montpellier,Ligue 1,22,2000,13.2,7,0,0,37,19,1,10,14,38,0,0,0,102,24,15,61.5,Matches
1524,Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,31,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
1525,Ruan Levine,BRA,"MF,FW",Ajaccio,Ligue 1,23,1999,0.3,0,0,0,2,1,0,0,2,2,0,0,0,4,0,1,0.0,Matches
1526,Robert Lewandowski,POL,FW,Barcelona,La Liga,33,1988,31.6,4,1,1,39,46,22,19,2,11,0,0,0,58,52,45,53.6,Matches
1527,Jamie Leweling,GER,"FW,MF",Union Berlin,Bundesliga,21,2001,2.9,1,0,0,6,9,1,10,1,3,0,0,0,19,1,8,11.1,Matches
1528,Jamal Lewis,NIR,"DF,FW",Newcastle Utd,Premier League,24,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
1529,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,17,2004,10.0,1,0,0,10,18,0,5,6,9,0,0,0,43,0,6,0.0,Matches
1530,Keane Lewis-Potter,ENG,"FW,MF",Brentford,Premier League,21,2001,3.6,0,0,0,1,4,1,8,0,0,0,0,0,20,4,4,50.0,Matches
1531,Dimitri Liénard,FRA,"DF,MF",Strasbourg,Ligue 1,34,1988,17.1,4,0,0,16,15,3,119,16,29,0,0,0,121,18,15,54.5,Matches
1532,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26,1996,27.8,3,0,0,17,31,1,1,35,18,0,0,0,155,64,40,61.5,Matches
1533,Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,22,1999,26.7,4,0,0,19,17,2,2,23,23,0,2,0,165,96,64,60.0,Matches
1534,Dimitris Limnios,GRE,FW,Köln,Bundesliga,24,1998,0.4,0,0,0,0,1,0,6,1,0,0,0,0,1,1,2,33.3,Matches
1535,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,28,1994,15.2,1,0,0,10,4,0,1,21,17,0,0,0,84,33,20,62.3,Matches
1536,Jesper Lindstrøm,DEN,"MF,FW",Eint Frankfurt,Bundesliga,22,2000,18.7,2,0,0,19,19,3,46,9,11,1,0,0,94,6,24,20.0,Matches
1537,Karol Linetty,POL,MF,Torino,Serie A,27,1995,21.0,8,0,0,50,22,4,21,19,17,0,1,0,129,24,26,48.0,Matches
1538,Jesse Lingard,ENG,"FW,MF",Nott'ham Forest,Premier League,29,1992,10.3,1,0,0,8,9,2,5,5,4,0,0,0,39,1,3,25.0,Matches
1539,Pol Lirola,ESP,DF,Elche,La Liga,24,1997,7.0,1,0,0,4,3,0,32,7,6,0,0,0,45,8,6,57.1,Matches
1540,Mateusz Lis,POL,GK,Troyes,Ligue 1,25,1997,8.3,1,0,0,1,2,0,0,0,0,0,0,0,8,1,0,100.0,Matches
1541,Marcin Listkowski,POL,"MF,FW",Lecce,Serie A,24,1998,0.9,0,0,0,2,1,0,3,3,0,0,0,0,5,1,0,100.0,Matches
1542,Valentino Livramento,ENG,"DF,FW",Southampton,Premier League,19,2002,0.3,0,0,0,0,2,0,0,2,1,0,0,0,4,0,1,0.0,Matches
1543,Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,24,1997,19.0,3,0,0,26,12,5,42,8,14,0,0,0,117,9,22,29.0,Matches
1544,Javier Llabrés,ESP,FW,Mallorca,La Liga,19,2002,0.2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0.0,Matches
1545,Diego Llorente,ESP,DF,Leeds United,Premier League,28,1993,7.2,1,0,0,6,2,0,1,15,10,0,0,0,57,18,7,72.0,Matches
1546,Diego Llorente,ESP,DF,Roma,Serie A,28,1993,6.4,0,0,0,9,3,0,0,11,5,0,0,0,30,12,5,70.6,Matches
1547,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,27,1995,18.9,5,0,0,30,13,3,44,17,15,0,1,0,108,10,19,34.5,Matches
1548,Hugo Lloris,FRA,GK,Tottenham,Premier League,35,1986,24.5,0,0,0,0,2,0,0,1,1,0,0,1,30,9,3,75.0,Matches
1549,Giovani Lo Celso,ARG,"MF,FW",Villarreal,La Liga,26,1996,12.5,3,0,0,15,31,4,31,6,28,0,0,0,61,2,5,28.6,Matches
1550,Stanislav Lobotka,SVK,MF,Napoli,Serie A,27,1994,34.5,2,0,0,25,55,0,2,23,44,1,0,0,254,12,17,41.4,Matches
1551,Manuel Locatelli,ITA,MF,Juventus,Serie A,24,1998,27.2,8,0,0,44,31,0,13,27,33,0,0,0,168,34,30,53.1,Matches
1552,Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24,1998,20.4,4,0,0,27,9,1,6,22,19,0,1,0,88,38,32,54.3,Matches
1553,Bradley Locko,FRA,DF,Reims,Ligue 1,20,2002,11.8,3,1,0,10,9,1,13,20,16,0,0,0,77,12,8,60.0,Matches
1554,Bradley Locko,FRA,DF,Brest,Ligue 1,20,2002,3.0,0,0,0,0,2,0,6,2,3,0,0,0,18,3,2,60.0,Matches
1555,Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24,1998,24.6,7,0,0,29,42,2,75,33,39,0,0,0,153,18,19,48.6,Matches
1556,Ruben Loftus-Cheek,ENG,"MF,DF",Chelsea,Premier League,26,1996,17.1,1,0,0,10,34,1,19,12,14,0,0,1,101,22,26,45.8,Matches
1557,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,24,1997,28.0,2,0,0,29,39,5,30,16,21,0,0,0,141,23,28,45.1,Matches
1558,Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,24,1997,19.2,3,0,0,24,36,11,38,4,5,1,0,0,86,3,13,18.8,Matches
1559,Anthony Lopes,POR,GK,Lyon,Ligue 1,31,1990,31.3,2,1,0,2,6,0,0,3,0,0,2,0,31,3,0,100.0,Matches
1560,Rony Lopes,POR,"MF,FW",Troyes,Ligue 1,26,1995,26.1,2,0,0,19,32,1,109,9,12,0,0,0,113,19,26,42.2,Matches
1561,David López,ESP,DF,Girona,La Liga,32,1989,18.4,5,0,0,16,16,3,0,14,18,0,0,0,106,29,32,47.5,Matches
1562,Diego López,ESP,GK,Rayo Vallecano,La Liga,40,1981,1.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,Matches
1563,Diego López,ESP,"FW,MF",Valencia,La Liga,20,2002,5.0,0,0,0,6,7,1,12,3,2,0,0,0,29,7,8,46.7,Matches
1564,Maxime Lopez,FRA,MF,Sassuolo,Serie A,24,1997,25.5,11,0,0,31,11,0,25,22,18,0,0,0,172,4,3,57.1,Matches
1565,Pau López,ESP,GK,Marseille,Ligue 1,27,1994,32.5,3,0,0,2,6,0,0,0,0,0,2,0,46,5,2,71.4,Matches
1566,Unai López,ESP,MF,Rayo Vallecano,La Liga,26,1995,13.9,2,0,0,22,17,2,55,15,20,0,0,0,98,7,17,29.2,Matches
1567,Dion Lopy,SEN,MF,Reims,Ligue 1,20,2002,15.3,6,2,1,31,25,0,6,22,24,1,0,0,128,15,7,68.2,Matches
1568,Anthony Losilla,FRA,MF,Bochum,Bundesliga,36,1986,30.2,6,1,0,47,17,3,10,37,49,0,1,0,203,92,76,54.8,Matches
1569,Jordan Lotomba,SUI,DF,Nice,Ligue 1,23,1998,27.3,4,0,0,23,31,0,48,32,38,0,1,0,131,25,22,53.2,Matches
1570,Matteo Lovato,ITA,DF,Salernitana,Serie A,22,2000,9.0,2,0,0,6,4,0,0,13,14,0,0,0,40,15,16,48.4,Matches
1571,Dejan Lovren,CRO,DF,Lyon,Ligue 1,33,1989,16.2,2,0,0,10,14,0,6,26,19,0,1,0,103,47,21,69.1,Matches
1572,Sandi Lovrić,SVN,MF,Udinese,Serie A,24,1998,25.9,4,0,0,31,33,1,75,26,18,0,0,0,145,7,16,30.4,Matches
1573,Jamal Lowe,JAM,"MF,FW",Bournemouth,Premier League,28,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
1574,Anthony Lozano,HON,FW,Cádiz,La Liga,29,1993,16.0,6,0,0,43,35,8,7,3,4,1,0,0,47,60,79,43.2,Matches
1575,Hirving Lozano,MEX,FW,Napoli,Serie A,27,1995,17.8,3,0,0,27,31,4,73,15,13,0,0,0,60,8,13,38.1,Matches
1576,Pol Lozano,ESP,MF,Espanyol,La Liga,22,1999,0.2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0,Matches
1577,Jean Lucas,BRA,MF,Monaco,Ligue 1,24,1998,3.2,0,0,0,4,4,1,1,4,5,0,0,0,23,1,7,12.5,Matches
1578,Jhon Lucumí,COL,DF,Bologna,Serie A,24,1998,32.2,8,0,0,29,18,0,1,35,37,1,4,1,204,41,30,57.7,Matches
1579,José Luis Gayà,ESP,DF,Valencia,La Liga,27,1995,30.1,4,0,0,13,27,7,213,23,46,1,0,0,166,24,21,53.3,Matches
1580,José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,35,1987,13.5,2,0,0,6,10,11,13,2,6,0,0,0,29,8,16,33.3,Matches
1581,José Luis Palomino,ARG,DF,Atalanta,Serie A,32,1990,8.4,4,0,0,9,5,0,5,28,14,0,0,1,75,24,13,64.9,Matches
1582,Douglas Luiz,BRA,MF,Aston Villa,Premier League,24,1998,32.5,6,1,0,48,42,2,106,40,42,0,0,0,197,25,22,53.2,Matches
1583,Romelu Lukaku,BEL,FW,Inter,Serie A,29,1993,18.4,1,0,0,16,6,13,24,0,1,0,0,0,23,39,35,52.7,Matches
1584,Castello Lukeba,FRA,DF,Lyon,Ligue 1,19,2002,33.2,9,1,1,38,21,1,3,75,23,0,2,1,209,36,30,54.5,Matches
1585,Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,24,1997,26.6,8,0,0,33,59,17,65,13,11,0,1,0,121,16,32,33.3,Matches
1586,Saša Lukić,SRB,MF,Fulham,Premier League,25,1996,4.6,1,0,0,13,10,0,2,5,3,0,0,0,28,4,5,44.4,Matches
1587,Saša Lukić,SRB,MF,Torino,Serie A,25,1996,13.3,4,0,0,26,10,0,25,13,14,0,0,0,81,22,22,50.0,Matches
1588,Andriy Lunin,UKR,GK,Real Madrid,La Liga,23,1999,7.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.0,Matches
1589,Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,30,1991,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
1590,Sebastiano Luperto,ITA,DF,Empoli,Serie A,25,1996,34.8,4,2,1,21,21,0,2,43,18,0,0,0,170,72,67,51.8,Matches
1591,Lyanco,BRA,DF,Southampton,Premier League,25,1997,13.1,4,0,0,16,10,1,7,20,16,0,0,0,83,25,19,56.8,Matches
1592,Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,28,1993,12.3,3,0,0,14,11,1,69,15,8,0,0,0,54,18,16,52.9,Matches
1593,Youssouf M'Changama,COM,MF,Auxerre,Ligue 1,31,1990,12.0,1,0,0,12,18,0,35,15,11,1,0,0,62,12,6,66.7,Matches
1594,Awer Mabil,AUS,"MF,FW",Cádiz,La Liga,26,1995,1.8,0,0,0,0,3,0,9,0,0,0,0,0,6,1,5,16.7,Matches
1595,Alexis Mac Allister,ARG,MF,Brighton,Premier League,23,1998,32.1,8,0,0,35,57,0,29,22,39,0,0,1,213,25,16,61.0,Matches
1596,Deiver Machado,COL,"DF,MF",Lens,Ligue 1,28,1993,24.3,5,1,0,42,46,6,60,21,26,1,0,0,116,15,29,34.1,Matches
1597,Darwin Machís,VEN,FW,Valladolid,La Liga,29,1993,6.7,1,0,0,10,12,2,37,3,2,0,0,0,26,2,6,25.0,Matches
1598,James Maddison,ENG,"MF,FW",Leicester City,Premier League,25,1996,27.6,10,0,0,31,79,6,123,13,26,1,0,0,101,4,10,28.6,Matches
1599,Noni Madueke,ENG,FW,Chelsea,Premier League,20,2002,7.1,0,0,0,4,15,2,19,4,8,0,0,0,30,2,5,28.6,Matches
1600,Pablo Maffeo,ESP,DF,Mallorca,La Liga,25,1997,33.1,6,1,0,32,45,5,123,26,46,0,0,0,161,47,32,59.5,Matches
1601,Lisandro Magallán,ARG,DF,Elche,La Liga,28,1993,10.0,0,1,0,15,5,0,1,13,11,0,0,0,53,17,19,47.2,Matches
1602,Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,18,2003,0.9,0,0,0,2,1,0,0,1,1,0,0,0,6,2,1,66.7,Matches
1603,Giulio Maggiore,ITA,MF,Salernitana,Serie A,24,1998,9.9,2,0,0,20,14,0,3,8,8,0,1,0,75,9,14,39.1,Matches
1604,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,26,1995,17.0,7,1,0,22,8,0,4,21,22,0,0,1,93,33,21,61.1,Matches
1605,Hugo Magnetti,FRA,MF,Brest,Ligue 1,24,1998,18.8,2,0,0,17,26,0,20,25,27,0,0,0,127,7,18,28.0,Matches
1606,Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,25,1997,26.7,6,0,0,48,48,3,14,25,54,0,3,0,149,27,47,36.5,Matches
1607,Harry Maguire,ENG,DF,Manchester Utd,Premier League,29,1993,8.5,4,0,0,8,4,0,1,13,6,0,0,0,55,25,22,53.2,Matches
1608,Jon Magunacelaya,ESP,"MF,FW",Real Sociedad,La Liga,22,2000,0.7,0,0,0,1,1,0,2,0,0,0,0,0,4,0,2,0.0,Matches
1609,Riyad Mahrez,ALG,"FW,MF",Manchester City,Premier League,31,1991,21.3,2,0,0,16,42,7,96,9,14,0,0,0,82,9,14,39.1,Matches
1610,Arne Maier,GER,MF,Augsburg,Bundesliga,23,1999,21.8,3,0,0,12,18,2,64,15,22,0,1,0,118,12,17,41.4,Matches
1611,Mike Maignan,FRA,GK,Milan,Serie A,27,1995,22.0,0,0,0,0,3,0,0,1,0,0,0,0,32,3,0,100.0,Matches
1612,Linton Maina,GER,"FW,MF",Köln,Bundesliga,23,1999,24.9,1,0,0,17,21,18,87,5,12,0,0,0,104,1,26,3.7,Matches
1613,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,17,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
1614,Ainsley Maitland-Niles,ENG,"DF,MF",Southampton,Premier League,24,1997,15.6,3,0,0,13,8,0,20,22,24,1,1,0,90,15,11,57.7,Matches
1615,Jordan Majchrzak,POL,FW,Roma,Serie A,17,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20.0,Matches
1616,Lovro Majer,CRO,"MF,FW",Rennes,Ligue 1,24,1998,18.5,3,0,0,48,30,3,67,21,23,1,0,0,143,7,8,46.7,Matches
1617,Jean-Victor Makengo,FRA,MF,Udinese,Serie A,24,1998,8.9,2,0,0,9,13,0,6,9,13,0,0,0,39,5,1,83.3,Matches
1618,Jean-Victor Makengo,FRA,MF,Lorient,Ligue 1,24,1998,11.8,2,1,1,18,27,0,1,10,8,0,0,0,79,4,4,50.0,Matches
1619,Béni Makouana,CGO,"FW,MF",Montpellier,Ligue 1,19,2002,2.2,1,0,0,3,1,0,6,0,0,1,0,0,10,3,7,30.0,Matches
1620,Nemanja Maksimović,SRB,MF,Getafe,La Liga,27,1995,22.8,3,0,0,25,8,0,9,34,30,0,0,0,93,45,30,60.0,Matches
1621,Tyrell Malacia,NED,DF,Manchester Utd,Premier League,22,1999,15.5,6,0,0,39,13,3,15,25,33,0,0,0,90,8,4,66.7,Matches
1622,Lorenzo Malagrida,ITA,"MF,DF",Sampdoria,Serie A,18,2003,1.2,2,0,0,4,1,0,2,0,0,0,0,0,6,2,1,66.7,Matches
1623,Daniel Maldini,ITA,"FW,MF",Spezia,Serie A,20,2001,7.0,1,0,0,13,18,0,19,1,5,0,0,0,32,12,17,41.4,Matches
1624,Youssef Maleh,MAR,MF,Fiorentina,Serie A,23,1998,3.3,2,0,0,8,3,0,7,1,1,0,0,0,20,3,4,42.9,Matches
1625,Youssef Maleh,MAR,MF,Lecce,Serie A,23,1998,7.5,3,0,0,22,10,3,8,5,8,0,0,0,50,8,8,50.0,Matches
1626,Donyell Malen,NED,FW,Dortmund,Bundesliga,23,1999,19.0,0,0,0,12,39,3,69,4,5,1,0,0,51,6,11,35.3,Matches
1627,Ruslan Malinovskyi,UKR,"MF,FW",Atalanta,Serie A,29,1993,6.1,2,0,0,10,11,0,23,5,8,0,0,0,57,5,7,41.7,Matches
1628,Ruslan Malinovskyi,UKR,"MF,FW",Marseille,Ligue 1,29,1993,13.6,4,0,0,29,18,1,38,3,11,0,0,0,73,15,24,38.5,Matches
1629,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,31,1991,24.0,6,1,1,44,23,6,67,24,29,0,1,0,124,52,46,53.1,Matches
1630,Mickael Malsa,MTQ,MF,Valladolid,La Liga,26,1995,0.8,0,0,0,2,0,0,0,2,2,0,0,0,5,1,1,50.0,Matches
1631,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,21,2000,38.0,3,0,0,1,3,0,0,1,0,0,1,0,61,8,1,88.9,Matches
1632,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,22,1999,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50.0,Matches
1633,Gianluca Mancini,ITA,DF,Roma,Serie A,26,1996,31.8,7,0,0,39,25,2,28,46,19,0,1,0,112,58,26,69.0,Matches
1634,Steve Mandanda,FRA,GK,Rennes,Ligue 1,37,1985,33.5,1,0,0,2,3,0,0,0,0,0,2,0,55,6,1,85.7,Matches
1635,Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,28,1994,20.6,4,0,0,32,30,0,16,30,43,0,0,0,129,29,20,59.2,Matches
1636,Aïssa Mandi,ALG,DF,Villarreal,La Liga,30,1991,16.2,1,0,0,16,10,4,2,21,10,0,0,0,62,20,19,51.3,Matches
1637,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,25,1997,21.7,8,0,0,31,18,1,74,16,24,0,0,0,121,35,23,60.3,Matches
1638,Sadio Mané,SEN,"FW,MF",Bayern Munich,Bundesliga,30,1992,15.8,2,0,0,16,24,21,22,0,5,1,0,0,42,22,18,55.0,Matches
1639,Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,24,1998,17.2,3,0,0,22,23,0,6,23,20,0,0,0,88,11,9,55.0,Matches
1640,Thomas Mangani,FRA,MF,Ajaccio,Ligue 1,35,1987,14.8,4,1,0,24,13,0,79,24,17,0,0,0,94,20,24,45.5,Matches
1641,Vito Mannone,ITA,GK,Lorient,Ligue 1,34,1988,17.9,1,0,0,0,1,0,0,0,0,0,0,0,16,3,0,100.0,Matches
1642,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,28,1994,0.4,0,0,0,0,0,0,1,1,2,0,0,0,6,0,0,0.0,Matches
1643,Myziane Maolida,FRA,"MF,FW",Reims,Ligue 1,23,1999,2.6,0,0,0,5,1,1,4,2,3,0,0,0,17,1,1,50.0,Matches
1644,Myziane Maolida,FRA,"FW,MF",Hertha BSC,Bundesliga,23,1999,1.1,0,0,0,1,0,0,1,0,1,0,0,0,3,0,1,0.0,Matches
1645,Faitout Maouassa,FRA,"FW,DF",Montpellier,Ligue 1,24,1998,21.4,0,0,0,32,31,2,81,20,32,0,0,0,83,13,12,52.0,Matches
1646,Sekou Mara,FRA,"FW,MF",Southampton,Premier League,20,2002,6.2,1,0,0,20,6,3,1,1,10,0,0,0,25,25,40,38.5,Matches
1647,Marcão,BRA,DF,Sevilla,La Liga,26,1996,4.2,2,0,0,5,6,0,0,6,2,0,0,0,16,8,4,66.7,Matches
1648,Solly March,ENG,"FW,DF",Brighton,Premier League,28,1994,30.2,2,0,0,46,39,12,155,24,31,0,0,0,125,29,38,43.3,Matches
1649,Agustín Marchesín,ARG,GK,Celta Vigo,La Liga,34,1988,19.0,2,0,0,0,4,0,0,0,0,0,0,0,22,3,0,100.0,Matches
1650,Federico Marchetti,ITA,GK,Spezia,Serie A,39,1983,0.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
1651,Vincent Marchetti,FRA,MF,Ajaccio,Ligue 1,25,1997,27.2,7,0,0,29,36,1,6,19,26,1,0,0,168,5,13,27.8,Matches
1652,Riccardo Marchizza,ITA,DF,Sassuolo,Serie A,24,1998,3.1,1,0,0,7,0,1,18,2,2,0,0,0,7,5,2,71.4,Matches
1653,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,30,1992,24.7,5,0,0,24,31,0,6,23,16,0,2,0,110,47,24,66.2,Matches
1654,Emiliano Marcondes,DEN,MF,Bournemouth,Premier League,27,1995,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,Matches
1655,Óscar de Marcos,ESP,DF,Athletic Club,La Liga,33,1989,31.3,7,0,0,43,16,2,130,29,33,0,0,1,198,25,23,52.1,Matches
1656,Alberto Marí,ESP,"FW,MF",Valencia,La Liga,21,2001,1.0,1,0,0,3,2,2,0,0,0,0,0,0,4,2,3,40.0,Matches
1657,José Mari,ESP,MF,Cádiz,La Liga,34,1987,4.4,4,0,0,6,7,0,1,5,7,0,0,0,38,5,7,41.7,Matches
1658,Pablo Marí,ESP,DF,Monza,Serie A,28,1993,27.6,4,0,0,31,9,1,1,31,19,0,0,0,131,59,27,68.6,Matches
1659,José María Giménez,URU,DF,Atlético Madrid,La Liga,27,1995,26.9,9,0,0,19,8,0,0,24,25,0,1,0,141,49,24,67.1,Matches
1660,Mariano,DOM,FW,Real Madrid,La Liga,28,1993,1.7,2,0,0,3,0,1,0,0,0,0,0,0,4,5,3,62.5,Matches
1661,Pablo Marín,ESP,"MF,FW",Real Sociedad,La Liga,19,2003,4.0,1,0,0,12,2,0,3,4,5,0,0,0,20,4,7,36.4,Matches
1662,Răzvan Marin,ROU,MF,Empoli,Serie A,26,1996,28.2,7,0,0,31,21,1,140,14,22,0,1,0,148,16,17,48.5,Matches
1663,Diego Mariño,ESP,GK,Almería,La Liga,32,1990,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
1664,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,28,1994,24.0,6,1,1,26,7,0,1,38,26,0,3,1,131,48,40,54.5,Matches
1665,Marlon,BRA,DF,Monza,Serie A,26,1995,17.7,7,1,0,23,5,1,5,18,21,0,0,1,71,40,21,65.6,Matches
1666,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,23,1999,16.4,2,0,0,29,32,13,25,5,10,0,0,0,0,0,0,0.0,Matches
1667,Marquinhos,BRA,MF,Arsenal,Premier League,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
1668,Marquinhos,BRA,DF,Paris S-G,Ligue 1,28,1994,30.2,4,0,0,14,10,0,1,23,25,0,0,1,155,35,27,56.5,Matches
1669,Luca Marrone,ITA,DF,Monza,Serie A,32,1990,1.5,0,0,0,1,2,0,0,0,0,0,0,0,8,4,5,44.4,Matches
1670,Eric Martel,GER,MF,Köln,Bundesliga,20,2002,22.4,6,0,0,40,27,0,20,33,41,0,0,0,154,57,51,52.8,Matches
1671,Roger Martí,ESP,FW,Elche,La Liga,31,1991,7.3,2,0,0,16,11,4,5,1,2,0,0,0,27,6,12,33.3,Matches
1672,Roger Martí,ESP,FW,Cádiz,La Liga,31,1991,7.1,1,0,0,26,15,8,0,2,4,0,0,0,22,10,23,30.3,Matches
1673,Anthony Martial,FRA,FW,Manchester Utd,Premier League,26,1995,10.9,0,0,0,8,14,7,4,1,3,1,0,0,20,10,17,37.0,Matches
1674,Aarón Martín,ESP,DF,Mainz 05,Bundesliga,25,1997,20.5,3,0,0,28,12,2,145,15,27,0,0,0,104,1,13,7.1,Matches
1675,Ander Martin,ESP,"MF,FW",Real Sociedad,La Liga,21,2000,0.5,0,0,0,2,0,0,4,0,2,0,0,0,5,1,3,25.0,Matches
1676,Andrés Martín,ESP,"FW,MF",Rayo Vallecano,La Liga,23,1999,2.3,1,0,0,5,3,0,11,1,2,0,0,0,16,5,2,71.4,Matches
1677,Carlos Martín,ESP,"FW,MF",Atlético Madrid,La Liga,20,2002,0.3,1,0,0,2,0,1,2,1,2,0,0,0,3,0,0,0.0,Matches
1678,Iván Martín,ESP,MF,Girona,La Liga,23,1999,17.6,2,0,0,18,13,3,18,9,7,1,0,0,81,12,16,42.9,Matches
1679,Jonas Martin,FRA,MF,Lille,Ligue 1,32,1990,3.1,2,0,0,9,5,0,3,7,7,0,0,0,24,8,3,72.7,Matches
1680,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,21,2001,31.0,3,0,0,39,37,8,113,9,18,0,0,0,103,14,63,18.2,Matches
1681,Arnau Martinez,ESP,DF,Girona,La Liga,19,2003,30.4,11,0,0,36,66,6,60,25,45,0,1,0,171,32,25,56.1,Matches
1682,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,29,1992,34.9,7,0,0,1,6,0,0,1,0,0,1,1,41,13,0,100.0,Matches
