Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Live,TOAtt,TOSucc,TOSuccp,TOTkld,TOTkldp,Carries,CaTotDist,CaPrgDist,CaPrgC,CaFTC,CaCPA,CaMis,CaDis,Rec,PrgR
2593,Simon Terodde,GER,FW,Schalke 04,Bundesliga,34,1988,20.3,505,10,39,244,224,87,504,13,2,15.38,8,61.54,218,671,191,5,2,3,43,16,362,68
2594,Filippo Terracciano,ITA,"DF,MF",Hellas Verona,Serie A,19,2003,9.1,439,21,110,224,113,9,439,12,6,50,3,25,217,1267,618,16,13,0,17,4,242,24
2595,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,32,1990,29,1135,893,1125,10,0,0,1135,1,1,100,0,0,602,3154,1984,0,0,0,1,0,612,0
2596,Ramón Terrats,ESP,MF,"Villarreal,Girona","La Liga,La Liga",21,2000,11.5,657,26,133,354,174,18,657,34,17,50,16,47.06,403,1975,1017,25,16,2,25,16,486,36
2598,Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,25,1997,14.7,782,12,65,361,362,85,782,26,9,34.62,14,53.85,580,3282,1254,34,33,9,26,15,591,137
2599,Aleksa Terzić,SRB,DF,Fiorentina,Serie A,22,1999,10.4,824,26,220,341,272,9,824,27,16,59.26,8,29.63,484,3453,1961,49,28,4,14,7,511,61
2600,Tetê,BRA,FW,"Leicester City,Lyon","Premier League,Ligue 1",22,2000,20.5,999,8,117,417,485,90,999,87,41,47.13,38,43.68,718,4797,2030,71,39,42,50,28,719,185
2602,Kenny Tete,NED,DF,Fulham,Premier League,26,1995,28.5,1896,107,556,877,489,30,1896,37,21,56.76,12,32.43,821,4563,2401,75,55,4,22,24,946,69
2603,Florian Thauvin,FRA,"FW,MF",Udinese,Serie A,29,1993,6.1,292,4,15,138,144,19,292,33,10,30.3,21,63.64,187,1209,518,19,19,5,19,8,216,49
2604,Arthur Theate,BEL,DF,Rennes,Ligue 1,22,2000,34.7,2856,222,1081,1644,141,40,2856,14,7,50,7,50,2313,14175,8082,37,35,0,15,5,2163,4
2605,Malick Thiaw,GER,DF,"Milan,Schalke 04","Serie A,Bundesliga",20,2001,18.1,1367,144,651,675,48,18,1367,6,2,33.33,3,50,808,3668,2013,7,10,0,4,4,915,2
2607,Jan Thielmann,GER,FW,Köln,Bundesliga,20,2002,9.7,373,7,46,146,192,31,373,35,19,54.29,13,37.14,230,1616,654,27,15,9,38,12,245,66
2608,Sada Thioub,SEN,"DF,FW",Angers,Ligue 1,27,1995,11.8,640,14,116,301,234,21,640,35,16,45.71,16,45.71,474,2899,1288,23,22,5,15,20,447,78
2609,Luke Thomas,ENG,DF,Leicester City,Premier League,21,2001,11.9,786,39,319,359,115,3,786,12,6,50,5,41.67,355,1374,610,10,8,1,9,8,414,13
2610,Adrien Thomasson,FRA,MF,"Strasbourg,Lens","Ligue 1,Ligue 1",28,1993,24.6,1347,33,212,647,495,97,1347,34,20,58.82,8,23.53,1035,5077,1886,32,35,5,47,35,971,171
2612,Morten Thorsby,NOR,MF,Union Berlin,Bundesliga,26,1996,9.3,297,28,85,118,94,23,297,2,0,0,2,100,115,385,116,0,2,0,15,15,127,21
2613,Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,23,1999,12.6,629,20,97,366,178,36,629,15,7,46.67,2,13.33,339,1778,892,31,19,7,20,11,445,54
2614,Khéphren Thuram,FRA,MF,Nice,Ligue 1,21,2001,28.3,1667,64,365,946,396,61,1667,77,46,59.74,24,31.17,1322,8692,4400,92,78,18,31,35,1223,77
2615,Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,24,1997,27.9,945,35,86,421,454,175,945,92,41,44.57,32,34.78,603,3764,1865,75,41,47,112,50,717,170
2616,Alexis Tibidi,FRA,"FW,MF",Troyes,Ligue 1,18,2003,0.8,25,0,2,13,11,0,25,3,2,66.67,0,0,20,121,46,1,1,0,1,1,23,4
2617,Youri Tielemans,BEL,MF,Leicester City,Premier League,25,1997,26,1877,62,436,1080,382,14,1875,35,26,74.29,5,14.29,952,4043,2088,35,25,1,33,15,1309,56
2618,Kieran Tierney,SCO,DF,Arsenal,Premier League,25,1997,8.8,579,23,153,244,183,15,579,12,3,25,3,25,316,1802,837,25,12,3,7,0,338,31
2619,Steffen Tigges,GER,FW,Köln,Bundesliga,24,1998,17.7,531,20,45,259,230,85,531,23,10,43.48,12,52.17,247,1262,526,20,7,10,32,21,340,81
2620,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,22,1999,31.9,2514,304,1267,1222,57,24,2514,28,20,71.43,6,21.43,1980,11039,5931,21,13,0,23,10,1760,6
2621,Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,26,1995,10.4,498,48,175,179,151,12,498,9,3,33.33,5,55.56,191,721,342,8,6,4,10,6,223,43
2622,Umut Tohumcu,GER,"MF,DF",Hoffenheim,Bundesliga,17,2004,3,125,6,26,67,33,1,125,6,1,16.67,5,83.33,59,285,106,2,4,0,6,2,60,4
2623,Karl Toko Ekambi,CMR,"FW,MF","Rennes,Lyon","Ligue 1,Ligue 1",29,1992,25.8,1156,16,92,491,587,136,1156,72,38,52.78,28,38.89,941,5905,2305,88,58,40,56,39,920,275
2625,Corentin Tolisso,FRA,MF,Lyon,Ligue 1,27,1994,22.6,2164,70,409,1370,400,23,2164,18,7,38.89,7,38.89,1748,8599,3431,32,43,2,21,17,1636,52
2626,Jeremy Toljan,GER,DF,Sassuolo,Serie A,27,1994,29.7,1817,79,630,868,328,23,1817,13,7,53.85,6,46.15,970,5068,2834,56,41,3,25,14,1105,99
2627,Rafael Tolói,ITA,DF,Atalanta,Serie A,31,1990,30.9,2031,161,834,922,297,43,2031,15,6,40,9,60,1095,4596,2514,21,42,0,21,5,1291,29
2628,Raúl de Tomás,ESP,FW,Rayo Vallecano,La Liga,27,1994,8.9,275,12,21,106,152,43,273,29,17,58.62,8,27.59,205,917,332,13,7,5,29,19,231,51
2629,Tiago Tomás,POR,"FW,MF",Stuttgart,Bundesliga,20,2002,14.3,510,8,57,199,259,55,510,58,19,32.76,29,50,322,1677,812,31,17,16,43,25,382,95
2630,Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,23,1998,7.4,557,26,138,293,130,17,557,4,1,25,2,50,311,1380,624,14,7,1,7,4,344,28
2631,James Tomkins,ENG,DF,Crystal Palace,Premier League,33,1989,3.8,208,34,142,59,7,3,208,1,1,100,0,0,117,429,220,1,1,0,2,1,130,1
2632,Fikayo Tomori,ENG,DF,Milan,Serie A,24,1997,30.7,2218,243,1089,1078,63,14,2218,6,3,50,1,16.67,1258,6315,3346,26,6,0,9,3,1423,10
2633,Sandro Tonali,ITA,MF,Milan,Serie A,22,2000,30.1,1836,48,356,1007,491,33,1836,23,9,39.13,10,43.48,937,5641,2809,61,40,2,41,9,1154,86
2634,Lorenzo Tonelli,ITA,DF,Empoli,Serie A,32,1990,0.2,8,0,4,4,0,0,8,0,0,#DIV/0!,0,#DIV/0!,4,29,5,0,0,0,0,0,4,0
2635,Ivan Toney,ENG,FW,Brentford,Premier League,26,1996,32.8,1219,50,141,529,557,156,1212,54,16,29.63,29,53.7,625,2463,724,14,21,8,100,47,889,165
2636,Pablo Torre,ESP,"FW,MF",Barcelona,La Liga,19,2003,1.6,114,3,12,49,55,1,114,7,3,42.86,2,28.57,69,313,162,4,6,0,5,4,87,16
2637,David Torres,ESP,DF,Valladolid,La Liga,19,2003,4.3,254,19,105,137,14,1,254,1,1,100,0,0,152,599,338,2,3,0,4,0,176,2
2638,Ferrán Torres,ESP,"FW,MF",Barcelona,La Liga,22,2000,15.5,756,10,67,256,441,87,755,68,30,44.12,26,38.24,489,2748,1199,43,34,23,48,23,598,180
2639,Óliver Torres,ESP,"MF,FW",Sevilla,La Liga,27,1994,23.7,1314,10,156,629,550,55,1314,42,15,35.71,17,40.48,886,4102,1805,38,47,6,34,47,980,156
2640,Pau Torres,ESP,DF,Villarreal,La Liga,25,1997,33.9,2495,361,1186,1174,154,32,2495,35,26,74.29,7,20,1573,10882,7623,76,48,0,22,4,1708,12
2641,Roberto Torres,ESP,"FW,MF",Osasuna,La Liga,33,1989,0.1,14,0,1,6,8,0,14,2,1,50,1,50,12,107,78,2,3,0,0,1,12,1
2642,Lucas Torró,ESP,MF,Osasuna,La Liga,28,1994,27.5,1459,91,365,873,233,32,1459,21,11,52.38,7,33.33,631,2564,962,12,16,1,31,14,770,17
2643,Nabil Touaizi,MAR,MF,Espanyol,La Liga,21,2001,0,2,0,0,0,2,1,2,0,0,#DIV/0!,0,#DIV/0!,1,12,3,0,0,0,0,0,1,1
2644,Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,26,1996,4.4,286,14,114,146,26,5,286,8,6,75,2,25,152,584,269,2,2,2,4,0,178,8
2645,Birama Touré,MLI,MF,Auxerre,Ligue 1,30,1992,37.8,1904,94,514,1188,214,14,1903,23,11,47.83,8,34.78,1280,6052,2210,10,21,1,39,15,1118,25
2646,Mohamed Toure,AUS,"FW,MF",Reims,Ligue 1,18,2004,0.3,13,0,1,2,10,7,13,4,2,50,2,50,9,70,23,1,0,3,2,0,9,5
2647,Souleymane Touré,FRA,DF,"Marseille,Auxerre","Ligue 1,Ligue 1",19,2003,18.4,1012,143,511,462,52,17,1012,19,8,42.11,8,42.11,711,4004,1967,12,7,0,8,2,644,7
2649,Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,25,1997,32.7,1347,85,351,720,296,81,1347,53,23,43.4,24,45.28,543,3123,1341,37,16,7,48,26,631,79
2650,Yoann Touzghar,TUN,FW,Ajaccio,Ligue 1,35,1986,5,143,5,12,79,52,10,143,6,2,33.33,3,50,93,486,92,3,3,1,10,4,101,24
2651,Adama Traoré,ESP,"FW,MF",Wolves,Premier League,26,1996,16.6,714,18,102,251,379,56,714,104,49,47.12,34,32.69,461,4017,2107,85,41,25,59,27,555,156
2652,Bertrand Traoré,BFA,"FW,MF",Aston Villa,Premier League,26,1995,2.6,114,0,8,41,66,13,114,4,1,25,3,75,81,462,246,9,3,5,8,7,89,28
2653,Boubacar Traoré,MLI,MF,Wolves,Premier League,20,2001,4.6,185,6,51,110,26,2,185,9,4,44.44,4,44.44,90,529,267,4,3,0,3,3,104,2
2654,Charles Traore,MLI,DF,Nantes,Ligue 1,30,1992,5.4,288,30,123,129,38,2,288,2,0,0,0,0,159,729,332,2,3,0,3,0,134,8
2655,Hamari Traoré,MLI,DF,Rennes,Ligue 1,30,1992,28.1,2083,90,426,1130,537,64,2083,18,9,50,9,50,1512,7652,3415,55,63,8,26,9,1399,162
2656,Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,32,1990,33,957,854,951,6,0,0,957,0,0,#DIV/0!,0,#DIV/0!,493,2258,1322,0,0,0,0,0,417,0
2657,Mark Travers,IRL,GK,Bournemouth,Premier League,23,1999,11.5,402,373,401,1,0,0,402,0,0,#DIV/0!,0,#DIV/0!,182,884,457,0,0,0,0,0,145,0
2658,Óscar Trejo,ARG,"MF,FW",Rayo Vallecano,La Liga,34,1988,23.8,1338,17,120,694,550,72,1336,118,57,48.31,43,36.44,836,4598,2004,56,59,13,66,92,995,110
2659,Manu Trigueros,ESP,MF,Villarreal,La Liga,30,1991,9.2,599,14,76,354,173,7,599,5,2,40,3,60,368,1430,637,12,10,0,7,9,487,22
2660,Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,35,1987,20.1,1190,63,324,470,405,28,1190,16,8,50,5,31.25,453,2299,1144,34,12,8,12,8,521,80
2661,Théo Trinker,FRA,MF,Nice,Ligue 1,21,2001,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0
2662,Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,31,1990,37.1,3102,124,774,1282,1066,26,3102,35,19,54.29,12,34.29,1300,4599,2393,45,46,1,27,9,1593,151
2663,William Troost-Ekong,NGA,DF,Salernitana,Serie A,28,1993,4.9,226,27,128,94,5,3,226,0,0,#DIV/0!,0,#DIV/0!,127,606,200,1,1,0,2,0,130,0
2664,Leandro Trossard,BEL,FW,"Arsenal,Brighton","Premier League,Premier League",27,1994,24.9,1264,12,126,457,699,133,1264,66,29,43.94,25,37.88,803,4829,2299,76,43,34,56,49,948,220
2666,Adrien Truffert,FRA,DF,Rennes,Ligue 1,20,2001,21.7,1656,65,410,790,467,30,1656,46,21,45.65,19,41.3,1071,5984,2659,55,53,9,27,14,979,166
2667,Frank Tsadjout,ITA,FW,Cremonese,Serie A,23,1999,11.7,404,11,35,197,176,49,404,19,12,63.16,2,10.53,209,1004,415,15,10,5,37,10,299,63
2668,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,26,1996,8.6,713,23,170,281,268,22,713,15,4,26.67,8,53.33,355,1833,874,23,9,5,13,7,409,77
2669,Theocharis Tsingaras,GRE,MF,Toulouse,Ligue 1,21,2000,0.1,5,0,0,4,1,0,5,0,0,#DIV/0!,0,#DIV/0!,3,9,3,0,0,0,0,0,3,0
2670,Viktor Tsyhankov,UKR,MF,Girona,La Liga,24,1997,16.5,737,17,110,311,331,49,737,31,17,54.84,10,32.26,463,3132,1672,63,39,19,16,15,525,120
2671,Alessandro Tuia,ITA,DF,Lecce,Serie A,32,1990,5.7,267,26,136,127,7,2,267,4,2,50,1,25,106,510,264,1,1,0,1,0,123,0
2672,Martin Turk,SVN,GK,Sampdoria,Serie A,18,2003,4,156,142,156,0,0,0,156,0,0,#DIV/0!,0,#DIV/0!,82,433,271,0,0,0,0,0,59,0
2673,Beñat Turrientes,ESP,"MF,FW",Real Sociedad,La Liga,20,2002,1.2,61,3,17,29,15,0,61,3,1,33.33,1,33.33,30,113,51,0,0,0,4,2,34,4
2674,Tuta,BRA,DF,Eint Frankfurt,Bundesliga,23,1999,30.2,2246,237,1047,1111,114,27,2246,20,11,55,9,45,1332,6758,3475,23,18,2,27,13,1380,17
2675,Destiny Udogie,ITA,DF,Udinese,Serie A,19,2002,30,1503,67,346,652,545,76,1503,122,51,41.8,50,40.98,904,6569,3420,109,71,31,58,36,902,155
2676,Ike Ugbo,CAN,"FW,MF",Troyes,Ligue 1,23,1998,9.9,222,7,19,125,79,22,222,17,6,35.29,11,64.71,138,758,271,9,4,6,18,7,152,34
2677,Lesley Ugochukwu,FRA,MF,Rennes,Ligue 1,18,2004,14.8,790,36,172,546,80,7,790,22,14,63.64,6,27.27,611,3424,1453,11,16,4,6,11,557,11
2678,Samir Ujkani,KVX,GK,Empoli,Serie A,34,1988,0.1,3,3,3,0,0,0,3,0,0,#DIV/0!,0,#DIV/0!,2,26,17,0,0,0,0,0,1,0
2679,Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,33,1988,3,139,123,139,1,0,0,139,0,0,#DIV/0!,0,#DIV/0!,97,441,217,0,0,0,0,0,80,0
2680,Lauren Ulrich,GER,MF,Stuttgart,Bundesliga,17,2005,0.1,8,0,0,1,7,1,8,0,0,#DIV/0!,0,#DIV/0!,1,16,16,1,0,0,2,0,3,0
2681,Samuel Umtiti,FRA,DF,Lecce,Serie A,28,1993,23.5,1107,123,538,543,37,10,1107,13,6,46.15,5,38.46,529,2483,1341,12,9,0,7,5,530,2
2682,Enes Ünal,TUR,FW,Getafe,La Liga,25,1997,33,1117,43,91,506,535,138,1111,43,21,48.84,19,44.19,618,2236,902,29,26,15,88,50,893,148
2683,Deniz Undav,GER,"FW,MF",Brighton,Premier League,26,1996,7,231,4,19,97,116,42,231,6,4,66.67,2,33.33,120,518,350,12,6,4,13,8,179,40
2684,Cengiz Ünder,TUR,"MF,DF",Marseille,Ligue 1,25,1997,27.7,1440,18,139,528,792,130,1439,96,39,40.63,50,52.08,1070,6465,2493,69,47,30,60,31,985,262
2685,Dayot Upamecano,FRA,DF,Bayern Munich,Bundesliga,23,1998,26.1,2569,234,1177,1314,92,18,2569,15,10,66.67,5,33.33,1844,9367,5193,31,28,2,19,10,1895,7
2686,Filip Uremović,CRO,DF,Hertha BSC,Bundesliga,25,1997,19.2,882,109,514,338,33,17,882,2,2,100,0,0,384,2033,749,3,3,0,10,4,393,1
2687,Oscar Ureña,ESP,MF,Girona,La Liga,19,2003,1.1,41,0,7,14,22,4,41,5,4,80,0,0,28,150,45,1,0,1,4,4,29,10
2688,Jere Uronen,FIN,DF,"Brest,Schalke 04","Ligue 1,Bundesliga",28,1994,10.8,639,34,174,320,150,2,639,12,3,25,8,66.67,318,1409,605,12,9,0,14,3,329,31
2690,Mark Uth,GER,"MF,FW",Köln,Bundesliga,30,1991,0.5,20,0,0,12,8,3,20,2,1,50,1,50,8,34,19,0,0,0,2,0,12,1
2691,Josha Vagnoman,GER,DF,Stuttgart,Bundesliga,21,2000,16.4,765,38,200,293,281,48,765,35,22,62.86,12,34.29,387,2071,1007,27,24,7,34,18,465,93
2692,Diego Valencia,CHI,"MF,FW",Salernitana,Serie A,22,2000,2.6,109,4,24,46,41,4,109,2,0,0,1,50,59,211,82,1,0,0,7,3,66,21
2693,Óscar Valentín,ESP,MF,Rayo Vallecano,La Liga,27,1994,28.4,1501,67,337,977,200,17,1501,20,7,35,11,55,762,4184,2021,21,24,1,22,13,829,17
2694,Emanuele Valeri,ITA,DF,Cremonese,Serie A,23,1998,30.9,1610,64,418,642,584,56,1610,71,18,25.35,40,56.34,805,5645,3186,111,58,20,64,26,838,158
2695,Yan Valery,TUN,DF,"Southampton,Angers","Premier League,Ligue 1",23,1999,28.2,1631,115,508,764,382,14,1631,69,33,47.83,28,40.58,1062,7143,3533,72,72,6,36,34,939,74
2697,Martin Valjent,SVK,DF,Mallorca,La Liga,26,1995,29.5,1405,206,759,594,62,5,1405,5,0,0,2,40,719,3539,1751,15,16,2,6,1,767,3
2698,Jesús Vallejo,ESP,DF,Real Madrid,La Liga,25,1997,0.2,14,4,9,3,2,2,14,0,0,#DIV/0!,0,#DIV/0!,10,27,13,0,0,0,0,0,11,0
2699,Manu Vallejo,ESP,"FW,MF",Girona,La Liga,25,1997,2.3,110,1,12,45,54,8,110,4,1,25,3,75,67,341,209,7,4,2,3,4,85,25
2700,Mattia Valoti,ITA,"MF,FW",Monza,Serie A,28,1993,5,231,9,53,133,48,5,231,10,3,30,4,40,114,673,281,7,4,0,10,5,152,9
2701,Federico Valverde,URU,"MF,FW",Real Madrid,La Liga,24,1998,27.8,1870,35,229,857,800,54,1870,44,31,70.45,10,22.73,1190,6633,3349,70,68,8,21,7,1485,135
2702,Virgil van Dijk,NED,DF,Liverpool,Premier League,31,1991,31.5,2876,361,1327,1427,128,66,2876,1,1,100,0,0,1760,6644,3152,10,14,2,7,0,2085,8
2703,Vanderson,BRA,"DF,MF",Monaco,Ligue 1,21,2001,24.6,1689,60,350,766,583,51,1689,67,27,40.3,32,47.76,1098,6082,2745,50,37,9,37,21,966,175
2704,Raphaël Varane,FRA,DF,Manchester Utd,Premier League,29,1993,21.2,1293,153,611,631,54,18,1293,10,6,60,4,40,797,5357,3030,17,15,0,2,1,850,4
2705,Jamie Vardy,ENG,FW,Leicester City,Premier League,35,1987,20.6,438,32,59,176,206,71,437,29,12,41.38,14,48.28,192,926,358,16,9,13,33,16,261,101
2706,Ruben Vargas,SUI,"MF,FW",Augsburg,Bundesliga,23,1998,12.6,518,24,92,198,241,33,518,47,21,44.68,22,46.81,277,2138,914,32,23,3,29,10,305,68
2707,Johan Vásquez,MEX,DF,Cremonese,Serie A,23,1998,20.1,1060,161,587,401,82,23,1060,14,11,78.57,3,21.43,505,2403,1311,18,11,1,14,6,543,12
2708,Jesus Vazquez,ESP,"DF,MF",Valencia,La Liga,19,2003,3.4,231,7,58,94,80,7,231,16,6,37.5,9,56.25,132,701,294,4,9,2,9,4,125,17
2709,Kevin Vázquez,ESP,"DF,MF",Celta Vigo,La Liga,29,1993,4.9,269,16,101,117,51,2,269,2,2,100,0,0,125,533,296,5,2,0,1,4,145,14
2710,Lucas Vázquez,ESP,DF,Real Madrid,La Liga,31,1991,12.7,1059,25,263,422,377,46,1059,25,14,56,5,20,672,3060,1598,31,13,16,20,7,771,145
2711,Matías Vecino,URU,MF,Lazio,Serie A,30,1991,18.8,1165,65,278,712,184,25,1165,6,3,50,3,50,564,2330,1088,22,10,3,18,3,817,17
2712,Gabriel Veiga,ESP,MF,Celta Vigo,La Liga,20,2002,25.5,1062,19,137,565,387,67,1062,75,39,52,34,45.33,656,4140,2381,68,43,15,64,22,694,88
2713,Renato Veiga,POR,DF,Augsburg,Bundesliga,19,2003,7.1,416,57,206,171,47,7,416,15,10,66.67,4,26.67,199,1070,528,11,3,3,7,4,199,6
2714,Miloš Veljković,SRB,DF,Werder Bremen,Bundesliga,26,1995,25.2,1645,194,935,679,39,15,1645,4,3,75,1,25,905,4396,2536,5,2,0,2,0,1027,3
2715,Miguel Veloso,POR,MF,Hellas Verona,Serie A,36,1986,12.9,723,31,168,403,168,7,723,8,4,50,2,25,309,1883,880,17,13,1,7,7,328,22
2716,Joël Veltman,NED,DF,Brighton,Premier League,30,1992,24.3,1740,92,563,895,293,23,1740,20,5,25,8,40,952,4436,2233,43,32,2,20,10,1065,49
2717,Micky van de Ven,NED,DF,Wolfsburg,Bundesliga,21,2001,33,2043,188,981,935,141,21,2043,32,19,59.38,8,25,1232,6625,3777,43,34,5,13,11,1330,23
2718,Unai Vencedor Paris,ESP,MF,Athletic Club,La Liga,21,2000,2.1,149,5,28,93,29,4,149,2,1,50,1,50,76,343,179,2,2,1,4,4,94,3
2719,Lorenzo Venuti,ITA,DF,Fiorentina,Serie A,27,1995,10.3,695,25,202,332,165,10,695,6,3,50,2,33.33,364,1824,933,24,19,2,12,1,441,43
2720,Daniele Verde,ITA,"FW,MF",Spezia,Serie A,26,1996,11.1,538,11,63,219,261,30,537,17,6,35.29,7,41.18,301,1569,592,18,9,8,17,12,345,57
2721,Simone Verdi,ITA,"MF,FW",Hellas Verona,Serie A,30,1992,12.2,567,6,50,281,250,25,566,63,35,55.56,19,30.16,327,2251,1029,34,23,3,35,32,357,57
2722,Gonzalo Verdú,ESP,DF,Elche,La Liga,33,1988,7.8,418,62,238,167,16,12,418,0,0,#DIV/0!,0,#DIV/0!,223,1075,488,0,1,0,3,0,251,0
2723,Jordan Veretout,FRA,MF,Marseille,Ligue 1,29,1993,31.8,2376,89,399,1489,511,33,2375,18,12,66.67,5,27.78,1860,10525,4999,59,62,6,28,13,1702,73
2724,Marco Verratti,ITA,MF,Paris S-G,Ligue 1,29,1992,24.4,2783,69,527,1743,538,26,2783,53,29,54.72,14,26.42,2376,11182,5529,40,79,5,17,33,2274,52
2725,Valerio Verre,ITA,MF,Sampdoria,Serie A,28,1994,7.5,493,8,64,285,153,16,493,20,10,50,9,45,284,1351,575,16,13,6,22,20,330,27
2726,Mikel Vesga,ESP,MF,Athletic Club,La Liga,29,1993,28.6,1800,66,338,1118,355,32,1797,18,10,55.56,8,44.44,962,4175,1995,26,29,4,38,16,1152,31
2727,Guglielmo Vicario,ITA,GK,Empoli,Serie A,25,1996,30.9,1365,1120,1363,2,0,0,1365,0,0,#DIV/0!,0,#DIV/0!,820,4026,2527,0,0,0,0,0,736,0
2728,João Victor,BRA,DF,Nantes,Ligue 1,24,1998,9.4,539,41,188,281,80,6,539,11,6,54.55,3,27.27,338,2231,1227,17,22,1,10,8,293,14
2729,Aleix Vidal,ESP,"MF,FW",Espanyol,La Liga,32,1989,11.4,489,19,99,205,188,15,489,19,7,36.84,11,57.89,238,1219,457,16,5,3,15,7,250,53
2730,Clément Vidal,FRA,"DF,MF",Ajaccio,Ligue 1,22,2000,21.1,970,130,498,450,33,16,970,1,1,100,0,0,624,3541,1945,3,3,0,5,5,556,3
2731,Nacho Vidal,ESP,DF,Osasuna,La Liga,27,1995,13.9,776,58,233,313,234,16,776,27,13,48.15,12,44.44,311,1420,620,20,10,4,18,13,363,52
2732,Gabriel Vidovic,CRO,FW,Bayern Munich,Bundesliga,18,2003,0.2,14,0,1,6,7,2,14,0,0,#DIV/0!,0,#DIV/0!,7,21,8,0,0,0,0,0,12,2
2733,Fabio Vieira,POR,"MF,FW",Arsenal,Premier League,22,2000,5.7,356,6,27,162,170,27,356,18,6,33.33,11,61.11,215,868,327,8,8,1,13,8,255,40
2734,Ronaldo Vieira,ENG,MF,"Torino,Sampdoria","Serie A,Serie A",24,1998,9.3,535,37,141,342,55,4,535,3,2,66.67,1,33.33,290,1286,455,6,3,1,9,7,320,5
2736,Emanuel Vignato,ITA,"MF,FW","Bologna,Empoli","Serie A,Serie A",21,2000,3.3,176,1,32,85,60,5,176,3,2,66.67,0,0,109,632,161,4,4,1,4,4,132,9
2738,Samuele Vignato,ITA,"MF,FW",Monza,Serie A,18,2004,0.7,45,0,2,19,24,8,45,4,3,75,1,25,31,266,107,4,1,3,2,0,39,6
2739,Tonny Vilhena,NED,MF,Salernitana,Serie A,27,1995,25.2,1091,32,202,609,294,19,1091,39,17,43.59,19,48.72,591,3063,1302,30,35,3,37,24,682,59
2740,Toni Villa,ESP,MF,"Valladolid,Girona","La Liga,La Liga",27,1995,10.9,531,3,67,184,293,45,531,76,25,32.89,46,60.53,350,2407,1264,39,30,20,21,23,374,96
2742,Asier Villalibre,ESP,FW,Athletic Club,La Liga,24,1997,1.1,27,1,1,7,19,7,27,0,0,#DIV/0!,0,#DIV/0!,14,48,14,0,0,0,0,2,22,9
2743,Gonzalo Villar,ESP,MF,"Sampdoria,Getafe","Serie A,La Liga",24,1998,12.8,765,27,150,497,127,6,765,26,16,61.54,6,23.08,423,2422,1212,22,16,2,19,10,458,11
2745,Iván Villar,ESP,GK,Celta Vigo,La Liga,25,1997,19,630,553,626,5,0,0,630,0,0,#DIV/0!,0,#DIV/0!,318,1495,898,0,0,0,0,0,250,0
2746,Matías Viña,URU,DF,"Bournemouth,Roma","Premier League,Serie A",24,1997,5.7,338,30,131,123,88,12,338,25,11,44,11,44,141,769,460,12,7,6,14,6,150,23
2748,Rúben Vinagre,POR,"DF,MF",Everton,Premier League,23,1999,0.3,31,1,7,16,9,0,31,3,1,33.33,0,0,15,98,52,2,1,0,1,1,17,1
2749,Carlos Vinícius,BRA,FW,Fulham,Premier League,27,1995,12.3,329,11,24,136,173,56,329,15,5,33.33,8,53.33,182,842,301,9,9,5,48,23,248,46
2750,Alan Virginius,FRA,FW,Lille,Ligue 1,19,2003,2.9,122,1,8,30,85,23,122,7,0,0,6,85.71,86,636,291,12,6,8,7,6,81,32
2751,Mattia Viti,ITA,DF,Nice,Ligue 1,20,2002,7,424,57,222,189,15,2,424,12,5,41.67,5,41.67,320,1547,749,1,5,0,2,2,296,1
2752,Vitinha,POR,FW,"Marseille,Paris S-G","Ligue 1,Ligue 1",22,2000,32.4,2387,47,339,1381,691,80,2387,64,36,56.25,23,35.94,2005,10546,4743,53,80,7,51,41,1907,135
2754,Daniel Vivian,ESP,DF,Athletic Club,La Liga,23,1999,26.4,1719,143,804,857,71,26,1719,11,4,36.36,6,54.55,1028,5804,3819,25,12,0,21,14,1039,5
2755,Dušan Vlahović,SRB,FW,Juventus,Serie A,22,2000,21.4,610,12,35,293,292,102,607,33,14,42.42,18,54.55,347,1648,609,22,22,12,61,37,460,117
2756,Nikola Vlašić,CRO,"MF,FW",Torino,Serie A,24,1997,30.3,1296,16,131,548,641,116,1296,64,30,46.88,26,40.63,782,4766,2266,85,59,28,94,49,968,210
2757,Joel Voelkerling Persson,SWE,"FW,MF",Lecce,Serie A,19,2003,1.1,49,1,1,26,23,3,49,1,1,100,0,0,22,110,38,1,1,0,5,3,34,10
