,Player,Position,PTCrs,PTTB,LxA,LKP,LFTP,LPPA,LPrgP,Att_Pen,TOAtt,TOSucc,CaPrgC,CaCPA,PrgR,90s,npxG,npxG/Sh,SSh_p90,SSoT_90,Off
0,Zakaria Aboukhlal,right winger,29,1,2.8,22,30,22,72,151,109,42,100,44,276,27.5,11.5,11.5,3.018181818181818,1.0909090909090908,20
1,Amine Adli,right winger,18,3,1.9,20,26,10,49,67,58,26,46,15,137,15.9,5.0,5.0,2.3270440251572326,1.069182389937107,4
2,Kevin Agudelo,right winger,34,5,2.6,28,58,31,110,54,109,50,81,19,100,23.7,1.5,1.5,1.181434599156118,0.2953586497890295,2
3,Amar Ahmed,left winger,0,0,0.0,0,0,0,1,0,1,1,0,0,2,0.2,0.0,0.0,0.0,0.0,0
4,Ángel Alarcón,left winger,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,3.333333333333333,3.333333333333333,0
5,Marc Albrighton,right winger,28,1,0.4,6,6,5,7,5,2,2,4,0,18,2.6,0.3,0.3,0.7692307692307692,0.3846153846153846,1
6,Iván Alejo,right winger,108,1,1.6,21,10,24,16,22,47,12,52,2,103,14.6,1.2,1.2,1.5753424657534247,0.4109589041095891,2
7,Faride Alidou,left winger,7,0,0.3,3,8,7,16,5,10,2,8,4,24,2.0,0.1,0.1,1.0,0.0,2
8,Jim Allevinah,left winger,65,0,2.5,18,37,14,59,65,88,34,82,14,141,24.9,2.5,2.5,1.2048192771084338,0.321285140562249,1
9,Miguel Almirón,right winger,26,3,3.0,26,45,36,124,138,79,34,77,25,264,27.7,8.0,8.0,2.490974729241877,0.7220216606498195,9
10,Amath,left winger,16,1,0.6,2,13,5,16,40,34,14,33,12,69,13.6,2.7,2.7,1.6911764705882353,0.5147058823529412,7
11,Felipe Anderson,right winger,50,4,4.2,47,61,47,114,129,105,54,83,31,224,32.9,6.0,6.0,1.2462006079027357,0.6990881458966566,7
12,Jaidon Anthony,left winger,43,2,1.1,12,24,19,49,33,47,15,31,13,72,14.0,2.2,2.2,1.5714285714285714,0.9285714285714286,5
13,José Antonio,left winger,1,0,0.0,1,2,1,3,0,4,1,2,0,2,0.5,0.0,0.0,0.0,0.0,0
14,Antony,right winger,32,3,2.4,28,29,33,74,85,77,30,95,32,168,20.0,6.6,6.6,3.6,1.2,2
15,Christopher Antwi-Adjei,left winger,63,2,3.8,33,17,30,36,63,80,31,67,20,231,22.0,2.2,2.2,1.318181818181818,0.3636363636363636,15
16,Stredair Appuah,left winger,2,0,0.1,3,0,1,3,2,5,4,7,2,10,0.7,0.1,0.1,4.285714285714286,0.0,0
17,Taïryk Arconte,right winger,1,0,0.0,2,0,0,1,5,5,3,1,2,8,1.4,0.3,0.3,1.4285714285714286,0.7142857142857143,1
18,Adu Ares,left winger,8,0,0.2,3,4,3,4,3,9,5,8,1,19,0.9,0.1,0.1,3.333333333333333,0.0,0
19,Sergio Arribas,right winger,1,0,0.0,1,1,1,2,1,0,0,0,0,0,0.2,0.2,0.2,5.0,0.0,0
20,Takuma Asano,right winger,28,2,2.1,22,18,18,34,80,35,13,32,16,119,19.0,5.6,5.6,2.789473684210526,0.9473684210526316,7
21,Marco Asensio,right winger,82,5,4.2,41,60,26,70,71,33,23,56,11,108,16.0,6.3,5.5,3.625,1.5,4
22,André Ayew,left winger,1,0,0.0,1,3,1,11,8,6,1,3,2,16,3.5,1.0,0.3,0.8571428571428571,0.2857142857142857,1
23,Alex Baena,left winger,26,21,3.8,31,75,43,124,66,62,27,50,14,110,21.6,3.9,3.9,2.8703703703703702,1.0185185185185184,3
24,Jaime Báez,left winger,9,0,0.3,2,7,2,4,2,2,1,5,0,8,1.1,0.1,0.1,1.818181818181818,0.0,1
25,Leon Bailey,left winger,96,4,4.8,30,19,21,28,89,111,40,85,38,182,21.9,5.3,5.3,2.328767123287671,0.6392694063926941,9
26,Jonathan Bamba,left winger,79,9,6.4,46,93,59,146,140,99,35,111,29,345,30.9,8.2,8.2,2.2977346278317152,0.906148867313916,12
27,Lameck Banda,left winger,51,0,1.1,14,17,7,28,74,112,48,86,38,160,18.2,3.1,3.1,1.978021978021978,0.6593406593406593,11
28,Bradley Barcola,left winger,21,0,4.2,25,21,20,39,108,80,40,51,30,156,16.0,3.5,3.5,1.6875,0.8125,7
29,Kike Barja,right winger,110,2,3.6,28,13,25,35,55,89,39,61,18,185,14.6,1.2,1.2,1.1643835616438356,0.4109589041095891,7
30,Harvey Barnes,left winger,44,5,2.2,19,39,31,79,133,91,27,100,48,257,30.1,8.9,8.9,2.3920265780730894,1.1295681063122922,9
31,Ander Barrenetxea,left winger,13,1,1.1,9,14,9,27,41,63,34,36,17,72,9.8,3.0,3.0,1.8367346938775508,1.2244897959183672,0
32,Musa Barrow,left winger,103,5,3.3,43,43,29,58,46,71,24,68,19,141,21.8,3.0,3.0,2.981651376146789,0.7339449541284403,5
33,Cyrille Bayala,right winger,44,5,1.7,19,45,14,66,45,68,25,46,14,109,22.3,2.0,2.0,0.9865470852017936,0.2690582959641255,7
34,Noah Joel Sarenren Bazee,right winger,0,0,0.0,1,0,0,0,1,2,1,0,0,1,0.2,0.0,0.0,0.0,0.0,0
35,Bebé,left winger,16,0,0.1,2,2,1,1,0,8,3,5,0,10,0.7,0.1,0.1,5.714285714285714,0.0,0
36,Jérémie Bela,left winger,34,0,0.4,3,20,7,24,15,27,9,22,5,54,8.3,0.6,0.6,1.4457831325301205,0.6024096385542168,0
37,Youcef Belaïli,left winger,42,5,4.5,29,39,30,69,64,79,33,48,22,99,16.8,6.9,2.5,2.142857142857143,0.5952380952380952,6
38,Youcef Belaïli,left winger,21,1,4.5,29,39,30,69,64,79,33,48,22,99,16.8,6.9,2.5,2.142857142857143,0.5952380952380952,6
39,Karim Bellarabi,right winger,8,0,0.0,0,4,0,4,4,5,1,4,2,11,0.9,0.0,0.0,0.0,0.0,2
40,Salim Ben Seghir,left winger,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
41,Iker Benito,right winger,6,0,0.2,3,0,1,3,3,9,3,9,2,15,2.0,0.0,0.0,0.0,0.0,1
42,Saïd Benrahma,left winger,83,5,3.3,48,32,23,82,94,123,51,109,44,237,23.0,7.0,3.9,3.0,1.0,7
43,Domenico Berardi,right winger,83,6,5.9,45,38,56,114,111,50,22,57,31,213,20.7,11.4,5.1,3.6231884057971016,0.9178743961352658,8
44,Álex Berenguer,right winger,162,0,5.2,52,25,41,77,117,85,37,73,35,249,25.5,4.3,4.3,2.196078431372549,0.7450980392156863,19
45,Mitchell van Bergen,left winger,59,1,2.6,19,11,18,21,37,38,14,51,15,89,10.1,2.2,2.2,2.4752475247524752,1.0891089108910892,3
46,Veljko Birmančević,left winger,5,0,0.2,2,9,4,16,21,22,5,21,11,50,4.9,1.3,1.3,2.653061224489796,0.6122448979591836,0
47,Jeremie Boga,left winger,55,3,3.3,34,23,24,53,37,95,48,64,20,78,8.7,1.9,1.9,1.4942528735632186,0.3448275862068966,1
48,Theo Bongonda,right winger,68,2,2.4,20,20,11,39,55,98,40,74,20,105,21.5,5.2,4.4,1.9534883720930232,0.6511627906976745,6
49,Yvandro Borges Sanches,left winger,2,0,0.0,0,0,1,0,0,2,2,1,0,5,0.3,0.1,0.1,3.333333333333333,0.0,0
50,Kouamé Botué,left winger,0,0,0.1,3,6,1,4,13,5,1,4,3,16,2.5,1.2,1.2,2.8,0.0,0
51,Badredine Bouanani,right winger,47,6,2.6,22,18,18,31,35,51,27,47,16,98,9.6,1.7,1.7,2.5,1.0416666666666667,1
52,Sofiane Boufal,left winger,37,4,1.7,27,30,10,56,38,80,39,49,17,94,9.3,3.6,2.1,2.258064516129032,0.9677419354838708,2
53,Jarrod Bowen,right winger,159,6,6.0,48,39,24,72,157,118,36,102,56,213,35.9,8.9,7.8,2.033426183844011,0.584958217270195,10
54,Jayden Braaf,left winger,5,0,0.1,2,5,0,5,16,24,15,10,5,29,3.2,0.8,0.8,2.8125,0.9375,3
55,Bilal Brahimi,right winger,76,1,1.5,17,11,15,16,27,34,18,41,9,100,8.9,1.0,1.0,2.2471910112359548,0.6741573033707865,6
56,Josip Brekalo,left winger,10,0,0.9,13,17,15,31,11,18,11,20,2,48,5.5,0.7999999999999999,0.7999999999999999,1.2727272727272727,0.1818181818181818,1
57,Josip Brekalo,left winger,13,0,0.9,13,17,15,31,11,18,11,20,2,48,5.5,0.7999999999999999,0.7999999999999999,1.2727272727272727,0.1818181818181818,1
58,David Brooks,right winger,6,0,0.2,2,4,1,11,9,9,2,5,2,10,1.9,0.3,0.3,2.631578947368421,0.5263157894736842,0
59,Jacob Bruun Larsen,left winger,4,0,0.4,7,5,2,4,16,7,2,10,5,24,3.6,1.3,1.3,1.9444444444444444,0.5555555555555556,4
60,Emi Buendía,right winger,18,11,4.2,41,84,41,138,93,59,27,60,19,137,26.8,6.3,6.3,1.828358208955224,0.4104477611940298,1
61,Cristian Buonaiuto,left winger,70,1,1.7,17,31,15,39,49,47,20,35,9,89,10.9,3.3,2.5,3.853211009174312,1.0091743119266054,1
62,Delano Burgzorg,left winger,1,0,0.2,1,1,2,4,11,13,6,4,4,24,2.7,0.2,0.2,1.4814814814814814,0.7407407407407407,3
63,Jamie Bynoe-Gittens,right winger,6,2,1.0,2,9,5,9,37,55,20,24,18,38,5.9,2.4,2.4,4.067796610169491,1.8644067796610169,0
64,Daniel Caligiuri,right winger,11,0,0.3,4,10,4,16,5,11,5,7,1,8,3.2,0.4,0.4,1.875,0.625,0
65,Nicolò Cambiaghi,left winger,41,0,1.6,15,19,18,42,56,57,22,73,23,99,14.3,3.4,3.4,2.517482517482517,0.979020979020979,1
66,Matteo Cancellieri,right winger,7,0,0.3,3,1,1,2,16,9,3,15,9,33,2.8,0.4,0.4,2.142857142857143,0.3571428571428571,5
67,Sergi Canós,right winger,3,0,0.0,1,2,1,2,2,6,4,4,0,7,0.9,0.1,0.1,1.1111111111111112,0.0,0
68,José Carlos Lazo,left winger,0,0,0.1,2,0,3,4,5,6,1,2,0,13,2.0,0.3,0.3,3.0,1.0,0
69,José Carlos Lazo,left winger,4,0,0.1,2,0,3,4,5,6,1,2,0,13,2.0,0.3,0.3,3.0,1.0,0
70,Yannick Carrasco,left winger,107,4,4.1,47,35,36,84,160,124,60,146,71,264,25.7,8.0,7.2,2.568093385214008,0.8171206225680934,6
71,Samu Castillejo,right winger,87,2,2.7,30,49,21,76,49,65,23,54,11,115,15.1,2.9,2.9,2.450331125827814,0.6622516556291391,7
72,Yoann Cathline,left winger,48,1,0.7,6,14,13,29,29,63,23,46,10,106,12.1,1.5,1.5,2.1487603305785123,0.7438016528925621,1
73,Emil Ceide,left winger,6,1,0.9,8,7,9,19,39,25,8,37,23,47,5.7,0.8,0.8,1.7543859649122806,0.5263157894736842,1
74,Franco Cervi,left winger,113,1,2.9,27,49,26,69,50,51,21,45,8,113,21.0,2.3,2.3,1.0952380952380951,0.2857142857142857,2
75,Ivane Chegra,right winger,4,1,0.1,1,5,1,7,1,8,3,7,1,5,2.1,0.0,0.0,0.4761904761904761,0.0,2
76,Rayan Cherki,right winger,91,13,9.0,66,71,60,144,141,157,79,133,61,260,20.8,4.9,4.9,2.9326923076923075,1.0096153846153846,4
77,Federico Chiesa,right winger,43,1,1.7,20,25,15,34,49,45,24,46,16,88,9.5,1.5,1.5,2.736842105263158,0.3157894736842105,2
78,Samuel Chukwueze,right winger,28,9,4.4,44,35,45,85,143,175,86,133,71,261,26.0,6.5,6.5,2.3076923076923075,0.6538461538461539,11
79,Darko Churlinov,left winger,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0
80,Patrick Ciurria,right winger,98,1,3.3,36,67,31,91,51,54,18,67,9,168,30.6,4.8,4.8,1.6339869281045751,0.7516339869281046,8
81,Marcus Coco,right winger,24,0,0.7,10,15,8,26,22,15,7,23,4,56,7.1,1.1,1.1,0.9859154929577464,0.1408450704225352,3
82,Diego Collado,left winger,2,0,0.0,0,0,0,1,1,0,0,0,0,3,0.1,0.0,0.0,0.0,0.0,0
83,Kingsley Coman,right winger,74,4,6.5,42,26,44,70,94,92,47,98,44,296,15.7,4.6,4.6,3.121019108280255,1.0828025477707006,5
84,Maxwel Cornet,left winger,6,0,0.1,1,3,1,5,11,5,2,9,5,26,2.7,1.3,1.3,3.333333333333333,0.7407407407407407,9
85,Jesús Corona,right winger,3,0,0.2,3,1,2,3,7,7,3,3,1,9,1.2,0.5,0.5,0.8333333333333334,0.8333333333333334,1
86,Tanguy Coulibaly,left winger,10,0,0.7,6,8,4,12,17,22,11,14,5,38,3.6,2.3,1.5,3.055555555555556,1.6666666666666663,3
87,Philippe Coutinho,left winger,19,5,0.8,8,30,8,48,24,34,14,18,5,68,8.8,1.4,1.4,2.386363636363636,0.9090909090909092,2
88,Juan Cruz,right winger,6,0,0.1,2,0,0,1,8,7,3,7,3,15,2.0,0.5,0.5,2.5,1.0,1
89,Curro,right winger,1,0,0.2,2,1,1,1,1,0,0,1,0,1,0.5,0.1,0.1,2.0,2.0,0
90,Marco D'Alessandro,right winger,13,0,0.1,3,4,0,3,10,5,1,14,5,19,3.2,0.3,0.3,1.25,0.3125,1
91,Luca D'Andrea,right winger,7,1,0.4,10,6,3,9,12,12,4,11,5,29,3.5,0.3,0.3,2.0,0.8571428571428571,1
92,Mikkel Damsgaard,left winger,29,5,1.3,11,36,10,44,27,23,9,9,1,45,11.0,2.6,2.6,1.0909090909090908,0.4545454545454545,0
93,Arnaut Danjuma,left winger,2,0,0.4,6,8,5,2,31,14,3,17,10,54,7.2,3.5,2.7,2.361111111111111,0.9722222222222224,4
94,Arnaut Danjuma,left winger,6,0,0.4,6,8,5,2,31,14,3,17,10,54,7.2,3.5,2.7,2.361111111111111,0.9722222222222224,4
95,Romain Del Castillo,right winger,101,8,4.2,36,44,36,75,45,70,28,47,12,125,15.8,6.2,2.3,1.962025316455696,0.6962025316455696,1
96,Karamoko Dembele,right winger,14,0,0.2,3,3,2,5,10,6,2,7,3,26,2.0,0.2,0.2,2.0,1.0,0
97,Ousmane Dembélé,right winger,106,13,5.0,41,21,37,74,103,114,52,124,56,209,15.7,3.9,3.9,3.121019108280255,1.019108280254777,5
98,Siriki Dembélé,left winger,3,0,0.8999999999999999,12,7,9,13,16,41,25,19,9,40,5.3,0.5,0.5,1.3207547169811322,0.7547169811320755,0
99,Siriki Dembélé,left winger,6,0,0.8999999999999999,12,7,9,13,16,41,25,19,9,40,5.3,0.5,0.5,1.3207547169811322,0.7547169811320755,0
100,Federico Di Francesco,left winger,45,7,2.2,25,29,18,60,82,49,17,50,18,177,22.6,3.3,3.3,1.725663716814159,0.7079646017699115,13
101,Ángel Di María,right winger,97,7,4.1,42,63,41,96,46,80,32,56,13,95,15.1,3.1,2.3,2.450331125827814,0.794701986754967,4
102,Moussa Diaby,left winger,95,12,7.0,58,46,52,104,139,105,51,125,55,258,30.0,11.0,10.3,2.6333333333333333,1.1333333333333333,10
103,Mamady Diarra,left winger,0,0,0.0,0,0,0,0,3,3,1,3,1,0,0.7,0.1,0.1,4.285714285714286,0.0,0
104,Stéphane Diarra,right winger,15,0,0.8,11,8,12,33,40,78,24,40,20,85,11.8,2.2,2.2,1.694915254237288,0.6779661016949152,4
105,Luis Díaz,left winger,8,0,1.3,13,25,13,49,77,65,32,39,22,116,11.1,2.5,2.5,2.4324324324324325,0.7207207207207208,3
106,Eren Dinkçi,right winger,4,0,1.2,6,1,2,6,20,14,4,5,3,24,2.6,0.4,0.4,2.3076923076923075,0.0,2
107,Sofiane Diop,left winger,44,6,2.0,24,53,20,74,39,54,23,60,13,101,14.3,3.6,3.6,2.097902097902098,0.6993006993006994,3
108,Sofiane Diop,left winger,7,0,2.0,24,53,20,74,39,54,23,60,13,101,14.3,3.6,3.6,2.097902097902098,0.6993006993006994,3
109,Moussa Djenepo,left winger,12,0,0.4,9,13,5,19,16,42,19,27,6,39,7.9,0.2,0.2,0.3797468354430379,0.2531645569620253,1
110,Ben Doak,right winger,0,0,0.0,0,0,0,1,2,4,0,1,2,4,0.3,0.0,0.0,0.0,0.0,0
111,Ritsu Doan,right winger,30,4,4.0,27,44,28,69,103,129,50,83,35,167,26.9,7.0,7.0,2.1189591078066914,1.0037174721189592,6
112,Jeremy Doku,right winger,24,2,4.0,30,27,35,71,89,159,96,101,47,156,14.3,2.7,2.7,1.818181818181818,0.8391608391608392,0
113,Jodel Dossou,right winger,10,0,0.2,3,5,1,6,9,21,8,8,2,23,2.9,0.4,0.4,2.0689655172413794,1.0344827586206895,3
114,Rémy Dugimont,left winger,0,0,0.1,3,3,1,8,4,1,0,2,0,12,1.3,0.1,0.1,3.0769230769230766,0.7692307692307692,2
115,Malcolm Ebiowei,right winger,3,0,0.0,0,0,0,2,2,5,2,2,0,9,0.4,0.0,0.0,0.0,0.0,0
116,Samuel Edozie,left winger,11,1,0.4,8,6,6,13,32,37,12,26,13,39,6.3,0.9,0.9,1.2698412698412698,0.4761904761904762,1
117,Chidera Ejuke,left winger,16,3,0.9,10,28,10,39,32,97,47,38,18,67,9.9,1.5,1.5,2.4242424242424243,0.5050505050505051,1
118,Anthony Elanga,left winger,7,0,1.0,6,3,3,8,28,15,5,12,7,28,4.7,0.7,0.7,2.127659574468085,0.851063829787234,3
119,Alberth Elis,right winger,2,1,0.3,3,2,3,4,6,11,2,8,3,19,2.9,0.5,0.5,1.3793103448275863,0.3448275862068966,1
120,Harvey Elliott,right winger,34,8,4.3,26,68,41,142,50,42,19,54,10,129,17.9,2.1,2.1,2.011173184357542,0.670391061452514,2
121,Mohamed Elyounoussi,left winger,34,7,1.7,18,32,19,50,54,47,24,56,12,98,24.1,3.5,3.5,1.4937759336099583,0.4149377593360995,3
122,Adri Embarba,right winger,127,0,2.7,32,22,12,47,43,121,50,63,14,117,16.8,3.9,3.2,2.916666666666667,1.1309523809523812,10
123,Adri Embarba,right winger,2,0,2.7,32,22,12,47,43,121,50,63,14,117,16.8,3.9,3.2,2.916666666666667,1.1309523809523812,10
124,Abdessamad Ezzalzouli,left winger,76,3,3.8,12,13,24,44,66,117,59,93,45,136,16.7,2.7,2.7,2.395209580838324,0.9580838323353292,2
125,Romain Faivre,right winger,26,4,3.2,23,50,25,91,49,108,51,91,18,82,17.1,2.9000000000000004,2.9000000000000004,1.7543859649122806,0.935672514619883,1
126,Romain Faivre,right winger,17,0,3.2,23,50,25,91,49,108,51,91,18,82,17.1,2.9000000000000004,2.9000000000000004,1.7543859649122806,0.935672514619883,1
127,Ansu Fati,left winger,9,1,2.3,16,23,19,48,128,47,23,47,31,178,15.5,9.1,9.1,3.935483870967742,1.1612903225806452,10
128,Fidel,left winger,57,7,2.5,28,89,15,139,43,76,32,53,7,90,19.0,2.3,1.5,0.6842105263157895,0.1052631578947368,9
129,Alexis Flips,right winger,139,10,6.7,44,83,45,110,54,42,12,23,3,162,22.0,3.9,3.9,2.409090909090909,0.9090909090909092,2
130,Emil Forsberg,left winger,17,3,2.6,18,47,21,67,28,29,15,20,3,77,16.5,4.9,3.3,1.2727272727272727,0.5454545454545454,7
131,Ryan Fraser,left winger,13,0,0.3,5,4,4,9,9,2,1,8,1,23,3.5,0.3,0.3,1.7142857142857142,0.2857142857142857,1
132,Chris Führich,right winger,50,2,3.5,24,43,21,83,69,106,50,93,31,142,20.9,3.6,2.9,2.057416267942584,0.6220095693779905,3
133,Cody Gakpo,left winger,17,3,1.9,23,33,11,50,76,48,23,36,12,109,16.2,6.2,6.2,2.4074074074074074,0.7407407407407408,8
134,Álvaro García,left winger,159,1,4.9,48,28,41,71,118,52,21,116,45,293,31.9,3.6,3.6,1.6300940438871474,0.658307210031348,12
135,Alejandro Garnacho,left winger,2,0,0.9,3,2,2,12,59,44,12,33,28,85,6.3,3.0,3.0,3.8095238095238098,1.4285714285714286,3
136,Bryan Gil,left winger,2,0,0.7999999999999999,10,13,12,27,27,50,21,32,4,90,11.8,3.0,3.0,1.610169491525424,0.423728813559322,4
137,Bryan Gil,left winger,29,0,0.7999999999999999,10,13,12,27,27,50,21,32,4,90,11.8,3.0,3.0,1.610169491525424,0.423728813559322,4
138,Serge Gnabry,right winger,39,4,4.8,36,49,33,82,146,64,28,74,41,217,21.6,11.2,10.4,3.75,1.851851851851852,9
139,Degnand Gnonto,left winger,42,4,2.2,22,12,19,35,43,77,21,66,17,136,15.0,1.8,1.8,1.4666666666666666,0.5333333333333333,3
140,Moi Gómez,left winger,115,1,4.8,53,170,34,184,23,40,27,37,7,67,27.3,1.6,1.6,0.6959706959706959,0.3296703296703296,1
141,Nicolás González,left winger,31,1,1.1,19,41,21,70,73,73,25,37,9,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,4
142,Nicolás González,left winger,31,1,1.1,19,41,21,70,73,73,25,37,9,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,0
143,Nicolás González,left winger,31,1,1.1,19,41,21,70,73,73,25,37,9,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,4
144,Nicolás González,left winger,31,1,1.1,19,41,21,70,73,73,25,37,9,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,0
145,Nicolás González,left winger,31,1,1.1,19,41,21,70,73,73,25,37,9,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,4
146,Nicolás González,left winger,31,1,1.1,19,41,21,70,73,73,25,37,9,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,0
147,Nicolás González,left winger,31,1,1.1,19,41,21,70,73,73,25,37,9,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,4
148,Nicolás González,left winger,31,1,1.1,19,41,21,70,73,73,25,37,9,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,0
149,Nicolás González,left winger,31,1,1.1,19,41,21,70,19,39,28,21,1,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,4
150,Nicolás González,left winger,31,1,1.1,19,41,21,70,19,39,28,21,1,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,0
151,Nicolás González,left winger,31,1,1.1,19,41,21,70,19,39,28,21,1,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,4
152,Nicolás González,left winger,31,1,1.1,19,41,21,70,19,39,28,21,1,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,0
153,Nicolás González,left winger,31,1,1.1,19,41,21,70,19,39,28,21,1,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,4
154,Nicolás González,left winger,31,1,1.1,19,41,21,70,19,39,28,21,1,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,0
155,Nicolás González,left winger,31,1,1.1,19,41,21,70,19,39,28,21,1,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,4
156,Nicolás González,left winger,31,1,1.1,19,41,21,70,19,39,28,21,1,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,0
157,Nicolás González,left winger,31,1,1.4,12,92,9,81,73,73,25,37,9,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,4
158,Nicolás González,left winger,31,1,1.4,12,92,9,81,73,73,25,37,9,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,0
159,Nicolás González,left winger,31,1,1.4,12,92,9,81,73,73,25,37,9,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,4
160,Nicolás González,left winger,31,1,1.4,12,92,9,81,73,73,25,37,9,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,0
161,Nicolás González,left winger,31,1,1.4,12,92,9,81,73,73,25,37,9,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,4
162,Nicolás González,left winger,31,1,1.4,12,92,9,81,73,73,25,37,9,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,0
163,Nicolás González,left winger,31,1,1.4,12,92,9,81,73,73,25,37,9,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,4
164,Nicolás González,left winger,31,1,1.4,12,92,9,81,73,73,25,37,9,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,0
165,Nicolás González,left winger,31,1,1.4,12,92,9,81,19,39,28,21,1,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,4
166,Nicolás González,left winger,31,1,1.4,12,92,9,81,19,39,28,21,1,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,0
167,Nicolás González,left winger,31,1,1.4,12,92,9,81,19,39,28,21,1,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,4
168,Nicolás González,left winger,31,1,1.4,12,92,9,81,19,39,28,21,1,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,0
169,Nicolás González,left winger,31,1,1.4,12,92,9,81,19,39,28,21,1,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,4
170,Nicolás González,left winger,31,1,1.4,12,92,9,81,19,39,28,21,1,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,0
171,Nicolás González,left winger,31,1,1.4,12,92,9,81,19,39,28,21,1,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,4
172,Nicolás González,left winger,31,1,1.4,12,92,9,81,19,39,28,21,1,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,0
173,Nicolás González,left winger,3,2,1.1,19,41,21,70,73,73,25,37,9,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,4
174,Nicolás González,left winger,3,2,1.1,19,41,21,70,73,73,25,37,9,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,0
175,Nicolás González,left winger,3,2,1.1,19,41,21,70,73,73,25,37,9,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,4
176,Nicolás González,left winger,3,2,1.1,19,41,21,70,73,73,25,37,9,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,0
177,Nicolás González,left winger,3,2,1.1,19,41,21,70,73,73,25,37,9,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,4
178,Nicolás González,left winger,3,2,1.1,19,41,21,70,73,73,25,37,9,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,0
179,Nicolás González,left winger,3,2,1.1,19,41,21,70,73,73,25,37,9,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,4
180,Nicolás González,left winger,3,2,1.1,19,41,21,70,73,73,25,37,9,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,0
181,Nicolás González,left winger,3,2,1.1,19,41,21,70,19,39,28,21,1,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,4
182,Nicolás González,left winger,3,2,1.1,19,41,21,70,19,39,28,21,1,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,0
183,Nicolás González,left winger,3,2,1.1,19,41,21,70,19,39,28,21,1,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,4
184,Nicolás González,left winger,3,2,1.1,19,41,21,70,19,39,28,21,1,112,15.0,1.5,1.5,0.8974358974358975,0.1923076923076923,0
185,Nicolás González,left winger,3,2,1.1,19,41,21,70,19,39,28,21,1,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,4
186,Nicolás González,left winger,3,2,1.1,19,41,21,70,19,39,28,21,1,17,15.6,6.7,5.4,3.8666666666666663,1.1333333333333333,0
187,Nicolás González,left winger,3,2,1.1,19,41,21,70,19,39,28,21,1,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,4
188,Nicolás González,left winger,3,2,1.1,19,41,21,70,19,39,28,21,1,17,15.6,1.5,1.5,0.8974358974358975,0.1923076923076923,0
189,Nicolás González,left winger,3,2,1.4,12,92,9,81,73,73,25,37,9,112,15.0,6.7,5.4,3.8666666666666663,1.1333333333333333,4
