,Player,Position,BTklInt,CTkl%,PTCrs,PTTB,SCA,LPrgP,LFTP,LxA,CaFTC,CaPrgC,Def_3rd,Mid_3rd,Att_3rd,Live,90s,PrgR
0,Abner,left-back,20,43.75,13,0,8,16,18,0.5,7,8,128,189,113,425,6.7,25
1,Marcos Acuña,left-back,80,71.42857142857143,147,3,65,102,71,5.7,43,49,406,670,467,1523,21.2,94
2,Felix Agu,right-back,1,0.0,1,0,4,2,1,0.1,2,0,7,13,14,33,0.5,2
3,Ruben Aguilar,right-back,37,36.36363636363637,39,0,18,102,72,1.2,23,29,210,463,305,975,13.0,78
4,Ola Aina,right-back,28,60.0,35,0,27,43,35,1.9,26,35,146,294,250,679,9.7,43
5,Rayan Aït Nouri,left-back,42,60.0,21,0,23,43,29,0.9,13,30,240,279,233,740,12.0,76
6,Sergio Akieme,left-back,41,54.54545454545454,70,3,36,58,43,2.2,34,60,434,563,307,1283,25.5,84
7,Jordi Alba,left-back,36,42.85714285714285,91,4,59,141,120,6.7,27,42,299,765,506,1558,15.8,157
8,Trent Alexander-Arnold,right-back,100,53.16455696202531,252,26,124,235,239,9.1,39,43,737,1631,837,3180,32.5,139
9,Marcos Alonso,left-back,26,75.0,23,1,14,71,70,0.9,11,26,402,624,94,1114,13.0,12
10,Mickaël Alphonse,right-back,70,60.60606060606061,27,0,19,51,43,0.9,25,30,255,457,178,879,15.1,34
11,Jordan Amavi,left-back,7,33.33333333333333,6,0,2,5,2,0.0,5,4,33,65,23,119,2.2,5
12,Kelvin Amian,right-back,76,77.41935483870968,39,1,45,102,80,2.2,31,53,506,512,383,1395,26.4,72
13,Ayoub Amraoui,left-back,10,40.0,14,0,4,13,10,0.1,5,6,69,93,50,210,3.3,18
14,Angeliño,left-back,65,62.16216216216216,179,1,88,108,82,7.7,26,24,506,771,533,1798,29.1,120
15,Fabrizio Angileri,left-back,19,58.82352941176471,12,0,5,16,13,0.1,7,4,88,157,80,324,6.5,14
16,Dennis Appiah,right-back,31,37.03703703703704,21,0,11,39,30,0.3,13,15,158,292,113,554,8.8,51
17,Santiago Arzamendia,left-back,11,28.57142857142857,14,0,11,17,14,0.2,9,8,90,135,70,290,5.4,22
18,Lorenz Assignon,right-back,8,50.0,4,0,4,11,8,0.3,7,10,51,110,42,200,2.9,13
19,Youcef Atal,right-back,52,71.875,40,1,31,39,28,1.7,29,38,149,295,202,632,8.7,63
20,Tommaso Augello,left-back,34,45.0,170,0,77,119,84,3.8,43,84,615,856,544,1981,34.0,153
21,Ludwig Augustinsson,left-back,4,33.33333333333333,5,0,2,5,1,0.1,3,0,47,47,37,131,2.4,9
22,Ludwig Augustinsson,left-back,4,33.33333333333333,6,0,2,5,1,0.1,3,0,47,47,37,131,2.4,9
23,Serge Aurier,right-back,93,69.6969696969697,40,1,26,71,44,0.9,26,37,484,505,263,1238,21.6,50
24,Mehmet Aydin,right-back,35,45.83333333333333,23,1,13,15,13,0.3,12,9,128,165,97,380,6.3,21
25,Luke Ayling,right-back,92,49.41176470588236,62,0,40,77,61,2.2,20,28,466,578,390,1413,22.8,100
26,César Azpilicueta,right-back,62,59.45945945945946,26,0,25,71,40,1.3,19,23,424,510,319,1245,17.0,81
27,Sanoussy Ba,left-back,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0
28,Mitchel Bakker,left-back,31,40.0,26,1,37,57,36,1.3,17,28,331,570,250,1139,18.4,65
29,Ridle Baku,right-back,71,55.172413793103445,70,2,64,126,116,5.0,23,50,521,880,498,1889,28.7,157
30,Alejandro Balde,left-back,54,58.53658536585365,67,0,66,79,74,5.4,69,96,419,874,672,1939,27.5,234
31,Thierno Balde,right-back,50,60.0,37,4,45,60,34,1.5,51,66,395,425,339,1138,23.9,118
32,Mikel Balenziaga,left-back,5,100.0,3,0,1,7,4,0.1,2,0,14,39,25,77,1.3,6
33,Iván Balliu,right-back,77,60.0,105,1,66,131,95,2.6,51,75,503,925,695,2116,35.9,147
34,Fodé Ballo-Touré,left-back,16,70.0,17,0,8,25,13,0.3,7,11,77,168,110,352,5.8,31
35,Abdoulaye Bamba,right-back,40,84.21052631578947,19,2,8,36,46,0.6,5,8,317,442,81,832,15.2,19
36,Tommaso Barbieri,right-back,3,37.5,7,1,1,0,1,0.0,2,5,28,29,21,78,1.2,4
37,Melvin Bard,left-back,160,66.29213483146067,70,1,30,96,70,1.3,60,61,603,837,409,1820,27.3,126
38,Gil Bastião Dias,left-back,10,25.0,6,0,12,14,7,0.5,5,16,46,111,97,246,4.4,33
39,Brian Bayeye,right-back,4,100.0,2,0,3,3,2,0.0,2,3,29,24,11,64,0.7,5
40,Raoul Bellanova,right-back,18,64.28571428571429,32,0,7,12,9,0.4,12,25,115,127,135,373,5.5,37
41,Héctor Bellerín,right-back,5,66.66666666666666,3,1,5,13,10,0.5,3,2,17,50,41,107,1.6,6
42,Ramy Bensebaini,left-back,70,66.66666666666666,31,10,37,101,81,2.7,24,40,685,870,345,1883,27.6,98
43,Yuri Berchiche,left-back,96,59.32203389830508,66,2,59,179,146,1.7,45,59,478,899,506,1865,26.7,95
44,Bartosz Bereszyński,right-back,55,67.85714285714286,31,0,10,51,37,0.4,23,28,288,377,230,883,15.1,47
45,Bartosz Bereszyński,right-back,55,67.85714285714286,0,0,10,51,37,0.4,23,28,288,377,230,883,15.1,47
46,Quentin Bernard,left-back,24,46.66666666666666,14,0,11,27,31,0.5,15,4,152,242,82,473,7.0,14
47,Juan Bernat,left-back,41,53.84615384615385,16,0,37,38,36,3.0,21,24,286,543,348,1170,18.3,143
48,Victor Bernth Kristiansen,left-back,41,73.33333333333333,29,1,14,31,29,0.6,8,17,234,255,123,607,9.9,24
49,Giulian Biancone,right-back,3,100.0,1,0,1,0,0,0.0,1,2,19,5,1,25,0.2,1
50,Cristiano Biraghi,left-back,79,49.23076923076923,300,0,132,161,114,5.8,51,69,534,904,793,2212,28.3,113
51,Samuele Birindelli,right-back,51,62.06896551724138,70,0,35,43,27,1.9,35,55,277,372,321,957,15.6,121
52,Lautaro Blanco,left-back,18,34.61538461538461,86,0,23,28,19,1.3,20,41,127,163,209,494,9.7,76
53,Neto Borges,left-back,116,61.33333333333333,84,4,77,100,59,3.5,57,69,566,759,576,1869,31.5,189
54,Kenji-Van Boto,left-back,4,50.0,4,0,2,2,2,0.0,5,4,24,40,20,83,2.0,10
55,Ismaëlben Boura,left-back,8,83.33333333333334,7,0,2,6,2,0.5,4,6,21,40,27,88,1.0,11
56,Domagoj Bradarić,left-back,47,43.75,68,0,42,52,40,1.5,46,63,398,609,368,1352,25.0,107
57,James Bree,right-back,11,75.0,13,0,6,5,5,0.2,4,4,71,67,75,213,4.1,12
58,Cédric Brunner,right-back,82,66.66666666666666,61,1,37,77,46,2.2,32,32,524,609,279,1402,25.7,27
59,Andreas Bruus,right-back,29,40.0,67,0,32,41,24,1.8,23,47,203,302,279,777,18.1,117
60,Joe Bryan,left-back,6,100.0,3,0,1,8,2,0.1,6,2,27,58,36,119,2.0,16
61,Lee Buchanan,left-back,26,50.0,18,1,7,21,16,0.6,4,10,125,145,86,350,5.2,20
62,Hugo Bueno,left-back,43,51.51515151515152,60,0,30,39,24,1.0,29,52,318,275,249,835,14.6,64
63,Maxime Busi,right-back,35,44.82758620689656,27,2,19,57,39,0.7,21,25,185,369,180,728,11.6,44
64,Aurélio Buta,right-back,42,55.55555555555556,62,0,31,47,35,2.3,19,45,190,395,352,928,14.6,118
65,Leonardo Buta,left-back,1,0.0,2,0,0,1,0,0.0,0,1,2,7,5,14,0.2,1
66,Jimmy Cabot,right wingback,24,46.15384615384615,50,1,31,29,19,2.0,17,26,88,162,193,432,5.7,65
67,Liberato Cacace,left-back,29,60.0,29,0,23,41,24,0.7,14,21,166,243,122,525,6.5,31
68,Anthony Caci,left-back,112,66.66666666666666,71,0,50,90,85,2.3,16,20,458,667,261,1370,22.6,41
69,Davide Calabria,right-back,96,62.29508196721312,41,0,37,108,71,1.6,23,26,414,768,307,1474,18.8,80
70,Kerim Calhanoglu,left-back,2,100.0,2,0,4,3,0,0.2,3,3,22,17,19,58,0.7,3
71,Andrea Cambiaso,left-back,83,43.07692307692308,56,0,55,83,48,1.6,59,64,620,771,423,1790,24.1,105
72,João Cancelo,right-back,86,57.44680851063831,45,2,74,167,135,4.3,63,123,449,1192,757,2377,25.4,215
73,João Cancelo,right-back,86,57.44680851063831,35,3,74,167,135,4.3,63,123,449,1192,757,2377,25.4,215
74,Antonio Candreva,right wingback,34,28.947368421052637,218,5,99,135,98,4.9,50,71,332,783,708,1802,30.3,171
75,Ander Capa,right-back,1,20.0,4,0,5,12,5,0.1,9,5,24,50,37,110,1.2,7
76,Pierrick Capelle,left wingback,51,40.0,46,0,33,66,58,1.2,24,16,194,485,227,898,15.9,40
77,Franco Carboni,left wingback,2,0.0,9,0,1,2,3,0.0,3,7,17,28,21,61,0.7,8
78,Isaac Carcelen,right-back,88,65.07936507936508,73,0,43,85,65,1.8,18,33,438,550,239,1212,24.4,62
79,Igor Carioca,right-back,23,57.14285714285714,14,2,9,22,17,0.3,13,8,115,162,74,348,5.1,23
80,Carlos,left-back,97,61.11111111111112,54,2,56,101,75,3.4,62,87,676,917,498,2073,34.3,151
81,Carmona,right-back,44,93.75,12,0,24,21,30,0.2,21,17,230,289,152,665,12.4,35
82,Carmona,right-back,44,93.75,11,0,24,21,30,0.2,21,17,230,289,152,665,12.4,35
83,Dani Carvajal,right-back,47,51.42857142857142,49,2,40,58,57,2.0,30,22,412,580,526,1512,19.8,147
84,Matty Cash,right-back,81,70.27027027027027,46,2,28,75,57,0.9,33,42,423,545,258,1215,20.2,57
85,Tommaso Cassandro,right-back,1,0.0,0,0,0,0,1,0.0,0,0,4,3,1,8,0.1,0
86,Timothy Castagne,right-back,130,48.80952380952381,58,3,51,106,89,2.2,23,39,820,920,508,2237,36.2,149
87,Jonny Castro,left-back,48,48.64864864864865,18,3,24,70,60,0.8,18,24,343,444,227,1004,14.0,46
88,Zeki Çelik,right-back,56,58.53658536585365,42,0,40,67,55,1.4,31,34,350,491,276,1102,16.7,76
89,Álex Centelles,left-back,33,72.72727272727273,46,0,24,35,32,1.1,11,17,269,244,180,686,12.5,48
90,Fabien Centonze,right-back,102,71.42857142857143,67,2,35,102,59,0.9,39,42,331,564,332,1217,18.8,125
91,Timothy Chandler,right-back,2,100.0,3,0,3,7,7,0.1,0,2,14,32,25,71,1.0,6
92,Pep Chavarría,left-back,8,20.0,13,1,19,19,7,0.5,6,13,37,75,120,229,4.1,25
93,Ilyes Cheti,left-back,10,62.5,5,0,1,4,6,0.0,1,2,62,67,22,150,2.3,7
94,Ben Chilwell,left-back,39,52.0,92,2,39,41,42,2.4,36,43,284,426,426,1133,15.6,131
95,Yanis Cimignani,left wingback,13,80.0,10,0,8,0,1,0.1,8,3,23,64,61,148,3.1,17
96,Jonathan Clauss,right-back,77,44.230769230769226,110,8,101,121,90,7.2,51,83,326,737,720,1757,28.8,240
97,Carlos Clerc,left-back,103,62.0,89,1,41,107,78,2.0,40,51,596,761,370,1714,29.3,91
98,Nathaniel Clyne,right-back,46,60.86956521739131,21,0,18,52,51,0.6,10,14,313,475,186,971,18.2,29
99,Séamus Coleman,right-back,57,65.51724137931035,22,0,21,61,35,0.9,10,13,334,416,246,990,18.4,37
100,David Čolina,left-back,8,100.0,6,0,5,6,3,0.1,4,2,28,51,34,109,1.8,7
101,Abdu Conté,left-back,31,54.54545454545454,37,2,24,56,41,1.8,21,32,285,385,206,869,14.6,91
102,Andrea Conti,right-back,0,0.0,0,0,0,1,0,0.0,0,0,0,8,3,11,0.3,2
103,Sébastien Corchia,right-back,30,50.0,43,0,15,29,18,0.4,10,21,116,200,162,468,8.7,65
104,Thierry Correia,right-back,95,57.407407407407405,87,1,43,104,101,2.1,46,60,491,687,457,1616,22.3,122
105,Danny da Costa,right-back,29,60.0,52,0,32,62,37,1.3,19,32,164,362,246,767,13.7,74
106,Jaume Costa,left-back,72,56.86274509803921,75,0,58,74,55,2.7,38,60,360,603,415,1364,28.9,123
107,Vladimír Coufal,right-back,96,70.58823529411765,113,0,52,82,68,1.7,33,53,435,580,424,1433,23.7,109
108,Yan Couto,right-back,30,60.0,63,0,45,55,33,2.1,31,56,184,295,266,734,12.9,89
109,Nicolas Cozza,left-back,62,68.29268292682927,14,1,19,52,30,0.8,16,22,315,355,136,800,15.3,36
110,Nicolas Cozza,left-back,62,68.29268292682927,0,0,19,52,30,0.8,16,22,315,355,136,800,15.3,36
111,Aaron Cresswell,left-back,48,38.70967741935484,133,1,73,145,91,2.9,26,35,507,668,438,1607,24.8,82
112,Juan Cruz Armada,left-back,37,56.52173913043478,35,0,39,68,66,1.0,15,15,404,562,206,1163,22.9,55
113,Juan Cuadrado,right-back,74,41.53846153846154,83,0,78,92,62,2.3,35,48,400,758,433,1581,23.1,125
114,Marc Cucurella,left-back,82,50.0,44,0,27,73,77,0.9,20,30,470,672,358,1490,18.6,65
115,Braian Cufré,left-back,7,40.0,1,0,3,7,4,0.1,2,3,28,54,28,110,2.4,9
116,Colin Dagba,right-back,49,73.07692307692307,35,0,23,31,26,0.8,21,26,148,258,220,617,10.6,48
117,Diogo Dalot,right-back,91,73.33333333333333,44,3,52,92,82,1.5,32,46,580,714,390,1673,23.9,85
118,Danilo,right-back,27,24.0,3,2,23,34,24,0.6,9,13,118,182,92,383,10.8,22
119,Danilo,right-back,27,24.0,3,2,23,34,24,0.6,9,13,118,182,92,383,35.4,43
120,Danilo,right-back,27,24.0,3,2,23,34,24,0.6,26,39,1054,1304,257,2597,10.8,22
121,Danilo,right-back,27,24.0,3,2,23,34,24,0.6,26,39,1054,1304,257,2597,35.4,43
122,Danilo,right-back,27,24.0,3,2,23,176,187,1.3,9,13,118,182,92,383,10.8,22
