Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,GA,npg,PK,PKatt,CrdY,CrdR,xG,NPxG,xAG,NPxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,GA_p90,npg_p90,npG+A_p90,xG_p90,xAG_p90,xG+xAG_p90,NPxG_p90,NPxG+xAG_p90,
1404,Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,23,1998,32,31,2631,29.2,15,11,26,13,2,2,6,1,13.2,11.6,6.5,18.1,97,61,240,0.51369863,0.376712329,0.890410959,0.445205479,0.821917808,0.452054795,0.22260274,0.674657534,0.397260274,0.619863014,Matches
1405,Timothée Kolodziejczak,FRA,DF,Schalke 04,Bundesliga,30,1991,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1406,Cheick Konaté,CIV,DF,Clermont Foot,Ligue 1,18,2004,9,6,572,6.4,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,12,21,9,0,0,0,0,0,0.0625,0.03125,0.09375,0.0625,0.09375,Matches
1407,Ibrahima Konaté,FRA,DF,Liverpool,Premier League,23,1999,18,17,1552,17.2,0,0,0,0,0,0,5,0,1.2,1.2,0.1,1.4,7,56,5,0,0,0,0,0,0.069767442,0.005813953,0.075581395,0.069767442,0.081395349,Matches
1408,Geoffrey Kondogbia,CTA,MF,Atlético Madrid,La Liga,29,1993,20,10,1006,11.2,0,2,2,0,0,0,5,0,0.7,0.7,0.9,1.6,6,42,5,0,0.178571429,0.178571429,0,0.178571429,0.0625,0.080357143,0.142857143,0.0625,0.142857143,Matches
1409,Ibrahima Koné,MLI,FW,Lorient,Ligue 1,23,1999,37,15,1577,17.5,7,1,8,5,2,3,3,0,5.6,3.2,1,4.3,15,27,109,0.4,0.057142857,0.457142857,0.285714286,0.342857143,0.32,0.057142857,0.377142857,0.182857143,0.245714286,Matches
1410,Kouadio Koné,FRA,MF,M'Gladbach,Bundesliga,21,2001,30,30,2608,29,1,1,2,1,0,0,12,0,1.2,1.2,1.3,2.5,59,166,55,0.034482759,0.034482759,0.068965517,0.034482759,0.068965517,0.04137931,0.044827586,0.086206897,0.04137931,0.086206897,Matches
1411,Youssouf Koné,MLI,DF,Ajaccio,Ligue 1,27,1995,13,12,916,10.2,0,0,0,0,0,0,4,0,0,0,0.1,0.1,14,23,16,0,0,0,0,0,0,0.009803922,0.009803922,0,0.009803922,Matches
1412,Ezri Konsa,ENG,DF,Aston Villa,Premier League,24,1997,38,37,3322,36.9,0,0,0,0,0,0,6,0,1.1,1.1,1.3,2.3,7,56,11,0,0,0,0,0,0.029810298,0.035230352,0.06504065,0.029810298,0.062330623,Matches
1413,Teun Koopmeiners,NED,MF,Atalanta,Serie A,24,1998,33,32,2858,31.8,10,4,14,8,2,4,7,0,7.6,4.3,6.4,10.7,60,186,106,0.314465409,0.125786164,0.440251572,0.251572327,0.377358491,0.238993711,0.201257862,0.440251572,0.135220126,0.336477987,Matches
1414,Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,21,2001,24,17,1523,16.9,0,1,1,0,0,0,3,0,0.2,0.2,0.1,0.3,26,77,16,0,0.059171598,0.059171598,0,0.059171598,0.01183432,0.00591716,0.017751479,0.01183432,0.017751479,Matches
1415,Filip Kostić,SRB,"DF,FW","Juventus,Eint Frankfurt","Serie A,Bundesliga",29,1992,38,34,2638,29.3,3,8,11,3,0,0,4,0,2.4,2.4,7.2,9.5,104,82,233,0.102389078,0.273037543,0.375426621,0.102389078,0.375426621,0.081911263,0.245733788,0.327645051,0.081911263,0.324232082,Matches
1417,Christian Kouamé,CIV,FW,Fiorentina,Serie A,24,1997,28,22,1866,20.7,4,4,8,4,0,0,5,0,5.3,5.3,3.7,9,50,54,203,0.193236715,0.193236715,0.38647343,0.193236715,0.38647343,0.256038647,0.178743961,0.434782609,0.256038647,0.434782609,Matches
1418,Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,25,1996,32,31,2661,29.6,1,1,2,1,0,0,9,0,1.4,1.4,2.1,3.5,59,169,36,0.033783784,0.033783784,0.067567568,0.033783784,0.067567568,0.047297297,0.070945946,0.118243243,0.047297297,0.118243243,Matches
1419,Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,29,1992,11,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1420,Kalidou Koulibaly,SEN,DF,Chelsea,Premier League,31,1991,23,20,1800,20,2,1,3,2,0,0,7,1,0.9,0.9,0.4,1.4,10,81,4,0.1,0.05,0.15,0.1,0.15,0.045,0.02,0.065,0.045,0.07,Matches
1421,Jules Koundé,FRA,DF,Barcelona,La Liga,23,1998,29,28,2426,27,1,3,4,1,0,0,2,0,1.1,1.1,2.8,3.9,58,185,61,0.037037037,0.111111111,0.148148148,0.037037037,0.148148148,0.040740741,0.103703704,0.144444444,0.040740741,0.144444444,Matches
1422,Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,25,1997,15,15,1256,14,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,3,27,1,0,0,0,0,0,0.05,0.007142857,0.057142857,0.05,0.057142857,Matches
1423,Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,Premier League,32,1989,21,10,882,9.8,1,0,1,1,0,0,3,0,0.4,0.4,0.7,1.1,6,19,14,0.102040816,0,0.102040816,0.102040816,0.102040816,0.040816327,0.071428571,0.112244898,0.040816327,0.112244898,Matches
1424,Mateo Kovačić,CRO,MF,Chelsea,Premier League,28,1994,27,17,1707,19,1,2,3,1,0,0,8,0,1.8,1.8,2.1,3.9,37,153,30,0.052631579,0.105263158,0.157894737,0.052631579,0.157894737,0.094736842,0.110526316,0.205263158,0.094736842,0.205263158,Matches
1425,Viktor Kovalenko,UKR,MF,Spezia,Serie A,26,1996,18,7,548,6.1,0,0,0,0,0,0,1,0,1.6,1.6,0.6,2.2,4,22,28,0,0,0,0,0,0.262295082,0.098360656,0.360655738,0.262295082,0.360655738,Matches
1426,Soichiro Kozuki,JPN,"FW,MF",Schalke 04,Bundesliga,21,2000,5,5,379,4.2,1,0,1,1,0,0,1,0,1.1,1.1,0.3,1.4,15,10,37,0.238095238,0,0.238095238,0.238095238,0.238095238,0.261904762,0.071428571,0.333333333,0.261904762,0.333333333,Matches
1427,Emil Krafth,SWE,DF,Newcastle Utd,Premier League,27,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Matches
1428,Alex Král,CZE,MF,Schalke 04,Bundesliga,24,1998,29,26,2357,26.2,0,0,0,0,0,0,3,0,1.5,1.5,0.7,2.2,41,100,70,0,0,0,0,0,0.057251908,0.026717557,0.083969466,0.057251908,0.083969466,Matches
1429,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,31,1991,32,26,2386,26.5,12,4,16,8,4,6,3,0,13.2,8.5,2.2,10.7,49,100,191,0.452830189,0.150943396,0.603773585,0.301886792,0.452830189,0.498113208,0.083018868,0.581132075,0.320754717,0.403773585,Matches
1430,Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,31,1991,29,27,2222,24.7,0,0,0,0,0,0,4,0,0.4,0.4,2,2.4,26,79,60,0,0,0,0,0,0.016194332,0.08097166,0.097165992,0.016194332,0.097165992,Matches
1431,Tom Krauß,GER,MF,Schalke 04,Bundesliga,21,2001,32,31,2514,27.9,2,0,2,2,0,0,8,0,2.2,2.2,0.9,3.1,35,86,38,0.071684588,0,0.071684588,0.071684588,0.071684588,0.078853047,0.032258065,0.111111111,0.078853047,0.111111111,Matches
1432,Julian Kristoffersen,NOR,FW,Salernitana,Serie A,25,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
1433,Raimonds Krollis,LVA,"FW,DF",Spezia,Serie A,20,2001,4,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,4,0,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches
1434,Toni Kroos,GER,MF,Real Madrid,La Liga,32,1990,30,25,2155,23.9,2,4,6,2,0,0,2,1,1.4,1.4,4.4,5.9,51,319,38,0.083682008,0.167364017,0.251046025,0.083682008,0.251046025,0.058577406,0.184100418,0.242677824,0.058577406,0.246861925,Matches
1435,Rade Krunić,BIH,MF,Milan,Serie A,28,1993,23,18,1657,18.4,0,1,1,0,0,0,8,0,1.1,1.1,1.1,2.2,31,73,21,0,0.054347826,0.054347826,0,0.054347826,0.059782609,0.059782609,0.119565217,0.059782609,0.119565217,Matches
1436,Max Kruse,GER,"MF,FW",Wolfsburg,Bundesliga,34,1988,5,2,272,3,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.9,4,7,30,0,0,0,0,0,0.233333333,0.033333333,0.266666667,0.233333333,0.3,Matches
1437,Lukas Kübler,GER,DF,Freiburg,Bundesliga,29,1992,22,19,1639,18.2,2,1,3,2,0,0,1,0,0.9,0.9,0.4,1.3,11,57,50,0.10989011,0.054945055,0.164835165,0.10989011,0.164835165,0.049450549,0.021978022,0.071428571,0.049450549,0.071428571,Matches
1438,Takefusa Kubo,JPN,"FW,MF",Real Sociedad,La Liga,21,2001,35,29,2439,27.1,9,4,13,9,0,0,3,0,5.7,5.7,6,11.7,117,81,239,0.332103321,0.147601476,0.479704797,0.332103321,0.479704797,0.210332103,0.221402214,0.431734317,0.210332103,0.431734317,Matches
1439,Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,22,2000,30,23,2067,23,2,7,9,2,0,0,2,0,2.6,2.6,4.7,7.2,87,67,195,0.086956522,0.304347826,0.391304348,0.086956522,0.391304348,0.113043478,0.204347826,0.317391304,0.113043478,0.313043478,Matches
1440,Sael Kumbedi,FRA,DF,Lyon,Ligue 1,17,2005,20,14,1320,14.7,0,2,2,0,0,0,8,0,0.4,0.4,1.2,1.7,16,40,84,0,0.136054422,0.136054422,0,0.136054422,0.027210884,0.081632653,0.108843537,0.027210884,0.115646259,Matches
1441,Marash Kumbulla,ALB,DF,Roma,Serie A,22,2000,7,5,259,2.9,0,0,0,0,0,0,1,1,0,0,0.1,0.1,2,8,1,0,0,0,0,0,0,0.034482759,0.034482759,0,0.034482759,Matches
1442,Pierre Kunde,CMR,"MF,FW",Bochum,Bundesliga,27,1995,12,3,377,4.2,1,0,1,1,0,0,0,0,0.3,0.3,0.2,0.5,6,16,1,0.238095238,0,0.238095238,0.238095238,0.238095238,0.071428571,0.047619048,0.119047619,0.071428571,0.119047619,Matches
1443,Alou Kuol,AUS,FW,Stuttgart,Bundesliga,21,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1444,Layvin Kurzawa,FRA,DF,Fulham,Premier League,29,1992,3,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,Matches
1445,Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,21,2001,34,30,2518,28,12,10,22,10,2,2,1,0,8.2,6.6,7.7,14.2,139,91,291,0.428571429,0.357142857,0.785714286,0.357142857,0.714285714,0.292857143,0.275,0.567857143,0.235714286,0.507142857,Matches
1446,Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,26,1995,37,26,2232,24.8,10,3,13,6,4,6,3,0,11.7,7,1.6,8.6,27,37,160,0.403225806,0.120967742,0.524193548,0.241935484,0.362903226,0.471774194,0.064516129,0.536290323,0.282258065,0.346774194,Matches
1447,Daniel Kyereh,GHA,"MF,FW",Freiburg,Bundesliga,26,1996,12,7,559,6.2,2,0,2,2,0,0,2,0,2.2,2.2,0.3,2.5,5,11,24,0.322580645,0,0.322580645,0.322580645,0.322580645,0.35483871,0.048387097,0.403225806,0.35483871,0.403225806,Matches
1448,Giorgos Kyriakopoulos,GRE,"DF,FW","Bologna,Sassuolo","Serie A,Serie A",26,1996,24,17,1470,16.3,1,3,4,1,0,0,5,0,1.3,1.3,2.2,3.5,38,55,96,0.061349693,0.18404908,0.245398773,0.061349693,0.245398773,0.079754601,0.134969325,0.214723926,0.079754601,0.214723926,Matches
1450,César de la Hoz,ESP,MF,Almería,La Liga,30,1992,25,18,1673,18.6,1,0,1,1,0,0,6,0,0.4,0.4,0.9,1.3,3,49,6,0.053763441,0,0.053763441,0.053763441,0.053763441,0.021505376,0.048387097,0.069892473,0.021505376,0.069892473,Matches
1451,Luca de la Torre,USA,MF,Celta Vigo,La Liga,24,1998,28,16,1481,16.5,0,2,2,0,0,0,6,0,1.1,1.1,1.4,2.4,55,62,73,0,0.121212121,0.121212121,0,0.121212121,0.066666667,0.084848485,0.151515152,0.066666667,0.145454545,Matches
1452,Rémy Labeau Lascary,GLP,"FW,MF",Lens,Ligue 1,19,2003,10,0,123,1.4,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,3,3,16,0,0,0,0,0,0.285714286,0,0.285714286,0.285714286,0.285714286,Matches
1453,Gaëtan Laborde,FRA,FW,"Nice,Rennes","Ligue 1,Ligue 1",28,1994,37,31,2755,30.6,15,3,18,15,0,1,0,0,13.5,12.7,6,18.8,62,58,216,0.490196078,0.098039216,0.588235294,0.490196078,0.588235294,0.441176471,0.196078431,0.637254902,0.41503268,0.614379085,Matches
1455,Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,31,1991,35,34,2929,32.5,27,5,32,21,6,8,3,0,24.1,17.8,5.4,23.2,40,108,227,0.830769231,0.153846154,0.984615385,0.646153846,0.8,0.741538462,0.166153846,0.907692308,0.547692308,0.713846154,Matches
1456,Qazim Laçi,ALB,MF,Ajaccio,Ligue 1,26,1996,9,2,212,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,24,4,0,0,0,0,0,0.083333333,0.083333333,0.166666667,0.083333333,0.166666667,Matches
1457,Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,22,2000,24,18,1627,18.1,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,15,83,4,0.055248619,0,0.055248619,0.055248619,0.055248619,0.027624309,0.005524862,0.033149171,0.027624309,0.033149171,Matches
1458,Alban Lafont,FRA,GK,Nantes,Ligue 1,23,1999,37,37,3329,37,0,0,0,0,0,0,2,1,0,0,0.1,0.1,1,1,0,0,0,0,0,0,0,0.002702703,0.002702703,0,0.002702703,Matches
1459,Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,25,1996,14,11,871,9.7,2,0,2,2,0,0,4,0,0.8,0.8,0.9,1.7,10,40,25,0.206185567,0,0.206185567,0.206185567,0.206185567,0.082474227,0.092783505,0.175257732,0.082474227,0.175257732,Matches
1460,Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,25,1997,21,17,1468,16.3,3,0,3,3,0,0,8,0,2.4,2.4,2.3,4.7,51,93,52,0.18404908,0,0.18404908,0.18404908,0.18404908,0.147239264,0.141104294,0.288343558,0.147239264,0.288343558,Matches
1461,Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,29,1992,17,9,817,9.1,0,0,0,0,0,0,2,0,0.8,0.8,1.2,2,23,45,39,0,0,0,0,0,0.087912088,0.131868132,0.21978022,0.087912088,0.21978022,Matches
1462,Kenny Lala,FRA,DF,Brest,Ligue 1,30,1991,17,16,1417,15.7,0,2,2,0,0,0,4,0,0.4,0.4,2,2.4,24,61,30,0,0.127388535,0.127388535,0,0.127388535,0.025477707,0.127388535,0.152866242,0.025477707,0.152866242,Matches
1463,Adam Lallana,ENG,"MF,FW",Brighton,Premier League,34,1988,16,12,722,8,2,1,3,2,0,0,0,0,0.9,0.9,1,1.9,10,33,43,0.25,0.125,0.375,0.25,0.375,0.1125,0.125,0.2375,0.1125,0.2375,Matches
1464,Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,32,1990,15,7,627,7,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,1,26,0,0,0,0,0,0,0.057142857,0.028571429,0.085714286,0.057142857,0.085714286,Matches
1465,Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,30,1992,32,20,1844,20.5,6,0,6,6,0,0,10,1,5.3,5.3,1.4,6.7,66,69,162,0.292682927,0,0.292682927,0.292682927,0.292682927,0.258536585,0.068292683,0.326829268,0.258536585,0.326829268,Matches
1466,Mohamed Lamine Bayo,GUI,"FW,MF",Lille,Ligue 1,24,1998,27,6,651,7.2,4,1,5,4,0,0,1,0,3.2,3.2,1.8,5,8,5,48,0.555555556,0.138888889,0.694444444,0.555555556,0.694444444,0.444444444,0.25,0.694444444,0.444444444,0.694444444,Matches
1467,Sam Lammers,NED,FW,"Sampdoria,Empoli","Serie A,Serie A",25,1997,33,23,1983,22,2,2,4,2,0,0,1,0,4.8,4.8,1.9,6.6,26,38,132,0.090909091,0.090909091,0.181818182,0.090909091,0.181818182,0.218181818,0.086363636,0.304545455,0.218181818,0.3,Matches
1469,Tariq Lamptey,GHA,DF,Brighton,Premier League,21,2000,20,3,453,5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,28,26,58,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches
1470,Manuel Lanzini,ARG,"MF,FW",West Ham,Premier League,29,1993,10,2,252,2.8,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,2,19,6,0.357142857,0,0.357142857,0.357142857,0.357142857,0.178571429,0.071428571,0.25,0.178571429,0.25,Matches
1471,Aymeric Laporte,ESP,DF,Manchester City,Premier League,28,1994,12,11,993,11,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,30,85,11,0,0,0,0,0,0.045454545,0.018181818,0.063636364,0.045454545,0.063636364,Matches
1472,Julien Laporte,FRA,DF,Lorient,Ligue 1,28,1993,20,19,1654,18.4,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,4,41,0,0,0,0,0,0,0.016304348,0,0.016304348,0.016304348,0.016304348,Matches
1473,Cyle Larin,CAN,FW,Valladolid,La Liga,27,1995,19,16,1469,16.3,8,3,11,6,2,2,4,0,7.5,5.9,2.6,8.5,25,17,72,0.490797546,0.18404908,0.674846626,0.36809816,0.552147239,0.460122699,0.159509202,0.619631902,0.36196319,0.521472393,Matches
1474,Juan Larios,ESP,DF,Southampton,Premier League,18,2004,5,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,0,0,Matches
1475,Yasser Larouci,FRA,"DF,MF",Troyes,Ligue 1,21,2001,30,21,1797,20,1,1,2,1,0,0,1,0,0.5,0.5,1.6,2.2,72,63,113,0.05,0.05,0.1,0.05,0.1,0.025,0.08,0.105,0.025,0.11,Matches
1476,Jordan Larsson,SWE,"FW,MF",Schalke 04,Bundesliga,25,1997,11,5,463,5.1,0,0,0,0,0,0,0,0,1.2,1.2,0.4,1.7,5,12,29,0,0,0,0,0,0.235294118,0.078431373,0.31372549,0.235294118,0.333333333,Matches
1477,Kevin Lasagna,ITA,"FW,MF",Hellas Verona,Serie A,29,1992,26,17,1572,17.5,1,2,3,1,0,0,2,0,6,6,1.7,7.7,36,19,105,0.057142857,0.114285714,0.171428571,0.057142857,0.171428571,0.342857143,0.097142857,0.44,0.342857143,0.44,Matches
1478,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,28,1993,7,2,218,2.4,0,0,0,0,0,0,4,0,0.1,0.1,0,0.1,0,3,0,0,0,0,0,0,0.041666667,0,0.041666667,0.041666667,0.041666667,Matches
1479,Juanmi Latasa,ESP,FW,Getafe,La Liga,21,2001,18,2,448,5,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.7,0,19,33,0.2,0,0.2,0.2,0.2,0.22,0.12,0.34,0.22,0.34,Matches
1480,Toni Lato,ESP,"DF,MF",Valencia,La Liga,24,1997,24,9,914,10.2,1,0,1,1,0,0,1,0,0.8,0.8,0.9,1.8,18,40,47,0.098039216,0,0.098039216,0.098039216,0.098039216,0.078431373,0.088235294,0.166666667,0.078431373,0.176470588,Matches
1481,Danny Latza,GER,MF,Schalke 04,Bundesliga,32,1989,20,8,853,9.5,0,1,1,0,0,0,2,0,0.9,0.9,0.2,1.1,11,33,15,0,0.105263158,0.105263158,0,0.105263158,0.094736842,0.021052632,0.115789474,0.094736842,0.115789474,Matches
1482,Armand Lauriente,FRA,FW,"Sassuolo,Lorient","Serie A,Ligue 1",23,1998,31,30,2441,27.2,8,6,14,7,1,1,10,1,6.5,5.7,7.3,13,141,104,284,0.294117647,0.220588235,0.514705882,0.257352941,0.477941176,0.238970588,0.268382353,0.507352941,0.209558824,0.477941176,Matches
1484,Roméo Lavia,BEL,MF,Southampton,Premier League,18,2004,29,26,2221,24.7,1,0,1,1,0,0,9,0,0.4,0.4,0.6,1,22,102,14,0.04048583,0,0.04048583,0.04048583,0.04048583,0.016194332,0.024291498,0.04048583,0.016194332,0.04048583,Matches
1485,Lázaro,BRA,"FW,MF",Almería,La Liga,20,2002,19,7,716,8,6,0,6,6,0,0,1,0,4,4,0.8,4.8,23,26,59,0.75,0,0.75,0.75,0.75,0.5,0.1,0.6,0.5,0.6,Matches
1486,Valentino Lazaro,AUT,DF,Torino,Serie A,26,1996,23,15,1373,15.3,0,3,3,0,0,0,4,0,0.4,0.4,2.7,3.1,44,74,84,0,0.196078431,0.196078431,0,0.196078431,0.026143791,0.176470588,0.202614379,0.026143791,0.202614379,Matches
1487,Marko Lazetić,SRB,FW,Milan,Serie A,18,2004,1,0,9,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,1,0,1,1,1,Matches
1488,Darko Lazović,SRB,"MF,DF",Hellas Verona,Serie A,31,1990,30,27,2242,24.9,4,5,9,4,0,0,0,0,3.6,3.6,6.4,10,72,81,167,0.16064257,0.200803213,0.361445783,0.16064257,0.361445783,0.144578313,0.257028112,0.401606426,0.144578313,0.401606426,Matches
1489,Manuel Lazzari,ITA,DF,Lazio,Serie A,28,1993,28,22,1879,20.9,0,0,0,0,0,0,8,0,0.3,0.3,0.7,1,98,64,74,0,0,0,0,0,0.014354067,0.033492823,0.04784689,0.014354067,0.04784689,Matches
1490,Théo Le Bris,FRA,"MF,DF",Lorient,Ligue 1,19,2002,27,15,1452,16.1,2,2,4,2,0,0,0,0,1.1,1.1,1.2,2.3,51,47,103,0.124223602,0.124223602,0.248447205,0.124223602,0.248447205,0.068322981,0.074534161,0.142857143,0.068322981,0.142857143,Matches
1491,Julien Le Cardinal,FRA,DF,Lens,Ligue 1,24,1997,8,2,165,1.8,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,4,8,13,0,0,0,0,0,0.333333333,0.333333333,0.666666667,0.333333333,0.666666667,Matches
1492,Jérémy Le Douaron,FRA,"MF,FW",Brest,Ligue 1,24,1998,32,24,2071,23,10,3,13,10,0,0,1,0,8.4,8.4,1.7,10.2,38,31,132,0.434782609,0.130434783,0.565217391,0.434782609,0.565217391,0.365217391,0.073913043,0.439130435,0.365217391,0.443478261,Matches
1493,Enzo Le Fée,FRA,MF,Lorient,Ligue 1,22,2000,35,35,3028,33.6,5,6,11,5,0,0,5,0,3.5,3.5,6.8,10.3,96,218,105,0.148809524,0.178571429,0.327380952,0.148809524,0.327380952,0.104166667,0.202380952,0.306547619,0.104166667,0.306547619,Matches
1494,Vincent Le Goff,FRA,DF,Lorient,Ligue 1,32,1989,37,37,3330,37,0,0,0,0,0,0,1,0,1.2,1.2,0.7,1.8,69,178,84,0,0,0,0,0,0.032432432,0.018918919,0.051351351,0.032432432,0.048648649,Matches
1495,Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,32,1989,26,23,2015,22.4,0,0,0,0,0,0,6,1,0.6,0.6,0.3,0.9,10,90,4,0,0,0,0,0,0.026785714,0.013392857,0.040178571,0.026785714,0.040178571,Matches
1496,Robin Le Normand,ESP,DF,Real Sociedad,La Liga,25,1996,33,31,2796,31.1,0,0,0,0,0,0,6,0,1,1,0.1,1,26,122,2,0,0,0,0,0,0.032154341,0.003215434,0.035369775,0.032154341,0.032154341,Matches
1497,Rafael Leão,POR,"FW,MF",Milan,Serie A,23,1999,35,28,2421,26.9,15,8,23,15,0,0,7,1,10.8,10.8,7,17.9,136,122,235,0.557620818,0.29739777,0.855018587,0.557620818,0.855018587,0.401486989,0.260223048,0.661710037,0.401486989,0.665427509,Matches
1498,Paolo Lebas,POR,MF,Ajaccio,Ligue 1,19,2003,1,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
1499,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,36,1985,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1500,Benjamin Lecomte,FRA,GK,"Espanyol,Montpellier","La Liga,Ligue 1",31,1991,29,29,2609,29,0,0,0,0,0,0,1,1,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.006896552,0.006896552,0,0.006896552,Matches
1502,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,29,1993,34,34,3060,34,0,0,0,0,0,0,2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.002941176,Matches
1503,Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,29,1993,32,32,2767,30.7,5,5,10,5,0,0,10,1,2.1,2.1,2.3,4.4,33,179,45,0.16286645,0.16286645,0.325732899,0.16286645,0.325732899,0.068403909,0.074918567,0.143322476,0.068403909,0.143322476,Matches
1504,Diogo Leite,POR,DF,Union Berlin,Bundesliga,23,1999,28,26,2254,25,0,1,1,0,0,0,6,1,0.8,0.8,0.4,1.2,19,111,14,0,0.04,0.04,0,0.04,0.032,0.016,0.048,0.032,0.048,Matches
1505,Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,24,1998,9,7,663,7.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,25,1,0,0,0,0,0,0.027027027,0,0.027027027,0.027027027,0.027027027,Matches
1506,Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,31,1991,31,31,2565,28.5,4,0,4,4,0,0,6,3,2.8,2.8,0.3,3.1,8,80,3,0.140350877,0,0.140350877,0.140350877,0.140350877,0.098245614,0.010526316,0.10877193,0.098245614,0.10877193,Matches
1507,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29,1993,20,14,1321,14.7,0,1,1,0,0,0,1,0,0.2,0.2,0.7,0.9,42,64,59,0,0.068027211,0.068027211,0,0.068027211,0.013605442,0.047619048,0.06122449,0.013605442,0.06122449,Matches
1508,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,26,1995,27,17,1252,13.9,1,3,4,1,0,0,1,0,0.9,0.9,1.9,2.9,36,80,79,0.071942446,0.215827338,0.287769784,0.071942446,0.287769784,0.064748201,0.136690647,0.201438849,0.064748201,0.208633094,Matches
1509,Félix Lemaréchal,FRA,MF,Brest,Ligue 1,18,2003,13,2,288,3.2,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,5,14,9,0,0,0,0,0,0.03125,0.15625,0.1875,0.03125,0.1875,Matches
1510,Dexter Lembikisa,JAM,DF,Wolves,Premier League,18,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,Matches
1511,Mario Lemina,GAB,MF,"Wolves,Nice","Premier League,Ligue 1",28,1993,33,28,2137,23.7,0,1,1,0,0,0,5,2,0.6,0.6,0.4,1,20,88,19,0,0.042194093,0.042194093,0,0.042194093,0.025316456,0.016877637,0.042194093,0.025316456,0.042194093,Matches
