Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,GA,npg,PK,PKatt,CrdY,CrdR,xG,NPxG,xAG,NPxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,GA_p90,npg_p90,npG+A_p90,xG_p90,xAG_p90,xG+xAG_p90,NPxG_p90,NPxG+xAG_p90,
2176,Nemanja Radonjić,SRB,"MF,FW",Torino,Serie A,26,1996,28,16,1461,16.2,2,2,4,2,0,0,1,0,5,5,1.7,6.6,86,42,163,0.12345679,0.12345679,0.24691358,0.12345679,0.24691358,0.308641975,0.104938272,0.413580247,0.308641975,0.407407407,Matches
2177,Ivan Radovanović,SRB,"MF,DF",Salernitana,Serie A,33,1988,10,7,671,7.5,0,0,0,0,0,0,1,1,0.2,0.2,0,0.2,2,16,2,0,0,0,0,0,0.026666667,0,0.026666667,0.026666667,0.026666667,Matches
2178,Ionuț Radu,ROU,GK,"Cremonese,Auxerre","Serie A,Ligue 1",25,1997,26,26,2340,26,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0.015384615,0.015384615,0,0.015384615,Matches
2180,Ștefan Radu,ROU,FW,Lazio,Serie A,35,1986,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,Matches
2181,Antonio Raillo,ESP,DF,Mallorca,La Liga,30,1991,31,31,2766,30.7,2,3,5,2,0,0,11,1,0.6,0.6,1.1,1.7,8,50,5,0.06514658,0.09771987,0.16286645,0.06514658,0.16286645,0.019543974,0.035830619,0.055374593,0.019543974,0.055374593,Matches
2182,Antonio Raimondo,ITA,FW,Bologna,Serie A,18,2004,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,Matches
2183,Predrag Rajković,SRB,GK,Mallorca,La Liga,26,1995,36,36,3240,36,0,0,0,0,0,0,3,0,0,0,0.5,0.5,0,3,0,0,0,0,0,0,0,0.013888889,0.013888889,0,0.013888889,Matches
2184,Ivan Rakitić,CRO,MF,Sevilla,La Liga,34,1988,31,21,1788,19.9,1,3,4,0,1,2,3,1,3.3,1.7,1.9,3.7,42,148,84,0.050251256,0.150753769,0.201005025,0,0.150753769,0.165829146,0.095477387,0.261306533,0.085427136,0.185929648,Matches
2185,Diant Ramaj,GER,GK,Eint Frankfurt,Bundesliga,20,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2186,Largie Ramazani,BEL,"FW,MF",Almería,La Liga,21,2001,33,13,1403,15.6,3,1,4,3,0,1,6,0,4.2,3.4,1.7,5.1,59,30,94,0.192307692,0.064102564,0.256410256,0.192307692,0.256410256,0.269230769,0.108974359,0.378205128,0.217948718,0.326923077,Matches
2187,Simon Ramet,FRA,DF,Lille,Ligue 1,19,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Matches
2188,Adil Rami,FRA,DF,Troyes,Ligue 1,36,1985,20,18,1596,17.7,0,1,1,0,0,0,2,0,0.7,0.7,0.6,1.3,4,35,2,0,0.056497175,0.056497175,0,0.056497175,0.039548023,0.033898305,0.073446328,0.039548023,0.073446328,Matches
2189,Chris Ramos,ESP,FW,Cádiz,La Liga,25,1997,15,7,710,7.9,1,0,1,1,0,0,2,0,3,3,0.2,3.2,9,6,35,0.126582278,0,0.126582278,0.126582278,0.126582278,0.379746835,0.025316456,0.405063291,0.379746835,0.405063291,Matches
2190,Sergio Ramos,ESP,DF,Paris S-G,Ligue 1,36,1986,33,31,2704,30,2,1,3,2,0,0,3,1,1.7,1.7,0.2,1.9,15,163,10,0.066666667,0.033333333,0.1,0.066666667,0.1,0.056666667,0.006666667,0.063333333,0.056666667,0.063333333,Matches
2191,Aaron Ramsdale,ENG,GK,Arsenal,Premier League,24,1998,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,Matches
2192,Aaron Ramsey,WAL,MF,Nice,Ligue 1,31,1990,27,18,1584,17.6,1,1,2,1,0,0,3,0,2.5,2.5,1.8,4.3,29,126,84,0.056818182,0.056818182,0.113636364,0.056818182,0.113636364,0.142045455,0.102272727,0.244318182,0.142045455,0.244318182,Matches
2193,Jacob Ramsey,ENG,"MF,FW",Aston Villa,Premier League,21,2001,35,31,2636,29.3,6,7,13,6,0,0,5,0,5,5,5.1,10.1,94,98,119,0.204778157,0.23890785,0.443686007,0.204778157,0.443686007,0.170648464,0.174061433,0.344709898,0.170648464,0.344709898,Matches
2194,Luca Ranieri,ITA,DF,Fiorentina,Serie A,23,1999,9,5,508,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,11,0,0,0,0,0,0,0.017857143,0.017857143,0.035714286,0.017857143,0.035714286,Matches
2195,Andrea Ranocchia,ITA,DF,Monza,Serie A,34,1988,1,1,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2196,Filippo Ranocchia,ITA,MF,Monza,Serie A,21,2001,14,5,530,5.9,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,13,26,15,0.169491525,0,0.169491525,0.169491525,0.169491525,0.203389831,0.06779661,0.271186441,0.203389831,0.271186441,Matches
2197,Lilian Raolisoa,FRA,"DF,MF",Angers,Ligue 1,22,2000,7,0,173,1.9,1,0,1,1,0,0,0,0,0.2,0.2,0.8,1,5,10,16,0.526315789,0,0.526315789,0.526315789,0.526315789,0.105263158,0.421052632,0.526315789,0.105263158,0.526315789,Matches
2198,Raphinha,BRA,FW,Barcelona,La Liga,25,1996,36,25,2072,23,7,7,14,7,0,0,9,0,9.3,9.3,9.8,19.1,97,104,339,0.304347826,0.304347826,0.608695652,0.304347826,0.608695652,0.404347826,0.426086957,0.830434783,0.404347826,0.830434783,Matches
2199,Nicolai Rapp,GER,"MF,DF",Werder Bremen,Bundesliga,25,1996,7,0,71,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,5,0,0,0,0,0,0,0.125,0,0.125,0.125,0.125,Matches
2200,Elba Rashani,KVX,"MF,FW",Clermont Foot,Ligue 1,29,1993,32,26,2162,24,3,3,6,3,0,0,3,0,4.7,4.7,3.6,8.3,55,54,172,0.125,0.125,0.25,0.125,0.25,0.195833333,0.15,0.345833333,0.195833333,0.345833333,Matches
2201,Marcus Rashford,ENG,FW,Manchester Utd,Premier League,24,1997,35,32,2879,32,17,5,22,17,0,0,2,0,15.4,15.4,3.4,18.8,85,88,245,0.53125,0.15625,0.6875,0.53125,0.6875,0.48125,0.10625,0.5875,0.48125,0.5875,Matches
2202,Giacomo Raspadori,ITA,"FW,MF","Napoli,Sassuolo","Serie A,Serie A",22,2000,26,10,956,10.6,2,2,4,2,0,0,1,0,3.5,3.5,1.3,4.8,13,35,92,0.188679245,0.188679245,0.377358491,0.188679245,0.377358491,0.330188679,0.122641509,0.452830189,0.330188679,0.452830189,Matches
2204,Rafael Ratão,BRA,"FW,MF",Toulouse,Ligue 1,26,1995,30,25,1851,20.6,5,4,9,5,0,0,2,0,5.1,5.1,4.1,9.2,61,83,216,0.242718447,0.194174757,0.436893204,0.242718447,0.436893204,0.247572816,0.199029126,0.446601942,0.247572816,0.446601942,Matches
2205,David Raum,GER,"DF,MF",RB Leipzig,Bundesliga,24,1998,28,19,1685,18.7,0,2,2,0,0,0,5,0,0.6,0.6,4.6,5.2,44,69,127,0,0.106951872,0.106951872,0,0.106951872,0.032085561,0.245989305,0.278074866,0.032085561,0.278074866,Matches
2206,Nicola Ravaglia,ITA,GK,Sampdoria,Serie A,33,1988,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2207,Rayan Raveloson,MAD,"DF,MF",Auxerre,Ligue 1,25,1997,34,27,2431,27,2,1,3,2,0,0,0,0,2.4,2.4,0.9,3.3,36,100,61,0.074074074,0.037037037,0.111111111,0.074074074,0.111111111,0.088888889,0.033333333,0.122222222,0.088888889,0.122222222,Matches
2208,David Raya,ESP,GK,Brentford,Premier League,26,1995,38,38,3420,38,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,0,13,0,0,0,0,0,0,0.002631579,0.002631579,0.005263158,0.002631579,0.007894737,Matches
2209,Tim Ream,USA,DF,Fulham,Premier League,34,1987,33,33,2897,32.2,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,28,142,2,0.031055901,0,0.031055901,0.031055901,0.031055901,0.00931677,0.00310559,0.01242236,0.00931677,0.01242236,Matches
2210,Ante Rebić,CRO,"FW,MF",Milan,Serie A,28,1993,23,10,980,10.9,3,2,5,3,0,0,4,0,3.5,3.5,2,5.5,17,29,92,0.275229358,0.183486239,0.458715596,0.275229358,0.458715596,0.321100917,0.183486239,0.504587156,0.321100917,0.504587156,Matches
2211,Arkadiusz Reca,POL,DF,Spezia,Serie A,27,1995,30,24,2173,24.1,1,1,2,1,0,0,5,0,1,1,2.2,3.2,82,79,94,0.041493776,0.041493776,0.082987552,0.041493776,0.082987552,0.041493776,0.091286307,0.132780083,0.041493776,0.132780083,Matches
2212,Nathan Redmond,ENG,DF,Southampton,Premier League,28,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Matches
2213,Harrison Reed,ENG,MF,Fulham,Premier League,27,1995,37,35,2866,31.8,3,4,7,3,0,0,5,0,1.9,1.9,4.1,6,30,102,107,0.094339623,0.125786164,0.220125786,0.094339623,0.220125786,0.059748428,0.128930818,0.188679245,0.059748428,0.188679245,Matches
2214,Sergio Reguilón,ESP,DF,Atlético Madrid,La Liga,25,1996,11,2,309,3.4,0,0,0,0,0,0,3,1,0.2,0.2,0.4,0.6,16,11,30,0,0,0,0,0,0.058823529,0.117647059,0.176470588,0.058823529,0.176470588,Matches
2215,Bobby Reid,JAM,"FW,DF",Fulham,Premier League,29,1993,36,29,2475,27.5,4,1,5,4,0,0,8,0,3.9,3.9,1.7,5.6,46,63,186,0.145454545,0.036363636,0.181818182,0.145454545,0.181818182,0.141818182,0.061818182,0.203636364,0.141818182,0.203636364,Matches
2216,Pepe Reina,ESP,GK,Villarreal,La Liga,39,1982,22,22,1980,22,0,0,0,0,0,0,2,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0.031818182,0.031818182,0,0.031818182,Matches
2217,Jeff Reine-Adélaïde,FRA,MF,"Troyes,Lyon","Ligue 1,Ligue 1",24,1998,20,4,569,6.3,0,1,1,0,0,0,1,0,1.1,1.1,1.3,2.4,30,52,33,0,0.158730159,0.158730159,0,0.158730159,0.174603175,0.206349206,0.380952381,0.174603175,0.380952381,Matches
2219,Reinier,BRA,"MF,FW",Girona,La Liga,20,2002,18,5,647,7.2,2,1,3,2,0,0,1,1,1.3,1.3,0.6,1.8,13,25,27,0.277777778,0.138888889,0.416666667,0.277777778,0.416666667,0.180555556,0.083333333,0.263888889,0.180555556,0.25,Matches
2220,Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,20,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Matches
2221,Karim Rekik,NED,DF,Sevilla,La Liga,27,1994,16,15,1181,13.1,1,1,2,1,0,0,2,0,0.8,0.8,0.1,0.9,13,50,7,0.076335878,0.076335878,0.152671756,0.076335878,0.152671756,0.061068702,0.007633588,0.06870229,0.061068702,0.06870229,Matches
2222,Álex Remiro,ESP,GK,Real Sociedad,La Liga,27,1995,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
2223,Panagiotis Retsos,GRE,DF,Hellas Verona,Serie A,23,1998,2,1,122,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,2,0,0,0,0,0,0,0.071428571,0,0.071428571,0.071428571,0.071428571,Matches
2224,Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,33,1989,25,14,1353,15,6,4,10,5,1,1,4,0,5.1,4.3,2.6,6.9,33,45,78,0.4,0.266666667,0.666666667,0.333333333,0.6,0.34,0.173333333,0.513333333,0.286666667,0.46,Matches
2225,Alejandro Revuelta Montero,ESP,DF,Getafe,La Liga,22,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Matches
2226,Elvis Rexhbeçaj,GER,MF,Augsburg,Bundesliga,24,1997,31,30,2524,28,0,0,0,0,0,0,6,0,0.3,0.3,0.8,1.1,14,89,20,0,0,0,0,0,0.010714286,0.028571429,0.039285714,0.010714286,0.039285714,Matches
2227,Gio Reyna,USA,"FW,MF",Dortmund,Bundesliga,19,2002,22,4,625,6.9,7,2,9,6,1,1,2,0,4.3,3.5,1.3,4.8,23,25,57,1.014492754,0.289855072,1.304347826,0.869565217,1.15942029,0.623188406,0.188405797,0.811594203,0.507246377,0.695652174,Matches
2228,Chadi Riad,MAR,MF,Barcelona,La Liga,19,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Matches
2229,Nico Ribaudo,ESP,"MF,FW",Espanyol,La Liga,21,2001,32,16,1248,13.9,1,2,3,1,0,0,4,0,3.7,3.7,2.3,6,40,57,92,0.071942446,0.143884892,0.215827338,0.071942446,0.215827338,0.26618705,0.165467626,0.431654676,0.26618705,0.431654676,Matches
2230,Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,22,1999,21,16,1612,17.9,3,0,3,3,0,0,4,0,1.8,1.8,0.1,1.9,9,90,7,0.167597765,0,0.167597765,0.167597765,0.167597765,0.100558659,0.005586592,0.106145251,0.100558659,0.106145251,Matches
2231,Franck Ribéry,FRA,MF,Salernitana,Serie A,39,1983,1,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,Matches
2232,Samuele Ricci,ITA,MF,Torino,Serie A,20,2001,28,23,2070,23,2,1,3,2,0,0,6,0,1.7,1.7,1.8,3.5,43,104,31,0.086956522,0.043478261,0.130434783,0.086956522,0.130434783,0.073913043,0.07826087,0.152173913,0.073913043,0.152173913,Matches
2233,Declan Rice,ENG,MF,West Ham,Premier League,23,1999,37,36,3273,36.4,4,1,5,4,0,1,5,0,2.4,1.6,3.2,4.8,88,240,37,0.10989011,0.027472527,0.137362637,0.10989011,0.137362637,0.065934066,0.087912088,0.153846154,0.043956044,0.131868132,Matches
2234,Chris Richards,USA,DF,Crystal Palace,Premier League,22,2000,9,4,447,5,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1,4,14,3,0,0,0,0,0,0.14,0.06,0.2,0.14,0.2,Matches
2235,Richarlison,BRA,"MF,FW",Tottenham,Premier League,25,1997,27,12,1010,11.2,1,3,4,1,0,0,3,0,3.3,3.3,2.2,5.5,33,28,75,0.089285714,0.267857143,0.357142857,0.089285714,0.357142857,0.294642857,0.196428571,0.491071429,0.294642857,0.491071429,Matches
2236,Marco Richter,GER,"MF,FW",Hertha BSC,Bundesliga,24,1997,29,21,1836,20.4,6,5,11,6,0,0,8,0,3.7,3.7,2.9,6.6,38,68,102,0.294117647,0.245098039,0.539215686,0.294117647,0.539215686,0.181372549,0.142156863,0.323529412,0.181372549,0.323529412,Matches
2237,Diego Rico,ESP,DF,Real Sociedad,La Liga,29,1993,20,18,1646,18.3,0,0,0,0,0,0,3,0,0.2,0.2,1.5,1.7,32,64,72,0,0,0,0,0,0.010928962,0.081967213,0.092896175,0.010928962,0.092896175,Matches
2238,Jaïro Riedewald,NED,"DF,MF",Crystal Palace,Premier League,25,1996,6,0,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,1,0,0,0,0,0,0.142857143,0,0.142857143,0.142857143,0.142857143,Matches
2239,Manuel Riemann,GER,GK,Bochum,Bundesliga,33,1988,34,34,3060,34,0,0,0,0,0,0,3,0,0,0,0.1,0.1,1,18,0,0,0,0,0,0,0,0.002941176,0.002941176,0,0.002941176,Matches
2240,Tomás Rincón,VEN,MF,Sampdoria,Serie A,34,1988,34,30,2555,28.4,0,2,2,0,0,0,7,1,0.6,0.6,1.2,1.8,27,122,35,0,0.070422535,0.070422535,0,0.070422535,0.021126761,0.042253521,0.063380282,0.021126761,0.063380282,Matches
2241,Rémy Riou,FRA,GK,Lyon,Ligue 1,34,1987,7,6,601,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
2242,Renaud Ripart,FRA,"FW,MF",Troyes,Ligue 1,29,1993,26,15,1320,14.7,4,1,5,4,0,0,4,0,3.5,3.5,1.9,5.4,28,47,104,0.272108844,0.068027211,0.340136054,0.272108844,0.340136054,0.238095238,0.129251701,0.367346939,0.238095238,0.367346939,Matches
2243,Rodrigo Riquelme,ESP,"MF,FW",Girona,La Liga,22,2000,34,25,2179,24.2,4,4,8,4,0,0,1,0,4,4,3.6,7.6,116,85,171,0.165289256,0.165289256,0.330578512,0.165289256,0.330578512,0.165289256,0.148760331,0.314049587,0.165289256,0.314049587,Matches
2244,Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,32,1989,7,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,9,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
2245,Sergi Roberto,ESP,"DF,MF",Barcelona,La Liga,30,1992,23,15,1308,14.5,4,1,5,4,0,0,3,0,2.4,2.4,0.9,3.3,47,97,72,0.275862069,0.068965517,0.344827586,0.275862069,0.344827586,0.165517241,0.062068966,0.227586207,0.165517241,0.227586207,Matches
2246,Lucas Robertone,ARG,MF,Almería,La Liga,25,1997,37,34,2843,31.6,2,7,9,2,0,0,7,0,2.6,2.6,6.6,9.2,47,155,97,0.063291139,0.221518987,0.284810127,0.063291139,0.284810127,0.082278481,0.208860759,0.291139241,0.082278481,0.291139241,Matches
2247,Andrew Robertson,SCO,DF,Liverpool,Premier League,28,1994,34,29,2583,28.7,0,8,8,0,0,0,3,0,1.3,1.3,6.1,7.4,80,166,194,0,0.278745645,0.278745645,0,0.278745645,0.045296167,0.212543554,0.257839721,0.045296167,0.257839721,Matches
2248,Antonee Robinson,USA,DF,Fulham,Premier League,24,1997,35,35,3088,34.3,0,1,1,0,0,0,8,0,0.1,0.1,1.3,1.4,112,129,153,0,0.029154519,0.029154519,0,0.029154519,0.002915452,0.037900875,0.040816327,0.002915452,0.040816327,Matches
2249,Joel Robles,ESP,GK,Leeds United,Premier League,32,1990,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2250,Joel Roca,ESP,"MF,FW",Girona,La Liga,17,2005,5,0,84,0.9,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,3,0,14,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0.333333333,Matches
2251,Marc Roca,ESP,MF,Leeds United,Premier League,25,1996,32,29,2315,25.7,1,2,3,1,0,0,7,0,2.1,2.1,2.9,5,25,172,28,0.038910506,0.077821012,0.116731518,0.038910506,0.116731518,0.081712062,0.112840467,0.194552529,0.081712062,0.194552529,Matches
2252,Enzo Roco,CHI,DF,Elche,La Liga,29,1992,22,19,1652,18.4,0,0,0,0,0,0,7,1,0.6,0.6,0,0.6,6,42,2,0,0,0,0,0,0.032608696,0,0.032608696,0.032608696,0.032608696,Matches
2253,Marek Rodák,SVK,GK,Fulham,Premier League,25,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2254,Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,31,1990,27,19,1414,15.7,4,1,5,4,0,0,6,0,0.9,0.9,0.9,1.8,23,105,39,0.25477707,0.063694268,0.318471338,0.25477707,0.318471338,0.057324841,0.057324841,0.114649682,0.057324841,0.114649682,Matches
2255,Joe Rodon,WAL,DF,Rennes,Ligue 1,24,1997,16,16,1417,15.7,1,0,1,1,0,0,2,1,0.9,0.9,0,0.9,5,49,0,0.063694268,0,0.063694268,0.063694268,0.063694268,0.057324841,0,0.057324841,0.057324841,0.057324841,Matches
2256,Rodri,ESP,MF,Manchester City,Premier League,26,1996,36,34,2911,32.3,2,6,8,2,0,0,5,0,4.6,4.6,4.1,8.7,76,260,37,0.061919505,0.185758514,0.247678019,0.061919505,0.247678019,0.142414861,0.126934985,0.269349845,0.142414861,0.269349845,Matches
2257,Rodri,ESP,"FW,MF",Betis,La Liga,22,2000,30,19,1601,17.8,2,3,5,2,0,0,0,0,1.4,1.4,2.2,3.6,57,102,104,0.112359551,0.168539326,0.280898876,0.112359551,0.280898876,0.078651685,0.123595506,0.202247191,0.078651685,0.202247191,Matches
2258,Rodrigo,ESP,"FW,MF",Leeds United,Premier League,31,1991,31,23,1935,21.5,13,1,14,12,1,1,6,0,8.1,7.3,1.8,9.1,40,44,143,0.604651163,0.046511628,0.651162791,0.558139535,0.604651163,0.376744186,0.08372093,0.460465116,0.339534884,0.423255814,Matches
2259,Ángel Rodríguez,ESP,"FW,MF",Mallorca,La Liga,35,1987,17,2,394,4.4,1,0,1,1,0,0,1,0,2.8,2.8,0.1,2.8,4,6,19,0.227272727,0,0.227272727,0.227272727,0.227272727,0.636363636,0.022727273,0.659090909,0.636363636,0.636363636,Matches
2260,Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,La Liga,24,1998,33,19,1775,19.7,2,0,2,2,0,0,6,0,3.6,3.6,2.2,5.9,29,118,37,0.101522843,0,0.101522843,0.101522843,0.101522843,0.182741117,0.111675127,0.294416244,0.182741117,0.299492386,Matches
2261,Dani Rodríguez,ESP,MF,Mallorca,La Liga,34,1988,35,26,2100,23.3,3,6,9,3,0,0,8,0,2.4,2.4,3.2,5.6,43,76,64,0.128755365,0.25751073,0.386266094,0.128755365,0.386266094,0.103004292,0.137339056,0.240343348,0.103004292,0.240343348,Matches
2262,Guido Rodríguez,ARG,MF,Betis,La Liga,28,1994,34,33,2872,31.9,1,0,1,1,0,0,8,0,1.2,1.2,0.4,1.6,11,123,18,0.031347962,0,0.031347962,0.031347962,0.031347962,0.037617555,0.012539185,0.05015674,0.037617555,0.05015674,Matches
2263,Miguel Rodríguez,ESP,"MF,FW",Celta Vigo,La Liga,19,2003,7,3,252,2.8,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.3,10,6,22,0.357142857,0.357142857,0.714285714,0.357142857,0.714285714,0.071428571,0.035714286,0.107142857,0.071428571,0.107142857,Matches
2264,Pablo Rodríguez,ESP,"FW,MF",Lecce,Serie A,20,2001,4,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,0,0,0,0,0,0,0,0,0,Matches
2265,Ricardo Rodríguez,SUI,DF,Torino,Serie A,29,1992,35,30,2670,29.7,0,0,0,0,0,0,3,0,0.4,0.4,1.9,2.4,49,133,51,0,0,0,0,0,0.013468013,0.063973064,0.077441077,0.013468013,0.080808081,Matches
2266,Rodrygo,BRA,"FW,MF",Real Madrid,La Liga,21,2001,34,25,2379,26.4,9,8,17,8,1,1,4,0,13.7,12.9,7,19.9,146,81,268,0.340909091,0.303030303,0.643939394,0.303030303,0.606060606,0.518939394,0.265151515,0.784090909,0.488636364,0.753787879,Matches
2267,Mads Roerslev,DEN,DF,Brentford,Premier League,23,1999,20,12,1108,12.3,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,8,19,36,0,0,0,0,0,0.024390244,0.097560976,0.12195122,0.024390244,0.12195122,Matches
2268,Agustín Rogel,URU,DF,Hertha BSC,Bundesliga,24,1997,20,14,1426,15.8,0,1,1,0,0,0,7,0,0.8,0.8,0,0.8,1,23,2,0,0.063291139,0.063291139,0,0.063291139,0.050632911,0,0.050632911,0.050632911,0.050632911,Matches
2269,Rogério,BRA,DF,Sassuolo,Serie A,24,1998,36,34,2996,33.3,0,3,3,0,0,0,5,1,0.5,0.5,2.7,3.3,110,185,115,0,0.09009009,0.09009009,0,0.09009009,0.015015015,0.081081081,0.096096096,0.015015015,0.099099099,Matches
2270,Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,20,2002,3,0,57,0.6,0,1,1,0,0,0,0,0,0,0,0.5,0.5,2,1,4,0,1.666666667,1.666666667,0,1.666666667,0,0.833333333,0.833333333,0,0.833333333,Matches
2271,Tony Rölke,GER,FW,Hertha BSC,Bundesliga,19,2003,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2272,Filippo Romagna,ITA,DF,Sassuolo,Serie A,25,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2273,Alessio Romagnoli,ITA,DF,Lazio,Serie A,27,1995,34,33,2922,32.5,2,0,2,2,0,0,6,0,1.4,1.4,0.1,1.6,3,62,3,0.061538462,0,0.061538462,0.061538462,0.061538462,0.043076923,0.003076923,0.046153846,0.043076923,0.049230769,Matches
2274,Simone Romagnoli,ITA,DF,Lecce,Serie A,32,1990,7,1,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Matches
2275,Leonardo Román,ESP,GK,Mallorca,La Liga,22,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2276,Cristian Romero,ARG,DF,Tottenham,Premier League,24,1998,27,26,2364,26.3,0,1,1,0,0,0,11,1,1.5,1.5,1.2,2.6,19,92,9,0,0.038022814,0.038022814,0,0.038022814,0.057034221,0.045627376,0.102661597,0.057034221,0.098859316,Matches
2277,Iván Romero,ESP,MF,Sevilla,La Liga,21,2001,1,0,11,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2278,Luka Romero,ARG,FW,Lazio,Serie A,17,2004,6,1,151,1.7,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,4,4,21,0.588235294,0,0.588235294,0.588235294,0.588235294,0.529411765,0.058823529,0.588235294,0.529411765,0.529411765,Matches
2279,Oriol Romeu,ESP,MF,"Southampton,Girona","Premier League,La Liga",30,1991,34,34,3024,33.6,2,0,2,2,0,0,10,1,1.8,1.8,0.9,2.7,17,137,16,0.05952381,0,0.05952381,0.05952381,0.05952381,0.053571429,0.026785714,0.080357143,0.053571429,0.080357143,Matches
2281,Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,37,1985,10,4,525,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9,12,33,0.172413793,0,0.172413793,0.172413793,0.172413793,0.327586207,0.068965517,0.396551724,0.327586207,0.396551724,Matches
2282,Connor Ronan,IRL,MF,Wolves,Premier League,24,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Matches
2283,Salomón Rondón,VEN,FW,Everton,Premier League,32,1989,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1,0,1,7,0,0,0,0,0,0.666666667,0.166666667,0.833333333,0.666666667,0.833333333,Matches
2284,Valentin Rongier,FRA,MF,Marseille,Ligue 1,27,1994,36,34,3032,33.7,1,2,3,1,0,0,8,0,1.7,1.7,2.7,4.4,57,238,72,0.029673591,0.059347181,0.089020772,0.029673591,0.089020772,0.050445104,0.080118694,0.130563798,0.050445104,0.130563798,Matches
