Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SGls,SSh,SSoT,SSoTp,SSh_p90,SSoT_90,SG_Sh,SG_SoT,SFK,SPK,SPKatt,xG,npxG,npxG/Sh,G-xG,npG-xG,SDist
991,Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,Premier League,18,2004,6.3,3,24,9,37.5,3.8095238095238098,1.4285714285714286,0.13,0.33,16.3,0,0,0,3.0,3.0,0.125,0.0,0.0
992,James Garner,ENG,"MF,DF",Everton,Premier League,21,2001,8.9,0,9,3,33.33333333333333,1.0112359550561798,0.33707865168539325,0.0,0.0,22.3,1,0,0,0.8,0.8,0.08888888888888889,-0.8,-0.8
993,Felix Garreta,ESP,DF,Betis,La Liga,18,2004,1.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
994,Aleix Garrido,ESP,FW,Barcelona,La Liga,18,2004,0.1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
995,Sékou Gassama,SEN,FW,Valladolid,La Liga,27,1995,0.4,0,2,0,0.0,5.0,0.0,0.0,0.0,10.7,0,0,0,0.4,0.4,0.2,-0.4,-0.4
996,Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,34,1988,28.9,4,19,9,47.368421052631575,0.6574394463667821,0.31141868512110726,0.21,0.44,24.8,1,0,0,1.2,1.2,0.06315789473684211,2.8,2.8
997,Federico Gatti,ITA,DF,Juventus,Serie A,24,1998,16.1,0,13,4,30.76923076923077,0.8074534161490683,0.24844720496894407,0.0,0.0,15.5,0,0,0,0.6,0.6,0.04615384615384615,-0.6,-0.6
998,Gavi,ESP,"MF,FW",Barcelona,La Liga,17,2004,28.1,2,28,8,28.57142857142857,0.9964412811387899,0.2846975088967971,0.07,0.25,16.6,0,0,0,3.2,3.2,0.1142857142857143,-1.2,-1.2
999,Paulo Gazzaniga,ARG,GK,Girona,La Liga,30,1992,28.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1000,David de Gea,ESP,GK,Manchester Utd,Premier League,31,1990,38.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1001,Dario Gebuhr,GER,DF,Eint Frankfurt,Bundesliga,19,2003,0.2,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1002,Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,24,1998,21.7,1,5,3,60.0,0.2304147465437788,0.1382488479262673,0.2,0.33,24.7,0,0,0,0.2,0.2,0.04,0.8,0.8
1003,Joe Gelhardt,ENG,FW,Leeds United,Premier League,20,2002,2.4,0,10,2,20.0,4.166666666666667,0.8333333333333334,0.0,0.0,23.5,1,0,0,0.8,0.8,0.08,-0.8,-0.8
1004,Valentin Gendrey,FRA,DF,Lecce,Serie A,22,2000,34.5,0,10,0,0.0,0.2898550724637681,0.0,0.0,0.0,22.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6
1005,Denis Genreau,AUS,MF,Toulouse,Ligue 1,23,1999,7.3,0,7,2,28.57142857142857,0.9589041095890412,0.273972602739726,0.0,0.0,16.5,0,0,0,0.6,0.6,0.08571428571428572,-0.6,-0.6
1006,Yannick Gerhardt,GER,MF,Wolfsburg,Bundesliga,28,1994,20.7,6,27,13,48.148148148148145,1.3043478260869565,0.6280193236714976,0.22,0.46,12.0,0,0,0,5.7,5.7,0.2111111111111111,0.3,0.3
1007,Valère Germain,FRA,"FW,MF",Montpellier,Ligue 1,32,1990,7.6,2,19,6,31.57894736842105,2.5,0.7894736842105263,0.11,0.33,12.7,0,0,0,2.5,2.5,0.13157894736842105,-0.5,-0.5
1008,Gerson,BRA,MF,Marseille,Ligue 1,25,1997,4.6,2,9,6,66.66666666666666,1.956521739130435,1.3043478260869565,0.22,0.33,15.8,0,0,0,0.8,0.8,0.08888888888888889,1.2,1.2
1009,Ismaël Gharbi,ESP,"MF,FW",Paris S-G,Ligue 1,18,2004,0.6,0,3,1,33.33333333333333,5.0,1.6666666666666667,0.0,0.0,21.3,0,0,0,0.2,0.2,0.06666666666666667,-0.2,-0.2
1010,Paolo Ghiglione,ITA,DF,Cremonese,Serie A,25,1997,7.9,1,7,2,28.57142857142857,0.8860759493670886,0.2531645569620253,0.14,0.5,17.0,0,0,0,0.8,0.8,0.1142857142857143,0.2,0.2
1011,Saman Ghoddos,IRN,"MF,FW",Brentford,Premier League,28,1993,1.5,0,1,1,100.0,0.6666666666666666,0.6666666666666666,0.0,0.0,19.2,0,0,0,0.0,0.0,0.0,0.0,0.0
1012,Faouzi Ghoulam,ALG,DF,Angers,Ligue 1,31,1991,5.3,0,1,0,0.0,0.18867924528301888,0.0,0.0,0.0,24.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1013,Morgan Gibbs-White,ENG,"FW,MF","Wolves,Nott'ham Forest","Premier League,Premier League",22,2000,35.0,5,60,20,66.66666666666666,1.7142857142857142,0.5714285714285714,0.05,0.16,15.75,3,2,2,6.7,5.1000000000000005,0.085,-1.7,-2.0999999999999996
1015,Niko Gießelmann,GER,DF,Union Berlin,Bundesliga,30,1991,14.5,0,20,3,15.0,1.3793103448275863,0.20689655172413793,0.0,0.0,20.2,2,0,0,1.1,1.1,0.05500000000000001,-1.1,-1.1
1016,Samuel Gigot,FRA,DF,Marseille,Ligue 1,28,1993,20.9,2,12,3,25.0,0.5741626794258373,0.14354066985645933,0.17,0.67,8.0,0,0,0,2.6,2.6,0.21666666666666667,-0.6,-0.6
1017,Rafał Gikiewicz,POL,GK,Augsburg,Bundesliga,34,1987,23.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1018,Bryan Gil,ESP,"MF,FW","Tottenham,Sevilla","Premier League,La Liga",21,2001,11.799999999999999,2,19,5,73.52941176470588,1.6101694915254239,0.42372881355932207,0.12,0.5,16.549999999999997,0,0,0,3.0,3.0,0.15789473684210525,-1.0,-1.0
1020,David Gil,ESP,GK,Cádiz,La Liga,28,1994,4.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1021,Óscar Gil,ESP,DF,Espanyol,La Liga,25,1997,28.4,0,11,2,18.181818181818183,0.38732394366197187,0.07042253521126761,0.0,0.0,18.9,0,0,0,0.6,0.6,0.05454545454545454,-0.6,-0.6
1022,Mario Gila,ESP,DF,Lazio,Serie A,21,2000,1.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1023,Billy Gilmour,SCO,MF,Brighton,Premier League,21,2001,5.6,0,6,1,16.666666666666664,1.0714285714285714,0.17857142857142858,0.0,0.0,20.1,0,0,0,0.5,0.5,0.08333333333333333,-0.5,-0.5
1024,Álvaro Giménez,ESP,FW,Cádiz,La Liga,31,1991,0.2,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1025,Gvidas Gineitis,LTU,MF,Torino,Serie A,18,2004,1.5,0,1,0,0.0,0.6666666666666666,0.0,0.0,0.0,27.7,0,0,0,0.0,0.0,0.0,0.0,0.0
1026,Matthias Ginter,GER,DF,Freiburg,Bundesliga,28,1994,34.0,4,21,11,52.38095238095239,0.6176470588235294,0.3235294117647059,0.19,0.36,11.1,0,0,0,1.9,1.9,0.09047619047619047,2.1,2.1
1027,Andrei Girotto,BRA,"DF,MF",Nantes,Ligue 1,30,1992,35.0,1,27,6,22.22222222222222,0.7714285714285715,0.17142857142857143,0.04,0.17,17.2,2,0,0,1.7,1.7,0.06296296296296296,-0.7,-0.7
1028,Olivier Giroud,FRA,FW,Milan,Serie A,35,1986,23.8,13,77,29,37.66233766233766,3.235294117647059,1.218487394957983,0.13,0.34,12.7,6,3,3,12.7,10.4,0.13506493506493508,0.3,-0.4
1029,Serge Gnabry,GER,"FW,MF",Bayern Munich,Bundesliga,27,1995,21.6,14,81,40,49.382716049382715,3.7499999999999996,1.8518518518518516,0.16,0.33,15.5,1,1,1,11.2,10.4,0.12839506172839507,2.8,2.6
1030,Degnand Gnonto,ITA,"FW,MF",Leeds United,Premier League,18,2003,15.0,2,22,8,36.36363636363637,1.4666666666666666,0.5333333333333333,0.09,0.25,17.4,0,0,0,1.8,1.8,0.08181818181818182,0.2,0.2
1031,Ben Godfrey,ENG,DF,Everton,Premier League,24,1998,8.9,0,6,0,0.0,0.6741573033707865,0.0,0.0,0.0,13.1,0,0,0,1.2,1.2,0.19999999999999998,-1.2,-1.2
1032,Pierluigi Gollini,ITA,GK,"Fiorentina,Napoli","Serie A,Serie A",27,1995,7.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1034,Aleksandr Golovin,RUS,"MF,FW",Monaco,Ligue 1,26,1996,27.4,8,49,25,51.02040816326531,1.7883211678832118,0.9124087591240876,0.16,0.32,19.0,2,0,0,5.3,5.3,0.10816326530612244,2.7,2.7
1035,André Gomes,POR,MF,Lille,Ligue 1,29,1993,18.1,3,18,5,27.77777777777778,0.9944751381215469,0.2762430939226519,0.17,0.6,21.2,0,0,0,1.1,1.1,0.061111111111111116,1.9,1.9
1036,Angel Gomes,ENG,MF,Lille,Ligue 1,21,2000,31.3,2,55,17,30.909090909090907,1.7571884984025559,0.5431309904153354,0.02,0.06,23.2,4,1,1,4.6,3.8,0.06909090909090909,-2.6,-2.8
1037,João Gomes,BRA,MF,Wolves,Premier League,21,2001,7.3,1,4,2,50.0,0.547945205479452,0.273972602739726,0.25,0.5,20.7,0,0,0,0.3,0.3,0.075,0.7,0.7
1038,Toti Gomes,POR,DF,Wolves,Premier League,23,1999,10.9,1,5,2,40.0,0.4587155963302752,0.18348623853211007,0.2,0.5,9.9,0,0,0,0.4,0.4,0.08,0.6,0.6
1039,Dani Gómez,ESP,"MF,FW",Espanyol,La Liga,24,1998,1.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1040,Joe Gomez,ENG,DF,Liverpool,Premier League,25,1997,16.3,0,6,2,33.33333333333333,0.36809815950920244,0.12269938650306748,0.0,0.0,24.5,0,0,0,0.2,0.2,0.03333333333333333,-0.2,-0.2
1041,Maxi Gómez,URU,FW,Valencia,La Liga,25,1996,1.2,0,3,0,0.0,2.5,0.0,0.0,0.0,18.9,1,0,0,0.2,0.2,0.06666666666666667,-0.2,-0.2
1042,Moi Gómez,ESP,"MF,FW",Osasuna,La Liga,28,1994,27.3,3,19,9,47.368421052631575,0.6959706959706959,0.32967032967032966,0.16,0.33,21.0,0,0,0,1.6,1.6,0.08421052631578947,1.4,1.4
1043,Papu Gómez,ARG,"FW,MF",Sevilla,La Liga,34,1988,11.8,1,22,7,31.818181818181817,1.8644067796610169,0.5932203389830508,0.05,0.14,21.4,0,0,0,1.4,1.4,0.06363636363636363,-0.4,-0.4
1044,Sergi Gómez,ESP,DF,Espanyol,La Liga,30,1992,26.0,0,9,4,44.44444444444444,0.34615384615384615,0.15384615384615385,0.0,0.0,12.8,0,0,0,0.9,0.9,0.1,-0.9,-0.9
1045,Sergio Gómez,ESP,"DF,MF",Manchester City,Premier League,21,2000,3.9,0,7,0,0.0,1.794871794871795,0.0,0.0,0.0,22.1,0,0,0,0.4,0.4,0.05714285714285715,-0.4,-0.4
1046,Antonio Gomis,ESP,GK,Atlético Madrid,La Liga,19,2003,0.1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1047,Maxime Gonalons,FRA,MF,Clermont Foot,Ligue 1,33,1989,16.1,1,6,2,33.33333333333333,0.37267080745341613,0.12422360248447203,0.17,0.5,22.6,0,0,0,0.5,0.5,0.08333333333333333,0.5,0.5
1048,Diego González,ESP,DF,Elche,La Liga,27,1995,10.6,0,6,0,0.0,0.5660377358490566,0.0,0.0,0.0,12.8,0,0,0,0.8,0.8,0.13333333333333333,-0.8,-0.8
1049,Édgar González,ESP,DF,Betis,La Liga,25,1997,19.7,0,9,3,33.33333333333333,0.4568527918781726,0.15228426395939088,0.0,0.0,9.7,0,0,0,1.2,1.2,0.13333333333333333,-1.2,-1.2
1050,Giovanni González,URU,DF,Mallorca,La Liga,27,1994,10.3,0,4,0,0.0,0.3883495145631068,0.0,0.0,0.0,19.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1051,Joan Gonzàlez,ESP,MF,Lecce,Serie A,20,2002,24.4,1,17,4,23.52941176470588,0.6967213114754098,0.1639344262295082,0.06,0.25,16.4,0,0,0,1.5,1.5,0.08823529411764706,-0.5,-0.5
1052,Nicolás González,ARG,"FW,MF",Fiorentina,Serie A,24,1998,15.0,6,58,17,29.310344827586203,3.8666666666666667,1.1333333333333333,0.07,0.24,17.4,1,2,2,6.7,5.4,0.09310344827586207,-0.7,-1.4
1053,Nicolás González,ESP,MF,Valencia,La Liga,20,2002,15.6,1,14,3,21.428571428571427,0.8974358974358975,0.19230769230769232,0.07,0.33,15.2,0,0,0,1.5,1.5,0.10714285714285714,-0.5,-0.5
1054,Oumar Gonzalez,CMR,DF,Ajaccio,Ligue 1,24,1998,28.6,0,11,3,27.27272727272727,0.3846153846153846,0.1048951048951049,0.0,0.0,11.1,0,0,0,1.0,1.0,0.09090909090909091,-1.0,-1.0
1055,Roberto González,ESP,"FW,MF",Betis,La Liga,21,2001,0.6,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1056,Jacek Góralski,POL,MF,Bochum,Bundesliga,29,1992,1.6,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1057,Anthony Gordon,ENG,"FW,MF","Newcastle Utd,Everton","Premier League,Premier League",21,2001,17.6,4,34,18,86.53846153846155,1.9318181818181817,1.0227272727272727,0.25,0.69,15.3,1,0,0,5.0,5.0,0.14705882352941177,-1.0,-1.0
1059,Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,27,1995,19.2,3,40,13,32.5,2.0833333333333335,0.6770833333333334,0.08,0.23,17.2,0,0,0,4.7,4.7,0.11750000000000001,-1.7,-1.7
1060,Andoni Gorosabel,ESP,DF,Real Sociedad,La Liga,25,1996,19.0,0,14,1,7.142857142857142,0.7368421052631579,0.05263157894736842,0.0,0.0,21.7,0,0,0,0.6,0.6,0.04285714285714286,-0.6,-0.6
1061,Robin Gosens,GER,DF,Inter,Serie A,28,1994,13.2,3,26,5,19.230769230769234,1.9696969696969697,0.3787878787878788,0.12,0.6,12.7,0,0,0,3.0,3.0,0.11538461538461539,0.0,0.0
1062,Mario Götze,GER,MF,Eint Frankfurt,Bundesliga,30,1992,30.4,3,26,7,26.923076923076923,0.8552631578947368,0.23026315789473686,0.12,0.43,16.4,0,0,0,3.2,3.2,0.12307692307692308,-0.2,-0.2
1063,Amine Gouiri,FRA,"FW,MF","Nice,Rennes","Ligue 1,Ligue 1",22,2000,30.5,15,79,32,80.54054054054055,2.5901639344262297,1.0491803278688525,0.2,0.5,13.05,0,0,0,11.7,11.7,0.1481012658227848,3.3,3.3
1065,Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,31,1991,31.1,0,15,4,26.666666666666668,0.4823151125401929,0.12861736334405144,0.0,0.0,15.4,0,0,0,1.4,1.4,0.09333333333333332,-1.4,-1.4
1066,Jonathan Gradit,FRA,DF,Lens,Ligue 1,29,1992,31.4,1,5,1,20.0,0.15923566878980894,0.03184713375796178,0.2,1.0,14.1,0,0,0,0.8,0.8,0.16,0.2,0.2
1067,José Gragera,ESP,"MF,DF",Espanyol,La Liga,21,2000,5.1,1,4,1,25.0,0.7843137254901962,0.19607843137254904,0.25,1.0,11.6,0,0,0,0.7,0.7,0.175,0.3,0.3
1068,Alberto Grassi,ITA,MF,Empoli,Serie A,27,1995,13.3,0,10,3,30.0,0.7518796992481203,0.22556390977443608,0.0,0.0,15.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6
1069,Ryan Gravenberch,NED,MF,Bayern Munich,Bundesliga,20,2002,6.4,0,11,3,27.27272727272727,1.71875,0.46875,0.0,0.0,20.6,0,0,0,0.9,0.9,0.08181818181818182,-0.9,-0.9
1070,Andrew Gravillon,GLP,DF,"Torino,Reims","Serie A,Ligue 1",24,1998,15.0,0,9,1,12.5,0.6,0.06666666666666667,0.0,0.0,22.4,1,0,0,0.8,0.8,0.08888888888888889,-0.8,-0.8
1072,Demarai Gray,JAM,"FW,MF",Everton,Premier League,26,1996,27.9,4,57,22,38.59649122807017,2.043010752688172,0.7885304659498208,0.04,0.09,19.5,8,2,2,6.2,4.7,0.0824561403508772,-2.2,-2.7
1073,Adrian Grbić,AUT,"MF,FW",Lorient,Ligue 1,25,1996,0.3,0,3,0,0.0,10.0,0.0,0.0,0.0,28.5,2,0,0,0.2,0.2,0.06666666666666667,-0.2,-0.2
1074,Ivo Grbić,CRO,GK,Atlético Madrid,La Liga,26,1996,10.2,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1075,Jack Grealish,ENG,FW,Manchester City,Premier League,26,1995,22.8,5,41,15,36.58536585365854,1.7982456140350878,0.6578947368421052,0.12,0.33,15.4,0,0,0,4.6,4.6,0.1121951219512195,0.4,0.4
1076,Sam Greenwood,ENG,"MF,FW",Leeds United,Premier League,20,2002,4.7,1,12,2,16.666666666666664,2.553191489361702,0.425531914893617,0.08,0.5,24.2,5,0,0,0.7,0.7,0.05833333333333333,0.3,0.3
1077,Michael Gregoritsch,AUT,FW,Freiburg,Bundesliga,28,1994,23.9,10,67,38,56.71641791044776,2.8033472803347284,1.589958158995816,0.15,0.26,14.6,1,0,0,10.0,10.0,0.14925373134328357,0.0,0.0
1078,Dominik Greif,SVK,GK,Mallorca,La Liga,25,1997,1.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1079,Leo Greiml,AUT,DF,Schalke 04,Bundesliga,21,2001,4.0,0,1,1,100.0,0.25,0.25,0.0,0.0,10.8,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1080,Clément Grenier,FRA,MF,Mallorca,La Liga,31,1991,8.0,0,3,2,66.66666666666666,0.375,0.25,0.0,0.0,23.1,1,0,0,0.2,0.2,0.06666666666666667,-0.2,-0.2
1081,Antoine Griezmann,FRA,"FW,MF",Atlético Madrid,La Liga,31,1991,31.8,15,111,44,39.63963963963964,3.490566037735849,1.3836477987421383,0.14,0.34,17.6,5,0,0,12.3,12.3,0.11081081081081082,2.7,2.7
1082,Vincenzo Grifo,ITA,"MF,FW",Freiburg,Bundesliga,29,1993,26.8,15,58,25,43.103448275862064,2.1641791044776117,0.9328358208955224,0.14,0.32,22.6,15,7,8,10.3,3.9,0.06724137931034482,4.7,4.1
1083,Lennart Grill,GER,GK,Union Berlin,Bundesliga,23,1999,5.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1084,Christian Groß,GER,MF,Werder Bremen,Bundesliga,33,1989,21.0,1,5,1,20.0,0.23809523809523808,0.047619047619047616,0.2,1.0,26.0,0,0,0,0.2,0.2,0.04,0.8,0.8
1085,Pascal Groß,GER,"MF,DF",Brighton,Premier League,31,1991,36.0,9,39,19,48.717948717948715,1.0833333333333333,0.5277777777777778,0.23,0.47,17.4,1,0,0,5.4,5.4,0.13846153846153847,3.6,3.6
1086,Brajan Gruda,GER,MF,Mainz 05,Bundesliga,18,2004,0.0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1087,Ilia Gruev,BUL,MF,Werder Bremen,Bundesliga,22,2000,17.6,0,6,1,16.666666666666664,0.3409090909090909,0.056818181818181816,0.0,0.0,22.5,0,0,0,0.3,0.3,0.049999999999999996,-0.3,-0.3
1088,Carlos Gruezo,ECU,MF,Augsburg,Bundesliga,27,1995,10.7,0,2,0,0.0,0.1869158878504673,0.0,0.0,0.0,32.1,0,0,0,0.0,0.0,0.0,0.0,0.0
1089,Vicente Guaita,ESP,GK,Crystal Palace,Premier League,35,1987,27.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1090,Andrés Guardado,MEX,MF,Betis,La Liga,35,1986,15.3,1,8,3,37.5,0.5228758169934641,0.19607843137254902,0.13,0.33,23.2,1,0,0,0.3,0.3,0.0375,0.7,0.7
1091,Sergi Guardiola,ESP,FW,"Valladolid,Cádiz","La Liga,La Liga",31,1991,18.5,3,38,16,75.42087542087542,2.054054054054054,0.8648648648648649,0.11,0.23,16.6,0,0,0,4.4,4.4,0.11578947368421054,-1.4,-1.4
1093,Nemanja Gudelj,SRB,"DF,MF",Sevilla,La Liga,30,1991,30.9,3,38,9,23.684210526315788,1.2297734627831716,0.29126213592233013,0.08,0.33,25.8,3,0,0,1.7,1.7,0.04473684210526316,1.3,1.3
1094,Gabriel Gudmundsson,SWE,"DF,FW",Lille,Ligue 1,23,1999,9.3,0,7,1,14.285714285714285,0.7526881720430108,0.1075268817204301,0.0,0.0,22.0,0,0,0,0.5,0.5,0.07142857142857142,-0.5,-0.5
1095,Gonçalo Guedes,POR,"FW,MF",Wolves,Premier League,25,1996,7.9,1,19,6,31.57894736842105,2.4050632911392404,0.7594936708860759,0.05,0.17,18.4,1,0,0,1.2,1.2,0.06315789473684211,-0.2,-0.2
1096,Axel Gueguin,FRA,"FW,MF",Montpellier,Ligue 1,17,2005,0.3,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1097,Marc Guéhi,ENG,DF,Crystal Palace,Premier League,22,2000,37.0,1,14,6,42.857142857142854,0.3783783783783784,0.16216216216216217,0.07,0.17,8.3,0,0,0,1.5,1.5,0.10714285714285714,-0.5,-0.5
1098,Mattéo Guendouzi,FRA,MF,Marseille,Ligue 1,23,1999,23.4,2,24,5,20.833333333333336,1.0256410256410258,0.2136752136752137,0.04,0.2,16.4,0,1,1,3.3,2.5,0.10416666666666667,-1.3,-1.5
1099,Javier Guerra,ESP,MF,Valencia,La Liga,19,2003,6.7,1,15,6,40.0,2.2388059701492535,0.8955223880597015,0.07,0.17,20.8,0,0,0,0.9,0.9,0.060000000000000005,0.1,0.1
1100,Raphaël Guerreiro,POR,"DF,MF",Dortmund,Bundesliga,28,1993,25.4,4,33,14,42.42424242424242,1.299212598425197,0.5511811023622047,0.12,0.29,19.8,6,0,0,2.7,2.7,0.08181818181818182,1.3,1.3
1101,Axel Guessand,FRA,DF,Udinese,Serie A,17,2004,0.9,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1102,Evann Guessand,FRA,"FW,MF",Nantes,Ligue 1,21,2001,14.0,3,22,12,54.54545454545454,1.5714285714285714,0.8571428571428571,0.14,0.25,12.1,0,0,0,2.6,2.6,0.11818181818181818,0.4,0.4
1103,Ander Guevara,ESP,MF,Real Sociedad,La Liga,25,1997,2.5,0,1,0,0.0,0.4,0.0,0.0,0.0,23.7,0,0,0,0.0,0.0,0.0,0.0,0.0
1104,Pape Gueye,SEN,MF,"Sevilla,Marseille","La Liga,Ligue 1",23,1999,18.5,2,28,9,75.0,1.5135135135135136,0.4864864864864865,0.18,0.45,18.0,0,0,0,2.0,2.0,0.07142857142857142,0.0,0.0
1106,Josuha Guilavogui,FRA,"DF,MF",Wolfsburg,Bundesliga,31,1990,13.1,1,6,1,16.666666666666664,0.4580152671755725,0.07633587786259542,0.17,1.0,11.9,0,0,0,0.5,0.5,0.08333333333333333,0.5,0.5
1107,Frederic Guilbert,FRA,DF,Strasbourg,Ligue 1,27,1994,16.2,0,12,1,8.333333333333332,0.7407407407407408,0.0617283950617284,0.0,0.0,26.3,3,0,0,0.6,0.6,0.049999999999999996,-0.6,-0.6
1108,Bruno Guimarães,BRA,MF,Newcastle Utd,Premier League,24,1997,30.3,4,28,8,28.57142857142857,0.9240924092409241,0.264026402640264,0.14,0.5,19.7,0,0,0,2.8,2.8,0.09999999999999999,1.2,1.2
1109,Serhou Guirassy,GUI,MF,"Rennes,Stuttgart","Ligue 1,Bundesliga",26,1996,18.6,11,49,19,88.29787234042553,2.6344086021505375,1.021505376344086,0.19,0.5,13.1,4,2,2,10.9,9.299999999999999,0.1897959183673469,0.1,-0.30000000000000004
1111,Rafik Guitane,FRA,FW,Reims,Ligue 1,23,1999,0.0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1112,Péter Gulácsi,HUN,GK,RB Leipzig,Bundesliga,32,1990,6.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1113,Manuel Gulde,GER,DF,Freiburg,Bundesliga,31,1991,7.1,1,2,1,50.0,0.28169014084507044,0.14084507042253522,0.5,1.0,6.1,0,0,0,0.7,0.7,0.35,0.3,0.3
1114,Gerard Gumbau,ESP,MF,Elche,La Liga,27,1994,30.4,1,47,18,38.297872340425535,1.5460526315789473,0.5921052631578948,0.02,0.06,25.5,6,0,0,2.3,2.3,0.04893617021276595,-1.3,-1.3
1115,Robert Gumny,POL,DF,Augsburg,Bundesliga,24,1998,22.4,1,9,3,33.33333333333333,0.4017857142857143,0.13392857142857142,0.11,0.33,13.2,0,0,0,0.7,0.7,0.07777777777777778,0.3,0.3
1116,İlkay Gündoğan,GER,MF,Manchester City,Premier League,31,1990,26.1,8,53,20,37.735849056603776,2.0306513409961684,0.7662835249042145,0.15,0.4,18.1,5,0,1,7.5,6.7,0.12641509433962264,0.5,1.3
1117,Christian Günter,GER,"DF,MF",Freiburg,Bundesliga,29,1993,30.5,1,27,7,25.925925925925924,0.8852459016393442,0.22950819672131148,0.04,0.14,21.8,0,0,0,1.2,1.2,0.044444444444444446,-0.2,-0.2
1118,Koray Günter,GER,DF,"Hellas Verona,Sampdoria","Serie A,Serie A",27,1994,19.7,1,10,1,11.11111111111111,0.5076142131979695,0.050761421319796954,0.11,1.0,11.899999999999999,0,0,0,1.0,1.0,0.1,0.0,0.0
1120,Gorka Guruzeta,ESP,FW,Athletic Club,La Liga,25,1996,15.8,6,51,17,33.33333333333333,3.2278481012658227,1.0759493670886076,0.12,0.35,12.7,2,0,0,6.1,6.1,0.1196078431372549,-0.1,-0.1
1121,Malo Gusto,FRA,DF,Lyon,Ligue 1,19,2003,17.7,0,7,3,42.857142857142854,0.3954802259887006,0.16949152542372883,0.0,0.0,20.9,0,0,0,0.4,0.4,0.05714285714285715,-0.4,-0.4
1122,Raúl Guti,ESP,MF,Elche,La Liga,25,1996,12.4,0,20,8,40.0,1.6129032258064515,0.6451612903225806,0.0,0.0,18.9,0,0,0,1.6,1.6,0.08,-1.6,-1.6
1123,Miguel Gutiérrez,ESP,DF,Girona,La Liga,21,2001,26.6,2,17,4,23.52941176470588,0.6390977443609023,0.15037593984962405,0.12,0.5,19.4,0,0,0,0.8,0.8,0.047058823529411764,1.2,1.2
1124,Joško Gvardiol,CRO,DF,RB Leipzig,Bundesliga,20,2002,24.1,1,14,4,28.57142857142857,0.5809128630705394,0.16597510373443983,0.07,0.25,14.2,0,0,0,1.8,1.8,0.1285714285714286,-0.8,-0.8
1125,Darko Gyabi,ENG,FW,Leeds United,Premier League,18,2004,0.1,0,1,0,0.0,10.0,0.0,0.0,0.0,17.8,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1126,Emmanuel Gyasi,GHA,"FW,DF",Spezia,Serie A,28,1994,31.2,2,34,13,38.23529411764706,1.0897435897435899,0.4166666666666667,0.06,0.15,13.7,0,0,0,4.0,4.0,0.11764705882352941,-2.0,-2.0
