Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SGls,SSh,SSoT,SSoTp,SSh_p90,SSoT_90,SG_Sh,SG_SoT,SFK,SPK,SPKatt,xG,npxG,npxG/Sh,G-xG,npG-xG,SDist
1296,Þórir Jóhann Helgason,ISL,MF,Lecce,Serie A,21,2000,2.5,0,2,0,0.0,0.8,0.0,0.0,0.0,32.6,1,0,0,0.1,0.1,0.05,-0.1,-0.1
1297,Ben Johnson,ENG,DF,West Ham,Premier League,22,2000,9.6,0,2,1,50.0,0.20833333333333334,0.10416666666666667,0.0,0.0,21.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1298,Brennan Johnson,WAL,"FW,MF",Nott'ham Forest,Premier League,21,2001,32.6,8,52,24,46.15384615384615,1.5950920245398772,0.7361963190184049,0.13,0.29,16.6,0,1,3,8.6,6.2,0.11923076923076924,-0.6,0.8
1299,Sam Johnstone,ENG,GK,Crystal Palace,Premier League,29,1993,9.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1300,Paul Joly,FRA,DF,Auxerre,Ligue 1,22,2000,9.6,0,7,0,0.0,0.7291666666666667,0.0,0.0,0.0,23.5,0,0,0,0.1,0.1,0.014285714285714287,-0.1,-0.1
1301,Curtis Jones,ENG,MF,Liverpool,Premier League,21,2001,11.5,3,15,5,33.33333333333333,1.3043478260869565,0.43478260869565216,0.2,0.6,17.9,0,0,0,1.2,1.2,0.08,1.8,1.8
1302,Frenkie de Jong,NED,MF,Barcelona,La Liga,25,1997,28.2,2,18,10,55.55555555555556,0.6382978723404256,0.3546099290780142,0.11,0.2,17.8,0,0,0,2.4,2.4,0.13333333333333333,-0.4,-0.4
1303,Joan Jordán,ESP,MF,Sevilla,La Liga,28,1994,17.7,0,13,3,23.076923076923077,0.7344632768361582,0.16949152542372883,0.0,0.0,21.4,3,0,0,0.9,0.9,0.06923076923076923,-0.9,-0.9
1304,Jorginho,ITA,MF,"Arsenal,Chelsea","Premier League,Premier League",30,1991,23.7,2,9,1,33.33333333333333,0.379746835443038,0.04219409282700422,0.0,0.0,28.200000000000003,0,2,2,1.9,0.30000000000000004,0.03333333333333334,0.09999999999999998,-0.30000000000000004
1306,Josan,ESP,"DF,MF",Elche,La Liga,32,1989,12.0,1,6,3,50.0,0.5,0.25,0.17,0.33,14.3,0,0,0,0.4,0.4,0.06666666666666667,0.6,0.6
1307,Willian José,BRA,FW,Betis,La Liga,30,1991,8.1,2,20,6,30.0,2.469135802469136,0.7407407407407408,0.05,0.17,18.7,2,1,1,2.9,2.2,0.11000000000000001,-0.9,-1.2
1308,Joselu,ESP,FW,Espanyol,La Liga,32,1990,33.2,16,87,33,37.93103448275862,2.620481927710843,0.9939759036144578,0.13,0.33,16.1,2,5,5,14.5,10.5,0.1206896551724138,1.5,0.5
1309,Mateo Joseph,ENG,"FW,MF",Leeds United,Premier League,18,2003,0.3,0,1,1,100.0,3.3333333333333335,3.3333333333333335,0.0,0.0,15.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1310,Diogo Jota,POR,FW,Liverpool,Premier League,25,1996,12.6,7,35,11,31.428571428571427,2.7777777777777777,0.873015873015873,0.2,0.64,11.7,0,0,0,6.5,6.5,0.18571428571428572,0.5,0.5
1311,Stevan Jovetić,MNE,"FW,MF",Hertha BSC,Bundesliga,32,1989,9.9,4,27,6,22.22222222222222,2.727272727272727,0.6060606060606061,0.15,0.67,18.4,1,0,0,2.7,2.7,0.1,1.3,1.3
1312,Luka Jović,SRB,"FW,MF",Fiorentina,Serie A,24,1997,17.0,6,56,19,33.92857142857143,3.2941176470588234,1.1176470588235294,0.11,0.32,13.3,0,0,1,7.9,7.1,0.12678571428571428,-1.9,-1.1
1313,Juanmi,ESP,FW,Betis,La Liga,29,1993,10.3,4,18,8,44.44444444444444,1.7475728155339805,0.7766990291262136,0.22,0.5,12.8,0,0,0,3.7,3.7,0.20555555555555557,0.3,0.3
1314,Juanpe,ESP,DF,Girona,La Liga,31,1991,15.8,1,5,1,20.0,0.3164556962025316,0.06329113924050632,0.2,1.0,9.8,0,0,0,0.5,0.5,0.1,0.5,0.5
1315,Jubal,BRA,DF,Auxerre,Ligue 1,28,1993,35.7,3,18,5,27.77777777777778,0.5042016806722689,0.1400560224089636,0.11,0.4,11.6,0,1,1,3.1,2.3,0.12777777777777777,-0.1,-0.3
1316,Christopher Jullien,FRA,DF,Montpellier,Ligue 1,29,1993,29.9,0,17,2,11.76470588235294,0.5685618729096991,0.06688963210702341,0.0,0.0,8.6,0,0,0,2.0,2.0,0.11764705882352941,-2.0,-2.0
1317,Anthony Jung,GER,"DF,FW",Werder Bremen,Bundesliga,30,1991,29.1,2,17,6,35.294117647058826,0.5841924398625429,0.20618556701030927,0.12,0.33,17.0,0,0,0,1.3,1.3,0.07647058823529412,0.7,0.7
1318,Eli Junior Kroupi,FRA,"FW,MF",Lorient,Ligue 1,16,2006,0.1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1319,Lago Junior,CIV,"FW,MF",Mallorca,La Liga,31,1990,0.6,0,2,1,50.0,3.3333333333333335,1.6666666666666667,0.0,0.0,17.4,0,0,0,0.0,0.0,0.0,0.0,0.0
1320,Hamed Junior Traorè,CIV,"FW,MF","Bournemouth,Sassuolo","Premier League,Serie A",22,2000,11.3,0,14,4,50.0,1.238938053097345,0.35398230088495575,0.0,0.0,18.6,3,0,0,1.9,1.9,0.1357142857142857,-1.9,-1.9
1322,Vinicius Júnior,BRA,FW,Real Madrid,La Liga,22,2000,31.4,10,77,36,46.75324675324675,2.4522292993630574,1.1464968152866242,0.13,0.28,16.2,0,0,0,10.5,10.5,0.13636363636363635,-0.5,-0.5
1323,Josip Juranović,CRO,DF,Union Berlin,Bundesliga,26,1995,10.4,2,6,1,16.666666666666664,0.5769230769230769,0.09615384615384615,0.17,1.0,29.6,2,1,1,1.6,0.8,0.13333333333333333,0.4,0.2
1324,James Justin,ENG,DF,Leicester City,Premier League,24,1998,13.9,0,5,0,0.0,0.3597122302158273,0.0,0.0,0.0,23.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1325,Filip Jørgensen,DEN,GK,Villarreal,La Liga,20,2002,2.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1326,Mathias Jørgensen,DEN,DF,Brentford,Premier League,32,1990,12.3,0,5,1,20.0,0.4065040650406504,0.08130081300813008,0.0,0.0,7.8,0,0,0,0.9,0.9,0.18,-0.9,-0.9
1327,Ozan Kabak,TUR,DF,Hoffenheim,Bundesliga,22,2000,26.5,2,24,6,25.0,0.9056603773584906,0.22641509433962265,0.08,0.33,13.8,0,0,0,1.3,1.3,0.05416666666666667,0.7,0.7
1328,Issa Kaboré,BFA,DF,Marseille,Ligue 1,21,2001,11.4,1,8,3,37.5,0.7017543859649122,0.2631578947368421,0.13,0.33,16.2,0,0,0,0.9,0.9,0.1125,0.1,0.1
1329,Abdoul Kader Bamba,FRA,"FW,MF",Nantes,Ligue 1,28,1994,0.9,0,1,1,100.0,1.1111111111111112,1.1111111111111112,0.0,0.0,19.3,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1330,Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,30,1992,18.5,1,8,1,12.5,0.43243243243243246,0.05405405405405406,0.13,1.0,10.5,0,0,0,1.3,1.3,0.1625,-0.3,-0.3
1331,Tino Kadewere,ZIM,"FW,MF",Mallorca,La Liga,26,1996,6.0,1,19,6,31.57894736842105,3.1666666666666665,1.0,0.05,0.17,18.7,0,0,0,1.6,1.6,0.08421052631578947,-0.6,-0.6
1332,Kaiky,BRA,DF,Almería,La Liga,18,2004,6.5,0,1,0,0.0,0.15384615384615385,0.0,0.0,0.0,11.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1
1333,Florian Kainz,AUT,"MF,FW",Köln,Bundesliga,29,1992,26.0,6,51,19,37.254901960784316,1.9615384615384615,0.7307692307692307,0.06,0.16,22.2,6,3,3,6.0,3.6,0.07058823529411765,0.0,-0.6
1334,Gaël Kakuta,COD,FW,Lens,Ligue 1,31,1991,0.2,0,1,0,0.0,5.0,0.0,0.0,0.0,29.8,0,0,0,0.0,0.0,0.0,0.0,0.0
1335,Sasa Kalajdzic,AUT,FW,"Wolves,Stuttgart","Premier League,Bundesliga",25,1997,3.1,0,6,1,20.0,1.9354838709677418,0.3225806451612903,0.0,0.0,7.6000000000000005,0,0,0,0.8,0.8,0.13333333333333333,-0.8,-0.8
1337,Arnaud Kalimuendo,FRA,FW,Rennes,Ligue 1,20,2002,20.5,7,43,21,48.837209302325576,2.097560975609756,1.024390243902439,0.16,0.33,14.0,0,0,0,7.5,7.5,0.1744186046511628,-0.5,-0.5
1338,Yayah Kallon,SLE,"MF,FW",Hellas Verona,Serie A,21,2001,9.6,1,20,6,30.0,2.0833333333333335,0.625,0.05,0.17,19.4,0,0,0,1.7,1.7,0.08499999999999999,-0.7,-0.7
1339,Gedeon Kalulu,COD,DF,Lorient,Ligue 1,24,1997,27.1,0,10,2,20.0,0.36900369003690037,0.07380073800738007,0.0,0.0,20.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6
1340,Pierre Kalulu,FRA,DF,Milan,Serie A,22,2000,28.3,1,11,2,18.181818181818183,0.38869257950530034,0.0706713780918728,0.09,0.5,10.0,0,0,0,1.5,1.5,0.13636363636363635,-0.5,-0.5
1341,Justin-Noël Kalumba,FRA,DF,Angers,Ligue 1,17,2004,6.1,0,2,0,0.0,0.3278688524590164,0.0,0.0,0.0,24.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1342,Daichi Kamada,JPN,MF,Eint Frankfurt,Bundesliga,25,1996,25.2,9,41,11,26.82926829268293,1.626984126984127,0.4365079365079365,0.15,0.55,16.6,4,3,3,9.9,7.5,0.18292682926829268,-0.9,-1.5
1343,Waren Kamanzi,NOR,DF,Toulouse,Ligue 1,21,2000,7.4,0,2,1,50.0,0.27027027027027023,0.13513513513513511,0.0,0.0,18.1,0,0,0,0.3,0.3,0.15,-0.3,-0.3
1344,Bingourou Kamara,SEN,GK,Montpellier,Ligue 1,25,1996,4.5,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1345,Boubacar Kamara,FRA,MF,Aston Villa,Premier League,22,1999,19.7,0,4,1,25.0,0.20304568527918782,0.050761421319796954,0.0,0.0,29.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1346,Jakub Kamiński,POL,"FW,DF",Wolfsburg,Bundesliga,20,2002,22.9,4,39,14,35.8974358974359,1.7030567685589522,0.6113537117903931,0.1,0.29,15.9,0,0,0,5.0,4.8,0.12307692307692307,-1.0,-0.8
1347,Marcin Kamiński,POL,DF,Schalke 04,Bundesliga,30,1992,7.0,2,4,2,50.0,0.5714285714285714,0.2857142857142857,0.5,1.0,16.4,2,0,0,0.4,0.4,0.1,1.6,1.6
1348,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,31,1990,15.2,2,7,2,28.57142857142857,0.46052631578947373,0.13157894736842105,0.29,1.0,19.4,0,0,0,1.1,1.1,0.15714285714285717,0.9,0.9
1349,Nordine Kandil,FRA,"MF,FW",Strasbourg,Ligue 1,20,2001,1.1,0,3,0,0.0,2.727272727272727,0.0,0.0,0.0,19.3,0,0,0,0.2,0.2,0.06666666666666667,-0.2,-0.2
1350,Harry Kane,ENG,FW,Tottenham,Premier League,29,1993,37.8,30,124,54,43.54838709677419,3.2804232804232805,1.4285714285714286,0.2,0.46,16.0,3,5,6,21.5,16.7,0.1346774193548387,8.5,8.3
1351,Lee Kang-in,KOR,"MF,FW",Mallorca,La Liga,21,2001,31.4,6,46,14,30.434782608695656,1.4649681528662422,0.445859872611465,0.13,0.43,20.0,7,0,0,5.4,5.4,0.11739130434782609,0.6,0.6
1352,Wilfried Kanga,CIV,FW,Hertha BSC,Bundesliga,24,1998,15.7,2,25,9,36.0,1.5923566878980893,0.5732484076433121,0.08,0.22,11.7,0,0,0,3.3,3.3,0.132,-1.3,-1.3
1353,N'Golo Kanté,FRA,MF,Chelsea,Premier League,31,1991,5.8,0,8,1,12.5,1.3793103448275863,0.1724137931034483,0.0,0.0,20.9,0,0,0,0.3,0.3,0.0375,-0.3,-0.3
1354,Kenan Karaman,TUR,FW,Schalke 04,Bundesliga,28,1994,10.8,1,22,8,36.36363636363637,2.0370370370370368,0.7407407407407407,0.05,0.13,13.8,0,0,0,2.5,2.5,0.11363636363636363,-1.5,-1.5
1355,Yann Karamoh,FRA,"MF,FW",Torino,Serie A,24,1998,8.0,4,20,12,60.0,2.5,1.5,0.2,0.33,15.5,0,0,0,3.3,3.3,0.16499999999999998,0.7,0.7
1356,Atakan Karazor,GER,MF,Stuttgart,Bundesliga,25,1996,21.8,0,6,0,0.0,0.27522935779816515,0.0,0.0,0.0,20.9,0,0,0,0.3,0.3,0.049999999999999996,-0.3,-0.3
1357,Ayman Kari,FRA,"MF,DF",Lorient,Ligue 1,17,2004,1.1,0,4,0,0.0,3.6363636363636362,0.0,0.0,0.0,18.6,0,0,0,0.5,0.5,0.125,-0.5,-0.5
1358,Jon Karrikaburu,ESP,FW,Real Sociedad,La Liga,19,2002,1.0,0,5,1,20.0,5.0,1.0,0.0,0.0,20.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1359,Rick Karsdorp,NED,DF,Roma,Serie A,27,1995,7.9,0,2,0,0.0,0.2531645569620253,0.0,0.0,0.0,19.4,0,0,0,0.3,0.3,0.15,-0.3,-0.3
1360,Denso Kasius,NED,DF,Bologna,Serie A,19,2002,3.8,0,4,0,0.0,1.0526315789473684,0.0,0.0,0.0,23.9,0,0,0,0.1,0.1,0.025,-0.1,-0.1
1361,Thomas Kastanaras,GRE,"FW,DF",Stuttgart,Bundesliga,19,2003,0.8,0,2,1,50.0,2.5,1.25,0.0,0.0,13.7,0,0,0,0.3,0.3,0.15,-0.3,-0.3
1362,Grigoris Kastanos,CYP,"MF,DF",Salernitana,Serie A,24,1998,14.3,2,30,9,30.0,2.097902097902098,0.6293706293706294,0.07,0.22,22.2,0,0,0,1.9,1.9,0.06333333333333332,0.1,0.1
1363,Silas Katompa,COD,"FW,MF",Stuttgart,Bundesliga,23,1998,22.1,5,42,16,38.095238095238095,1.9004524886877827,0.7239819004524887,0.1,0.25,16.1,0,1,1,6.5,5.7,0.13571428571428573,-1.5,-1.7
1364,Moise Kean,ITA,FW,Juventus,Serie A,22,2000,11.1,6,38,14,36.84210526315789,3.4234234234234235,1.2612612612612613,0.16,0.43,14.4,0,0,0,6.3,6.3,0.16578947368421051,-0.3,-0.3
1365,Michael Keane,ENG,DF,Everton,Premier League,29,1993,10.9,1,14,4,28.57142857142857,1.2844036697247705,0.36697247706422015,0.07,0.25,12.9,0,0,0,1.3,1.3,0.09285714285714286,-0.3,-0.3
1366,Neeskens Kebano,COD,FW,Fulham,Premier League,30,1992,8.5,0,9,2,22.22222222222222,1.0588235294117647,0.23529411764705882,0.0,0.0,15.2,0,0,0,0.5,0.5,0.05555555555555555,-0.5,-0.5
1367,Kévin Keben Biakolo,CMR,DF,Toulouse,Ligue 1,18,2004,4.0,0,1,0,0.0,0.25,0.0,0.0,0.0,18.2,0,0,0,0.0,0.0,0.0,0.0,0.0
1368,Thilo Kehrer,GER,DF,West Ham,Premier League,25,1996,24.8,0,8,1,12.5,0.3225806451612903,0.04032258064516129,0.0,0.0,18.4,0,0,0,0.5,0.5,0.0625,-0.5,-0.5
1369,Check Keita,FRA,DF,Reims,Ligue 1,19,2003,7.6,0,3,1,33.33333333333333,0.39473684210526316,0.13157894736842105,0.0,0.0,19.4,0,0,0,0.2,0.2,0.06666666666666667,-0.2,-0.2
1370,Naby Keïta,GUI,MF,Liverpool,Premier League,27,1995,3.3,0,10,0,0.0,3.0303030303030303,0.0,0.0,0.0,20.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
1371,Yannik Keitel,GER,MF,Freiburg,Bundesliga,22,2000,7.6,0,4,3,75.0,0.5263157894736842,0.39473684210526316,0.0,0.0,16.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1372,Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,23,1998,1.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1373,Lloyd Kelly,ENG,DF,Bournemouth,Premier League,23,1998,22.7,0,3,0,0.0,0.13215859030837004,0.0,0.0,0.0,8.9,0,0,0,0.2,0.2,0.06666666666666667,-0.2,-0.2
1374,Marc-Oliver Kempf,GER,DF,Hertha BSC,Bundesliga,27,1995,30.1,1,16,5,31.25,0.5315614617940199,0.16611295681063123,0.06,0.2,11.5,0,0,0,1.5,1.5,0.09375,-0.5,-0.5
1375,Kenedy,BRA,"FW,DF",Valladolid,La Liga,26,1996,3.1,0,6,3,50.0,1.9354838709677418,0.9677419354838709,0.0,0.0,21.2,0,0,0,0.5,0.5,0.08333333333333333,-0.5,-0.5
1376,Jonjoe Kenny,ENG,DF,Hertha BSC,Bundesliga,25,1997,24.9,0,6,1,16.666666666666664,0.24096385542168677,0.040160642570281124,0.0,0.0,24.9,0,0,0,0.3,0.3,0.049999999999999996,-0.3,-0.3
1377,Franck Kessié,CIV,MF,Barcelona,La Liga,25,1996,11.0,1,15,3,20.0,1.3636363636363635,0.2727272727272727,0.07,0.33,15.9,0,0,0,1.8,1.8,0.12000000000000001,-0.8,-0.8
1378,Saîf-Eddine Khaoui,TUN,MF,Clermont Foot,Ligue 1,27,1995,22.5,7,47,22,46.808510638297875,2.088888888888889,0.9777777777777777,0.15,0.32,21.5,6,0,0,5.1,5.1,0.10851063829787233,1.9,1.9
1379,Wahbi Khazri,TUN,"FW,MF",Montpellier,Ligue 1,31,1991,18.2,4,38,16,42.10526315789473,2.087912087912088,0.8791208791208791,0.11,0.25,22.2,0,0,0,4.1,4.1,0.10789473684210525,-0.1,-0.1
1380,Rani Khedira,GER,MF,Union Berlin,Bundesliga,28,1994,32.0,2,24,3,12.5,0.75,0.09375,0.08,0.67,22.1,0,0,0,1.7,1.7,0.07083333333333333,0.3,0.3
1381,Anthony Khelifa,FRA,DF,Ajaccio,Ligue 1,16,2005,0.1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1382,Kiké,ESP,FW,Osasuna,La Liga,32,1989,11.3,2,41,11,26.82926829268293,3.6283185840707963,0.9734513274336283,0.02,0.09,16.4,0,1,1,4.4,3.6,0.0878048780487805,-2.4,-2.6
1383,Luca Kilian,GER,DF,Köln,Bundesliga,22,1999,12.5,1,4,1,25.0,0.32,0.08,0.25,1.0,9.8,0,0,0,1.1,1.1,0.275,-0.1,-0.1
1384,Max Kilman,ENG,DF,Wolves,Premier League,25,1997,36.7,0,14,0,0.0,0.38147138964577654,0.0,0.0,0.0,10.1,0,0,0,1.3,1.3,0.09285714285714286,-1.3,-1.3
1385,Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,27,1995,31.2,5,27,11,40.74074074074074,0.8653846153846154,0.3525641025641026,0.15,0.36,26.0,3,1,1,2.2,1.4,0.05185185185185185,2.8,2.6
1386,Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,26,1995,8.1,0,4,0,0.0,0.4938271604938272,0.0,0.0,0.0,6.3,0,0,0,0.7,0.7,0.175,-0.7,-0.7
1387,Jakub Kiwior,POL,DF,"Arsenal,Spezia","Premier League,Serie A",22,2000,20.7,1,11,3,120.0,0.5314009661835749,0.14492753623188406,1.0,1.0,13.3,1,0,0,0.7,0.7,0.06363636363636363,0.30000000000000004,0.30000000000000004
1389,Simon Kjær,DEN,DF,Milan,Serie A,33,1989,11.2,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1390,Pascal Klemens,GER,DF,Hertha BSC,Bundesliga,17,2005,1.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1391,Mateusz Klich,POL,"MF,FW",Leeds United,Premier League,32,1990,3.1,0,4,1,25.0,1.2903225806451613,0.3225806451612903,0.0,0.0,21.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1392,Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,26,1996,10.1,0,6,1,16.666666666666664,0.594059405940594,0.09900990099009901,0.0,0.0,17.9,0,0,0,0.3,0.3,0.049999999999999996,-0.3,-0.3
1393,Justin Kluivert,NED,"FW,MF",Valencia,La Liga,23,1999,16.1,6,43,15,34.883720930232556,2.670807453416149,0.9316770186335402,0.12,0.33,18.1,2,1,1,6.6,5.9,0.1372093023255814,-0.6,-0.9
1394,Ansgar Knauff,GER,DF,Eint Frankfurt,Bundesliga,20,2002,14.3,1,15,7,46.666666666666664,1.048951048951049,0.4895104895104895,0.07,0.14,19.7,0,0,0,0.9,0.9,0.060000000000000005,0.1,0.1
1395,Robin Knoche,GER,DF,Union Berlin,Bundesliga,30,1992,31.9,2,8,1,12.5,0.25078369905956116,0.031347962382445145,0.13,1.0,16.0,0,1,2,2.4,0.8,0.1,-0.4,0.2
1396,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,24,1997,27.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1397,Robin Koch,GER,DF,Leeds United,Premier League,26,1996,35.3,0,17,4,23.52941176470588,0.481586402266289,0.113314447592068,0.0,0.0,11.1,0,0,0,1.5,1.5,0.08823529411764706,-1.5,-1.5
1398,Samuel Koeberlé,FRA,MF,Reims,Ligue 1,17,2004,0.0,0,0,0,,,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1399,Rudy Kohon,FRA,DF,Troyes,Ligue 1,18,2004,0.7,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1400,Dominik Kohr,GER,MF,Mainz 05,Bundesliga,28,1994,25.5,3,39,8,20.51282051282051,1.5294117647058822,0.3137254901960784,0.08,0.38,20.5,0,0,0,2.3,2.3,0.05897435897435897,0.7,0.7
1401,Koke,ESP,MF,Atlético Madrid,La Liga,30,1992,28.3,0,16,1,6.25,0.5653710247349824,0.0353356890459364,0.0,0.0,22.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8
1402,Sead Kolašinac,BIH,DF,Marseille,Ligue 1,29,1993,24.6,4,22,9,40.909090909090914,0.8943089430894309,0.36585365853658536,0.18,0.44,9.7,0,0,0,4.1,4.1,0.18636363636363634,-0.1,-0.1
1403,Luca Koleosho,ITA,"FW,DF",Espanyol,La Liga,17,2004,0.7,1,1,1,100.0,1.4285714285714286,1.4285714285714286,1.0,1.0,20.6,0,0,0,0.0,0.0,0.0,1.0,1.0
1404,Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,23,1998,29.2,15,75,30,40.0,2.568493150684932,1.0273972602739727,0.17,0.43,13.0,0,2,2,13.2,11.6,0.15466666666666667,1.8,1.4
1405,Timothée Kolodziejczak,FRA,DF,Schalke 04,Bundesliga,30,1991,0.3,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1406,Cheick Konaté,CIV,DF,Clermont Foot,Ligue 1,18,2004,6.4,0,3,0,0.0,0.46875,0.0,0.0,0.0,26.5,0,0,0,0.4,0.4,0.13333333333333333,-0.4,-0.4
1407,Ibrahima Konaté,FRA,DF,Liverpool,Premier League,23,1999,17.2,0,11,3,27.27272727272727,0.6395348837209303,0.1744186046511628,0.0,0.0,9.7,0,0,0,1.2,1.2,0.10909090909090909,-1.2,-1.2
1408,Geoffrey Kondogbia,CTA,MF,Atlético Madrid,La Liga,29,1993,11.2,0,11,0,0.0,0.9821428571428572,0.0,0.0,0.0,19.7,0,0,0,0.7,0.7,0.06363636363636363,-0.7,-0.7
1409,Ibrahima Koné,MLI,FW,Lorient,Ligue 1,23,1999,17.5,7,28,13,46.42857142857143,1.6,0.7428571428571429,0.18,0.38,16.1,0,2,3,5.6,3.2,0.1142857142857143,1.4,1.8
1410,Kouadio Koné,FRA,MF,M'Gladbach,Bundesliga,21,2001,29.0,1,26,14,53.84615384615385,0.896551724137931,0.4827586206896552,0.04,0.07,25.1,0,0,0,1.2,1.2,0.04615384615384615,-0.2,-0.2
1411,Youssouf Koné,MLI,DF,Ajaccio,Ligue 1,27,1995,10.2,0,1,1,100.0,0.09803921568627452,0.09803921568627452,0.0,0.0,27.6,0,0,0,0.0,0.0,0.0,0.0,0.0
1412,Ezri Konsa,ENG,DF,Aston Villa,Premier League,24,1997,36.9,0,8,0,0.0,0.21680216802168023,0.0,0.0,0.0,8.0,0,0,0,1.1,1.1,0.1375,-1.1,-1.1
1413,Teun Koopmeiners,NED,MF,Atalanta,Serie A,24,1998,31.8,10,55,23,41.81818181818181,1.729559748427673,0.7232704402515723,0.15,0.35,21.9,6,2,4,7.6,4.3,0.07818181818181817,2.4,3.7
1414,Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,21,2001,16.9,0,3,0,0.0,0.1775147928994083,0.0,0.0,0.0,23.8,0,0,0,0.2,0.2,0.06666666666666667,-0.2,-0.2
1415,Filip Kostić,SRB,"DF,FW","Juventus,Eint Frankfurt","Serie A,Bundesliga",29,1992,29.3,3,38,11,29.72972972972973,1.2969283276450512,0.37542662116040953,0.08,0.27,20.35,0,0,0,2.4,2.4,0.06315789473684211,0.6,0.6
1417,Christian Kouamé,CIV,FW,Fiorentina,Serie A,24,1997,20.7,4,42,13,30.952380952380953,2.028985507246377,0.6280193236714976,0.1,0.31,13.8,1,0,0,5.3,5.3,0.1261904761904762,-1.3,-1.3
1418,Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,25,1996,29.6,1,24,5,20.833333333333336,0.8108108108108107,0.16891891891891891,0.04,0.2,20.3,0,0,0,1.4,1.4,0.05833333333333333,-0.4,-0.4
1419,Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,29,1992,11.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,0.0,0.0
1420,Kalidou Koulibaly,SEN,DF,Chelsea,Premier League,31,1991,20.0,2,11,4,36.36363636363637,0.55,0.2,0.18,0.5,12.0,0,0,0,0.9,0.9,0.08181818181818182,1.1,1.1
1421,Jules Koundé,FRA,DF,Barcelona,La Liga,23,1998,27.0,1,14,1,7.142857142857142,0.5185185185185185,0.037037037037037035,0.07,1.0,14.3,0,0,0,1.1,1.1,0.07857142857142858,-0.1,-0.1
1422,Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,25,1997,14.0,0,11,3,27.27272727272727,0.7857142857142857,0.21428571428571427,0.0,0.0,11.5,0,0,0,0.7,0.7,0.06363636363636363,-0.7,-0.7
1423,Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,Premier League,32,1989,9.8,1,6,5,83.33333333333334,0.6122448979591836,0.5102040816326531,0.17,0.2,19.4,0,0,0,0.4,0.4,0.06666666666666667,0.6,0.6
1424,Mateo Kovačić,CRO,MF,Chelsea,Premier League,28,1994,19.0,1,23,1,4.3478260869565215,1.2105263157894737,0.05263157894736842,0.04,1.0,22.1,0,0,0,1.8,1.8,0.0782608695652174,-0.8,-0.8
1425,Viktor Kovalenko,UKR,MF,Spezia,Serie A,26,1996,6.1,0,11,1,9.090909090909092,1.8032786885245902,0.1639344262295082,0.0,0.0,15.4,1,0,0,1.6,1.6,0.14545454545454548,-1.6,-1.6
