Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,ADWon,ADLost,ADWonp
2570,Jonathan Tah,GER,DF,Leverkusen,Bundesliga,26,1996,27.6,6,0,0,22,3,2,3,40,12,0,0,0,167,57,46,55.33980582524271
2571,Benjamin Tahirovic,BIH,MF,Roma,Serie A,19,2003,3.9,1,0,0,5,2,0,5,3,5,0,0,0,26,5,2,71.42857142857143
2572,Waniss Taibi,FRA,MF,Angers,Ligue 1,20,2002,2.1,1,0,0,3,0,0,1,2,5,0,0,0,16,2,5,28.57142857142857
2573,Flavien Tait,FRA,MF,Rennes,Ligue 1,29,1993,18.7,2,0,0,25,29,0,7,20,15,0,0,0,128,7,10,41.17647058823529
2574,Montassar Talbi,TUN,DF,Lorient,Ligue 1,24,1998,38.0,0,0,0,16,26,0,2,40,25,0,0,0,164,90,47,65.69343065693431
2575,Thibault Tamas,FRA,DF,Montpellier,Ligue 1,21,2001,0.1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,
2576,Adrien Tameze,CMR,MF,Hellas Verona,Serie A,28,1994,33.7,3,0,0,32,31,1,21,37,30,0,0,0,218,27,31,46.55172413793103
2577,Japhet Tanganga,ENG,DF,Tottenham,Premier League,23,1999,1.6,0,0,0,3,3,0,1,2,2,0,0,0,8,6,2,75.0
2578,Renato Tapia,PER,"MF,DF",Celta Vigo,La Liga,27,1995,16.1,8,1,1,29,16,0,11,19,25,0,1,0,80,26,18,59.09090909090909
2579,Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,23,1999,31.9,5,0,0,28,17,2,3,36,30,1,2,1,270,55,43,56.12244897959183
2580,Florian Tardieu,FRA,MF,Troyes,Ligue 1,30,1992,11.2,2,0,0,11,20,0,43,23,20,0,0,0,87,7,8,46.666666666666664
2581,Matt Targett,ENG,DF,Newcastle Utd,Premier League,26,1995,6.8,1,0,0,10,3,0,34,9,10,0,0,0,46,11,7,61.111111111111114
2582,James Tarkowski,ENG,DF,Everton,Premier League,29,1992,38.0,6,0,0,40,23,2,0,51,26,0,1,0,173,120,48,71.42857142857143
2583,Ciprian Tătărușanu,ROU,GK,Milan,Serie A,36,1986,16.0,0,0,0,0,3,0,0,1,0,0,0,0,23,1,1,50.0
2584,Niklas Tauer,GER,"DF,MF",Mainz 05,Bundesliga,21,2001,1.0,0,0,0,1,0,0,1,2,1,0,0,0,3,2,1,66.66666666666666
2585,Nuno Tavares,POR,"DF,MF",Marseille,Ligue 1,22,2000,26.1,6,1,0,37,38,6,96,15,30,0,0,0,173,23,31,42.592592592592595
2586,Marcus Tavernier,ENG,"MF,FW",Bournemouth,Premier League,23,1999,19.4,1,0,0,21,28,4,93,9,22,0,0,0,124,17,32,34.69387755102041
2587,Enzo Tchato,CMR,DF,Montpellier,Ligue 1,19,2002,12.2,1,0,0,13,7,2,39,7,17,0,0,0,56,17,16,51.515151515151516
2588,Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,22,2000,23.5,2,0,0,35,35,0,12,49,40,0,0,0,123,48,24,66.66666666666666
2589,Mathys Tel,FRA,FW,Bayern Munich,Bundesliga,17,2005,4.6,2,0,0,9,6,4,4,0,2,0,0,0,16,8,11,42.10526315789473
2590,Semir Telalovic,GER,"MF,FW",M'Gladbach,Bundesliga,22,1999,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,20.0
2591,Alex Telles,BRA,DF,Sevilla,La Liga,29,1992,15.9,6,0,0,25,14,1,83,20,13,1,0,0,78,26,16,61.904761904761905
2592,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30,1992,37.2,0,0,0,0,2,0,0,1,0,0,0,0,69,6,1,85.71428571428571
2593,Simon Terodde,GER,FW,Schalke 04,Bundesliga,34,1988,20.3,5,0,0,37,36,26,2,6,8,2,0,0,40,71,119,37.368421052631575
2594,Filippo Terracciano,ITA,"DF,MF",Hellas Verona,Serie A,19,2003,9.1,2,0,0,7,17,0,25,10,13,0,0,0,47,15,20,42.857142857142854
2595,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,32,1990,29.0,1,0,0,2,0,0,0,1,1,0,2,0,51,6,0,100.0
2596,Ramón Terrats,ESP,MF,"Villarreal,Girona",La Liga,21,2000,11.5,1,0,0,17,21,0,18,11,12,0,0,0,52,6,7,46.15384615384615
2598,Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,25,1997,14.7,0,0,0,12,24,6,13,14,11,0,0,0,58,63,37,63.0
2599,Aleksa Terzić,SRB,DF,Fiorentina,Serie A,22,1999,10.4,2,0,0,4,12,3,79,5,9,0,0,0,59,7,9,43.75
2600,Tetê,BRA,FW,"Leicester City,Lyon","Premier League,Ligue 1",22,2000,20.5,3,0,0,13,36,9,64,15,18,1,0,0,100,9,12,42.857142857142854
2602,Kenny Tete,NED,DF,Fulham,Premier League,26,1995,28.5,8,0,0,42,54,0,99,52,46,0,0,0,141,33,29,53.2258064516129
2603,Florian Thauvin,FRA,"FW,MF",Udinese,Serie A,29,1993,6.1,1,0,0,9,7,1,37,2,1,0,0,0,18,7,7,50.0
2604,Arthur Theate,BEL,DF,Rennes,Ligue 1,22,2000,34.7,5,0,0,24,13,0,1,30,19,0,1,1,182,70,38,64.81481481481481
2605,Malick Thiaw,GER,DF,"Milan,Schalke 04","Serie A,Bundesliga",20,2001,18.1,7,0,0,17,7,1,2,21,27,0,0,0,104,62,31,66.66666666666666
2607,Jan Thielmann,GER,FW,Köln,Bundesliga,20,2002,9.7,5,0,0,14,19,9,37,9,8,1,0,0,39,13,24,35.13513513513514
2608,Sada Thioub,SEN,"DF,FW",Angers,Ligue 1,27,1995,11.8,3,0,0,14,6,0,37,7,10,0,0,0,63,4,14,22.22222222222222
2609,Luke Thomas,ENG,DF,Leicester City,Premier League,21,2001,11.9,3,0,0,12,7,0,9,27,19,0,0,1,69,11,14,44.0
2610,Adrien Thomasson,FRA,MF,"Strasbourg,Lens",Ligue 1,28,1993,24.6,3,0,0,37,38,9,21,7,26,1,0,0,159,19,24,44.18604651162791
2612,Morten Thorsby,NOR,MF,Union Berlin,Bundesliga,26,1996,9.3,3,0,0,21,6,0,3,3,10,0,0,0,37,21,25,45.65217391304348
2613,Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,23,1999,12.6,5,0,0,18,22,0,10,14,7,0,0,0,63,28,25,52.83018867924528
2614,Khéphren Thuram,FRA,MF,Nice,Ligue 1,21,2001,28.3,3,0,0,31,19,3,23,38,25,1,0,0,146,16,18,47.05882352941176
2615,Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,24,1997,27.9,3,0,0,34,44,18,11,6,7,0,0,0,73,41,58,41.41414141414141
2616,Alexis Tibidi,FRA,"FW,MF",Troyes,Ligue 1,18,2003,0.8,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,66.66666666666666
2617,Youri Tielemans,BEL,MF,Leicester City,Premier League,25,1997,26.0,4,0,0,33,25,1,45,28,39,0,0,0,195,26,12,68.42105263157895
2618,Kieran Tierney,SCO,DF,Arsenal,Premier League,25,1997,8.8,0,0,0,5,9,1,24,11,11,0,0,0,43,6,18,25.0
2619,Steffen Tigges,GER,FW,Köln,Bundesliga,24,1998,17.7,1,0,0,11,11,10,15,8,7,0,0,0,42,67,90,42.675159235668794
2620,Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,22,1999,31.9,4,2,1,21,15,1,5,41,48,0,2,0,248,39,29,57.35294117647059
2621,Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,26,1995,10.4,2,0,0,10,5,0,29,10,8,0,1,0,54,13,14,48.148148148148145
2622,Umut Tohumcu,GER,"MF,DF",Hoffenheim,Bundesliga,17,2004,3.0,0,0,0,4,5,0,0,2,5,0,0,0,12,2,0,100.0
2623,Karl Toko Ekambi,CMR,"FW,MF","Rennes,Lyon",Ligue 1,29,1992,25.8,1,0,0,15,17,10,31,9,10,0,0,0,94,34,58,36.95652173913043
2625,Corentin Tolisso,FRA,MF,Lyon,Ligue 1,27,1994,22.6,3,0,0,28,38,0,37,24,27,0,0,0,199,35,24,59.32203389830508
2626,Jeremy Toljan,GER,DF,Sassuolo,Serie A,27,1994,29.7,3,0,0,10,14,0,28,18,23,0,1,0,142,10,21,32.25806451612903
2627,Rafael Tolói,ITA,DF,Atalanta,Serie A,31,1990,30.9,8,0,0,38,20,3,22,57,44,0,2,0,233,43,33,56.57894736842105
2628,Raúl de Tomás,ESP,FW,Rayo Vallecano,La Liga,27,1994,8.9,2,0,0,21,23,20,8,0,2,0,0,0,21,12,20,37.5
2629,Tiago Tomás,POR,"FW,MF",Stuttgart,Bundesliga,20,2002,14.3,2,0,0,13,49,3,34,1,4,1,0,0,48,6,20,23.076923076923077
2630,Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,23,1998,7.4,2,0,0,6,3,0,12,14,18,0,0,0,42,17,20,45.94594594594595
2631,James Tomkins,ENG,DF,Crystal Palace,Premier League,33,1989,3.8,3,1,1,3,1,1,0,5,2,0,0,0,21,6,6,50.0
2632,Fikayo Tomori,ENG,DF,Milan,Serie A,24,1997,30.7,5,0,0,28,25,1,6,29,34,0,1,0,190,62,30,67.3913043478261
2633,Sandro Tonali,ITA,MF,Milan,Serie A,22,2000,30.1,7,0,0,35,32,5,130,25,41,0,0,0,178,15,18,45.45454545454545
2634,Lorenzo Tonelli,ITA,DF,Empoli,Serie A,32,1990,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
2635,Ivan Toney,ENG,FW,Brentford,Premier League,26,1996,32.8,9,0,0,52,74,27,34,14,13,3,0,0,103,109,117,48.23008849557522
2636,Pablo Torre,ESP,"FW,MF",Barcelona,La Liga,19,2003,1.6,0,0,0,4,3,0,8,2,1,0,0,0,9,1,1,50.0
2637,David Torres,ESP,DF,Valladolid,La Liga,19,2003,4.3,1,0,0,3,2,0,1,3,1,0,0,0,14,9,9,50.0
2638,Ferrán Torres,ESP,"FW,MF",Barcelona,La Liga,22,2000,15.5,5,1,0,17,25,8,60,3,7,0,0,0,53,11,9,55.00000000000001
2639,Óliver Torres,ESP,"MF,FW",Sevilla,La Liga,27,1994,23.7,2,0,0,30,45,7,57,10,23,0,0,0,145,7,18,28.000000000000004
2640,Pau Torres,ESP,DF,Villarreal,La Liga,25,1997,33.9,10,0,0,20,17,0,4,13,25,2,0,1,195,59,48,55.140186915887845
2641,Roberto Torres,ESP,"FW,MF",Osasuna,La Liga,33,1989,0.1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,
2642,Lucas Torró,ESP,MF,Osasuna,La Liga,28,1994,27.5,10,0,0,64,31,0,1,42,32,0,0,0,184,86,50,63.23529411764706
2643,Nabil Touaizi,MAR,MF,Espanyol,La Liga,21,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2644,Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,26,1996,4.4,1,0,0,5,1,1,5,10,7,0,0,0,32,14,11,56.00000000000001
2645,Birama Touré,MLI,MF,Auxerre,Ligue 1,30,1992,37.8,3,0,0,50,22,0,14,67,47,0,1,0,242,56,60,48.275862068965516
2646,Mohamed Toure,AUS,"FW,MF",Reims,Ligue 1,18,2004,0.3,0,0,0,1,0,1,0,0,0,0,0,0,1,1,4,20.0
2647,Souleymane Touré,FRA,DF,"Marseille,Auxerre",Ligue 1,19,2003,18.400000000000002,6,1,1,22,13,0,3,26,14,0,1,0,88,25,10,71.42857142857143
2649,Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,25,1997,32.7,1,0,0,36,42,2,28,48,38,1,0,0,168,91,94,49.18918918918919
2650,Yoann Touzghar,TUN,FW,Ajaccio,Ligue 1,35,1986,5.0,0,1,0,5,6,3,2,0,2,0,0,0,10,9,20,31.03448275862069
2651,Adama Traoré,ESP,"FW,MF",Wolves,Premier League,26,1996,16.6,2,0,0,21,34,7,81,3,7,0,0,0,66,39,25,60.9375
2652,Bertrand Traoré,BFA,"FW,MF",Aston Villa,Premier League,26,1995,2.6,1,0,0,2,8,3,5,2,1,0,0,0,8,2,4,33.33333333333333
2653,Boubacar Traoré,MLI,MF,Wolves,Premier League,20,2001,4.6,2,0,0,10,2,0,1,7,5,0,0,0,27,7,8,46.666666666666664
2654,Charles Traore,MLI,DF,Nantes,Ligue 1,30,1992,5.4,2,0,0,6,13,1,6,10,5,0,1,1,26,6,4,60.0
2655,Hamari Traoré,MLI,DF,Rennes,Ligue 1,30,1992,28.1,5,0,0,33,6,3,63,38,32,0,2,0,155,33,34,49.25373134328358
2656,Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,32,1990,33.0,3,0,0,0,4,0,0,0,1,0,0,0,37,4,0,100.0
2657,Mark Travers,IRL,GK,Bournemouth,Premier League,23,1999,11.5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,100.0
2658,Óscar Trejo,ARG,"MF,FW",Rayo Vallecano,La Liga,34,1988,23.8,9,0,0,77,65,5,35,8,32,0,0,0,139,11,36,23.404255319148938
2659,Manu Trigueros,ESP,MF,Villarreal,La Liga,30,1991,9.2,2,1,0,13,10,1,4,5,14,0,0,0,33,6,13,31.57894736842105
2660,Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,35,1987,20.1,1,0,0,17,7,1,180,25,16,0,1,0,107,23,19,54.761904761904766
2661,Théo Trinker,FRA,MF,Nice,Ligue 1,21,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2662,Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,31,1990,37.1,5,0,0,48,29,7,393,43,49,0,1,1,264,49,35,58.333333333333336
2663,William Troost-Ekong,NGA,DF,Salernitana,Serie A,28,1993,4.9,1,0,0,7,1,0,1,6,3,0,0,0,13,18,9,66.66666666666666
2664,Leandro Trossard,BEL,FW,"Arsenal,Brighton",Premier League,27,1994,24.9,1,0,0,19,30,4,90,6,13,1,0,0,111,7,15,31.818181818181817
2666,Adrien Truffert,FRA,DF,Rennes,Ligue 1,20,2001,21.7,1,0,0,20,25,3,35,22,32,0,0,0,126,34,26,56.666666666666664
2667,Frank Tsadjout,ITA,FW,Cremonese,Serie A,23,1999,11.7,1,0,0,22,18,4,4,8,8,0,0,0,39,59,60,49.57983193277311
2668,Kostas Tsimikas,GRE,DF,Liverpool,Premier League,26,1996,8.6,3,0,0,13,9,0,85,12,9,0,0,0,50,7,7,50.0
2669,Theocharis Tsingaras,GRE,MF,Toulouse,Ligue 1,21,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2670,Viktor Tsyhankov,UKR,MF,Girona,La Liga,24,1997,16.5,0,0,0,8,21,2,55,7,8,1,0,0,70,7,13,35.0
2671,Alessandro Tuia,ITA,DF,Lecce,Serie A,32,1990,5.7,1,0,0,9,2,0,1,15,6,0,0,0,34,10,14,41.66666666666667
2672,Martin Turk,SVN,GK,Sampdoria,Serie A,18,2003,4.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0
2673,Beñat Turrientes,ESP,"MF,FW",Real Sociedad,La Liga,20,2002,1.2,0,0,0,2,1,0,4,0,3,0,0,0,7,0,2,0.0
2674,Tuta,BRA,DF,Eint Frankfurt,Bundesliga,23,1999,30.2,8,0,0,33,18,1,7,49,35,0,0,0,240,51,61,45.535714285714285
2675,Destiny Udogie,ITA,DF,Udinese,Serie A,19,2002,30.0,5,0,0,37,58,5,29,36,45,0,2,0,175,17,15,53.125
2676,Ike Ugbo,CAN,"FW,MF",Troyes,Ligue 1,23,1998,9.9,0,0,0,13,10,4,0,2,2,0,0,0,15,9,41,18.0
2677,Lesley Ugochukwu,FRA,MF,Rennes,Ligue 1,18,2004,14.8,3,1,0,29,12,0,2,21,19,0,0,0,71,16,7,69.56521739130434
2678,Samir Ujkani,KVX,GK,Empoli,Serie A,34,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2679,Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,33,1988,3.0,1,0,0,1,1,0,0,0,1,0,1,0,5,0,0,
2680,Lauren Ulrich,GER,MF,Stuttgart,Bundesliga,17,2005,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
2681,Samuel Umtiti,FRA,DF,Lecce,Serie A,28,1993,23.5,8,0,0,32,27,0,2,26,34,0,0,0,167,34,26,56.666666666666664
2682,Enes Ünal,TUR,FW,Getafe,La Liga,25,1997,33.0,6,0,0,61,77,28,17,6,14,2,0,0,87,156,164,48.75
2683,Deniz Undav,GER,"FW,MF",Brighton,Premier League,26,1996,7.0,2,0,0,15,4,7,1,0,4,0,0,1,21,5,7,41.66666666666667
2684,Cengiz Ünder,TUR,"MF,DF",Marseille,Ligue 1,25,1997,27.7,3,0,0,29,31,8,157,18,19,0,0,0,133,11,19,36.666666666666664
2685,Dayot Upamecano,FRA,DF,Bayern Munich,Bundesliga,23,1998,26.1,6,1,0,30,14,1,2,27,37,0,1,0,212,47,47,50.0
2686,Filip Uremović,CRO,DF,Hertha BSC,Bundesliga,25,1997,19.2,8,1,1,27,10,0,1,36,23,0,3,0,83,55,38,59.13978494623656
2687,Oscar Ureña,ESP,MF,Girona,La Liga,19,2003,1.1,0,0,0,2,1,0,4,1,2,0,0,0,3,0,1,0.0
2688,Jere Uronen,FIN,DF,"Brest,Schalke 04","Ligue 1,Bundesliga",28,1994,10.8,2,0,0,8,20,0,43,15,15,0,0,0,59,18,16,52.94117647058824
2690,Mark Uth,GER,"MF,FW",Köln,Bundesliga,30,1991,0.5,2,0,0,2,1,0,2,0,0,0,0,0,0,1,0,100.0
2691,Josha Vagnoman,GER,DF,Stuttgart,Bundesliga,21,2000,16.4,3,1,1,19,9,2,27,8,15,0,0,0,74,23,19,54.761904761904766
2692,Diego Valencia,CHI,"MF,FW",Salernitana,Serie A,22,2000,2.6,1,0,0,8,6,0,5,1,5,0,0,0,10,2,4,33.33333333333333
2693,Óscar Valentín,ESP,MF,Rayo Vallecano,La Liga,27,1994,28.4,11,0,0,75,50,1,3,44,51,0,0,0,204,27,45,37.5
2694,Emanuele Valeri,ITA,DF,Cremonese,Serie A,23,1998,30.9,3,0,0,27,37,5,147,22,27,0,0,0,190,13,26,33.33333333333333
2695,Yan Valery,TUN,DF,"Southampton,Angers","Premier League,Ligue 1",23,1999,28.2,3,0,0,46,20,1,82,34,39,0,0,0,143,38,22,63.33333333333333
2697,Martin Valjent,SVK,DF,Mallorca,La Liga,26,1995,29.5,8,0,0,33,11,1,6,29,27,0,1,0,114,34,29,53.96825396825397
2698,Jesús Vallejo,ESP,DF,Real Madrid,La Liga,25,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2699,Manu Vallejo,ESP,"FW,MF",Girona,La Liga,25,1997,2.3,0,0,0,1,6,1,7,1,1,2,0,0,8,0,5,0.0
2700,Mattia Valoti,ITA,"MF,FW",Monza,Serie A,28,1993,5.0,1,0,0,16,12,2,2,3,10,0,0,0,23,17,21,44.73684210526316
2701,Federico Valverde,URU,"MF,FW",Real Madrid,La Liga,24,1998,27.8,2,0,0,11,15,5,27,17,20,0,0,0,132,31,11,73.80952380952381
2702,Virgil van Dijk,NED,DF,Liverpool,Premier League,31,1991,31.5,3,0,0,13,3,3,1,31,14,0,1,0,168,98,34,74.24242424242425
2703,Vanderson,BRA,"DF,MF",Monaco,Ligue 1,21,2001,24.6,4,1,1,36,18,3,98,48,48,0,0,0,167,27,27,50.0
2704,Raphaël Varane,FRA,DF,Manchester Utd,Premier League,29,1993,21.2,1,0,0,12,3,2,1,11,9,0,0,1,100,42,16,72.41379310344827
2705,Jamie Vardy,ENG,FW,Leicester City,Premier League,35,1987,20.6,1,0,0,21,7,29,7,2,5,2,0,0,41,47,78,37.6
2706,Ruben Vargas,SUI,"MF,FW",Augsburg,Bundesliga,23,1998,12.6,4,0,0,16,16,3,48,6,7,1,0,0,70,14,23,37.83783783783784
2707,Johan Vásquez,MEX,DF,Cremonese,Serie A,23,1998,20.1,7,0,0,21,19,0,4,45,26,0,0,0,129,35,44,44.303797468354425
